ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
335	"PFAS"	"PFAS"	chr17	+	8265287	8265468	8264894	8265125	8265555	8265639
336	"AKAP8"	"AKAP8"	chr19	-	15360847	15360978	15358966	15359062	15361728	15361822
340	"AKAP8"	"AKAP8"	chr19	-	15376975	15377014	15374602	15374635	15379712	15379792
342	"NEURL4"	"NEURL4"	chr17	-	7318268	7318356	7318064	7318172	7318494	7318674
343	"NEURL4"	"NEURL4"	chr17	-	7318268	7318356	7318064	7318172	7319049	7319208
344	"NEURL4"	"NEURL4"	chr17	-	7318494	7318674	7318064	7318172	7319049	7319208
345	"NEURL4"	"NEURL4"	chr17	-	7318494	7318674	7318268	7318356	7319049	7319208
346	"NEURL4"	"NEURL4"	chr17	-	7318494	7318691	7318064	7318172	7319049	7319208
347	"NEURL4"	"NEURL4"	chr17	-	7318494	7318691	7318268	7318356	7319049	7319208
348	"NEURL4"	"NEURL4"	chr17	-	7325208	7325473	7324798	7324980	7325640	7325713
353	"KANSL1L"	"KANSL1L"	chr2	-	210104103	210104301	210097848	210098207	210129030	210129172
356	"HSD17B4"	"HSD17B4"	chr5	+	119475823	119475870	119475677	119475727	119477416	119477489
357	"HSD17B4"	"HSD17B4"	chr5	+	119477797	119477894	119477416	119477501	119478833	119478943
359	"HSD17B4"	"HSD17B4"	chr5	+	119506817	119506889	119502040	119502092	119509140	119509244
360	"HSD17B4"	"HSD17B4"	chr5	+	119509429	119509494	119509140	119509244	119514980	119515046
361	"HSD17B4"	"HSD17B4"	chr5	+	119531265	119531404	119529893	119529980	119536422	119536550
365	"PHF2"	"PHF2"	chr9	+	93629969	93630055	93576406	93576871	93636410	93636465
366	"PHF2"	"PHF2"	chr9	+	93675679	93675789	93674926	93675022	93676593	93676963
369	"RP4-536B24.4"	"RP4-536B24.4"	chr16	-	87777867	87778000	87773487	87773541	87778986	87779374
370	"RP4-536B24.4"	"RP4-536B24.4"	chr16	-	87777867	87778000	87773510	87773589	87778986	87779374
372	"ARHGEF26-AS1"	"ARHGEF26-AS1"	chr3	-	154108668	154108785	154030276	154030379	154121071	154121210
373	"ARHGEF26-AS1"	"ARHGEF26-AS1"	chr3	-	154119685	154119783	154030276	154030379	154121071	154121332
374	"ARHGEF26-AS1"	"ARHGEF26-AS1"	chr3	-	154119685	154119808	154030276	154030379	154121071	154121263
375	"ATP10D"	"ATP10D"	chr4	+	47515475	47515670	47512503	47512830	47523011	47523216
381	"CTC-529P8.1"	"CTC-529P8.1"	chr5	+	149064249	149064358	149064066	149064174	149071346	149071527
382	"ANKRD36C"	"ANKRD36C"	chr2	-	95852125	95852196	95851693	95851787	95853708	95853861
384	"ANKRD36C"	"ANKRD36C"	chr2	-	95894212	95894275	95893695	95893724	95895398	95895471
385	"ANKRD36C"	"ANKRD36C"	chr2	-	95905440	95905503	95904923	95904952	95906630	95906703
386	"ANKRD36C"	"ANKRD36C"	chr2	-	95929071	95929144	95927380	95927409	95929238	95929267
387	"ANKRD36C"	"ANKRD36C"	chr2	-	95929238	95929267	95927380	95927409	95935453	95935526
402	"AF011889.5"	"AF011889.5"	chrX	-	149486924	149487098	149482542	149483218	149490313	149490440
403	"AF011889.5"	"AF011889.5"	chrX	-	149498106	149498307	149496345	149496516	149500948	149501037
404	"AF011889.5"	"AF011889.5"	chrX	-	149526935	149527068	149500948	149501037	149529366	149529428
407	"SLC25A18"	"SLC25A18"	chr22	+	17583415	17583534	17582562	17582653	17587135	17587301
421	"SRRT"	"SRRT"	chr7	+	100881658	100881805	100881284	100881413	100882052	100882241
422	"SRRT"	"SRRT"	chr7	+	100882764	100883090	100882052	100882241	100884069	100884239
467	"AC016735.2"	"AC016735.2"	chr2	-	43031134	43031301	43028913	43029977	43036695	43036765
468	"AC016735.2"	"AC016735.2"	chr2	-	43032733	43032902	43031134	43031301	43036695	43036765
469	"AC016735.2"	"AC016735.2"	chr2	-	43032733	43032902	43032500	43032636	43036695	43036765
470	"AC016735.2"	"AC016735.2"	chr2	-	43035054	43035152	43031134	43031301	43036695	43036765
472	"AC016735.2"	"AC016735.2"	chr2	-	43036695	43036765	43032733	43032902	43039119	43039541
473	"C22orf39"	"C22orf39"	chr22	-	19359335	19359484	19356889	19357051	19361236	19361341
474	"C22orf39"	"C22orf39"	chr22	-	19375630	19375792	19361726	19361931	19383619	19383705
475	"C22orf39"	"C22orf39"	chr22	-	19377868	19378066	19375630	19375792	19383619	19383705
476	"C22orf39"	"C22orf39"	chr22	-	19447377	19447545	19440885	19441694	19447664	19447691
478	"UGGT1"	"UGGT1"	chr2	+	128123185	128123246	128121198	128121298	128127360	128127452
480	"UGGT1"	"UGGT1"	chr2	+	128172572	128172762	128171204	128171284	128173780	128173939
481	"UGGT1"	"UGGT1"	chr2	+	128183674	128183789	128182129	128182290	128186682	128186799
482	"UGGT1"	"UGGT1"	chr2	+	128186682	128186799	128183674	128183789	128187448	128187614
484	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196324270	196324440	196323743	196323997	196326954	196327032
485	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196324270	196324440	196323743	196323997	196327389	196327591
486	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196324270	196324440	196323743	196323997	196338263	196338373
487	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196326954	196327032	196323743	196323997	196327389	196327591
488	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196326954	196327032	196324270	196324440	196327389	196327591
489	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196327389	196327591	196323743	196323997	196338263	196338373
490	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196327389	196327591	196324270	196324440	196338263	196338373
491	"NOC3L"	"NOC3L"	chr10	-	94344414	94344515	94341672	94341745	94344852	94344933
509	"SURF1"	"SURF1"	chr9	-	133352693	133352730	133352445	133352608	133353748	133353940
510	"SURF1"	"SURF1"	chr9	-	133352693	133352766	133352445	133352608	133353748	133353940
511	"SURF1"	"SURF1"	chr9	-	133354823	133354957	133354658	133354741	133356399	133356485
519	"E2F4"	"E2F4"	chr16	+	67194397	67194459	67193421	67193515	67194685	67194819
520	"E2F4"	"E2F4"	chr16	+	67197866	67197911	67197598	67197646	67198007	67198917
521	"CYB5R4"	"CYB5R4"	chr6	+	83914415	83914448	83909008	83909090	83918004	83918065
522	"CYB5R4"	"CYB5R4"	chr6	+	83914415	83914448	83909008	83909090	83919396	83919454
523	"CYB5R4"	"CYB5R4"	chr6	+	83918004	83918065	83909008	83909090	83919396	83919454
524	"CYB5R4"	"CYB5R4"	chr6	+	83918004	83918065	83914415	83914448	83919396	83919454
525	"CYB5R4"	"CYB5R4"	chr6	+	83929419	83929510	83926268	83926331	83934594	83934735
526	"CBX8"	"CBX8"	chr17	-	79796056	79796123	79792131	79795558	79796249	79796315
527	"CBX8"	"CBX8"	chr17	-	79796496	79796540	79796249	79796315	79801400	79801533
530	"IFNAR1"	"IFNAR1"	chr21	+	33340998	33341174	33335523	33335647	33343267	33343422
531	"IFNAR1"	"IFNAR1"	chr21	+	33340998	33341174	33335523	33335647	33343534	33343676
532	"IFNAR1"	"IFNAR1"	chr21	+	33343267	33343422	33335523	33335647	33343534	33343676
533	"IFNAR1"	"IFNAR1"	chr21	+	33343267	33343422	33340998	33341174	33343534	33343676
536	"IFNAR1"	"IFNAR1"	chr21	+	33343534	33343676	33343267	33343422	33345245	33345360
537	"IFNAR1"	"IFNAR1"	chr21	+	33345245	33345360	33343534	33343676	33349090	33349290
542	"EXO1"	"EXO1"	chr1	+	241850408	241850586	241848730	241849027	241853357	241853472
544	"EXO1"	"EXO1"	chr1	+	241852291	241852411	241850408	241850586	241857344	241857482
545	"EXO1"	"EXO1"	chr1	+	241853357	241853472	241850408	241850586	241857344	241857482
546	"EXO1"	"EXO1"	chr1	+	241853357	241853481	241850408	241850586	241857344	241857482
548	"EXO1"	"EXO1"	chr1	+	241854572	241854781	241853357	241853481	241857344	241857482
551	"ABCA2"	"ABCA2"	chr9	-	137015961	137016174	137015674	137015871	137016290	137016471
559	"KIF23"	"KIF23"	chr15	+	69436563	69436722	69436137	69436261	69438247	69438360
560	"KIF23"	"KIF23"	chr15	+	69439903	69440077	69438247	69438405	69444789	69445041
561	"KIF23"	"KIF23"	chr15	+	69440307	69440487	69439903	69440077	69444789	69445041
565	"KIF23"	"KIF23"	chr15	+	69446282	69446364	69446008	69446091	69446870	69446941
566	"KIF23"	"KIF23"	chr15	+	69446285	69446364	69446008	69446091	69446870	69446941
567	"C11orf30"	"C11orf30"	chr11	+	76453313	76453388	76451857	76451957	76458182	76458358
569	"C11orf30"	"C11orf30"	chr11	+	76459932	76460085	76458182	76458358	76463820	76464080
570	"C11orf30"	"C11orf30"	chr11	+	76459935	76460085	76458182	76458358	76463820	76464080
572	"C11orf30"	"C11orf30"	chr11	+	76513385	76513535	76496214	76496469	76516141	76516249
573	"C11orf30"	"C11orf30"	chr11	+	76526461	76526635	76523154	76523291	76528267	76528466
574	"C11orf30"	"C11orf30"	chr11	+	76535894	76536059	76528267	76528466	76537794	76537950
577	"C11orf30"	"C11orf30"	chr11	+	76537794	76537950	76535894	76536059	76542215	76542367
578	"C11orf30"	"C11orf30"	chr11	+	76539598	76539640	76537794	76537950	76542215	76542367
579	"C11orf30"	"C11orf30"	chr11	+	76544258	76544822	76542167	76542367	76545796	76546297
581	"C11orf30"	"C11orf30"	chr11	+	76547027	76547100	76545947	76546297	76549951	76550006
600	"CTPS1"	"CTPS1"	chr1	+	41001028	41001117	40997124	40997526	41002159	41002236
601	"CTPS1"	"CTPS1"	chr1	+	41006050	41006094	41003113	41003176	41008658	41008714
605	"IKBKB"	"IKBKB"	chr8	+	42290155	42290273	42272082	42272205	42293442	42293512
608	"IKBKB"	"IKBKB"	chr8	+	42308900	42309025	42306342	42306432	42314321	42314429
609	"IKBKB"	"IKBKB"	chr8	+	42314321	42314429	42308900	42309025	42316209	42316339
611	"IKBKB"	"IKBKB"	chr8	+	42329123	42329214	42325609	42326097	42330913	42331064
612	"GOT1"	"GOT1"	chr10	-	99402579	99402722	99396869	99397686	99403468	99403634
613	"GOT1"	"GOT1"	chr10	-	99403723	99403874	99403468	99403634	99405755	99405860
614	"WDR45B"	"WDR45B"	chr17	-	82617295	82617397	82616523	82616645	82619042	82619084
615	"WDR45B"	"WDR45B"	chr17	-	82619042	82619094	82617295	82617397	82621608	82621799
616	"WDR45B"	"WDR45B"	chr17	-	82619042	82619128	82617295	82617397	82621608	82621799
617	"WDR45B"	"WDR45B"	chr17	-	82621608	82621799	82619042	82619128	82625388	82625483
620	"WDR45B"	"WDR45B"	chr17	-	82643948	82644023	82630920	82631022	82648273	82648318
623	"DDX54"	"DDX54"	chr12	-	113165643	113165717	113163131	113163274	113169769	113169904
624	"DDX54"	"DDX54"	chr12	-	113165801	113166032	113165643	113165717	113169769	113169904
