ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
53	"TNNT3"	"TNNT3"	chr11	+	1936213	1936254	1936962	1937003	1934828	1934919	1938437	1938492
54	"AC016735.2"	"AC016735.2"	chr2	-	43032733	43032902	43035054	43035152	43031134	43031301	43036695	43036765
55	"AC016735.2"	"AC016735.2"	chr2	-	43032733	43032902	43036695	43036765	43032500	43032636	43039119	43039547
56	"UGGT1"	"UGGT1"	chr2	+	128183674	128183789	128186682	128186799	128182129	128182290	128187448	128187614
57	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196324270	196324440	196326954	196327032	196323743	196323997	196327389	196327591
58	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196324270	196324440	196327389	196327591	196323743	196323997	196338263	196338373
59	"CERS6-AS1"	"CERS6-AS1"	chr2	-	168775195	168775315	168777812	168777937	168774820	168774951	168783954	168784047
60	"CERS6-AS1"	"CERS6-AS1"	chr2	-	168775195	168775370	168777812	168777937	168774820	168774951	168783954	168784047
61	"EPB41L3"	"EPB41L3"	chr18	-	5400496	5400595	5400968	5401043	5398020	5398143	5406776	5406968
62	"EPB41L3"	"EPB41L3"	chr18	-	5508164	5508278	5518524	5518607	5489000	5489194	5539620	5539698
63	"E2F4"	"E2F4"	chr16	+	67193421	67193515	67194397	67194459	67192760	67192870	67194685	67194980
64	"CYB5R4"	"CYB5R4"	chr6	+	83914415	83914448	83918004	83918065	83909008	83909090	83919396	83919454
65	"IFNAR1"	"IFNAR1"	chr21	+	33340998	33341174	33343267	33343422	33335523	33335647	33343534	33343676
66	"IFNAR1"	"IFNAR1"	chr21	+	33343267	33343422	33343534	33343676	33335523	33335647	33345245	33345360
67	"IFNAR1"	"IFNAR1"	chr21	+	33343267	33343422	33343534	33343676	33340998	33341174	33345245	33345360
68	"IFNAR1"	"IFNAR1"	chr21	+	33343534	33343676	33345245	33345360	33343267	33343422	33349090	33349290
69	"EXO1"	"EXO1"	chr1	+	241850408	241850586	241853357	241853481	241848730	241849027	241857344	241857482
70	"EXO1"	"EXO1"	chr1	+	241850408	241850586	241853357	241853472	241848949	241849027	241857344	241857482
71	"EXO1"	"EXO1"	chr1	+	241852291	241852411	241853357	241853472	241850408	241850586	241857344	241857482
72	"EXO1"	"EXO1"	chr1	+	241852291	241852411	241853357	241853481	241850408	241850586	241857344	241857482
73	"KIF23"	"KIF23"	chr15	+	69440767	69441079	69444789	69445041	69440307	69440487	69446008	69446091
74	"C11orf30"	"C11orf30"	chr11	+	76496214	76496469	76513385	76513535	76472563	76472840	76516141	76516312
75	"C11orf30"	"C11orf30"	chr11	+	76535894	76536059	76537794	76537950	76528267	76528466	76542215	76542367
76	"RP4-565E6.1"	"RP4-565E6.1"	chr1	-	148225075	148225289	148226493	148226621	148216936	148217130	148227987	148228069
77	"IKBKB"	"IKBKB"	chr8	+	42272082	42272205	42288633	42288728	42271317	42271469	42290155	42290273
78	"IKBKB"	"IKBKB"	chr8	+	42308900	42309025	42314321	42314429	42306342	42306432	42316209	42316339
79	"WDR45B"	"WDR45B"	chr17	-	82617295	82617397	82619042	82619094	82616523	82616645	82621608	82621799
80	"WDR45B"	"WDR45B"	chr17	-	82617295	82617397	82619042	82619128	82616523	82616645	82621608	82621799
81	"WDR45B"	"WDR45B"	chr17	-	82619042	82619128	82621608	82621799	82617295	82617397	82625388	82625483
82	"DDX54"	"DDX54"	chr12	-	113165801	113166032	113169769	113169904	113165643	113165717	113172352	113172563
83	"DDX54"	"DDX54"	chr12	-	113169769	113169904	113172352	113172563	113165801	113166032	113174639	113174771
84	"DDX54"	"DDX54"	chr12	-	113172352	113172563	113174639	113174771	113169769	113169904	113174874	113174936
85	"STRN3"	"STRN3"	chr14	-	30918965	30919106	30929200	30929311	30913523	30913657	30935162	30935304
86	"MIR7515HG"	"MIR7515HG"	chr2	-	6618543	6618689	6625028	6625145	6618062	6618315	6632697	6632742
87	"MIR7515HG"	"MIR7515HG"	chr2	-	6618543	6618689	6626136	6626238	6618062	6618315	6632697	6632742
88	"MIR7515HG"	"MIR7515HG"	chr2	-	6625028	6625145	6626136	6626238	6618062	6618315	6632697	6632742
89	"MIR7515HG"	"MIR7515HG"	chr2	-	6633668	6633969	6634799	6634870	6632697	6632742	6635119	6635251
90	"MIR7515HG"	"MIR7515HG"	chr2	-	6634594	6634733	6634799	6634872	6633668	6633969	6635119	6635251
91	"MIR7515HG"	"MIR7515HG"	chr2	-	6634594	6634733	6634799	6634911	6633668	6633969	6635119	6635251
92	"MIR7515HG"	"MIR7515HG"	chr2	-	6635575	6635640	6638090	6638153	6635119	6635251	6638277	6638361
93	"MIR7515HG"	"MIR7515HG"	chr2	-	6638966	6639277	6647535	6647721	6638716	6638867	6650105	6650247
94	"MIR7515HG"	"MIR7515HG"	chr2	-	6639050	6639277	6647535	6647721	6638716	6638867	6649210	6649381
95	"MIR7515HG"	"MIR7515HG"	chr2	-	6647535	6647721	6649210	6649263	6639050	6639273	6650105	6650247
96	"MIR7515HG"	"MIR7515HG"	chr2	-	6647535	6647721	6649210	6649381	6639050	6639277	6650105	6650247
97	"GNG2"	"GNG2"	chr14	+	51841505	51841572	51877616	51877657	51827667	51827807	51950649	51950765
98	"GNG2"	"GNG2"	chr14	+	51913008	51913128	51939780	51940091	51877616	51877657	51950649	51950765
99	"EML2"	"EML2"	chr19	-	45617629	45617697	45619059	45619191	45616764	45616853	45621206	45621332
100	"EML2"	"EML2"	chr19	-	45624718	45624818	45626704	45626839	45621206	45621332	45629950	45630046
101	"EML2"	"EML2"	chr19	-	45624718	45624818	45626704	45626839	45621482	45621637	45629950	45630046
102	"EML2"	"EML2"	chr19	-	45626704	45626839	45629950	45630046	45624718	45624818	45632860	45632971
103	"LINC01399"	"LINC01399"	chr22	-	35120012	35120067	35171434	35171602	35119823	35119904	35172338	35172460
104	"LINC01399"	"LINC01399"	chr22	-	35172338	35172460	35194856	35195019	35119823	35119904	35230997	35231056
105	"SAMD11"	"SAMD11"	chr1	+	939274	939460	941143	941306	939039	939129	942135	942251
106	"PSEN1"	"PSEN1"	chr14	+	73139296	73139398	73146077	73146126	73138111	73138152	73147794	73147876
107	"PSEN1"	"PSEN1"	chr14	+	73192643	73192864	73198030	73198129	73186852	73186920	73206385	73206472
108	"CDCA7"	"CDCA7"	chr2	+	173366282	173366432	173367149	173367286	173365451	173365592	173367633	173368904
109	"UTRN"	"UTRN"	chr6	+	144839172	144839284	144840739	144840832	144836300	144836541	144846804	144846827
110	"WDR26"	"WDR26"	chr1	-	224389832	224389860	224393827	224394013	224385665	224386502	224398096	224398226
111	"ZDHHC11"	"ZDHHC11"	chr5	-	821860	821895	823388	823809	819524	819612	825163	825251
112	"ZDHHC11"	"ZDHHC11"	chr5	-	821860	821895	823388	824093	819524	819612	825163	825251
113	"TMEM232"	"TMEM232"	chr5	-	110610502	110610600	110617893	110617983	110606163	110606287	110618428	110618562
114	"CRCP"	"CRCP"	chr7	+	66127703	66127740	66130743	66130842	66114603	66114970	66134279	66134374
115	"CRCP"	"CRCP"	chr7	+	66127703	66127740	66134279	66134374	66114603	66114970	66145442	66145500
116	"CRCP"	"CRCP"	chr7	+	66130743	66130842	66134279	66134374	66114603	66114970	66145442	66145500
117	"CRCP"	"CRCP"	chr7	+	66130743	66130842	66134279	66134374	66127703	66127740	66145442	66145500
118	"CRCP"	"CRCP"	chr7	+	66134279	66134374	66145442	66145500	66127703	66127740	66152207	66152870
119	"CRCP"	"CRCP"	chr7	+	66134279	66134374	66145442	66145500	66130743	66130842	66152207	66154561
120	"PICK1"	"PICK1"	chr22	+	38067703	38067770	38069032	38069122	38065001	38065130	38070837	38070891
121	"PICK1"	"PICK1"	chr22	+	38069032	38069122	38070837	38070891	38067476	38067770	38071681	38071744
122	"RAD17"	"RAD17"	chr5	+	154646	154750	155226	155410	154230	154367	157015	157273
123	"RAD17"	"RAD17"	chr5	+	155226	155410	157015	157273	154230	154367	157813	157897
124	"RAD17"	"RAD17"	chr5	+	155226	155410	157015	157273	154646	154750	157813	157897
125	"RAD17"	"RAD17"	chr5	+	69371453	69371557	69372033	69372217	69371034	69371171	69373829	69374087
126	"RAD17"	"RAD17"	chr5	+	69372033	69372217	69373829	69374087	69371034	69371171	69374627	69374711
127	"RAD17"	"RAD17"	chr5	+	69372033	69372217	69373829	69374087	69371453	69371557	69374627	69374711
128	"ALOX15"	"ALOX15"	chr17	-	4638216	4638377	4638580	4638684	4637114	4637258	4638849	4638972
129	"FLNB"	"FLNB"	chr3	+	58098710	58098908	58102202	58102340	58081628	58081776	58103958	58104085
130	"TTC1"	"TTC1"	chr5	+	160043132	160043169	160049513	160049662	160036505	160036803	160051128	160051183
131	"TTC1"	"TTC1"	chr5	+	160049513	160049662	160051128	160051183	160043132	160043169	160064931	160065022
132	"TTC1"	"TTC1"	chr5	+	160051128	160051183	160064931	160065022	160049513	160049662	160065276	160065487
133	"SERPINB7"	"SERPINB7"	chr18	+	63792392	63792443	63793160	63793277	63782354	63782540	63796265	63796383
134	"CCDC84"	"CCDC84"	chr11	+	119012148	119012254	119013231	119013262	119011938	119012003	119014993	119015083
135	"MME"	"MME"	chr3	+	155141990	155142127	155142236	155142330	155140190	155140292	155143442	155143571
136	"RFWD2"	"RFWD2"	chr1	-	176135009	176135086	176149005	176149074	176116623	176116681	176162868	176162988
137	"RFWD2"	"RFWD2"	chr1	-	176136487	176136547	176149005	176149074	176135009	176135086	176162868	176162988
138	"RFWD2"	"RFWD2"	chr1	-	176136487	176136547	176149005	176149074	176135009	176135086	176184632	176184692
139	"RFWD2"	"RFWD2"	chr1	-	176149005	176149074	176162868	176162988	176116623	176116681	176163826	176163891
140	"RFWD2"	"RFWD2"	chr1	-	176149005	176149074	176162868	176162988	176135009	176135086	176163826	176163891
141	"IL11RA"	"IL11RA"	chr9	+	34655604	34655665	34656738	34656908	34655217	34655317	34657034	34657149
142	"WNT7B"	"WNT7B"	chr22	-	45931097	45931369	45949919	45950146	45920361	45923335	45976683	45977129
143	"ZSCAN20"	"ZSCAN20"	chr1	+	33489114	33489191	33489517	33489602	33488464	33488651	33491024	33491702
144	"FARSA"	"FARSA"	chr19	-	12928754	12928847	12930222	12930341	12928534	12928663	12930428	12930527
145	"FARSA"	"FARSA"	chr19	-	12930222	12930341	12930428	12930527	12928754	12928847	12930611	12930749
146	"TPMT"	"TPMT"	chr6	-	18132132	18132177	18133803	18133889	18128310	18130780	18138962	18139037
147	"TPMT"	"TPMT"	chr6	-	18143595	18143728	18148987	18149171	18139664	18139717	18155032	18155074
148	"NFYC"	"NFYC"	chr1	+	40723688	40723792	40735600	40735750	40723207	40723274	40738835	40738948
149	"NFYC"	"NFYC"	chr1	+	40749572	40749686	40753150	40753246	40747533	40747605	40758120	40758294
150	"NFYC"	"NFYC"	chr1	+	40753150	40753246	40758120	40758294	40747533	40747605	40762887	40763046
151	"NFYC"	"NFYC"	chr1	+	40758120	40758294	40762887	40763046	40753150	40753246	40766595	40766703
152	"NFYC"	"NFYC"	chr1	+	40762887	40763046	40766595	40766703	40758120	40758294	40769355	40769415
153	"NFYC"	"NFYC"	chr1	+	40762989	40763046	40766595	40766703	40758120	40758294	40769355	40769415
154	"NFYC"	"NFYC"	chr1	+	40766595	40766703	40769355	40769415	40762887	40763046	40770708	40770738
155	"FIG4"	"FIG4"	chr6	+	109716444	109716568	109727108	109727265	109715077	109715176	109732636	109732687
156	"B9D1"	"B9D1"	chr17	-	19357839	19357951	19360319	19360388	19347783	19347880	19362506	19362542
157	"B9D1"	"B9D1"	chr17	-	19357839	19357951	19360319	19360388	19347783	19347880	19377858	19378182
158	"UQCC1"	"UQCC1"	chr20	-	35384037	35384133	35386276	35386389	35381917	35382025	35394091	35394196
159	"UQCC1"	"UQCC1"	chr20	-	35384037	35384133	35394091	35394196	35381917	35382025	35411939	35411973
160	"UQCC1"	"UQCC1"	chr20	-	35384558	35384644	35392235	35392277	35384037	35384133	35394091	35394196
161	"RERG"	"RERG"	chr12	-	15121062	15121119	15217428	15217603	15111343	15111417	15221194	15221417
162	"CSF2RA"	"CSF2RA"	chrX	+	1300490	1300626	1303922	1304019	1295426	1295456	1305445	1305527
163	"INPP5J"	"INPP5J"	chr22	+	31124141	31124263	31124844	31126010	31122965	31123119	31126375	31126489
164	"INPP5J"	"INPP5J"	chr22	+	31124141	31124263	31124844	31124906	31122993	31123119	31126375	31126489
165	"INPP5J"	"INPP5J"	chr22	+	31124141	31124263	31125832	31126010	31122993	31123119	31126375	31126489
166	"INPP5J"	"INPP5J"	chr22	+	31124844	31124906	31125832	31126010	31122993	31123119	31126375	31126489
167	"YBX2"	"YBX2"	chr17	-	7291092	7291182	7292025	7292059	7290250	7290535	7293474	7293538
168	"GTPBP10"	"GTPBP10"	chr7	+	90352815	90353009	90372154	90372228	90346664	90346774	90374301	90374354
169	"GTPBP10"	"GTPBP10"	chr7	+	90354457	90354549	90355085	90355230	90352815	90353009	90372154	90372228
170	"GTPBP10"	"GTPBP10"	chr7	+	90354457	90354549	90355085	90355230	90352815	90353009	90374301	90374354
171	"GTPBP10"	"GTPBP10"	chr7	+	90354457	90354549	90372154	90372228	90352815	90353009	90374301	90374354
172	"GTPBP10"	"GTPBP10"	chr7	+	90355085	90355230	90372154	90372228	90352815	90353009	90374301	90374354
173	"GTPBP10"	"GTPBP10"	chr7	+	90355085	90355230	90372154	90372228	90354457	90354549	90374301	90374354
174	"GTPBP10"	"GTPBP10"	chr7	+	90372154	90372228	90374301	90374354	90346664	90346774	90377506	90377614
175	"GTPBP10"	"GTPBP10"	chr7	+	90372154	90372228	90374301	90374354	90352815	90353009	90377506	90377572
176	"GTPBP10"	"GTPBP10"	chr7	+	90372154	90372228	90374301	90374354	90354457	90354549	90377506	90377614
177	"GTPBP10"	"GTPBP10"	chr7	+	90372154	90372228	90374301	90374354	90355085	90355230	90377506	90377614
178	"ESRP1"	"ESRP1"	chr8	+	94674307	94674494	94678202	94678371	94671452	94671671	94705924	94707466
179	"ESRP1"	"ESRP1"	chr8	+	94692676	94692827	94696851	94696961	94678202	94678371	94705924	94707466
180	"TMC5"	"TMC5"	chr16	+	19469680	19469825	19472087	19472243	19466081	19466233	19474124	19474276
181	"WWOX"	"WWOX"	chr16	+	78164182	78164289	78756939	78757015	78114975	78115154	79211607	79212667
182	"TMTC4"	"TMTC4"	chr13	-	100656380	100656468	100662963	100663180	100642210	100642311	100664220	100664336
183	"THUMPD2"	"THUMPD2"	chr2	-	39768900	39769093	39769709	39770119	39768423	39768501	39771504	39771640
184	"PDE8A"	"PDE8A"	chr15	+	85067013	85067204	85075861	85075918	85062496	85064426	85076732	85076787
185	"PDE8A"	"PDE8A"	chr15	+	85083555	85083644	85089337	85089416	85076732	85076787	85091043	85091181
186	"PDE8A"	"PDE8A"	chr15	+	85083555	85083644	85089337	85089416	85076732	85076787	85097947	85098036
187	"PDE8A"	"PDE8A"	chr15	+	85089337	85089416	85091043	85091181	85083555	85083644	85097947	85098036
188	"RANBP17"	"RANBP17"	chr5	+	170892386	170892553	170896049	170896115	170881805	170881896	170909660	170909765
189	"RANBP17"	"RANBP17"	chr5	+	170914166	170914240	170916464	170916584	170910968	170911134	170918712	170918859
190	"RANBP17"	"RANBP17"	chr5	+	170914166	170914240	170918712	170918859	170910968	170911134	170919440	170919613
191	"RANBP17"	"RANBP17"	chr5	+	170914166	170914240	170916464	170916584	170911027	170911134	170919440	170919613
192	"RANBP17"	"RANBP17"	chr5	+	170916464	170916584	170918712	170918859	170910968	170911134	170919440	170919613
193	"RANBP17"	"RANBP17"	chr5	+	170916464	170916584	170918712	170918859	170914166	170914240	170919440	170919613
194	"DPP8"	"DPP8"	chr15	-	65454262	65454415	65456224	65456371	65451959	65452102	65463760	65463906
195	"DPP8"	"DPP8"	chr15	-	65490188	65490299	65497863	65498032	65481514	65481615	65500605	65500779
196	"EIF2S3"	"EIF2S3"	chrX	+	24067963	24068108	24071557	24071727	24065997	24066092	24073090	24073263
197	"EIF2S3"	"EIF2S3"	chrX	+	24071557	24071727	24073090	24073263	24067963	24068108	24076721	24077971
198	"SIRT1"	"SIRT1"	chr10	+	67888881	67889123	67891401	67891554	67887416	67887533	67906789	67906937
199	"SLC28A1"	"SLC28A1"	chr15	+	84904096	84904238	84908717	84908795	84894939	84895123	84918523	84918604
200	"SLC28A1"	"SLC28A1"	chr15	+	84905538	84905652	84908717	84908795	84904096	84904238	84918523	84918604
201	"IL15"	"IL15"	chr4	+	141656185	141656307	141688821	141689035	141636725	141636748	141719377	141719476
202	"CYP3A5"	"CYP3A5"	chr7	-	99666600	99666689	99666712	99666810	99665165	99665314	99666951	99667065
203	"PPP6R2"	"PPP6R2"	chr22	+	50388985	50389111	50391866	50392015	50372071	50372150	50393892	50394135
204	"GAA"	"GAA"	chr17	+	80111982	80112100	80112875	80113027	80110940	80111025	80113217	80113366
205	"GAA"	"GAA"	chr17	+	80112577	80112711	80112875	80113027	80111982	80112100	80113217	80113366
206	"GAA"	"GAA"	chr17	+	80112577	80112711	80113217	80113366	80111982	80112100	80116967	80117082
207	"RP11-894J14.5"	"RP11-894J14.5"	chr3	-	53077978	53078211	53085749	53085852	53077687	53077828	53099380	53099453
208	"RP11-894J14.5"	"RP11-894J14.5"	chr3	-	53077978	53078211	53092368	53092618	53077687	53077828	53099380	53099453
209	"RP11-894J14.5"	"RP11-894J14.5"	chr3	-	53085749	53085852	53092368	53092618	53077687	53077828	53099380	53099453
210	"MKLN1"	"MKLN1"	chr7	+	131443480	131443702	131445773	131445903	131437784	131437997	131463216	131463364
211	"AQP7"	"AQP7"	chr9	-	33386968	33387092	33394126	33394277	33386403	33386541	33395077	33395195
212	"AQP7"	"AQP7"	chr9	-	33386968	33387092	33395077	33395195	33386403	33386541	33401236	33401287
213	"TCP11L1"	"TCP11L1"	chr11	+	33043749	33043936	33054592	33054725	33039416	33039792	33057114	33057235
214	"TCP11L1"	"TCP11L1"	chr11	+	33054592	33054725	33057114	33057235	33043749	33043936	33057918	33057933
215	"PRR4"	"PRR4"	chr12	-	81766	81802	82859	82981	81257	81404	172360	172427
216	"NDUFAF2"	"NDUFAF2"	chr5	+	61073124	61073214	61098991	61099032	60945206	60945428	61152703	61153026
217	"PPP1R9B"	"PPP1R9B"	chr17	-	50139428	50139581	50140092	50140228	50139262	50139316	50141268	50141373
218	"LAPTM4B"	"LAPTM4B"	chr8	+	97805352	97805464	97815327	97815401	97775056	97776108	97816057	97816180
219	"LAPTM4B"	"LAPTM4B"	chr8	+	97819139	97819238	97825057	97825153	97816057	97816180	97851396	97851474
220	"DAB2"	"DAB2"	chr5	-	39381453	39381616	39382617	39383271	39376649	39377282	39388304	39388367
221	"DAB2"	"DAB2"	chr5	-	39382617	39383271	39388304	39388367	39381453	39381616	39388798	39388852
222	"SLC52A2"	"SLC52A2"	chr8	+	144359622	144359747	144360171	144360493	144359183	144359423	144360589	144360729
223	"SLC52A2"	"SLC52A2"	chr8	+	144359622	144359747	144360589	144360713	144359183	144359423	144360802	144361272
224	"TPD52L1"	"TPD52L1"	chr6	+	125220077	125220193	125229117	125229266	125153648	125153970	125248281	125248383
225	"PHKB"	"PHKB"	chr16	+	47663676	47663734	47665941	47666032	47661718	47661800	47669214	47669417
226	"PHKB"	"PHKB"	chr16	+	47664884	47664975	47665941	47666032	47663676	47663734	47669214	47669417
227	"TMEM135"	"TMEM135"	chr11	+	87067693	87067821	87071522	87071615	87037843	87038186	87091361	87091395
228	"TMEM135"	"TMEM135"	chr11	+	87071522	87071615	87091361	87091395	87037891	87038186	87157340	87157885
229	"TMEM135"	"TMEM135"	chr11	+	87091361	87091395	87157340	87157406	87071522	87071615	87236637	87236684
230	"TMEM135"	"TMEM135"	chr11	+	87302295	87302442	87305935	87306005	87295781	87295823	87309504	87309672
231	"CPSF7"	"CPSF7"	chr11	-	61421053	61421127	61421191	61421257	61420469	61420573	61421389	61421608
232	"CPSF7"	"CPSF7"	chr11	-	61421053	61421130	61421191	61421257	61420469	61420573	61421389	61421608
233	"PON3"	"PON3"	chr7	-	95372172	95372338	95390153	95390209	95363862	95364063	95394643	95394714
234	"RP11-561B11.2"	"RP11-561B11.2"	chr14	+	35310739	35310895	35312880	35313059	35308913	35308995	35314360	35314455
235	"HAL"	"HAL"	chr12	-	95993643	95993674	95993771	95993838	95993450	95993488	95993925	95993998
236	"COL25A1"	"COL25A1"	chr4	-	108819251	108819329	108819811	108819898	108817396	108817435	108824173	108824227
237	"COL25A1"	"COL25A1"	chr4	-	108941365	108941437	108942208	108942268	108940538	108940646	108974366	108974393
238	"MICALL1"	"MICALL1"	chr22	+	37919035	37919178	37921971	37922426	37917706	37917795	37924659	37924717
239	"MICALL1"	"MICALL1"	chr22	+	37937079	37937194	37937745	37937819	37933038	37933112	37940708	37941187
240	"MICALL1"	"MICALL1"	chr22	+	37937079	37937194	37937745	37937792	37933038	37933112	37940708	37941533
241	"XPNPEP1"	"XPNPEP1"	chr10	-	109893011	109893075	109907690	109907815	109891721	109891826	109915010	109915099
242	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39151745	39151839	39154210	39154294	39147811	39150381	39158284	39158402
243	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39154210	39154294	39158284	39158402	39151745	39151839	39159482	39159550
244	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39158284	39158402	39159482	39159550	39151745	39151839	39170014	39170322
