ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
136	"IL15"	"IL15"	chr4	+	141719365	141719476	141719377	141719476	141688821	141689035	136	0,0,3	0,0,0	0,5,1	0,0,1	111	99	1	1.0	NA,NA,1.0	NA,1.0,0.471	0.264
141	"PPP6R2"	"PPP6R2"	chr22	+	50419345	50419462	50419348	50419462	50416091	50416157	141	1,0,0	2,0,1	0,0,2	5,3,7	102	99	1	1.0	0.327,NA,0.0	0.0,0.0,0.217	0.091
142	"PPP6R2"	"PPP6R2"	chr22	+	50419345	50419462	50419348	50419462	50418866	50418979	142	13,10,3	114,67,46	5,2,1	92,52,60	102	99	0.00195276448191	0.0845697233319	0.1,0.127,0.06	0.05,0.036,0.016	0.062
143	"PPP6R2"	"PPP6R2"	chr22	+	50439697	50439857	50439700	50439857	50438598	50438762	143	17,8,5	79,69,59	3,7,6	44,40,48	102	99	0.527384541899	1.0	0.173,0.101,0.076	0.062,0.145,0.108	0.012
144	"PPP6R2"	"PPP6R2"	chr22	+	50440800	50441026	50440821	50441026	50439960	50440049	144	0,2,0	57,35,45	1,1,2	44,40,31	120	99	0.497822762335	1.0	0.0,0.045,0.0	0.018,0.02,0.051	-0.015
145	"PPP6R2"	"PPP6R2"	chr22	+	50444198	50445090	50444202	50445090	50443865	50444117	145	39,18,26	1,0,0	29,16,23	1,0,0	103	99	1	1.0	0.974,1.0,1.0	0.965,1.0,1.0	0.003
146	"GAA"	"GAA"	chr17	+	80112844	80113027	80112875	80113027	80112577	80112711	146	0,1,0	133,101,57	0,0,0	86,44,60	130	99	1	1.0	0.0,0.007,0.0	0.0,0.0,0.0	0.002
147	"SLC25A22"	"SLC25A22"	chr11	-	794457	794588	794457	794513	794775	794901	147	2,1,0	48,27,18	3,3,0	43,46,38	174	99	0.594999642177	1.0	0.023,0.021,0.0	0.038,0.036,0.0	-0.01
150	"FTSJ1"	"FTSJ1"	chrX	+	48482402	48482506	48482408	48482506	48481631	48481715	150	91,80,77	31,34,32	115,82,84	35,15,29	105	99	0.0884396690698	0.712438478818	0.735,0.689,0.694	0.756,0.838,0.732	-0.069
151	"FTSJ1"	"FTSJ1"	chrX	+	48482402	48482506	48482419	48482506	48481631	48481715	151	99,81,96	0,0,0	123,88,91	2,0,0	116	99	1	1.0	1.0,1.0,1.0	0.981,1.0,1.0	0.006
152	"FTSJ1"	"FTSJ1"	chrX	+	48482408	48482506	48482419	48482506	48481631	48481715	152	39,35,51	0,0,0	43,21,36	2,0,0	110	99	1	1.0	1.0,1.0,1.0	0.951,1.0,1.0	0.016
153	"FTSJ1"	"FTSJ1"	chrX	+	48482596	48483027	48482985	48483027	48482402	48482506	153	469,350,316	0,1,0	492,333,438	0,0,0	488	99	1	1.0	1.0,0.986,1.0	1.0,1.0,1.0	-0.005
154	"MKLN1"	"MKLN1"	chr7	+	131399237	131399433	131399240	131399433	131397266	131397376	154	1,0,0	43,36,28	2,0,2	33,46,28	102	99	0.51721802769	1.0	0.022,0.0,0.0	0.056,0.0,0.065	-0.033
157	"AC024592.12"	"AC024592.12"	chr19	-	5896452	5896650	5896452	5896575	5896904	5896997	157	15,15,8	843,613,452	7,16,4	691,443,523	174	99	0.934783665407	1.0	0.01,0.014,0.01	0.006,0.02,0.004	0.001
158	"PPAT"	"PPAT"	chr4	-	56406494	56406701	56406494	56406618	56407649	56407716	158	64,36,29	5,3,2	66,49,62	2,2,2	182	99	0.0851859325616	0.699464075371	0.874,0.867,0.887	0.947,0.93,0.944	-0.064
170	"PPP1R9B"	"PPP1R9B"	chr17	-	50140092	50140359	50140092	50140228	50141268	50141373	170	12,17,7	182,132,75	8,16,11	97,82,107	230	99	0.319232916625	1.0	0.028,0.053,0.039	0.034,0.077,0.042	-0.011
171	"JOSD2"	"JOSD2"	chr19	-	50510285	50510448	50510285	50510445	50511074	50511159	171	4,2,0	1,0,0	0,0,3	0,1,1	102	99	1	1.0	0.795,1.0,NA	NA,0.0,0.744	0.525
177	"RNH1"	"RNH1"	chr11	-	502061	502249	502061	502181	504823	504996	177	0,1,0	0,0,0	1,2,1	2,0,0	167	99	1	1.0	NA,1.0,NA	0.229,1.0,1.0	0.257
178	"LAPTM4B"	"LAPTM4B"	chr8	+	97815303	97815401	97815327	97815401	97805352	97805464	178	6,1,3	480,346,281	9,6,7	395,334,404	123	99	0.281667720336	1.0	0.01,0.002,0.009	0.018,0.014,0.014	-0.008
179	"SLC52A2"	"SLC52A2"	chr8	+	144359183	144359423	144359187	144359423	144358576	144358610	179	18,9,18	0,0,0	22,13,27	1,0,0	103	99	1	1.0	1.0,1.0,1.0	0.955,1.0,1.0	0.015
180	"SLC52A2"	"SLC52A2"	chr8	+	144359183	144359423	144359187	144359423	144358592	144358783	180	5,3,2	0,1,1	11,8,8	0,0,0	103	99	1	1.0	1.0,0.742,0.658	1.0,1.0,1.0	-0.2
181	"SLC52A2"	"SLC52A2"	chr8	+	144359183	144359423	144359187	144359423	144358592	144358900	181	5,6,5	3,0,0	18,10,5	0,0,0	103	99	0.50460320105	1.0	0.616,1.0,1.0	1.0,1.0,1.0	-0.128
182	"SLC52A2"	"SLC52A2"	chr8	+	144359183	144359423	144359187	144359423	144359011	144359065	182	127,92,73	0,2,2	181,122,134	3,2,7	103	99	0.0850226829179	0.699464075371	1.0,0.978,0.972	0.983,0.983,0.948	0.012
183	"SLC52A2"	"SLC52A2"	chr8	+	144359622	144360493	144360171	144360493	144359183	144359423	183	1720,1142,973	0,0,0	1872,1300,1573	0,4,0	648	99	1	1.0	1.0,1.0,1.0	1.0,0.98,1.0	0.007
186	"NFAT5"	"NFAT5"	chr16	+	69684886	69684970	69684889	69684970	69677202	69677335	186	10,11,13	2,1,5	16,9,8	6,5,3	102	99	0.164498543452	0.934482184982	0.829,0.914,0.716	0.721,0.636,0.721	0.127
188	"NR4A2"	"NR4A2"	chr2	-	156326149	156326328	156326149	156326207	156326717	156326920	188	74,51,25	4,4,2	3,4,5	0,1,0	220	99	0.00390946219691	0.125572944614	0.893,0.852,0.849	1.0,0.643,1.0	-0.016
189	"NR4A2"	"NR4A2"	chr2	-	156329322	156330188	156329322	156330010	156330667	156330791	189	74,61,26	8,8,3	15,7,15	1,0,0	277	99	4.93812933662e-05	0.00639118361236	0.768,0.732,0.756	0.843,1.0,1.0	-0.196
190	"VAC14"	"VAC14"	chr16	-	70697138	70697257	70697138	70697173	70698636	70698811	190	144,123,80	4,3,0	127,88,102	2,1,0	183	99	0.149783928868	0.88974814487	0.951,0.957,1.0	0.972,0.979,1.0	-0.014
192	"CPSF7"	"CPSF7"	chr11	-	61416104	61416519	61416104	61416162	61419948	61420094	192	694,555,446	0,1,1	698,420,558	0,0,0	456	99	1	1.0	1.0,0.992,0.99	1.0,1.0,1.0	-0.006
193	"CPSF7"	"CPSF7"	chr11	-	61420469	61420573	61420469	61420530	61421389	61421608	193	159,110,90	0,0,0	148,90,125	0,0,1	142	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.989	0.004
194	"CPSF7"	"CPSF7"	chr11	-	61421053	61421130	61421053	61421127	61421389	61421608	194	2,6,4	3,1,2	3,2,3	3,0,1	102	99	0.524202500109	1.0	0.393,0.853,0.66	0.493,1.0,0.744	-0.11
195	"PON3"	"PON3"	chr7	-	95362361	95362490	95362361	95362438	95362759	95362841	195	7,2,4	0,0,0	2,0,3	0,0,1	151	99	1	1.0	1.0,1.0,1.0	1.0,NA,0.663	0.168
199	"ZSCAN2"	"ZSCAN2"	chr15	+	84622577	84622714	84622645	84622714	84620601	84620772	199	2,1,1	1,0,0	1,1,2	0,0,1	167	99	1	1.0	0.542,1.0,1.0	1.0,1.0,0.542	0.0
201	"SLC9A8"	"SLC9A8"	chr20	+	49850761	49850844	49850809	49850844	49849578	49849680	201	0,1,2	5,0,6	2,0,0	0,3,8	147	99	0.940790972099	1.0	0.0,1.0,0.183	1.0,0.0,0.0	0.061
204	"DNASE1"	"DNASE1"	chr16	+	3656963	3657111	3656998	3657111	3656637	3656753	204	1,0,3	9,4,0	6,0,4	2,7,3	134	99	0.242311940956	1.0	0.076,0.0,1.0	0.689,0.0,0.496	-0.036
205	"DNASE1"	"DNASE1"	chr16	+	3656998	3657341	3657186	3657341	3656637	3656753	205	26,23,15	2,0,0	6,19,11	0,0,0	287	99	1	1.0	0.818,1.0,1.0	1.0,1.0,1.0	-0.061
206	"DNASE1"	"DNASE1"	chr16	+	3657186	3657341	3657224	3657341	3656963	3657111	206	12,6,5	1,0,0	2,1,2	0,0,0	137	99	1	1.0	0.897,1.0,1.0	1.0,1.0,1.0	-0.034
208	"XPNPEP1"	"XPNPEP1"	chr10	-	109873366	109873577	109873366	109873427	109875527	109875599	208	1,0,1	122,96,89	1,0,0	137,82,111	249	99	1	1.0	0.003,0.0,0.004	0.003,0.0,0.0	0.001
209	"RAB40B"	"RAB40B"	chr17	-	82658490	82658713	82658490	82658562	82659579	82659657	209	87,65,48	1,0,2	39,24,34	2,0,0	250	99	0.753016012808	1.0	0.972,1.0,0.905	0.885,1.0,1.0	-0.003
211	"GALE"	"GALE"	chr1	-	23798116	23798230	23798116	23798225	23798614	23798730	211	88,84,71	9,2,3	86,64,83	5,8,3	104	99	0.642921947681	1.0	0.903,0.976,0.957	0.942,0.884,0.963	0.016
219	"FPGS"	"FPGS"	chr9	+	127806972	127807087	127806991	127807087	127804635	127804700	219	114,90,94	4,1,2	122,96,136	0,2,0	118	99	0.508984891503	1.0	0.96,0.987,0.975	1.0,0.976,1.0	-0.018
220	"VPS28"	"VPS28"	chr8	-	144424214	144424819	144424214	144424268	144424945	144425772	220	406,274,210	0,0,1	279,157,270	0,0,0	650	99	1	1.0	1.0,1.0,0.97	1.0,1.0,1.0	-0.01
221	"VPS28"	"VPS28"	chr8	-	144424945	144425051	144424945	144425000	144425682	144425772	221	365,243,191	23,17,12	268,181,212	22,17,23	150	99	0.0814378731186	0.688890990137	0.913,0.904,0.913	0.889,0.875,0.859	0.036
222	"VPS28"	"VPS28"	chr8	-	144424945	144426208	144424945	144425772	144426908	144426983	222	324,214,187	0,0,1	256,193,246	2,0,0	535	99	1	1.0	1.0,1.0,0.972	0.959,1.0,1.0	0.004
223	"CCDC14"	"CCDC14"	chr3	-	123913724	123915718	123913724	123915132	123931101	123931234	223	231,180,125	0,1,0	195,152,164	1,0,3	685	99	0.730395174347	1.0	1.0,0.963,1.0	0.966,1.0,0.888	0.036
224	"DNMT3A"	"DNMT3A"	chr2	-	25241561	25241777	25241561	25241707	25243897	25243982	224	0,0,0	15,9,10	1,0,0	26,13,11	169	99	1	1.0	0.0,0.0,0.0	0.022,0.0,0.0	-0.007
226	"NRBP1"	"NRBP1"	chr2	+	27433248	27433483	27433253	27433483	27429182	27429366	226	19,9,10	0,0,0	12,11,17	0,0,1	104	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.942	0.019
242	"IST1"	"IST1"	chr16	+	71924768	71924817	71924772	71924817	71923287	71923380	242	28,11,7	0,0,0	29,16,14	0,1,0	103	99	1	1.0	1.0,1.0,1.0	1.0,0.939,1.0	0.02
243	"SHC1"	"SHC1"	chr1	-	154965945	154966080	154965945	154966077	154966161	154966231	243	67,52,41	34,22,26	62,43,54	29,19,17	102	99	0.28855604323	1.0	0.657,0.696,0.605	0.675,0.687,0.755	-0.053
246	"RPL9"	"RPL9"	chr4	-	39454863	39454944	39454863	39454929	39456405	39456538	246	1053,682,574	0,0,0	916,839,865	0,0,3	114	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.996	0.001
247	"MPDU1"	"MPDU1"	chr17	+	7585694	7585797	7585731	7585797	7583859	7583965	247	0,0,0	60,35,42	0,2,0	76,56,69	136	99	1	1.0	0.0,0.0,0.0	0.0,0.025,0.0	-0.008
