ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
49	"PSEN1"	"PSEN1"	chr14	+	73147966	73148106	73147966	73148094	73170796	73171047	49	48,32,44	56,43,29	38,47,54	41,40,47	110	99	0.653971756852	1.0	0.435,0.401,0.577	0.455,0.514,0.508	-0.021
51	"WDR26"	"WDR26"	chr1	-	224431476	224431581	224431524	224431581	224419517	224419615	51	55,37,26	0,0,1	32,27,29	1,0,1	146	99	1	1.0	1.0,1.0,0.946	0.956,1.0,0.952	0.013
52	"WDR26"	"WDR26"	chr1	-	224431476	224431581	224431524	224431581	224424517	224424654	52	158,78,69	69,58,54	91,62,99	73,50,66	146	99	0.307088981703	1.0	0.608,0.477,0.464	0.458,0.457,0.504	0.043
54	"DCUN1D1"	"DCUN1D1"	chr3	-	182965536	182965753	182965678	182965753	182963880	182964049	54	204,129,108	0,0,0	172,196,154	3,1,2	198	99	0.590487812826	1.0	1.0,1.0,1.0	0.966,0.99,0.975	0.023
55	"FLNB"	"FLNB"	chr3	+	58141857	58141929	58141857	58141896	58142649	58142752	55	170,169,114	41,23,21	132,103,139	39,34,27	131	99	0.0588220543294	0.532953668072	0.758,0.847,0.804	0.719,0.696,0.796	0.066
56	"TTC1"	"TTC1"	chr5	+	160009112	160009193	160009112	160009190	160010499	160010858	56	208,146,137	17,13,16	245,202,263	14,17,15	101	99	0.121023137034	0.791933146703	0.923,0.917,0.894	0.945,0.921,0.945	-0.026
57	"CCDC84"	"CCDC84"	chr11	+	119011220	119011311	119011220	119011283	119011938	119012003	57	7,7,8	11,7,13	8,3,16	11,8,14	126	99	0.8939636008	1.0	0.333,0.44,0.326	0.364,0.228,0.473	0.011
58	"CCDC84"	"CCDC84"	chr11	+	119011938	119012254	119011938	119012003	119013231	119013262	58	26,17,22	1,0,1	31,24,17	0,0,0	198	99	1	1.0	0.929,1.0,0.917	1.0,1.0,1.0	-0.051
59	"RFWD2"	"RFWD2"	chr1	-	176163814	176163891	176163826	176163891	176162868	176162988	59	65,36,27	15,14,8	42,39,56	18,7,18	110	99	0.844381813473	1.0	0.796,0.698,0.752	0.677,0.834,0.737	-0.001
60	"FARSA"	"FARSA"	chr19	-	12928534	12928663	12928572	12928663	12928341	12928457	60	588,427,338	0,0,0	772,538,664	0,1,0	136	99	1	1.0	1.0,1.0,1.0	1.0,0.997,1.0	0.001
61	"FARSA"	"FARSA"	chr19	-	12930428	12930749	12930611	12930749	12930222	12930341	61	519,369,316	0,1,0	639,435,578	0,0,0	198	99	1	1.0	1.0,0.995,1.0	1.0,1.0,1.0	-0.002
62	"TRPM7"	"TRPM7"	chr15	-	50578558	50578664	50578638	50578664	50575868	50575919	62	0,0,0	39,29,26	2,0,1	41,42,22	178	99	1	1.0	0.0,0.0,0.0	0.026,0.0,0.025	-0.017
64	"BAZ2A"	"BAZ2A"	chr12	-	56601179	56601402	56601245	56601402	56600942	56601098	64	125,76,65	0,0,0	133,78,127	0,3,0	164	99	1	1.0	1.0,1.0,1.0	1.0,0.94,1.0	0.02
65	"SVIL-AS1"	"SVIL-AS1"	chr10	+	29409556	29409683	29409556	29409658	29415356	29415412	65	29,39,19	18,12,8	35,55,30	12,5,17	123	99	0.240370537587	1.0	0.565,0.723,0.657	0.701,0.899,0.587	-0.081
67	"WAC"	"WAC"	chr10	+	28614566	28616362	28614566	28614685	28617656	28617784	67	110,59,58	0,0,0	125,94,113	0,0,1	198	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.983	0.006
68	"CLDN7"	"CLDN7"	chr17	-	7261820	7262343	7261846	7262343	7260820	7260985	68	649,427,397	0,0,4	333,251,260	0,1,1	124	99	1	1.0	1.0,1.0,0.988	1.0,0.995,0.995	-0.001
71	"YBX2"	"YBX2"	chr17	-	7291092	7292059	7292025	7292059	7290250	7290535	71	63,22,30	7,2,2	23,13,17	5,0,3	198	99	0.772712953478	1.0	0.818,0.846,0.882	0.697,1.0,0.739	0.037
72	"ESRP1"	"ESRP1"	chr8	+	94674307	94674506	94674307	94674494	94678202	94678371	72	200,182,144	66,71,40	232,197,204	58,36,79	110	99	0.185466955445	0.99067509612	0.732,0.698,0.764	0.783,0.831,0.699	-0.04
75	"ITGB1"	"ITGB1"	chr10	-	32933350	32933583	32933481	32933583	32932514	32932600	75	13,25,7	3,3,3	18,23,15	1,4,6	198	99	0.943906800173	1.0	0.684,0.806,0.538	0.9,0.742,0.556	-0.057
76	"TMTC4"	"TMTC4"	chr13	-	100670282	100670569	100670359	100670569	100668578	100668794	76	0,5,5	28,19,19	3,4,3	23,24,12	175	99	0.676557265748	1.0	0.0,0.13,0.13	0.069,0.086,0.124	-0.006
78	"THUMPD2"	"THUMPD2"	chr2	-	39771504	39771640	39771514	39771640	39768423	39768501	78	0,0,0	0,0,1	0,1,0	0,0,0	108	99	1	1.0	NA,NA,0.0	NA,1.0,NA	-1.0
79	"AQR"	"AQR"	chr15	-	34906518	34906712	34906544	34906712	34904335	34904505	79	0,0,2	70,43,37	0,1,0	67,64,100	124	99	1	1.0	0.0,0.0,0.041	0.0,0.012,0.0	0.01
81	"GAA"	"GAA"	chr17	+	80101810	80101925	80101810	80101890	80104554	80105132	81	5,2,6	27,26,21	1,0,0	17,12,18	133	99	0.000104643065415	0.0103550320766	0.121,0.054,0.175	0.042,0.0,0.0	0.103
83	"SLC25A22"	"SLC25A22"	chr11	-	794452	794513	794457	794513	793528	793619	83	5,1,0	29,22,27	4,1,2	35,33,29	103	99	0.646321589557	1.0	0.142,0.042,0.0	0.099,0.028,0.062	-0.002
84	"SLC25A22"	"SLC25A22"	chr11	-	794452	794513	794469	794513	793528	793619	84	12,2,4	0,0,0	21,10,7	0,1,0	115	99	1	1.0	1.0,1.0,1.0	1.0,0.896,1.0	0.035
85	"SLC25A22"	"SLC25A22"	chr11	-	794457	794513	794469	794513	793528	793619	85	36,23,31	0,0,0	52,42,34	0,1,0	110	99	1	1.0	1.0,1.0,1.0	1.0,0.974,1.0	0.009
89	"FTSJ1"	"FTSJ1"	chrX	+	48481425	48481715	48481425	48481528	48482402	48482506	89	85,79,79	0,2,0	112,82,88	0,1,1	198	99	1	1.0	1.0,0.952,1.0	1.0,0.976,0.978	-0.001
92	"C12orf43"	"C12orf43"	chr12	-	121011010	121011146	121011103	121011146	121010827	121010926	92	1,0,0	30,21,9	0,0,1	26,21,18	191	99	1	1.0	0.017,0.0,0.0	0.0,0.0,0.028	-0.004
94	"PEA15"	"PEA15"	chr1	+	160211542	160211716	160211542	160211650	160213109	160213265	94	769,567,478	11,8,4	737,489,635	4,9,9	164	99	0.82846871611	1.0	0.977,0.977,0.986	0.991,0.97,0.977	0.001
95	"DAB2"	"DAB2"	chr5	-	39392203	39392463	39392364	39392463	39390443	39390575	95	4,2,0	60,54,35	3,2,1	29,43,28	198	99	0.640806509258	1.0	0.032,0.018,0.0	0.049,0.023,0.018	-0.013
96	"SLC52A2"	"SLC52A2"	chr8	+	144358592	144358900	144358592	144358783	144359183	144359423	96	73,52,52	1,0,0	118,92,114	4,0,4	198	99	0.0279262760859	0.339855566536	0.973,1.0,1.0	0.937,1.0,0.934	0.034
97	"SLC52A2"	"SLC52A2"	chr8	+	144358592	144359065	144358592	144358783	144359183	144359423	97	195,138,120	1,0,0	281,204,243	4,0,4	198	99	0.641495942181	1.0	0.99,1.0,1.0	0.972,1.0,0.968	0.017
98	"SLC52A2"	"SLC52A2"	chr8	+	144358592	144359065	144358592	144358900	144359183	144359423	98	194,144,115	1,3,3	280,180,230	11,2,1	198	99	0.443118501466	1.0	0.99,0.96,0.95	0.927,0.978,0.991	0.001
99	"SLC52A2"	"SLC52A2"	chr8	+	144358592	144358900	144358592	144358783	144359187	144359423	99	75,49,49	0,1,1	107,90,113	0,0,0	198	99	1	1.0	1.0,0.961,0.961	1.0,1.0,1.0	-0.026
100	"ADAR"	"ADAR"	chr1	-	154590183	154590409	154590261	154590409	154589756	154589928	100	394,277,265	20,14,9	299,279,290	10,8,12	176	99	0.240564985961	1.0	0.917,0.918,0.943	0.944,0.951,0.931	-0.016
104	"NFAT5"	"NFAT5"	chr16	+	69647027	69647586	69647027	69647167	69653235	69653428	104	34,32,17	0,0,0	23,29,30	1,0,3	198	99	0.416922163491	1.0	1.0,1.0,1.0	0.92,1.0,0.833	0.082
105	"HSD17B7"	"HSD17B7"	chr1	+	162797801	162798935	162797801	162797916	162799742	162799937	105	0,1,4	64,41,36	1,0,3	41,34,30	198	99	0.889444043574	1.0	0.0,0.012,0.053	0.012,0.0,0.048	0.002
106	"CPSF7"	"CPSF7"	chr11	-	61419921	61420094	61419948	61420094	61416104	61416519	106	75,78,60	78,56,44	84,74,72	52,32,46	125	99	0.0341983785361	0.387581623409	0.432,0.525,0.519	0.561,0.647,0.554	-0.095
107	"CPSF7"	"CPSF7"	chr11	-	61420469	61421608	61421389	61421608	61419921	61420094	107	68,56,40	0,1,1	82,52,59	2,2,1	198	99	1	1.0	1.0,0.966,0.952	0.953,0.929,0.967	0.023
109	"CPSF7"	"CPSF7"	chr11	-	61429840	61429920	61429886	61429920	61429181	61429290	109	0,2,1	6,0,1	2,3,0	1,1,2	144	99	0.26954464799	1.0	0.0,1.0,0.407	0.579,0.673,0.0	0.052
110	"CPSF7"	"CPSF7"	chr11	-	61429840	61429922	61429913	61429922	61429181	61429290	110	0,2,1	98,82,53	2,3,0	97,76,89	171	99	1	1.0	0.0,0.014,0.011	0.012,0.022,0.0	-0.003
111	"CPSF7"	"CPSF7"	chr11	-	61429886	61429922	61429913	61429922	61429181	61429290	111	6,0,1	98,82,53	1,1,2	97,76,89	125	99	0.779337879037	1.0	0.046,0.0,0.015	0.008,0.01,0.017	0.009
112	"DNAJC27"	"DNAJC27"	chr2	-	24971415	24971616	24971555	24971616	24967210	24967293	112	3,4,0	0,1,0	1,0,1	0,0,0	198	99	1	1.0	1.0,0.667,NA	1.0,NA,1.0	-0.166
116	"MICALL1"	"MICALL1"	chr22	+	37927410	37927826	37927410	37927820	37931798	37931933	116	167,130,94	11,14,9	117,102,116	17,11,12	104	99	0.221504676425	1.0	0.935,0.898,0.909	0.868,0.898,0.902	0.025
122	"DNASE1"	"DNASE1"	chr16	+	3655848	3655966	3655848	3655937	3656101	3656185	122	2,4,1	3,5,1	4,1,1	3,1,9	127	99	0.456011757518	1.0	0.342,0.384,0.438	0.51,0.438,0.08	0.045
124	"XPNPEP1"	"XPNPEP1"	chr10	-	109875527	109877867	109877789	109877867	109873366	109873427	124	130,99,90	4,2,0	140,86,113	1,0,2	198	99	0.246996922074	1.0	0.942,0.961,1.0	0.986,1.0,0.966	-0.016
125	"XPNPEP1"	"XPNPEP1"	chr10	-	109915010	109915099	109915022	109915099	109907690	109907815	125	90,66,51	1,0,1	72,62,81	1,1,0	110	99	1	1.0	0.988,1.0,0.979	0.985,0.982,1.0	0.0
126	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39159449	39159550	39159482	39159550	39151745	39151839	126	3,5,0	0,0,0	0,2,4	1,0,0	131	99	1	1.0	1.0,1.0,NA	0.0,1.0,1.0	0.333
127	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39158284	39159550	39159449	39159550	39154210	39154294	127	42,29,24	0,0,0	16,30,31	0,1,3	198	99	0.396606100815	1.0	1.0,1.0,1.0	1.0,0.938,0.838	0.075
128	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39158284	39159550	39159482	39159550	39154210	39154294	128	44,34,24	1,2,0	16,32,35	3,0,3	198	99	0.132445377368	0.83200924678	0.957,0.895,1.0	0.727,1.0,0.854	0.09
129	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39159449	39159550	39159482	39159550	39154210	39154294	129	2,5,0	1,2,0	0,3,7	3,0,3	131	99	1	1.0	0.602,0.654,NA	0.0,1.0,0.638	0.082
130	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39159449	39159550	39159482	39159550	39158284	39158402	130	13,9,6	28,14,14	4,8,9	22,10,15	131	99	0.766771814369	1.0	0.26,0.327,0.245	0.121,0.377,0.312	0.007
131	"PAFAH1B1"	"PAFAH1B1"	chr17	+	2674059	2674288	2674059	2674096	2676504	2676606	131	389,248,236	0,0,2	282,251,293	1,0,0	198	99	1	1.0	1.0,1.0,0.983	0.993,1.0,1.0	-0.003
132	"GALE"	"GALE"	chr1	-	23796508	23796782	23796696	23796782	23796150	23796265	132	168,104,102	9,7,2	127,104,97	8,3,8	198	99	0.60865210386	1.0	0.903,0.881,0.962	0.888,0.945,0.858	0.018
133	"GALE"	"GALE"	chr1	-	23798116	23798730	23798614	23798730	23797694	23797871	133	120,84,80	0,0,0	77,78,88	0,2,0	198	99	1	1.0	1.0,1.0,1.0	1.0,0.951,1.0	0.016
134	"FPGS"	"FPGS"	chr9	+	127807585	127807775	127807585	127807688	127808233	127808311	134	16,8,10	59,39,41	8,4,4	42,28,45	185	99	0.058275889453	0.532953668072	0.127,0.099,0.115	0.093,0.071,0.045	0.044
135	"VPS28"	"VPS28"	chr8	-	144424717	144425772	144424945	144425772	144424214	144424268	135	251,155,130	0,0,1	184,128,158	0,0,0	198	99	1	1.0	1.0,1.0,0.985	1.0,1.0,1.0	-0.005
136	"VPS28"	"VPS28"	chr8	-	144424945	144425772	144425682	144425772	144424717	144424819	136	341,218,165	1,0,1	240,126,223	0,0,0	198	99	1	1.0	0.994,1.0,0.988	1.0,1.0,1.0	-0.006
137	"VPS28"	"VPS28"	chr8	-	144425874	144426063	144425921	144426063	144424945	144425772	137	14,9,1	5,0,2	6,2,10	3,2,4	145	99	0.391694630071	1.0	0.657,1.0,0.254	0.577,0.406,0.631	0.099
138	"VPS28"	"VPS28"	chr8	-	144426025	144426208	144426179	144426208	144425682	144425772	138	281,188,151	4,0,3	190,172,203	1,0,2	198	99	0.830463899612	1.0	0.972,1.0,0.962	0.99,1.0,0.981	-0.012
139	"VPS28"	"VPS28"	chr8	-	144426025	144426983	144426908	144426983	144425682	144425772	139	278,182,151	0,0,1	192,171,203	2,0,0	198	99	1	1.0	1.0,1.0,0.987	0.98,1.0,1.0	0.002
140	"CCDC14"	"CCDC14"	chr3	-	123946802	123947319	123947279	123947319	123944848	123944990	140	90,62,48	0,0,0	78,55,55	1,0,0	198	99	1	1.0	1.0,1.0,1.0	0.975,1.0,1.0	0.008
141	"CCDC14"	"CCDC14"	chr3	-	123955842	123956115	123956045	123956115	123948895	123949132	141	26,12,20	1,1,0	24,25,22	0,2,1	198	99	0.404987095364	1.0	0.929,0.857,1.0	1.0,0.862,0.917	0.002
142	"CCDC14"	"CCDC14"	chr3	-	123955842	123956795	123956739	123956795	123948895	123949132	142	25,13,19	0,0,0	27,24,20	0,2,0	198	99	1	1.0	1.0,1.0,1.0	1.0,0.857,1.0	0.048
143	"MICAL2"	"MICAL2"	chr11	+	12138389	12138464	12138389	12138460	12162078	12162419	143	5,2,8	9,11,16	2,2,5	5,11,13	102	99	0.49011631037	1.0	0.35,0.15,0.327	0.28,0.15,0.272	0.042
144	"ABHD3"	"ABHD3"	chr18	-	21663677	21664230	21664117	21664230	21659169	21659343	144	7,3,3	25,16,21	4,3,4	20,18,25	198	99	0.65788525406	1.0	0.123,0.086,0.067	0.091,0.077,0.074	0.011
152	"UFSP2"	"UFSP2"	chr4	-	185418586	185418770	185418611	185418770	185418440	185418507	152	80,53,48	0,0,1	63,53,63	0,0,1	123	99	1	1.0	1.0,1.0,0.975	1.0,1.0,0.981	-0.002
153	"FPGT"	"FPGT"	chr1	+	74199663	74199845	74199663	74199831	74201317	74201410	153	5,1,0	18,10,4	3,3,7	9,16,9	112	99	0.0980318033787	0.704029684935	0.197,0.081,0.0	0.228,0.142,0.407	-0.166
157	"FAHD2A"	"FAHD2A"	chr2	+	95410526	95411026	95410526	95410586	95412433	95412542	157	92,55,50	2,8,2	52,73,64	3,2,7	198	99	0.886649810163	1.0	0.958,0.775,0.926	0.897,0.948,0.821	-0.002
159	"C6orf203"	"C6orf203"	chr6	+	107028212	107028797	107028212	107028271	107039748	107040230	159	0,0,0	23,18,15	5,2,2	24,15,28	198	99	0.0040475309168	0.103270758319	0.0,0.0,0.0	0.094,0.063,0.034	-0.064
162	"RPL13"	"RPL13"	chr16	+	89560939	89561368	89560939	89561063	89561577	89561751	162	1648,1317,982	3,0,1	1506,1059,1453	0,0,0	198	99	1	1.0	0.996,1.0,0.998	1.0,1.0,1.0	-0.002
163	"MITF"	"MITF"	chr3	+	69937821	69938049	69937821	69937881	69939097	69939181	163	10,5,4	0,4,0	9,8,8	0,0,0	198	99	0.0821982377279	0.638808277107	1.0,0.385,1.0	1.0,1.0,1.0	-0.205
166	"HARS"	"HARS"	chr5	-	140679001	140679127	140679061	140679127	140677907	140678015	166	175,152,120	2,4,3	248,205,250	8,1,4	158	99	0.768592414908	1.0	0.982,0.96,0.962	0.951,0.992,0.975	-0.005
167	"RNF31"	"RNF31"	chr14	+	24148257	24148477	24148257	24148413	24148641	24148701	167	7,3,3	30,29,31	3,3,3	31,23,29	162	99	0.45256497102	1.0	0.125,0.059,0.056	0.056,0.074,0.059	0.017
168	"RNF31"	"RNF31"	chr14	+	24148257	24148477	24148257	24148413	24148800	24148876	168	1,1,2	0,0,0	1,0,2	1,0,0	162	99	1	1.0	1.0,1.0,1.0	0.379,NA,1.0	0.31
169	"PPP1R37"	"PPP1R37"	chr19	+	45140505	45140661	45140505	45140606	45141321	45141386	169	1,2,0	58,48,35	2,2,2	50,39,36	153	99	0.645766393157	1.0	0.011,0.026,0.0	0.025,0.032,0.035	-0.018
170	"LRP1"	"LRP1"	chr12	+	57201779	57201947	57201779	57201905	57202420	57202537	170	0,2,0	10,10,6	0,0,0	4,0,5	140	99	1	1.0	0.0,0.124,0.0	0.0,NA,0.0	0.041
173	"ZNF180"	"ZNF180"	chr19	-	44500197	44500522	44500274	44500522	44497283	44497377	173	15,8,12	5,5,0	12,15,15	2,1,5	175	99	0.584381248271	1.0	0.629,0.475,1.0	0.772,0.895,0.629	-0.064
175	"VRK3"	"VRK3"	chr19	-	50025266	50025372	50025345	50025372	50020584	50020647	175	11,8,9	25,19,9	5,8,8	25,17,28	177	99	0.112743982373	0.763802147684	0.197,0.191,0.359	0.101,0.208,0.138	0.1
177	"HIPK1"	"HIPK1"	chr1	+	113957123	113957286	113957123	113957184	113958065	113958291	177	103,52,65	3,2,0	100,84,103	0,0,4	198	99	0.43602542271	1.0	0.945,0.929,1.0	1.0,1.0,0.928	-0.018
180	"BPTF"	"BPTF"	chr17	+	67945408	67946325	67945408	67945896	67947725	67947808	180	34,19,18	10,12,4	37,22,33	25,7,15	198	99	0.389151745694	1.0	0.63,0.442,0.692	0.425,0.611,0.524	0.068
181	"UBE2V1"	"UBE2V1"	chr20	-	50096482	50096820	50096671	50096820	50084128	50084254	181	12,10,7	302,191,191	10,12,18	287,243,286	198	99	0.540911764675	1.0	0.019,0.026,0.018	0.017,0.024,0.031	-0.003
182	"UBE2V1"	"UBE2V1"	chr20	-	50096482	50096820	50096671	50096820	50096058	50096270	182	4,4,3	0,1,2	3,4,10	4,1,8	198	99	0.05126721789	0.501718945404	1.0,0.667,0.429	0.273,0.667,0.385	0.257
183	"UBE2V1"	"UBE2V1"	chr20	-	50115484	50115954	50115698	50115954	50096671	50096820	183	6,6,12	1,0,0	5,7,9	0,1,0	198	99	1	1.0	0.75,1.0,1.0	1.0,0.778,1.0	-0.009
184	"UBE2V1"	"UBE2V1"	chr20	-	50115698	50115954	50115829	50115954	50115484	50115621	184	7,2,6	1,0,0	0,6,5	0,0,0	198	99	1	1.0	0.778,1.0,1.0	NA,1.0,1.0	-0.074
188	"OSBPL3"	"OSBPL3"	chr7	-	24834086	24834736	24834485	24834736	24830767	24830905	188	17,8,3	38,27,22	7,8,8	42,30,27	198	99	0.379741181912	1.0	0.183,0.129,0.064	0.077,0.118,0.129	0.017
189	"LRSAM1"	"LRSAM1"	chr9	+	127485735	127485840	127485735	127485835	127487494	127487560	189	0,0,0	0,2,1	2,0,0	1,0,0	103	99	1	1.0	NA,0.0,0.0	0.658,NA,NA	-0.658
190	"LRSAM1"	"LRSAM1"	chr9	+	127485735	127485840	127485735	127485835	127487675	127487763	190	0,4,0	36,25,19	0,0,0	28,18,8	103	99	0.852041139993	1.0	0.0,0.133,0.0	0.0,0.0,0.0	0.044
191	"ACAD9"	"ACAD9"	chr3	+	128879628	128880017	128879628	128879841	128884652	128884746	191	24,11,12	27,30,24	6,6,22	29,22,36	198	99	0.169340900062	0.95142468212	0.308,0.155,0.2	0.094,0.12,0.234	0.072
192	"ACAD9"	"ACAD9"	chr3	+	128902552	128902632	128902552	128902628	128904061	128904132	192	0,5,1	78,51,49	1,2,1	57,51,53	102	99	0.51593975669	1.0	0.0,0.087,0.019	0.017,0.037,0.018	0.011
195	"WDR19"	"WDR19"	chr4	+	39232161	39232308	39232161	39232272	39234765	39234875	195	1,2,0	5,5,3	0,0,0	1,1,1	134	99	0.845504738537	1.0	0.129,0.228,0.0	0.0,0.0,0.0	0.119
197	"COQ7"	"COQ7"	chr16	+	19073920	19074097	19073920	19074035	19075720	19075860	197	0,0,0	59,47,51	1,0,0	52,45,43	160	99	1	1.0	0.0,0.0,0.0	0.012,0.0,0.0	-0.004
198	"MYL6"	"MYL6"	chr12	+	56158361	56158711	56158361	56158404	56159586	56159730	198	4774,3117,3218	0,0,1	3960,3197,3903	0,1,1	198	99	1	1.0	1.0,1.0,0.999	1.0,0.999,0.999	0.0
199	"MYL6"	"MYL6"	chr12	+	56158683	56159730	56158683	56158711	56159974	56160148	199	1123,1153,692	68,54,43	1448,636,736	84,86,88	198	99	0.000143817587875	0.0121618052516	0.892,0.914,0.889	0.896,0.787,0.807	0.068
200	"MYL6"	"MYL6"	chr12	+	56159586	56159730	56159586	56159622	56159974	56160148	200	6941,4964,4596	152,104,90	6122,4584,5496	117,80,119	198	99	0.542973129308	1.0	0.958,0.96,0.962	0.963,0.966,0.958	-0.002
204	"DALRD3"	"DALRD3"	chr3	-	49015803	49015872	49015818	49015872	49015487	49015707	204	31,16,14	3,2,0	16,14,5	0,0,7	113	99	0.750978010999	1.0	0.901,0.875,1.0	1.0,1.0,0.385	0.13
