ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
318	"ZNF101"	"ZNF101"	chr19	+	19678725	19678786	19668795	19668966	19679180	19679523
319	"ZNF101"	"ZNF101"	chr19	+	19678725	19678786	19677863	19677990	19679180	19679523
324	"NDUFC1"	"NDUFC1"	chr4	-	139292529	139292609	139289916	139290092	139295042	139295146
325	"NDUFC1"	"NDUFC1"	chr4	-	139295731	139295960	139295042	139295146	139296331	139296367
326	"NDUFC1"	"NDUFC1"	chr4	-	139295731	139295960	139295042	139295146	139300601	139301210
327	"NDUFC1"	"NDUFC1"	chr4	-	139295731	139295960	139295042	139295146	139302415	139302526
328	"NDUFC1"	"NDUFC1"	chr4	-	139296331	139296367	139295042	139295146	139300601	139301210
329	"NDUFC1"	"NDUFC1"	chr4	-	139296331	139296367	139295042	139295146	139302415	139302551
338	"TDRD5"	"TDRD5"	chr1	+	179595627	179595818	179593459	179593867	179618598	179618682
340	"TDRD5"	"TDRD5"	chr1	+	179669193	179669404	179663347	179663491	179690695	179691263
341	"WDR31"	"WDR31"	chr9	-	113328880	113328955	113323010	113323155	113330983	113331113
348	"OSTC"	"OSTC"	chr4	+	108655563	108655657	108650583	108650794	108667246	108667818
352	"ATP5J2-PTCD1"	"ATP5J2-PTCD1"	chr7	-	99433277	99433418	99429587	99429806	99434789	99435268
354	"ATP5J2-PTCD1"	"ATP5J2-PTCD1"	chr7	-	99441389	99441487	99435177	99435268	99460085	99460193
357	"PFAS"	"PFAS"	chr17	+	8264469	8264601	8264211	8264337	8264894	8265125
358	"PFAS"	"PFAS"	chr17	+	8265287	8265468	8264894	8265125	8265555	8265639
362	"AKAP8"	"AKAP8"	chr19	-	15376975	15377014	15374602	15374635	15379712	15379792
364	"NEURL4"	"NEURL4"	chr17	-	7317460	7317573	7317204	7317370	7317787	7317932
365	"NEURL4"	"NEURL4"	chr17	-	7317460	7317684	7317246	7317370	7317787	7317932
366	"NEURL4"	"NEURL4"	chr17	-	7318268	7318356	7318064	7318172	7318494	7318674
367	"NEURL4"	"NEURL4"	chr17	-	7318268	7318356	7318064	7318172	7319049	7319208
368	"NEURL4"	"NEURL4"	chr17	-	7318494	7318674	7318064	7318172	7319049	7319208
369	"NEURL4"	"NEURL4"	chr17	-	7318494	7318674	7318268	7318356	7319049	7319208
370	"NEURL4"	"NEURL4"	chr17	-	7318494	7318691	7318064	7318172	7319049	7319208
371	"NEURL4"	"NEURL4"	chr17	-	7318494	7318691	7318268	7318356	7319049	7319208
376	"KANSL1L"	"KANSL1L"	chr2	-	210098085	210098207	210075551	210075756	210104103	210104195
378	"HSD17B4"	"HSD17B4"	chr5	+	119456314	119456368	119452569	119452821	119473907	119473980
380	"HSD17B4"	"HSD17B4"	chr5	+	119475823	119475870	119475677	119475727	119477416	119477489
381	"HSD17B4"	"HSD17B4"	chr5	+	119477797	119477894	119477416	119477501	119478833	119478943
383	"HSD17B4"	"HSD17B4"	chr5	+	119506817	119506889	119502040	119502092	119509140	119509244
384	"HSD17B4"	"HSD17B4"	chr5	+	119509429	119509494	119509140	119509244	119514980	119515046
387	"PHF2"	"PHF2"	chr9	+	93629969	93630055	93576406	93576871	93636410	93636465
388	"PHF2"	"PHF2"	chr9	+	93659510	93659600	93658144	93658236	93660191	93660560
391	"RP4-536B24.4"	"RP4-536B24.4"	chr16	-	87777867	87778000	87773487	87773541	87778986	87779374
393	"ARHGEF26-AS1"	"ARHGEF26-AS1"	chr3	-	154108668	154108785	154030276	154030379	154121071	154121210
394	"ARHGEF26-AS1"	"ARHGEF26-AS1"	chr3	-	154119685	154119783	154030276	154030379	154121071	154121332
395	"ARHGEF26-AS1"	"ARHGEF26-AS1"	chr3	-	154119685	154119808	154030276	154030379	154121071	154121263
396	"ATP10D"	"ATP10D"	chr4	+	47515475	47515670	47512503	47512830	47523011	47523216
402	"CTC-529P8.1"	"CTC-529P8.1"	chr5	+	149064249	149064358	149064066	149064174	149071346	149071527
403	"ANKRD36C"	"ANKRD36C"	chr2	-	95852125	95852196	95851693	95851787	95853708	95853861
405	"ANKRD36C"	"ANKRD36C"	chr2	-	95887924	95887997	95886215	95886244	95888091	95888120
406	"ANKRD36C"	"ANKRD36C"	chr2	-	95891664	95891737	95889965	95889994	95891831	95891860
407	"ANKRD36C"	"ANKRD36C"	chr2	-	95894212	95894275	95893695	95893724	95895398	95895471
408	"ANKRD36C"	"ANKRD36C"	chr2	-	95905440	95905503	95904923	95904952	95906630	95906703
409	"ANKRD36C"	"ANKRD36C"	chr2	-	95929071	95929144	95927380	95927409	95929238	95929267
410	"ANKRD36C"	"ANKRD36C"	chr2	-	95929238	95929267	95927380	95927409	95935453	95935526
412	"ANKRD36C"	"ANKRD36C"	chr2	-	95978121	95978189	95962518	95962547	95980647	95980785
426	"AF011889.5"	"AF011889.5"	chrX	-	149486924	149487098	149482542	149483218	149490313	149490440
427	"AF011889.5"	"AF011889.5"	chrX	-	149498106	149498307	149496345	149496516	149500948	149501037
428	"AF011889.5"	"AF011889.5"	chrX	-	149526935	149527068	149500948	149501037	149529366	149529428
431	"SLC25A18"	"SLC25A18"	chr22	+	17583415	17583534	17582562	17582653	17587135	17587301
433	"POLR3H"	"POLR3H"	chr22	-	41532093	41532157	41530686	41530888	41532603	41532745
436	"POLR3H"	"POLR3H"	chr22	-	41533521	41533687	41532658	41532745	41540698	41540795
446	"SRRT"	"SRRT"	chr7	+	100881658	100881805	100881284	100881413	100882052	100882241
447	"SRRT"	"SRRT"	chr7	+	100882764	100883090	100882052	100882241	100884069	100884239
460	"RP11-343C2.11"	"RP11-343C2.11"	chr16	+	69318822	69318942	69318649	69318711	69319386	69319543
461	"CCDC62"	"CCDC62"	chr12	+	122785718	122785820	122781163	122781330	122788757	122788811
493	"PPM1M"	"PPM1M"	chr3	+	52247681	52247794	52246694	52246812	52248152	52248237
494	"PPM1M"	"PPM1M"	chr3	+	52248636	52248700	52248152	52248453	52248955	52249063
495	"AC016735.2"	"AC016735.2"	chr2	-	43031134	43031301	43028913	43029977	43036695	43036765
496	"AC016735.2"	"AC016735.2"	chr2	-	43032733	43032902	43032500	43032636	43036695	43036765
497	"AC016735.2"	"AC016735.2"	chr2	-	43035054	43035152	43031134	43031301	43036695	43036765
499	"AC016735.2"	"AC016735.2"	chr2	-	43036695	43036765	43032733	43032902	43039119	43039541
500	"C22orf39"	"C22orf39"	chr22	-	19356229	19356288	19353995	19354118	19375630	19375792
501	"C22orf39"	"C22orf39"	chr22	-	19359335	19359484	19356889	19357051	19361236	19361341
502	"C22orf39"	"C22orf39"	chr22	-	19361236	19361341	19359335	19359484	19361726	19361931
503	"C22orf39"	"C22orf39"	chr22	-	19361726	19361931	19356229	19356288	19375630	19375792
504	"C22orf39"	"C22orf39"	chr22	-	19375630	19375792	19361726	19361931	19383619	19383705
505	"C22orf39"	"C22orf39"	chr22	-	19377868	19378066	19375630	19375792	19383619	19383705
506	"C22orf39"	"C22orf39"	chr22	-	19392100	19392214	19388483	19388554	19394341	19394509
507	"C22orf39"	"C22orf39"	chr22	-	19447377	19447545	19440885	19441694	19447664	19447691
509	"UGGT1"	"UGGT1"	chr2	+	128123185	128123246	128121198	128121298	128127360	128127452
511	"UGGT1"	"UGGT1"	chr2	+	128174772	128174858	128173780	128173939	128176813	128176898
512	"UGGT1"	"UGGT1"	chr2	+	128180889	128181072	128179785	128179870	128182129	128182290
514	"UGGT1"	"UGGT1"	chr2	+	128183674	128183789	128182129	128182290	128186682	128186799
516	"BICC1"	"BICC1"	chr10	+	58620854	58620901	58513139	58513333	58702073	58702143
517	"BICC1"	"BICC1"	chr10	+	58702073	58702143	58620854	58620901	58785000	58785080
518	"BICC1"	"BICC1"	chr10	+	58788369	58788423	58786922	58787081	58789261	58789456
519	"BICC1"	"BICC1"	chr10	+	58817561	58817722	58813829	58813986	58820368	58820468
520	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196324270	196324440	196323743	196323997	196326954	196327032
521	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196324270	196324440	196323743	196323997	196338263	196338373
522	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196326954	196327032	196324270	196324440	196327389	196327591
523	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196327389	196327591	196324270	196324440	196338263	196338373
540	"CLPTM1"	"CLPTM1"	chr19	+	44977342	44977460	44974438	44974597	44985217	44985303
542	"SURF1"	"SURF1"	chr9	-	133352445	133352608	133352060	133352142	133352693	133352730
543	"SURF1"	"SURF1"	chr9	-	133352693	133352730	133352060	133352142	133353748	133353940
544	"SURF1"	"SURF1"	chr9	-	133352693	133352766	133352060	133352142	133353748	133353940
545	"SURF1"	"SURF1"	chr9	-	133353748	133353940	133352693	133352766	133354658	133354741
546	"SURF1"	"SURF1"	chr9	-	133354823	133354957	133354658	133354741	133356268	133356320
554	"E2F4"	"E2F4"	chr16	+	67193421	67193515	67192760	67192870	67194685	67194980
555	"E2F4"	"E2F4"	chr16	+	67194397	67194459	67192760	67192870	67194685	67194819
556	"E2F4"	"E2F4"	chr16	+	67194397	67194459	67193421	67193515	67194685	67194819
557	"E2F4"	"E2F4"	chr16	+	67197866	67197911	67197598	67197646	67198007	67198917
558	"CYB5R4"	"CYB5R4"	chr6	+	83914415	83914448	83909008	83909090	83918004	83918065
559	"CYB5R4"	"CYB5R4"	chr6	+	83914415	83914448	83909008	83909090	83919396	83919454
560	"CYB5R4"	"CYB5R4"	chr6	+	83918004	83918065	83909008	83909090	83919396	83919454
561	"CYB5R4"	"CYB5R4"	chr6	+	83918004	83918065	83914415	83914448	83919396	83919454
562	"CYB5R4"	"CYB5R4"	chr6	+	83929419	83929510	83926268	83926331	83934594	83934735
563	"CBX8"	"CBX8"	chr17	-	79796056	79796123	79792131	79795558	79796249	79796315
564	"CBX8"	"CBX8"	chr17	-	79796249	79796315	79792131	79795558	79796496	79796540
565	"CBX8"	"CBX8"	chr17	-	79796496	79796540	79796249	79796315	79796929	79797116
566	"CBX8"	"CBX8"	chr17	-	79796496	79796540	79796249	79796315	79801400	79801533
569	"IFNAR1"	"IFNAR1"	chr21	+	33335523	33335647	33324903	33325131	33340998	33341174
570	"IFNAR1"	"IFNAR1"	chr21	+	33340998	33341174	33335523	33335647	33343267	33343422
571	"IFNAR1"	"IFNAR1"	chr21	+	33340998	33341174	33335523	33335647	33343534	33343676
572	"IFNAR1"	"IFNAR1"	chr21	+	33343267	33343422	33335523	33335647	33343534	33343676
573	"IFNAR1"	"IFNAR1"	chr21	+	33343267	33343422	33340998	33341174	33343534	33343676
574	"IFNAR1"	"IFNAR1"	chr21	+	33343267	33343422	33340998	33341174	33345245	33345360
575	"IFNAR1"	"IFNAR1"	chr21	+	33343534	33343676	33340998	33341174	33345245	33345360
576	"IFNAR1"	"IFNAR1"	chr21	+	33343534	33343676	33343267	33343422	33345245	33345360
577	"IFNAR1"	"IFNAR1"	chr21	+	33345245	33345360	33343534	33343676	33349090	33349290
