ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
46	"ATP10D"	"ATP10D"	chr4	+	47536685	47536938	47536730	47536938	47536436	47536564
47	"ANGPT2"	"ANGPT2"	chr8	-	6519863	6519994	6519863	6519991	6521177	6521410
48	"TNNT3"	"TNNT3"	chr11	+	1929067	1929143	1929119	1929143	1926694	1926709
49	"SRRT"	"SRRT"	chr7	+	100885212	100885370	100885215	100885370	100884922	100885040
50	"SRRT"	"SRRT"	chr7	+	100888041	100888143	100888053	100888143	100887702	100887859
51	"SRRT"	"SRRT"	chr7	+	100888256	100888383	100888277	100888383	100888041	100888143
52	"CAPN12"	"CAPN12"	chr19	-	38733702	38733940	38733702	38733781	38734141	38734204
53	"CAPN12"	"CAPN12"	chr19	-	38742409	38742528	38742409	38742507	38743032	38743102
54	"CAPN12"	"CAPN12"	chr19	-	38743032	38743133	38743032	38743102	38743928	38744172
55	"TSPY10"	"TSPY10"	chrY	+	9529678	9529771	9529689	9529771	9529437	9529583
56	"CDHR4"	"CDHR4"	chr3	-	49791440	49791471	49791440	49791468	49791713	49791801
57	"CERS6-AS1"	"CERS6-AS1"	chr2	-	168775195	168775370	168775195	168775315	168783954	168784047
58	"EPB41L3"	"EPB41L3"	chr18	-	5419710	5419931	5419710	5419877	5423377	5423553
59	"SURF1"	"SURF1"	chr9	-	133352693	133352766	133352693	133352730	133353748	133353940
60	"HINT2"	"HINT2"	chr9	-	35813265	35813367	35813265	35813338	35813444	35813549
61	"HINT2"	"HINT2"	chr9	-	35813444	35813549	35813444	35813519	35813643	35813784
62	"EXO1"	"EXO1"	chr1	+	241858505	241858718	241858629	241858718	241857344	241857482
63	"AANAT"	"AANAT"	chr17	+	76469116	76469327	76469172	76469327	76468671	76468909
64	"ABCA2"	"ABCA2"	chr9	-	137008415	137008622	137008415	137008595	137008730	137008868
65	"ABCA2"	"ABCA2"	chr9	-	137012484	137012637	137012484	137012590	137012711	137012925
66	"ABCA2"	"ABCA2"	chr9	-	137016573	137016738	137016573	137016697	137016919	137017124
67	"ABCA2"	"ABCA2"	chr9	-	137022940	137023840	137022940	137023052	137024142	137024236
68	"KIF23"	"KIF23"	chr15	+	69444789	69445041	69444810	69445041	69440767	69441079
69	"KIF23"	"KIF23"	chr15	+	69446282	69446364	69446285	69446364	69446008	69446091
70	"C11orf30"	"C11orf30"	chr11	+	76459932	76460085	76459935	76460085	76458182	76458358
71	"C11orf30"	"C11orf30"	chr11	+	76542167	76542367	76542215	76542367	76528267	76528466
72	"C11orf30"	"C11orf30"	chr11	+	76542167	76542367	76542215	76542367	76537794	76537950
73	"C11orf30"	"C11orf30"	chr11	+	76542167	76542367	76542215	76542367	76539598	76539640
74	"RP4-565E6.1"	"RP4-565E6.1"	chr1	-	148226493	148226798	148226493	148226621	148227987	148228069
75	"LGALSL"	"LGALSL"	chr2	+	64456267	64456465	64456287	64456465	64455588	64455677
76	"IKBKB"	"IKBKB"	chr8	+	42306342	42306432	42306367	42306432	42305186	42305275
77	"IKBKB"	"IKBKB"	chr8	+	42317656	42317771	42317709	42317771	42316709	42316904
78	"WDR45B"	"WDR45B"	chr17	-	82619042	82619128	82619042	82619094	82621608	82621799
79	"LCK"	"LCK"	chr1	+	32279580	32279747	32279670	32279747	32276606	32276786
80	"DDX54"	"DDX54"	chr12	-	113157173	113159112	113157173	113159109	113161269	113161382
81	"CENPM"	"CENPM"	chr22	-	41945224	41945389	41945224	41945304	41945912	41946005
82	"SCNN1D"	"SCNN1D"	chr1	+	1282241	1282315	1282275	1282315	1280471	1280666
83	"SCNN1D"	"SCNN1D"	chr1	+	1282241	1282315	1282275	1282315	1281410	1281610
84	"AP001347.6"	"AP001347.6"	chr21	+	14143508	14144468	14143756	14144468	14083949	14084144
85	"MIR7515HG"	"MIR7515HG"	chr2	-	6634594	6634872	6634594	6634733	6635119	6635251
86	"MIR7515HG"	"MIR7515HG"	chr2	-	6634594	6634911	6634594	6634733	6635119	6635251
87	"MIR7515HG"	"MIR7515HG"	chr2	-	6634594	6634911	6634594	6634872	6635119	6635251
88	"MIR7515HG"	"MIR7515HG"	chr2	-	6634799	6634872	6634799	6634870	6635119	6635251
89	"MIR7515HG"	"MIR7515HG"	chr2	-	6634799	6634911	6634799	6634870	6635119	6635251
90	"MIR7515HG"	"MIR7515HG"	chr2	-	6638716	6638867	6638716	6638797	6639050	6639273
91	"MIR7515HG"	"MIR7515HG"	chr2	-	6638716	6638902	6638716	6638797	6639050	6639277
92	"MIR7515HG"	"MIR7515HG"	chr2	-	6638716	6638902	6638716	6638867	6639050	6639277
93	"MIR7515HG"	"MIR7515HG"	chr2	-	6638716	6638867	6638716	6638797	6647535	6647721
94	"MIR7515HG"	"MIR7515HG"	chr2	-	6639050	6639277	6639050	6639273	6647535	6647721
95	"MIR7515HG"	"MIR7515HG"	chr2	-	6638716	6638867	6638716	6638797	6650105	6650247
96	"MIR7515HG"	"MIR7515HG"	chr2	-	6649210	6649327	6649210	6649263	6650105	6650247
97	"MIR7515HG"	"MIR7515HG"	chr2	-	6649210	6649381	6649210	6649263	6650105	6650247
98	"MIR7515HG"	"MIR7515HG"	chr2	-	6649210	6649381	6649210	6649327	6650105	6650247
99	"EML2"	"EML2"	chr19	-	45641640	45641748	45641640	45641745	45641917	45642041
100	"SAMD11"	"SAMD11"	chr1	+	939271	939412	939274	939412	939039	939129
101	"PSEN1"	"PSEN1"	chr14	+	73138106	73138152	73138111	73138152	73137124	73137223
102	"PSEN1"	"PSEN1"	chr14	+	73147942	73148106	73147966	73148106	73147794	73147876
103	"PSEN1"	"PSEN1"	chr14	+	73147966	73148094	73147977	73148094	73147794	73147876
104	"CDCA7"	"CDCA7"	chr2	+	173359254	173359491	173359342	173359491	173358711	173358837
105	"CDCA7"	"CDCA7"	chr2	+	173359254	173359491	173359386	173359491	173358711	173358837
106	"CDCA7"	"CDCA7"	chr2	+	173359342	173359491	173359386	173359491	173358711	173358837
107	"WDR26"	"WDR26"	chr1	-	224424517	224424719	224424517	224424654	224431476	224431581
108	"WDR26"	"WDR26"	chr1	-	224424517	224424719	224424517	224424654	224431524	224431581
109	"ZDHHC11"	"ZDHHC11"	chr5	-	823388	824093	823388	823809	825163	825251
110	"ZDHHC11"	"ZDHHC11"	chr5	-	837364	837480	837364	837478	840494	840650
111	"ZDHHC11"	"ZDHHC11"	chr5	-	840494	840650	840494	840597	843599	843724
112	"PICK1"	"PICK1"	chr22	+	38057752	38057850	38057819	38057850	38057482	38057587
113	"PICK1"	"PICK1"	chr22	+	38073772	38074451	38074306	38074451	38072999	38073092
114	"RAD17"	"RAD17"	chr5	+	69410492	69410550	69410513	69410550	69400048	69400169
115	"RPF2"	"RPF2"	chr6	+	110988987	110989065	110989027	110989065	110985005	110985138
116	"CCDC84"	"CCDC84"	chr11	+	119015287	119015439	119015306	119015439	119014993	119015083
117	"WDR75"	"WDR75"	chr2	+	189449244	189450968	189450902	189450968	189448378	189448508
118	"IL11RA"	"IL11RA"	chr9	+	34660803	34660936	34660853	34660936	34660503	34660600
119	"PSMB3"	"PSMB3"	chr17	+	2795749	2795927	2795826	2795927	2791201	2791309
120	"PSMB3"	"PSMB3"	chr17	+	38760430	38760608	38760507	38760608	38755882	38755990
121	"GLYR1"	"GLYR1"	chr16	-	4813736	4813955	4813736	4813838	4814536	4814629
122	"GLYR1"	"GLYR1"	chr16	-	4814536	4814647	4814536	4814629	4817597	4817697
123	"TRPM7"	"TRPM7"	chr15	-	50583088	50583159	50583088	50583156	50586391	50586488
124	"FAM86B1"	"FAM86B1"	chr8	-	12188071	12188216	12188071	12188173	12188310	12188424
125	"NFYC"	"NFYC"	chr1	+	40762887	40763046	40762989	40763046	40758120	40758294
126	"NFYC"	"NFYC"	chr1	+	40770396	40771603	40770708	40771603	40769355	40769415
127	"BAZ2A"	"BAZ2A"	chr12	-	56600942	56601098	56600942	56601086	56601179	56601402
128	"BAZ2A"	"BAZ2A"	chr12	-	56606246	56606395	56606246	56606312	56606632	56606733
129	"BAZ2A"	"BAZ2A"	chr12	-	56609735	56609946	56609735	56609937	56610113	56610215
130	"BAZ2A"	"BAZ2A"	chr12	-	56610408	56610539	56610408	56610517	56611572	56611633
131	"B9D1"	"B9D1"	chr17	-	19343169	19343495	19343169	19343461	19343789	19343857
132	"SEMA4C"	"SEMA4C"	chr2	-	96867777	96867926	96867777	96867923	96868415	96868588
133	"SEMA4C"	"SEMA4C"	chr2	-	96867777	96867926	96867777	96867923	96869875	96869971
134	"LINC00238"	"LINC00238"	chr14	+	66491606	66491685	66491625	66491685	66490741	66490819
135	"WAC"	"WAC"	chr10	+	28610698	28610821	28610710	28610821	28608185	28608431
136	"WAC"	"WAC"	chr10	+	28616172	28616362	28616175	28616362	28614566	28614685
137	"EBP"	"EBP"	chrX	+	48523698	48524072	48523753	48524072	48522192	48522252
138	"INPP5J"	"INPP5J"	chr22	+	31126293	31126489	31126375	31126489	31125832	31126010
139	"YBX2"	"YBX2"	chr17	-	7291092	7292059	7291092	7291182	7293474	7293538
140	"GLRA1"	"GLRA1"	chr5	-	151822626	151822987	151822626	151822963	151828920	151829067
141	"IL15"	"IL15"	chr4	+	141719365	141719476	141719377	141719476	141656185	141656307
142	"IL15"	"IL15"	chr4	+	141719365	141719476	141719377	141719476	141688821	141689035
143	"CYP3A5"	"CYP3A5"	chr7	-	99672579	99672698	99672579	99672679	99672783	99672915
144	"CYP3A5"	"CYP3A5"	chr7	-	99672579	99672915	99672579	99672679	99674532	99674585
145	"CYP3A5"	"CYP3A5"	chr7	-	99672783	99672933	99672783	99672915	99674532	99674585
146	"CYP3A5"	"CYP3A5"	chr7	-	99676114	99676576	99676114	99676208	99679825	99679996
147	"PPP6R2"	"PPP6R2"	chr22	+	50419345	50419462	50419348	50419462	50416091	50416157
148	"PPP6R2"	"PPP6R2"	chr22	+	50419345	50419462	50419348	50419462	50418866	50418979
149	"PPP6R2"	"PPP6R2"	chr22	+	50439697	50439857	50439700	50439857	50438598	50438762
150	"PPP6R2"	"PPP6R2"	chr22	+	50440800	50441026	50440821	50441026	50439960	50440049
151	"PPP6R2"	"PPP6R2"	chr22	+	50444198	50445090	50444202	50445090	50443865	50444117
152	"GAA"	"GAA"	chr17	+	80112844	80113027	80112875	80113027	80112577	80112711
153	"SLC25A22"	"SLC25A22"	chr11	-	794457	794588	794457	794513	794775	794901
154	"SLC25A22"	"SLC25A22"	chr11	-	794986	795169	794986	795164	795339	795419
155	"SLC25A22"	"SLC25A22"	chr11	-	794986	795169	794986	795164	796113	796237
156	"TTLL8"	"TTLL8"	chr22	-	50047167	50047296	50047167	50047291	50049248	50049322
157	"FTSJ1"	"FTSJ1"	chrX	+	48482402	48482506	48482408	48482506	48481631	48481715
158	"FTSJ1"	"FTSJ1"	chrX	+	48482402	48482506	48482419	48482506	48481631	48481715
159	"FTSJ1"	"FTSJ1"	chrX	+	48482408	48482506	48482419	48482506	48481631	48481715
160	"MKLN1"	"MKLN1"	chr7	+	131399237	131399433	131399240	131399433	131397266	131397376
161	"AQP7"	"AQP7"	chr9	-	33384949	33385290	33384949	33385231	33385648	33385866
162	"AQP7"	"AQP7"	chr9	-	33395077	33395513	33395077	33395195	33401236	33401287
163	"AC024592.12"	"AC024592.12"	chr19	-	5896452	5896650	5896452	5896575	5896904	5896997
164	"PPAT"	"PPAT"	chr4	-	56406494	56406701	56406494	56406618	56407649	56407716
165	"PRR4"	"PRR4"	chr12	-	45750	45900	45750	45841	47077	47113
166	"PRR4"	"PRR4"	chr12	-	45750	46073	45750	45841	47077	47113
167	"PRR4"	"PRR4"	chr12	-	45750	46073	45750	45900	47077	47113
168	"PRR4"	"PRR4"	chr12	-	10847044	10847194	10847044	10847135	10848371	10848407
169	"PRR4"	"PRR4"	chr12	-	10847044	10847367	10847044	10847135	10848371	10848407
170	"PRR4"	"PRR4"	chr12	-	10847044	10847367	10847044	10847194	10848371	10848407
171	"AC159540.1"	"AC159540.1"	chr2	-	97422438	97422659	97422438	97422656	97422954	97423084
172	"AC159540.1"	"AC159540.1"	chr2	-	97423176	97423272	97423176	97423261	97423801	97423918
173	"GABRR3"	"GABRR3"	chr3	-	98012343	98012567	98012343	98012421	98017654	98017722
174	"C12orf43"	"C12orf43"	chr12	-	121005002	121005093	121005002	121005060	121006320	121006394
175	"MTRF1"	"MTRF1"	chr13	-	41257672	41257797	41257672	41257796	41260492	41260915
176	"PPP1R9B"	"PPP1R9B"	chr17	-	50140092	50140359	50140092	50140228	50141268	50141373
177	"JOSD2"	"JOSD2"	chr19	-	50510285	50510448	50510285	50510445	50511074	50511159
178	"RNH1"	"RNH1"	chr11	-	29469	29640	29469	29564	30124	30295
179	"RNH1"	"RNH1"	chr11	-	30124	30379	30124	30295	31702	31890
180	"RNH1"	"RNH1"	chr11	-	31702	31890	31702	31822	34464	34637
181	"RNH1"	"RNH1"	chr11	-	499828	499999	499828	499923	500483	500654
182	"RNH1"	"RNH1"	chr11	-	500483	500738	500483	500654	502061	502249
183	"RNH1"	"RNH1"	chr11	-	502061	502249	502061	502181	504823	504996
184	"LAPTM4B"	"LAPTM4B"	chr8	+	97815303	97815401	97815327	97815401	97805352	97805464
185	"SLC52A2"	"SLC52A2"	chr8	+	144359183	144359423	144359187	144359423	144358576	144358610
186	"SLC52A2"	"SLC52A2"	chr8	+	144359183	144359423	144359187	144359423	144358580	144358658
187	"SLC52A2"	"SLC52A2"	chr8	+	144359183	144359423	144359187	144359423	144358592	144358900
188	"SLC52A2"	"SLC52A2"	chr8	+	144359183	144359423	144359187	144359423	144359011	144359065
189	"SLC52A2"	"SLC52A2"	chr8	+	144359622	144360493	144360171	144360493	144359183	144359423
190	"ATP12A"	"ATP12A"	chr13	+	24690963	24691250	24690981	24691250	24690603	24690721
191	"MYO1G"	"MYO1G"	chr7	-	44972114	44972274	44972114	44972225	44975173	44975227
192	"NFAT5"	"NFAT5"	chr16	+	69684886	69684970	69684889	69684970	69677202	69677335
193	"ENTPD8"	"ENTPD8"	chr9	-	137436868	137437028	137436868	137436990	137437158	137437309
194	"NR4A2"	"NR4A2"	chr2	-	156326149	156326328	156326149	156326207	156326717	156326920
195	"NR4A2"	"NR4A2"	chr2	-	156329322	156330188	156329322	156330010	156330667	156330791
196	"VAC14"	"VAC14"	chr16	-	70697138	70697257	70697138	70697173	70698636	70698811
197	"ASTN2"	"ASTN2"	chr9	-	116975207	116975345	116975207	116975333	116976113	116976188
198	"CPSF7"	"CPSF7"	chr11	-	61420469	61420573	61420469	61420530	61421389	61421608
199	"CPSF7"	"CPSF7"	chr11	-	61421053	61421130	61421053	61421127	61421389	61421608
200	"PON3"	"PON3"	chr7	-	95362361	95362490	95362361	95362438	95362759	95362841
201	"PON3"	"PON3"	chr7	-	95394643	95394736	95394643	95394714	95396276	95396363
202	"CD300LG"	"CD300LG"	chr17	+	43853806	43854044	43853959	43854044	43848557	43848893
203	"FOXL2NB"	"FOXL2NB"	chr3	+	138949511	138949639	138949519	138949639	138947233	138947464
204	"ZSCAN2"	"ZSCAN2"	chr15	+	84622577	84622714	84622645	84622714	84620601	84620772
205	"FMNL3"	"FMNL3"	chr12	-	49647702	49647804	49647702	49647801	49648192	49648353
206	"SLC9A8"	"SLC9A8"	chr20	+	49850761	49850844	49850809	49850844	49849578	49849680
207	"FUZ"	"FUZ"	chr19	-	49808413	49808491	49808413	49808488	49808573	49808638
208	"FUZ"	"FUZ"	chr19	-	49811362	49811491	49811362	49811467	49811630	49811699
209	"DNASE1"	"DNASE1"	chr16	+	3656963	3657111	3656998	3657111	3656637	3656753
210	"DNASE1"	"DNASE1"	chr16	+	3656998	3657341	3657186	3657341	3656637	3656753
211	"DNASE1"	"DNASE1"	chr16	+	3657186	3657341	3657224	3657341	3656963	3657111
212	"DNASE1"	"DNASE1"	chr16	+	3657719	3657816	3657789	3657816	3657186	3657341
213	"XPNPEP1"	"XPNPEP1"	chr10	-	109873366	109873577	109873366	109873427	109875527	109875599
214	"RAB40B"	"RAB40B"	chr17	-	82658490	82658713	82658490	82658562	82659579	82659657
215	"PAFAH1B1"	"PAFAH1B1"	chr17	+	2670162	2670331	2670274	2670331	2666991	2667198
216	"GALE"	"GALE"	chr1	-	23798116	23798230	23798116	23798225	23798614	23798730
217	"CNOT3"	"CNOT3"	chr19	+	120390	120666	120443	120666	119085	119181
218	"CNOT3"	"CNOT3"	chr19	+	120390	120666	120446	120666	119085	119181
219	"CNOT3"	"CNOT3"	chr19	+	120443	120666	120446	120666	119085	119181
220	"CNOT3"	"CNOT3"	chr19	+	130158	130531	130159	130531	128346	128690
221	"CNOT3"	"CNOT3"	chr19	+	54145541	54145817	54145594	54145817	54144236	54144332
222	"CNOT3"	"CNOT3"	chr19	+	54145541	54145817	54145597	54145817	54144236	54144332
223	"CNOT3"	"CNOT3"	chr19	+	54145594	54145817	54145597	54145817	54144236	54144332
224	"FPGS"	"FPGS"	chr9	+	127806972	127807087	127806991	127807087	127804635	127804700
225	"VPS28"	"VPS28"	chr8	-	144423600	144424132	144423600	144423922	144424214	144424268
226	"VPS28"	"VPS28"	chr8	-	144424214	144424819	144424214	144424268	144424945	144425772
227	"VPS28"	"VPS28"	chr8	-	144424945	144425051	144424945	144425000	144425682	144425772
228	"VPS28"	"VPS28"	chr8	-	144424945	144426208	144424945	144425772	144426908	144426983
229	"CCDC14"	"CCDC14"	chr3	-	123913724	123915718	123913724	123915132	123931101	123931234
230	"DNMT3A"	"DNMT3A"	chr2	-	25241561	25241777	25241561	25241707	25243897	25243982
231	"RP11-230G5.2"	"RP11-230G5.2"	chr12	-	65569990	65570068	65569990	65570048	65587342	65587452
232	"NRBP1"	"NRBP1"	chr2	+	27433248	27433483	27433253	27433483	27429182	27429366
233	"HLA-C"	"HLA-C"	chr6	-	2524922	2524973	2524922	2524955	2525394	2525514
234	"HLA-C"	"HLA-C"	chr6	-	2526498	2526774	2526498	2526757	2527020	2527290
235	"HLA-C"	"HLA-C"	chr6	-	2527290	2527341	2527290	2527323	2527762	2527882
236	"HLA-C"	"HLA-C"	chr6	-	2528866	2529142	2528866	2529125	2529388	2529658
237	"HLA-C"	"HLA-C"	chr6	-	2571448	2571499	2571448	2571481	2571920	2572040
238	"HLA-C"	"HLA-C"	chr6	-	2573024	2573300	2573024	2573283	2573546	2573816
239	"HLA-C"	"HLA-C"	chr6	-	2578542	2578593	2578542	2578575	2579014	2579134
240	"HLA-C"	"HLA-C"	chr6	-	2580118	2580394	2580118	2580377	2580640	2580910
241	"HLA-C"	"HLA-C"	chr6	-	2612220	2612271	2612220	2612253	2612692	2612812
242	"HLA-C"	"HLA-C"	chr6	-	2613796	2614072	2613796	2614055	2614317	2614587
243	"HLA-C"	"HLA-C"	chr6	-	2750418	2750469	2750418	2750451	2750891	2751011
244	"HLA-C"	"HLA-C"	chr6	-	2751998	2752274	2751998	2752257	2752524	2752794
245	"HLA-C"	"HLA-C"	chr6	-	31269492	31269543	31269492	31269525	31269965	31270085
246	"HLA-C"	"HLA-C"	chr6	-	31271072	31271348	31271072	31271331	31271598	31271868
247	"HHLA2"	"HHLA2"	chr3	+	108353426	108353780	108353688	108353780	108351787	108351877
248	"IST1"	"IST1"	chr16	+	71924768	71924817	71924772	71924817	71923287	71923380
249	"SHC1"	"SHC1"	chr1	-	154965945	154966080	154965945	154966077	154966161	154966231
250	"TBCEL"	"TBCEL"	chr11	+	121053550	121053732	121053629	121053732	121047527	121047667
251	"ANKRD33"	"ANKRD33"	chr12	+	51889066	51889196	51889070	51889196	51888567	51888818
252	"RPL9"	"RPL9"	chr4	-	39454863	39454944	39454863	39454929	39456405	39456538
253	"MPDU1"	"MPDU1"	chr17	+	7585945	7586078	7585950	7586078	7583847	7583965
254	"MPDU1"	"MPDU1"	chr17	+	7585694	7585797	7585731	7585797	7583859	7583965
255	"MPDU1"	"MPDU1"	chr17	+	7585945	7586078	7585950	7586078	7585731	7585797
256	"MPDU1"	"MPDU1"	chr17	+	7586655	7586777	7586691	7586777	7585731	7585797
257	"MPDU1"	"MPDU1"	chr17	+	7586655	7586777	7586691	7586777	7585945	7586078
258	"MPDU1"	"MPDU1"	chr17	+	7586691	7587271	7587160	7587271	7585945	7586078
259	"TMEM164"	"TMEM164"	chrX	+	110003500	110004164	110003882	110004164	110003114	110003178
260	"UFSP2"	"UFSP2"	chr4	-	185405779	185405959	185405779	185405856	185407935	185408060
261	"UFSP2"	"UFSP2"	chr4	-	185408270	185408435	185408270	185408390	185413725	185413872
262	"UFSP2"	"UFSP2"	chr4	-	185415709	185415867	185415709	185415815	185418440	185418507
263	"GHDC"	"GHDC"	chr17	-	42190184	42190359	42190184	42190270	42190623	42190757
264	"GHDC"	"GHDC"	chr17	-	42192905	42193101	42192905	42193027	42193316	42193594
265	"SUMO1"	"SUMO1"	chr2	-	202210734	202210806	202210734	202210783	202214356	202214434
266	"SUMO1"	"SUMO1"	chr2	-	202214356	202214434	202214356	202214429	202220031	202220106
267	"C16orf92"	"C16orf92"	chr16	+	30023646	30023885	30023726	30023885	30023333	30023404
268	"RASGRP3"	"RASGRP3"	chr2	+	33511709	33511842	33511811	33511842	33481182	33481304
269	"RASGRP3"	"RASGRP3"	chr2	+	33539093	33539210	33539096	33539210	33534322	33534400
270	"ASXL3"	"ASXL3"	chr18	+	33626861	33627070	33626872	33627070	33607593	33607676
271	"DHRS7"	"DHRS7"	chr14	-	60150064	60150187	60150064	60150117	60152938	60153178
272	"HDDC3"	"HDDC3"	chr15	-	90930924	90931556	90930924	90931405	90931703	90931944
273	"AWAT2"	"AWAT2"	chrX	-	70042186	70042558	70042186	70042386	70043068	70043243
274	"CA14"	"CA14"	chr1	+	150262803	150263419	150263298	150263419	150262524	150262620
275	"CA14"	"CA14"	chr1	+	150263658	150263679	150263661	150263679	150263298	150263419
276	"INTS6-AS1"	"INTS6-AS1"	chr13	+	51467508	51467684	51467537	51467684	51454163	51454329
277	"NUDT4"	"NUDT4"	chr12	+	93398767	93398855	93398770	93398855	93395488	93395533
278	"TMEM91"	"TMEM91"	chr19	+	41383560	41384083	41383714	41384083	41382771	41382921
279	"TMEM91"	"TMEM91"	chr19	+	41383560	41384083	41383862	41384083	41382771	41382921
280	"TMEM91"	"TMEM91"	chr19	+	41383560	41384083	41383873	41384083	41382771	41382921
281	"TMEM91"	"TMEM91"	chr19	+	41383560	41384083	41383885	41384083	41382771	41382921
282	"TMEM91"	"TMEM91"	chr19	+	41383714	41384083	41383862	41384083	41382771	41382921
283	"TMEM91"	"TMEM91"	chr19	+	41383714	41384083	41383873	41384083	41382771	41382921
284	"TMEM91"	"TMEM91"	chr19	+	41383714	41384083	41383885	41384083	41382771	41382921
285	"TMEM91"	"TMEM91"	chr19	+	41383862	41384083	41383873	41384083	41382771	41382921
286	"TMEM91"	"TMEM91"	chr19	+	41383862	41384083	41383885	41384083	41382771	41382921
287	"TMEM91"	"TMEM91"	chr19	+	41383873	41384083	41383885	41384083	41382771	41382921
288	"CELF3"	"CELF3"	chr1	-	151709219	151709348	151709219	151709345	151709742	151709791
