ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
34	"APH1A"	"APH1A"	chr1	-	150267355	150267478	150267715	150267789	150267074	150267202	150268697	150269023
35	"CEP192"	"CEP192"	chr18	+	13037236	13037301	13038369	13038579	13030464	13030608	13040829	13040956
36	"CEP192"	"CEP192"	chr18	+	13037236	13037301	13040829	13040956	13030464	13030608	13048858	13049681
37	"CEP192"	"CEP192"	chr18	+	13038369	13038579	13040829	13040956	13030464	13030608	13048858	13049681
38	"CEP192"	"CEP192"	chr18	+	13038369	13038579	13040829	13040956	13037236	13037301	13048858	13049681
39	"CEP192"	"CEP192"	chr18	+	13038514	13038579	13040829	13040956	13037236	13037301	13048858	13049681
40	"NDE1"	"NDE1"	chr16	+	1309479	1309595	1309941	1310061	1308257	1308305	1322746	1322872
41	"NDE1"	"NDE1"	chr16	+	15651468	15651584	15651930	15652050	15650246	15650294	15664735	15664861
42	"RFXANK"	"RFXANK"	chr19	+	19197185	19197251	19197520	19197621	19196962	19197046	19198106	19198232
43	"NDUFC1"	"NDUFC1"	chr4	-	139295731	139295960	139296331	139296367	139295042	139295146	139302415	139302551
44	"NDUFC1"	"NDUFC1"	chr4	-	139296331	139296367	139297384	139297443	139295731	139295960	139300601	139301210
45	"APH1B"	"APH1B"	chr15	+	63287423	63287546	63302344	63302472	63286557	63286628	63305613	63305801
46	"WDR31"	"WDR31"	chr9	-	113328880	113328955	113330983	113331113	113323010	113323155	113331906	113332050
47	"WDR31"	"WDR31"	chr9	-	113328880	113328955	113330983	113331116	113323010	113323155	113331906	113332050
48	"WDR31"	"WDR31"	chr9	-	113328880	113328955	113330983	113331116	113323010	113323155	113331977	113332050
49	"NEURL4"	"NEURL4"	chr17	-	7318268	7318356	7318494	7318674	7318064	7318172	7319049	7319208
50	"NEURL4"	"NEURL4"	chr17	-	7318268	7318356	7318494	7318691	7318064	7318172	7319049	7319208
51	"MILR1"	"MILR1"	chr17	+	64452596	64452866	64457399	64457684	64449313	64449355	64460821	64460932
52	"ARHGEF26-AS1"	"ARHGEF26-AS1"	chr3	-	154108668	154108785	154119685	154119783	154030276	154030379	154121071	154121332
53	"ANKRD36C"	"ANKRD36C"	chr2	-	95893532	95893605	95899144	95899217	95891831	95891860	95899307	95899336
54	"ANKRD36C"	"ANKRD36C"	chr2	-	95918013	95918042	95919891	95919920	95917854	95917927	95921606	95921679
55	"POLR3H"	"POLR3H"	chr22	-	41532093	41532157	41532603	41532745	41530686	41530888	41540698	41540795
56	"TNNT3"	"TNNT3"	chr11	+	1923554	1923572	1925098	1925116	1923047	1923061	1929809	1929828
57	"TNNT3"	"TNNT3"	chr11	+	1936213	1936254	1936962	1937003	1934828	1934919	1938437	1938492
58	"AC016735.2"	"AC016735.2"	chr2	-	43032733	43032902	43036695	43036765	43032500	43032636	43039119	43039547
59	"C22orf39"	"C22orf39"	chr22	-	19359335	19359484	19361236	19361341	19356889	19357051	19361726	19361931
60	"BICC1"	"BICC1"	chr10	+	58620854	58620901	58702073	58702143	58513139	58513333	58785000	58785080
61	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196324270	196324440	196326954	196327032	196323743	196323997	196327389	196327591
62	"CERS6-AS1"	"CERS6-AS1"	chr2	-	168775195	168775315	168777812	168777937	168774820	168774951	168783954	168784047
63	"CERS6-AS1"	"CERS6-AS1"	chr2	-	168775195	168775370	168777812	168777937	168774820	168774951	168783954	168784047
64	"EPB41L3"	"EPB41L3"	chr18	-	5400496	5400595	5400968	5401043	5398020	5398143	5406776	5406968
65	"EPB41L3"	"EPB41L3"	chr18	-	5508164	5508278	5518524	5518607	5489000	5489194	5539620	5539698
66	"CLPTM1"	"CLPTM1"	chr19	+	44974438	44974597	44977342	44977460	44973086	44973210	44985217	44985303
67	"SURF1"	"SURF1"	chr9	-	133352693	133352766	133353748	133353940	133352060	133352142	133354658	133354741
68	"SURF1"	"SURF1"	chr9	-	133354823	133354957	133356268	133356320	133354658	133354741	133356399	133356485
69	"E2F4"	"E2F4"	chr16	+	67193421	67193515	67194397	67194459	67192760	67192870	67194685	67194980
70	"CYB5R4"	"CYB5R4"	chr6	+	83914415	83914448	83918004	83918065	83909008	83909090	83919396	83919454
71	"CBX8"	"CBX8"	chr17	-	79796249	79796315	79796496	79796540	79792131	79795558	79796929	79797116
72	"IFNAR1"	"IFNAR1"	chr21	+	33335523	33335647	33340998	33341174	33324903	33325131	33343267	33343422
73	"IFNAR1"	"IFNAR1"	chr21	+	33340998	33341174	33343267	33343422	33335523	33335647	33343534	33343676
74	"IFNAR1"	"IFNAR1"	chr21	+	33343267	33343422	33343534	33343676	33335523	33335647	33345245	33345360
75	"IFNAR1"	"IFNAR1"	chr21	+	33343267	33343422	33343534	33343676	33340998	33341174	33345245	33345360
76	"IFNAR1"	"IFNAR1"	chr21	+	33343534	33343676	33345245	33345360	33343267	33343422	33349090	33349290
77	"EXO1"	"EXO1"	chr1	+	241850408	241850586	241853357	241853481	241848730	241849027	241857344	241857482
78	"EXO1"	"EXO1"	chr1	+	241850408	241850586	241853357	241853472	241848949	241849027	241857344	241857482
79	"EXO1"	"EXO1"	chr1	+	241852291	241852411	241853357	241853472	241850408	241850586	241857344	241857482
80	"EXO1"	"EXO1"	chr1	+	241852291	241852411	241853357	241853481	241850408	241850586	241857344	241857482
81	"KIF23"	"KIF23"	chr15	+	69440767	69441079	69444789	69445041	69440307	69440487	69446008	69446091
82	"C11orf30"	"C11orf30"	chr11	+	76535894	76536059	76537794	76537950	76528267	76528466	76542215	76542367
83	"RP4-565E6.1"	"RP4-565E6.1"	chr1	-	148225075	148225289	148226493	148226621	148216936	148217130	148227987	148228069
84	"IKBKB"	"IKBKB"	chr8	+	42272082	42272205	42288633	42288728	42271317	42271469	42290155	42290273
85	"IKBKB"	"IKBKB"	chr8	+	42290155	42290273	42293442	42293512	42272082	42272205	42305186	42305236
86	"IKBKB"	"IKBKB"	chr8	+	42290155	42290273	42293442	42293568	42272082	42272205	42305186	42305275
87	"IKBKB"	"IKBKB"	chr8	+	42308900	42309025	42314321	42314429	42306342	42306432	42316209	42316339
88	"WDR45B"	"WDR45B"	chr17	-	82617295	82617397	82619042	82619094	82616523	82616645	82621608	82621799
89	"WDR45B"	"WDR45B"	chr17	-	82617295	82617397	82619042	82619128	82616523	82616645	82621608	82621799
90	"WDR45B"	"WDR45B"	chr17	-	82621608	82621799	82625388	82625483	82617295	82617397	82627203	82627291
91	"STRN3"	"STRN3"	chr14	-	30918965	30919106	30929200	30929311	30913523	30913657	30935162	30935304
92	"MIR7515HG"	"MIR7515HG"	chr2	-	6618543	6618689	6625028	6625145	6618062	6618315	6632697	6632742
93	"MIR7515HG"	"MIR7515HG"	chr2	-	6618543	6618689	6626136	6626238	6618062	6618315	6632697	6632742
94	"MIR7515HG"	"MIR7515HG"	chr2	-	6625028	6625145	6626136	6626238	6618062	6618315	6632697	6632742
95	"MIR7515HG"	"MIR7515HG"	chr2	-	6633668	6633969	6634799	6634870	6632697	6632742	6635119	6635251
96	"MIR7515HG"	"MIR7515HG"	chr2	-	6634594	6634733	6634799	6634872	6633668	6633969	6635119	6635251
97	"MIR7515HG"	"MIR7515HG"	chr2	-	6634594	6634733	6634799	6634911	6633668	6633969	6635119	6635251
98	"MIR7515HG"	"MIR7515HG"	chr2	-	6635575	6635640	6638090	6638153	6635119	6635251	6638277	6638361
99	"MIR7515HG"	"MIR7515HG"	chr2	-	6638966	6639277	6647535	6647721	6638716	6638867	6650105	6650247
100	"MIR7515HG"	"MIR7515HG"	chr2	-	6639050	6639277	6647535	6647721	6638716	6638867	6649210	6649381
101	"MIR7515HG"	"MIR7515HG"	chr2	-	6647535	6647721	6649210	6649263	6639050	6639273	6650105	6650247
102	"MIR7515HG"	"MIR7515HG"	chr2	-	6647535	6647721	6649210	6649381	6639050	6639277	6650105	6650247
103	"GNG2"	"GNG2"	chr14	+	51841505	51841572	51877616	51877657	51827667	51827807	51950649	51950765
104	"GNG2"	"GNG2"	chr14	+	51913008	51913128	51939780	51940091	51877616	51877657	51950649	51950765
105	"GNA12"	"GNA12"	chr7	-	2762169	2762393	2794927	2795143	2733450	2733501	2843852	2844324
106	"RP11-514O12.4"	"RP11-514O12.4"	chr6	-	166948569	166948625	166952487	166952548	166946681	166946739	166956096	166956124
107	"EML2"	"EML2"	chr19	-	45617629	45617697	45619059	45619191	45616764	45616853	45621206	45621332
108	"EML2"	"EML2"	chr19	-	45624718	45624818	45626704	45626839	45621206	45621332	45629950	45630046
109	"EML2"	"EML2"	chr19	-	45624718	45624818	45626704	45626839	45621482	45621637	45629950	45630046
110	"EML2"	"EML2"	chr19	-	45626704	45626839	45629950	45630046	45619059	45619191	45632860	45632971
111	"EML2"	"EML2"	chr19	-	45626704	45626839	45629950	45630046	45624718	45624818	45632860	45632971
112	"LINC01399"	"LINC01399"	chr22	-	35120012	35120067	35171434	35171602	35119823	35119904	35172338	35172460
113	"LINC01399"	"LINC01399"	chr22	-	35172338	35172460	35194856	35195019	35119823	35119904	35230997	35231056
114	"SAMD11"	"SAMD11"	chr1	+	939274	939460	941143	941306	939039	939129	942135	942251
115	"PSEN1"	"PSEN1"	chr14	+	73192643	73192864	73198030	73198129	73186852	73186920	73206385	73206472
116	"CDCA7"	"CDCA7"	chr2	+	173366282	173366432	173367149	173367286	173365451	173365592	173367633	173368904
117	"UTRN"	"UTRN"	chr6	+	144839172	144839284	144840739	144840832	144836300	144836541	144846804	144846827
118	"WDR26"	"WDR26"	chr1	-	224389832	224389860	224393827	224394013	224385665	224386502	224398096	224398226
119	"WDR26"	"WDR26"	chr1	-	224400949	224401069	224404429	224404570	224398888	224399034	224411426	224411484
120	"ZDHHC11"	"ZDHHC11"	chr5	-	821860	821895	823388	823809	819524	819612	825163	825251
121	"ZDHHC11"	"ZDHHC11"	chr5	-	821860	821895	823388	824093	819524	819612	825163	825251
122	"TMEM232"	"TMEM232"	chr5	-	110610502	110610600	110617893	110617983	110606163	110606287	110618428	110618562
123	"CRCP"	"CRCP"	chr7	+	66127703	66127740	66130743	66130842	66114603	66114970	66134279	66134374
124	"CRCP"	"CRCP"	chr7	+	66127703	66127740	66134279	66134374	66114603	66114970	66145442	66145500
125	"CRCP"	"CRCP"	chr7	+	66130743	66130842	66134279	66134374	66114603	66114970	66145442	66145500
126	"CRCP"	"CRCP"	chr7	+	66130743	66130842	66134279	66134374	66127703	66127740	66145442	66145500
127	"CRCP"	"CRCP"	chr7	+	66134279	66134374	66145442	66145500	66127703	66127740	66152207	66152870
128	"CRCP"	"CRCP"	chr7	+	66134279	66134374	66145442	66145500	66130743	66130842	66152207	66154561
129	"PICK1"	"PICK1"	chr22	+	38065001	38065130	38067703	38067770	38057655	38057850	38069032	38069122
130	"RAD17"	"RAD17"	chr5	+	154646	154750	155226	155410	154230	154367	157015	157273
131	"RAD17"	"RAD17"	chr5	+	155226	155410	157015	157273	154230	154367	157813	157897
132	"RAD17"	"RAD17"	chr5	+	155226	155410	157015	157273	154646	154750	157813	157897
133	"RAD17"	"RAD17"	chr5	+	69371453	69371557	69372033	69372217	69371034	69371171	69373829	69374087
134	"RAD17"	"RAD17"	chr5	+	69372033	69372217	69373829	69374087	69371034	69371171	69374627	69374711
135	"RAD17"	"RAD17"	chr5	+	69372033	69372217	69373829	69374087	69371453	69371557	69374627	69374711
136	"RAD17"	"RAD17"	chr5	+	69396396	69396546	69400048	69400169	69393353	69393500	69410492	69410550
137	"ALOX15"	"ALOX15"	chr17	-	4638216	4638377	4638580	4638684	4637114	4637258	4638849	4638972
138	"TTC1"	"TTC1"	chr5	+	160010499	160010858	160035139	160035200	160009112	160009190	160036690	160036803
139	"TTC1"	"TTC1"	chr5	+	160010499	160010858	160035139	160035200	160009112	160009193	160036690	160036803
140	"TTC1"	"TTC1"	chr5	+	160043132	160043169	160049513	160049662	160036505	160036803	160051128	160051183
141	"TTC1"	"TTC1"	chr5	+	160049513	160049662	160051128	160051183	160043132	160043169	160064931	160065022
142	"TTC1"	"TTC1"	chr5	+	160051128	160051183	160064931	160065022	160043132	160043169	160065276	160065487
143	"TTC1"	"TTC1"	chr5	+	160051128	160051183	160064931	160065022	160049513	160049662	160065276	160065487
144	"RPF2"	"RPF2"	chr6	+	110997182	110997264	110999710	110999787	110991746	110991786	111008037	111008137
145	"CCDC84"	"CCDC84"	chr11	+	119012148	119012254	119013231	119013262	119011938	119012003	119014993	119015083
146	"MME"	"MME"	chr3	+	155141990	155142127	155142236	155142330	155140190	155140292	155143442	155143571
147	"RFWD2"	"RFWD2"	chr1	-	176116623	176116681	176135009	176135086	176085775	176085890	176149005	176149074
148	"RFWD2"	"RFWD2"	chr1	-	176116623	176116681	176149005	176149074	176085775	176085890	176162868	176162988
149	"RFWD2"	"RFWD2"	chr1	-	176135009	176135086	176149005	176149074	176085775	176085890	176162868	176162988
150	"RFWD2"	"RFWD2"	chr1	-	176135009	176135086	176149005	176149074	176116623	176116681	176162868	176162988
151	"RFWD2"	"RFWD2"	chr1	-	176136487	176136547	176149005	176149074	176135009	176135086	176162868	176162988
152	"RFWD2"	"RFWD2"	chr1	-	176136487	176136547	176149005	176149074	176135009	176135086	176184632	176184692
153	"RFWD2"	"RFWD2"	chr1	-	176149005	176149074	176162868	176162988	176116623	176116681	176163814	176163891
154	"RFWD2"	"RFWD2"	chr1	-	176149005	176149074	176162868	176162988	176116623	176116681	176163826	176163891
155	"RFWD2"	"RFWD2"	chr1	-	176149005	176149074	176162868	176162988	176135009	176135086	176163814	176163891
156	"RFWD2"	"RFWD2"	chr1	-	176149005	176149074	176162868	176162988	176135009	176135086	176163826	176163891
157	"RFWD2"	"RFWD2"	chr1	-	176149005	176149074	176162868	176162988	176136487	176136547	176163814	176163891
158	"RFWD2"	"RFWD2"	chr1	-	176163814	176163891	176175909	176176007	176149005	176149074	176184632	176184692
159	"RFWD2"	"RFWD2"	chr1	-	176163814	176163891	176184632	176184692	176149005	176149074	176206571	176207083
160	"RFWD2"	"RFWD2"	chr1	-	176163826	176163891	176184632	176184692	176149005	176149074	176206571	176206978
161	"IL11RA"	"IL11RA"	chr9	+	34655604	34655665	34656738	34656908	34655217	34655317	34657034	34657149
162	"WNT7B"	"WNT7B"	chr22	-	45931097	45931369	45949919	45950146	45920361	45923335	45976683	45977129
163	"ZSCAN20"	"ZSCAN20"	chr1	+	33489114	33489191	33489517	33489602	33488464	33488651	33491024	33491702
164	"FARSA"	"FARSA"	chr19	-	12928754	12928847	12930222	12930341	12928534	12928663	12930428	12930527
165	"FARSA"	"FARSA"	chr19	-	12930222	12930341	12930428	12930527	12928754	12928847	12930611	12930749
166	"TPMT"	"TPMT"	chr6	-	18132132	18132177	18133803	18133889	18128310	18130780	18138962	18139037
167	"TPMT"	"TPMT"	chr6	-	18133803	18133889	18138962	18139037	18128310	18130780	18139664	18139717
168	"TPMT"	"TPMT"	chr6	-	18133803	18133889	18138962	18139037	18132132	18132177	18139664	18139717
169	"TPMT"	"TPMT"	chr6	-	18139664	18139717	18143595	18143728	18133803	18133889	18147822	18147915
170	"NFYC"	"NFYC"	chr1	+	40723688	40723792	40735600	40735750	40723207	40723274	40738835	40738948
171	"NFYC"	"NFYC"	chr1	+	40738835	40738948	40747533	40747605	40691569	40691867	40749572	40749686
172	"NFYC"	"NFYC"	chr1	+	40749572	40749686	40753150	40753246	40747533	40747605	40758120	40758294
173	"NFYC"	"NFYC"	chr1	+	40753150	40753246	40758120	40758294	40747533	40747605	40762887	40763046
174	"NFYC"	"NFYC"	chr1	+	40758120	40758294	40762887	40763046	40753150	40753246	40766595	40766703
175	"NFYC"	"NFYC"	chr1	+	40762887	40763046	40766595	40766703	40753150	40753246	40769355	40769415
176	"NFYC"	"NFYC"	chr1	+	40762887	40763046	40766595	40766703	40758120	40758294	40769355	40769415
177	"NFYC"	"NFYC"	chr1	+	40762989	40763046	40766595	40766703	40758120	40758294	40769355	40769415
178	"NFYC"	"NFYC"	chr1	+	40766595	40766703	40769355	40769415	40762887	40763046	40770708	40770738
179	"FIG4"	"FIG4"	chr6	+	109715077	109715176	109727108	109727265	109691311	109691501	109732636	109732687
180	"FIG4"	"FIG4"	chr6	+	109716444	109716568	109727108	109727265	109715077	109715176	109732636	109732687
181	"UQCC1"	"UQCC1"	chr20	-	35314687	35314765	35347163	35347272	35306665	35306779	35381917	35382025
182	"UQCC1"	"UQCC1"	chr20	-	35366556	35366614	35381917	35382025	35347163	35347272	35394091	35394196
183	"UQCC1"	"UQCC1"	chr20	-	35384037	35384133	35386276	35386389	35381917	35382025	35394091	35394196
184	"UQCC1"	"UQCC1"	chr20	-	35384558	35384644	35392235	35392277	35384037	35384133	35394091	35394196
185	"UQCC1"	"UQCC1"	chr20	-	35386276	35386389	35392235	35392277	35384037	35384133	35394091	35394196
186	"RERG"	"RERG"	chr12	-	15121062	15121119	15217428	15217603	15111343	15111417	15221194	15221417
187	"CSF2RA"	"CSF2RA"	chrX	+	1300490	1300626	1303922	1304019	1295426	1295456	1305445	1305527
188	"INPP5J"	"INPP5J"	chr22	+	31124844	31124906	31125832	31126010	31122993	31123119	31126375	31126489
189	"YBX2"	"YBX2"	chr17	-	7291092	7291182	7292025	7292059	7290250	7290535	7293474	7293538
190	"YBX2"	"YBX2"	chr17	-	7291092	7292059	7293474	7293538	7290250	7290535	7293827	7293935
191	"GTPBP10"	"GTPBP10"	chr7	+	90352815	90353009	90372154	90372228	90346664	90346774	90374301	90374354
192	"GTPBP10"	"GTPBP10"	chr7	+	90352815	90353009	90354457	90354549	90346675	90346774	90355085	90355230
193	"GTPBP10"	"GTPBP10"	chr7	+	90352815	90353009	90354457	90354549	90346694	90346774	90374301	90374354
194	"GTPBP10"	"GTPBP10"	chr7	+	90352815	90353009	90354457	90354549	90346706	90346774	90372154	90372228
195	"GTPBP10"	"GTPBP10"	chr7	+	90354457	90354549	90372154	90372228	90346675	90346774	90374301	90374354
196	"GTPBP10"	"GTPBP10"	chr7	+	90354457	90354549	90355085	90355230	90352815	90353009	90372154	90372228
197	"GTPBP10"	"GTPBP10"	chr7	+	90354457	90354549	90355085	90355230	90352815	90353009	90374301	90374354
198	"GTPBP10"	"GTPBP10"	chr7	+	90354457	90354549	90372154	90372228	90352815	90353009	90374301	90374354
199	"GTPBP10"	"GTPBP10"	chr7	+	90355085	90355230	90372154	90372228	90352815	90353009	90374301	90374354
200	"GTPBP10"	"GTPBP10"	chr7	+	90355085	90355230	90372154	90372228	90354457	90354549	90374301	90374354
201	"GTPBP10"	"GTPBP10"	chr7	+	90372154	90372228	90374301	90374354	90346664	90346774	90377506	90377614
202	"GTPBP10"	"GTPBP10"	chr7	+	90372154	90372228	90374301	90374354	90352815	90353009	90377506	90377572
203	"GTPBP10"	"GTPBP10"	chr7	+	90372154	90372228	90374301	90374354	90354457	90354549	90377506	90377614
204	"GTPBP10"	"GTPBP10"	chr7	+	90372154	90372228	90374301	90374354	90355085	90355230	90377506	90377614
205	"ESRP1"	"ESRP1"	chr8	+	94692676	94692827	94696851	94696961	94678202	94678371	94705924	94707466
206	"R3HCC1L"	"R3HCC1L"	chr10	+	98163292	98163397	98186466	98186563	98134623	98134706	98208100	98209899
207	"R3HCC1L"	"R3HCC1L"	chr10	+	98163292	98163397	98208100	98209899	98134623	98134706	98231511	98231687
208	"R3HCC1L"	"R3HCC1L"	chr10	+	98208100	98209899	98231511	98231687	98163286	98163397	98234445	98234516
209	"WWOX"	"WWOX"	chr16	+	78164182	78164289	78756939	78757015	78114975	78115154	79211607	79212667
210	"ITGB1"	"ITGB1"	chr10	-	32911885	32912124	32919884	32920084	32911447	32911670	32920244	32920385
211	"TMTC4"	"TMTC4"	chr13	-	100642210	100642311	100656380	100656468	100637929	100638022	100662963	100663180
212	"TMTC4"	"TMTC4"	chr13	-	100642210	100642311	100662963	100663180	100637929	100638022	100664220	100664336
213	"TMTC4"	"TMTC4"	chr13	-	100656380	100656468	100662963	100663180	100637929	100638022	100664220	100664336
214	"TMTC4"	"TMTC4"	chr13	-	100656380	100656468	100662963	100663180	100642210	100642311	100664220	100664336
215	"TMTC4"	"TMTC4"	chr13	-	100656380	100656468	100664220	100664336	100642210	100642311	100668578	100668794
216	"LRRC23"	"LRRC23"	chr12	+	6907314	6907445	6909889	6910026	6906408	6906662	6912729	6912811
217	"THUMPD2"	"THUMPD2"	chr2	-	39768423	39768501	39771514	39771640	39766056	39766109	39779113	39779221
218	"PDE8A"	"PDE8A"	chr15	+	85076732	85076787	85083555	85083644	85075861	85075918	85089337	85089416
219	"PDE8A"	"PDE8A"	chr15	+	85083555	85083644	85089337	85089416	85075861	85075918	85091043	85091181
220	"PDE8A"	"PDE8A"	chr15	+	85083555	85083644	85089337	85089416	85075861	85075918	85097947	85098036
221	"PDE8A"	"PDE8A"	chr15	+	85083555	85083644	85089337	85089416	85076732	85076787	85091043	85091181
222	"PDE8A"	"PDE8A"	chr15	+	85083555	85083644	85089337	85089416	85076732	85076787	85097947	85098036
223	"PDE8A"	"PDE8A"	chr15	+	85089337	85089416	85091043	85091181	85083555	85083644	85097947	85098036
224	"PDE8A"	"PDE8A"	chr15	+	85117640	85117839	85123060	85123193	85115983	85116119	85126206	85126374
225	"RANBP17"	"RANBP17"	chr5	+	170916464	170916584	170918712	170918859	170910968	170911134	170919440	170919613
226	"RANBP17"	"RANBP17"	chr5	+	170983064	170983245	171028871	171028989	170968241	170968377	171170129	171170203
227	"RANBP17"	"RANBP17"	chr5	+	170983064	170983245	171161406	171161466	170968241	170968377	171170129	171170203
228	"RANBP17"	"RANBP17"	chr5	+	171028871	171028989	171161406	171161466	170968241	170968377	171170129	171170203
229	"AQR"	"AQR"	chr15	-	34944287	34944428	34948263	34948384	34942011	34942080	34952884	34952920
230	"AQR"	"AQR"	chr15	-	34948263	34948384	34952884	34952920	34944287	34944428	34960773	34960814
231	"DPP8"	"DPP8"	chr15	-	65454262	65454415	65455711	65455841	65451959	65452102	65456224	65456371
232	"DPP8"	"DPP8"	chr15	-	65454262	65454415	65456224	65456371	65451959	65452102	65463760	65463906
233	"DPP8"	"DPP8"	chr15	-	65481514	65481615	65485098	65485160	65480221	65480399	65487689	65487818
234	"DPP8"	"DPP8"	chr15	-	65485098	65485160	65487689	65487818	65481514	65481615	65490188	65490299
235	"SIRT1"	"SIRT1"	chr10	+	67888881	67889123	67891401	67891554	67887416	67887533	67906789	67906937
236	"SLC28A1"	"SLC28A1"	chr15	+	84904096	84904238	84908717	84908795	84894939	84895123	84918523	84918604
237	"IL15"	"IL15"	chr4	+	141656185	141656307	141688821	141689035	141636725	141636748	141719377	141719476
238	"CYP3A5"	"CYP3A5"	chr7	-	99666600	99666689	99666712	99666810	99665165	99665314	99666951	99667065
239	"PPP6R2"	"PPP6R2"	chr22	+	50388985	50389111	50391866	50392015	50372071	50372150	50393892	50394135
240	"PAWR"	"PAWR"	chr12	-	79613574	79613609	79621075	79621207	79596510	79596658	79689728	79690391
241	"PAWR"	"PAWR"	chr12	-	79613574	79613609	79621075	79621207	79603667	79604721	79689728	79690080
242	"CABLES1"	"CABLES1"	chr18	+	23136523	23136607	23188837	23188909	23134563	23134651	23194447	23194540
243	"FAM216A"	"FAM216A"	chr12	+	110473077	110473118	110485077	110485199	110468363	110469018	110486324	110486454
244	"RP11-894J14.5"	"RP11-894J14.5"	chr3	-	53077978	53078211	53085749	53085852	53077687	53077828	53099380	53099453
245	"RP11-894J14.5"	"RP11-894J14.5"	chr3	-	53077978	53078211	53092368	53092618	53077687	53077828	53099380	53099453
