ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
51	"CDCA7"	"CDCA7"	chr2	+	173363817	173364989	173363817	173363895	173364794	173364989	51	57,37,52	60,36,90	61,63,58	50,34,46	998	99	0.00148855007267	0.0148198897042	0.086,0.093,0.054	0.108,0.155,0.111	-0.047
54	"PICK1"	"PICK1"	chr22	+	38073772	38074451	38073772	38073823	38074306	38074451	54	60,39,57	92,51,99	18,21,21	40,24,20	582	99	0.811887232097	1.0	0.1,0.115,0.089	0.071,0.13,0.152	-0.016
57	"ALOX15"	"ALOX15"	chr17	-	4638926	4639132	4638926	4638972	4639050	4639132	57	1,1,3	2,3,2	0,0,0	2,0,0	177	99	1	1.0	0.219,0.157,0.456	0.0,NA,NA	0.277
58	"FLNB"	"FLNB"	chr3	+	58168439	58169793	58168439	58168658	58169589	58169793	58	1,0,2	131,80,106	5,0,0	148,57,117	1030	99	1	1.0	0.001,0.0,0.002	0.003,0.0,0.0	0.0
59	"CCDC84"	"CCDC84"	chr11	+	119011938	119012254	119011938	119012003	119012148	119012254	59	13,0,4	34,23,40	1,2,3	13,22,14	244	99	0.282085696528	0.746308716876	0.134,0.0,0.039	0.03,0.036,0.08	0.009
60	"RFWD2"	"RFWD2"	chr1	-	175988287	175989479	175988287	175988412	175989361	175989479	60	4,1,3	70,41,77	1,2,0	66,25,55	1048	99	1	1.0	0.005,0.002,0.004	0.001,0.008,0.0	0.001
61	"IL11RA"	"IL11RA"	chr9	+	34655217	34655665	34655217	34655317	34655604	34655665	61	0,1,0	7,3,5	1,0,2	2,0,1	386	99	1	1.0	0.0,0.079,0.0	0.114,NA,0.339	-0.2
62	"FARSA"	"FARSA"	chr19	-	12924638	12925003	12924638	12924807	12924903	12925003	62	12,4,6	425,247,451	5,4,5	541,415,517	195	99	1	1.0	0.014,0.008,0.007	0.005,0.005,0.005	0.005
63	"FARSA"	"FARSA"	chr19	-	12930428	12930749	12930428	12930527	12930611	12930749	63	1,0,0	338,223,374	0,1,0	519,339,510	183	99	1	1.0	0.002,0.0,0.0	0.0,0.002,0.0	0.0
67	"TRPM7"	"TRPM7"	chr15	-	50575723	50575919	50575723	50575789	50575868	50575919	67	0,0,1	63,35,52	0,0,0	32,36,25	178	99	1	1.0	0.0,0.0,0.011	0.0,0.0,0.0	0.004
69	"BAZ2A"	"BAZ2A"	chr12	-	56604584	56605327	56604584	56604799	56605072	56605327	69	9,3,5	63,39,54	5,1,0	48,33,25	372	99	0.0612482218995	0.254248052556	0.037,0.02,0.024	0.027,0.008,0.0	0.015
70	"BAZ2A"	"BAZ2A"	chr12	-	56615013	56615607	56615013	56615128	56615218	56615607	70	147,75,120	5,1,2	100,76,81	7,5,4	189	99	0.0144099319984	0.0863640037184	0.939,0.975,0.969	0.882,0.888,0.914	0.066
71	"B9D1"	"B9D1"	chr17	-	19343169	19343857	19343169	19343461	19343789	19343857	71	4,0,2	11,14,20	7,4,1	17,17,16	427	99	0.15738106224	0.503340848615	0.078,0.0,0.023	0.087,0.052,0.014	-0.017
73	"WAC"	"WAC"	chr10	+	28614566	28616362	28614566	28614685	28616172	28616362	73	7,5,11	224,122,185	5,11,9	104,92,119	1586	99	1	1.0	0.002,0.003,0.004	0.003,0.007,0.005	-0.002
74	"WAC"	"WAC"	chr10	+	28614566	28616362	28614566	28614685	28616175	28616362	74	11,7,16	58,50,59	6,13,11	43,35,37	1589	99	0.465878683545	1.0	0.012,0.009,0.017	0.009,0.023,0.018	-0.004
76	"INPP5J"	"INPP5J"	chr22	+	31126612	31127532	31126612	31126721	31127356	31127532	76	23,11,19	0,1,0	9,1,4	0,1,1	734	99	0.139244629739	0.462527657975	1.0,0.597,1.0	1.0,0.119,0.35	0.376
77	"INPP5J"	"INPP5J"	chr22	+	31133609	31134696	31133609	31133714	31133912	31134696	77	1,0,0	42,24,40	1,0,1	3,3,7	297	99	1	1.0	0.008,0.0,0.0	0.1,0.0,0.045	-0.046
78	"YBX2"	"YBX2"	chr17	-	7291092	7292059	7291092	7291182	7292025	7292059	78	28,22,24	26,14,8	15,7,15	18,7,9	942	99	0.201265289119	0.600558260367	0.102,0.142,0.24	0.081,0.095,0.149	0.053
79	"TMTC4"	"TMTC4"	chr13	-	100634804	100635195	100634804	100634936	100635023	100635195	79	0,0,1	31,28,33	0,1,0	44,20,19	186	99	1	1.0	0.0,0.0,0.016	0.0,0.026,0.0	-0.003
80	"AQR"	"AQR"	chr15	-	34873827	34874864	34873827	34873999	34874676	34874864	80	8,5,7	77,41,49	5,11,1	67,34,54	776	99	0.75982170308	1.0	0.013,0.015,0.018	0.009,0.04,0.002	-0.002
96	"FTSJ1"	"FTSJ1"	chrX	+	48477960	48478518	48477960	48478168	48478448	48478518	96	8,7,15	339,210,404	10,2,12	284,200,244	379	99	1	1.0	0.006,0.009,0.01	0.009,0.003,0.013	0.0
97	"FTSJ1"	"FTSJ1"	chrX	+	48481425	48481715	48481425	48481528	48481631	48481715	97	24,2,16	273,157,292	10,5,13	204,127,174	202	99	0.751771860955	1.0	0.041,0.006,0.026	0.023,0.019,0.035	-0.001
98	"FTSJ1"	"FTSJ1"	chrX	+	48482596	48483027	48482596	48482794	48482985	48483027	98	112,69,87	131,75,122	86,56,98	80,45,79	290	99	0.0164342833842	0.0959507272221	0.226,0.239,0.196	0.268,0.298,0.297	-0.067
102	"SLC52A2"	"SLC52A2"	chr8	+	144359622	144360493	144359622	144359747	144360171	144360493	102	2435,1370,2377	0,0,15	1520,1091,1324	0,0,0	523	99	0.757369356704	1.0	1.0,1.0,0.968	1.0,1.0,1.0	-0.011
106	"MYO1G"	"MYO1G"	chr7	-	44968522	44969875	44968522	44969483	44969704	44969875	106	1,0,0	0,0,0	0,0,0	0,0,1	320	99	1	1.0	1.0,NA,NA	NA,NA,0.0	1.0
107	"MYO1G"	"MYO1G"	chr7	-	44972114	44975227	44972114	44972225	44975173	44975227	107	0,0,0	1,1,0	2,0,0	0,0,0	3047	99	1	1.0	0.0,0.0,NA	1.0,NA,NA	-1.0
110	"NR4A2"	"NR4A2"	chr2	-	156326149	156326328	156326149	156326207	156326311	156326328	110	10,2,12	1,0,0	5,4,7	0,0,0	203	99	1	1.0	0.83,1.0,1.0	1.0,1.0,1.0	-0.057
112	"CPSF7"	"CPSF7"	chr11	-	61415665	61416519	61415665	61415784	61416104	61416519	112	14,12,8	425,235,396	11,11,12	210,119,165	419	99	0.0843268538419	0.324632492787	0.008,0.012,0.005	0.012,0.021,0.017	-0.008
113	"CPSF7"	"CPSF7"	chr11	-	61416104	61416519	61416104	61416162	61416363	61416519	113	1102,551,1062	2,2,2	550,319,438	0,0,0	300	99	1	1.0	0.995,0.989,0.994	1.0,1.0,1.0	-0.007
114	"CPSF7"	"CPSF7"	chr11	-	61420469	61421608	61420469	61420530	61421389	61421608	114	77,34,50	0,0,0	49,35,46	0,0,1	958	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.826	0.058
115	"CPSF7"	"CPSF7"	chr11	-	61420469	61421608	61420469	61420573	61421389	61421608	115	28,15,21	245,121,203	23,16,29	122,71,108	915	99	0.00100288754134	0.0108841909141	0.012,0.013,0.011	0.02,0.024,0.028	-0.012
117	"ZSCAN2"	"ZSCAN2"	chr15	+	84620601	84622714	84620601	84620772	84622645	84622714	117	158,96,125	3,0,4	49,35,67	0,0,1	1972	99	6.93229540049e-05	0.00125896058178	0.726,1.0,0.611	1.0,1.0,0.771	-0.145
122	"DNASE1"	"DNASE1"	chr16	+	3656998	3657341	3656998	3657111	3657186	3657341	122	7,9,3	3,0,0	4,7,8	1,0,0	174	99	0.437243463833	0.97302825018	0.57,1.0,1.0	0.695,1.0,1.0	-0.042
123	"XPNPEP1"	"XPNPEP1"	chr10	-	109875527	109877867	109875527	109875599	109877789	109877867	123	54,29,37	116,58,111	30,31,21	87,58,66	2289	99	0.637992992663	1.0	0.02,0.021,0.014	0.015,0.023,0.014	0.001
124	"PSMA1"	"PSMA1"	chr11	-	14513816	14514491	14513816	14513887	14514402	14514491	124	76,50,66	414,229,365	65,64,69	499,409,441	614	99	0.0597681788254	0.249713524017	0.029,0.034,0.028	0.021,0.025,0.025	0.007
125	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39158284	39159550	39158284	39158402	39159449	39159550	125	9,2,10	33,24,31	2,1,3	4,6,5	1146	99	0.541516876676	1.0	0.023,0.007,0.027	0.041,0.014,0.049	-0.016
126	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39158284	39159550	39158284	39158402	39159482	39159550	126	24,4,20	14,13,27	2,3,6	22,10,15	1179	99	0.0001058518284	0.00176289634948	0.126,0.025,0.059	0.008,0.025,0.032	0.048
127	"GALE"	"GALE"	chr1	-	23796508	23796782	23796508	23796586	23796696	23796782	127	47,25,33	100,53,99	16,25,12	111,84,91	209	99	4.66578919921e-05	0.000896923519465	0.182,0.183,0.136	0.064,0.124,0.059	0.085
128	"GALE"	"GALE"	chr1	-	23798116	23798730	23798116	23798225	23798614	23798730	128	14,19,19	6,1,9	24,17,18	5,8,3	488	99	0.989899307211	1.0	0.321,0.794,0.3	0.493,0.301,0.549	0.024
129	"GALE"	"GALE"	chr1	-	23798116	23798730	23798116	23798230	23798614	23798730	129	12,18,19	81,42,83	23,15,17	85,62,82	483	99	0.978097620323	1.0	0.029,0.081,0.045	0.053,0.047,0.041	0.005
136	"VPS28"	"VPS28"	chr8	-	144423600	144424132	144423600	144423922	144424040	144424132	136	383,204,417	103,63,73	103,52,53	71,48,64	217	99	7.99915689242e-13	8.25970085977e-11	0.629,0.596,0.723	0.398,0.331,0.274	0.315
137	"VPS28"	"VPS28"	chr8	-	144424214	144424819	144424214	144424268	144424717	144424819	137	320,151,247	381,173,350	54,34,68	179,125,151	548	99	6.87695456136e-11	5.85739066552e-09	0.132,0.136,0.113	0.052,0.047,0.075	0.069
138	"VPS28"	"VPS28"	chr8	-	144424717	144425772	144424717	144424819	144424945	144425772	138	54,41,41	477,243,501	16,8,19	230,120,204	225	99	0.0333818557261	0.162590332337	0.047,0.069,0.035	0.03,0.028,0.039	0.018
139	"VPS28"	"VPS28"	chr8	-	144424717	144425772	144424717	144424819	144425682	144425772	139	247,144,233	0,1,0	100,55,94	0,0,0	962	99	1	1.0	1.0,0.937,1.0	1.0,1.0,1.0	-0.021
140	"VPS28"	"VPS28"	chr8	-	144424945	144425772	144424945	144425000	144425682	144425772	140	385,194,371	33,5,33	181,89,154	22,17,23	781	99	0.00578927370093	0.0427861659615	0.597,0.831,0.588	0.51,0.399,0.459	0.216
141	"VPS28"	"VPS28"	chr8	-	144424945	144425772	144424945	144425051	144425682	144425772	141	155,85,142	305,150,286	61,29,60	148,121,118	730	99	0.0281560357835	0.14311661508	0.064,0.071,0.063	0.053,0.031,0.065	0.016
142	"VPS28"	"VPS28"	chr8	-	144425682	144426208	144425682	144425772	144426025	144426208	142	87,79,107	332,217,348	23,14,15	190,170,202	352	99	5.38236122338e-13	5.72113337097e-11	0.069,0.093,0.08	0.033,0.023,0.02	0.055
143	"VPS28"	"VPS28"	chr8	-	144424945	144426208	144424945	144425772	144426179	144426208	143	81,73,90	12,4,5	25,14,15	1,0,2	506	99	0.0532500659738	0.22801627776	0.569,0.781,0.779	0.83,1.0,0.595	-0.099
144	"VPS28"	"VPS28"	chr8	-	144426025	144426208	144426025	144426063	144426179	144426208	144	34,23,44	379,235,356	11,5,14	201,168,193	215	99	0.00114530019795	0.0122097785115	0.04,0.043,0.054	0.025,0.014,0.032	0.022
145	"VPS28"	"VPS28"	chr8	-	144426025	144426983	144426025	144426063	144426908	144426983	145	112,55,88	0,2,0	39,15,42	0,0,0	944	99	1	1.0	1.0,0.743,1.0	1.0,1.0,1.0	-0.086
146	"CCDC14"	"CCDC14"	chr3	-	123955842	123956115	123955842	123955965	123956045	123956115	146	9,2,9	21,7,13	7,7,4	15,3,13	179	99	0.637793969487	1.0	0.192,0.136,0.277	0.205,0.563,0.145	-0.103
147	"CCDC14"	"CCDC14"	chr3	-	123955842	123956795	123955842	123955965	123956739	123956795	147	54,24,38	0,1,0	23,19,16	2,0,0	873	99	0.885041910816	1.0	1.0,0.731,1.0	0.566,1.0,1.0	0.055
148	"CCDC14"	"CCDC14"	chr3	-	123956354	123956795	123956354	123956427	123956739	123956795	148	21,16,16	64,37,59	15,11,12	23,21,24	411	99	0.0796567788369	0.312572854198	0.073,0.094,0.061	0.136,0.112,0.107	-0.042
168	"NMRK1"	"NMRK1"	chr9	-	75068995	75070042	75068995	75069102	75069894	75070042	168	7,1,7	4,1,5	1,3,5	8,2,2	891	99	0.208782781838	0.615702351734	0.163,0.1,0.135	0.014,0.143,0.217	0.008
170	"RPL9"	"RPL9"	chr4	-	39456405	39457681	39456405	39456538	39457585	39457681	170	47,17,31	1619,926,1449	31,15,27	1380,1245,1350	1146	99	1	1.0	0.003,0.002,0.002	0.002,0.001,0.002	0.001
171	"RPL9"	"RPL9"	chr4	-	39458193	39458440	39458193	39458309	39458393	39458440	171	6,1,2	1340,819,1088	5,6,5	1132,945,1085	183	99	1	1.0	0.002,0.001,0.001	0.002,0.003,0.002	-0.001
172	"MPDU1"	"MPDU1"	chr17	+	7586691	7586961	7586691	7586777	7586898	7586961	172	10,8,18	128,61,139	9,7,11	122,88,92	220	99	0.427015471382	0.962267929994	0.034,0.056,0.055	0.032,0.035,0.051	0.009
174	"MPDU1"	"MPDU1"	chr17	+	7586691	7587271	7586691	7586838	7587160	7587271	174	30,8,14	25,14,26	15,20,18	26,14,22	421	99	0.76076558108	1.0	0.22,0.118,0.112	0.119,0.251,0.161	-0.027
175	"MPDU1"	"MPDU1"	chr17	+	7586898	7587271	7586898	7587017	7587160	7587271	175	21,4,7	77,38,65	2,6,7	76,43,57	242	99	0.0178458659441	0.102048986585	0.1,0.041,0.042	0.011,0.054,0.048	0.023
177	"RPS26"	"RPS26"	chr12	+	56042424	56043493	56042424	56042602	56043362	56043493	177	70,28,55	931,518,1159	55,29,52	990,737,833	859	99	1	1.0	0.009,0.006,0.005	0.006,0.005,0.007	0.001
179	"ARL8A"	"ARL8A"	chr1	-	202135458	202135800	202135458	202135526	202135706	202135800	179	1,2,3	266,147,288	5,5,5	138,128,135	279	99	0.789048295834	1.0	0.001,0.005,0.004	0.013,0.014,0.013	-0.01
182	"FAHD2A"	"FAHD2A"	chr2	+	95410526	95411026	95410526	95410586	95410863	95411026	182	24,7,10	58,40,68	14,11,13	73,49,59	376	99	0.57296237073	1.0	0.098,0.044,0.037	0.048,0.056,0.055	0.007
183	"RPL14"	"RPL14"	chr3	+	40461406	40461661	40461406	40461506	40461607	40461661	183	3,0,8	1933,1152,1823	5,3,5	2169,1707,2085	200	99	1	1.0	0.001,0.0,0.002	0.001,0.001,0.001	0.0
186	"TMEM91"	"TMEM91"	chr19	+	41382771	41384083	41382771	41382921	41383862	41384083	186	5,1,1	0,0,1	1,0,1	0,2,0	1040	99	0.107258444985	0.385320099578	1.0,1.0,0.087	1.0,0.0,1.0	0.029
190	"RPL13"	"RPL13"	chr16	+	89560710	89561063	89560710	89560839	89560939	89561063	190	129,88,143	1,2,4	117,104,170	1,0,2	199	99	0.133756107671	0.449669370347	0.985,0.956,0.947	0.983,1.0,0.977	-0.024
191	"RPL13"	"RPL13"	chr16	+	89560939	89561368	89560939	89561063	89561226	89561368	191	32,21,31	2549,1439,2488	33,16,60	2427,1695,2460	262	99	1	1.0	0.005,0.005,0.005	0.005,0.004,0.009	-0.001
192	"RPL13"	"RPL13"	chr16	+	89561226	89561751	89561226	89561368	89561577	89561751	192	106,62,109	1869,922,1708	61,55,74	1484,1051,1415	308	99	0.0503081678198	0.219267830936	0.018,0.021,0.02	0.013,0.017,0.017	0.004
194	"HARS"	"HARS"	chr5	-	140677654	140679127	140677654	140677753	140679001	140679127	194	65,30,63	2,0,2	39,23,29	0,0,0	1347	99	0.0596494592827	0.249505955842	0.705,1.0,0.698	1.0,1.0,1.0	-0.199
195	"LRP1"	"LRP1"	chr12	+	57204626	57205249	57204626	57204749	57205108	57205249	195	0,0,0	8,5,7	2,0,0	5,1,1	458	99	1	1.0	0.0,0.0,0.0	0.08,0.0,0.0	-0.027
196	"LRP1"	"LRP1"	chr12	+	57208037	57208817	57208037	57208216	57208710	57208817	196	0,0,2	16,2,18	0,0,0	5,4,7	593	99	1	1.0	0.0,0.0,0.018	0.0,0.0,0.0	0.006
197	"BSDC1"	"BSDC1"	chr1	-	32394079	32394425	32394079	32394140	32394403	32394425	197	7,7,11	71,61,68	5,3,1	33,39,46	362	99	0.100537846799	0.366273970092	0.026,0.03,0.042	0.04,0.021,0.006	0.01
229	"UBE2V1"	"UBE2V1"	chr20	-	50096482	50096820	50096482	50096534	50096671	50096820	229	17,14,12	11,1,6	10,6,10	1,4,3	236	99	0.746772832038	1.0	0.393,0.855,0.456	0.808,0.386,0.583	-0.024
233	"LRRC46"	"LRRC46"	chr17	+	47834424	47835399	47834424	47834533	47835352	47835399	233	0,3,0	0,0,0	0,0,2	0,2,0	918	99	1	1.0	NA,1.0,NA	NA,0.0,1.0	0.5
234	"PRIM1"	"PRIM1"	chr12	-	56746780	56747032	56746780	56746854	56746925	56747032	234	1,0,2	40,18,35	1,4,7	47,24,49	170	99	0.0092968095911	0.061648935527	0.014,0.0,0.032	0.012,0.088,0.077	-0.044
236	"DPF1"	"DPF1"	chr19	-	38217459	38217876	38217459	38217591	38217797	38217876	236	2,3,1	19,12,20	1,2,0	8,9,9	305	99	0.399435602666	0.920637926043	0.033,0.075,0.016	0.039,0.067,0.0	0.006
237	"GGA3"	"GGA3"	chr17	-	75239788	75241057	75239788	75240108	75240341	75241057	237	5,1,4	64,40,84	2,1,5	54,33,56	332	99	0.93089858253	1.0	0.023,0.007,0.014	0.011,0.009,0.026	-0.001
238	"GGA3"	"GGA3"	chr17	-	75240341	75241057	75240341	75240412	75240811	75241057	238	18,9,17	48,40,38	16,14,16	50,25,41	498	99	0.61586584714	1.0	0.069,0.043,0.082	0.06,0.1,0.072	-0.013
239	"GGA3"	"GGA3"	chr17	-	75241399	75241696	75241399	75241516	75241614	75241696	239	17,8,15	84,31,71	8,5,3	48,39,29	197	99	0.0971633480075	0.358680632992	0.092,0.115,0.096	0.077,0.061,0.049	0.039
240	"GGA3"	"GGA3"	chr17	-	75241614	75242473	75241614	75241696	75242335	75242473	240	59,30,33	125,84,123	29,20,37	78,51,60	738	99	0.286842643191	0.75078876151	0.06,0.046,0.035	0.048,0.05,0.076	-0.011
252	"ACAD9"	"ACAD9"	chr3	+	128909343	128910149	128909343	128909421	128910020	128910149	252	25,7,26	48,20,46	11,6,15	28,11,33	698	99	0.546856635361	1.0	0.069,0.047,0.074	0.053,0.072,0.061	0.001
253	"DZIP3"	"DZIP3"	chr3	+	108647942	108648962	108647942	108648112	108648917	108648962	253	7,9,7	27,4,16	4,5,11	18,27,19	904	99	0.21956663873	0.637360507928	0.028,0.198,0.046	0.024,0.02,0.06	0.056
255	"WDR19"	"WDR19"	chr4	+	39272979	39274958	39272979	39273061	39274807	39274958	255	38,27,25	8,3,7	13,2,17	0,1,2	1845	99	0.821502324798	1.0	0.203,0.326,0.161	1.0,0.097,0.313	-0.24
256	"MYL6"	"MYL6"	chr12	+	56158357	56158711	56158357	56158404	56158683	56158711	256	36,26,25	4628,2672,4143	18,14,20	3153,2514,3135	378	99	1	1.0	0.002,0.003,0.002	0.001,0.001,0.002	0.001
257	"MYL6"	"MYL6"	chr12	+	56158683	56159730	56158683	56158711	56159586	56159730	257	114,69,104	5892,3416,5385	47,34,33	3956,3197,3901	974	99	1	1.0	0.002,0.002,0.002	0.001,0.001,0.001	0.001
258	"MYL6"	"MYL6"	chr12	+	56158683	56159730	56158683	56158711	56159622	56159730	258	1689,904,1561	23,10,0	939,912,1065	0,2,0	1010	99	2.74455709715e-07	1.01212544379e-05	0.878,0.899,1.0	1.0,0.978,1.0	-0.067
