ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
116	"PDZD11"	"PDZD11"	chrX	-	70289254	70289593	70288429	70288513	70289859	70289913
119	"ACTR8"	"ACTR8"	chr3	-	53878356	53878467	53877646	53877751	53879938	53880072
131	"ACOT11"	"ACOT11"	chr1	+	54585834	54585904	54584654	54584862	54593940	54594039
132	"ACOT11"	"ACOT11"	chr1	+	54592545	54592606	54584654	54584862	54593940	54594039
133	"ACOT11"	"ACOT11"	chr1	+	54592545	54592606	54585834	54585904	54593940	54594039
134	"ACOT11"	"ACOT11"	chr1	+	54599295	54599415	54597258	54597415	54601268	54601413
135	"IL6R"	"IL6R"	chr1	+	154435968	154436110	154434989	154435156	154445046	154445094
142	"SLC44A2"	"SLC44A2"	chr19	+	10627919	10628004	10626252	10626301	10631274	10631385
143	"SLC44A2"	"SLC44A2"	chr19	+	10627919	10628004	10626252	10626301	10634755	10634887
144	"SLC44A2"	"SLC44A2"	chr19	+	10631056	10631141	10626252	10626301	10631274	10631385
145	"SLC44A2"	"SLC44A2"	chr19	+	10631056	10631141	10627919	10628004	10631274	10631385
146	"SLC44A2"	"SLC44A2"	chr19	+	10631474	10631535	10631274	10631385	10631625	10631704
147	"SLC44A2"	"SLC44A2"	chr19	+	10631625	10631749	10631474	10631535	10631867	10631918
148	"SLC44A2"	"SLC44A2"	chr19	+	10631867	10631951	10631625	10631749	10632043	10632156
149	"SLC44A2"	"SLC44A2"	chr19	+	10632043	10632156	10631867	10631951	10634755	10634887
150	"SLC44A2"	"SLC44A2"	chr19	+	10634973	10635069	10634755	10634887	10635162	10635515
151	"SLC44A2"	"SLC44A2"	chr19	+	10634973	10635073	10634755	10634887	10635162	10635234
152	"SLC44A2"	"SLC44A2"	chr19	+	10634973	10635073	10634755	10634887	10636322	10636585
153	"SLC44A2"	"SLC44A2"	chr19	+	10635162	10635515	10634755	10634887	10636322	10636496
154	"SLC44A2"	"SLC44A2"	chr19	+	10636322	10636585	10635430	10635515	10636661	10636756
156	"SLC44A2"	"SLC44A2"	chr19	+	10638226	10638315	10637855	10637929	10643278	10643528
157	"SLC44A2"	"SLC44A2"	chr19	+	10638226	10638315	10638022	10638093	10642366	10642385
158	"SLC44A2"	"SLC44A2"	chr19	+	10642366	10642451	10638226	10638315	10643278	10643528
169	"SAR1A"	"SAR1A"	chr10	-	70161618	70161738	70161003	70161069	70170412	70170523
170	"SAR1A"	"SAR1A"	chr10	-	70161857	70161931	70161283	70161738	70170412	70170523
173	"SAR1A"	"SAR1A"	chr10	-	70167421	70167525	70166726	70166822	70170412	70170512
179	"GRIPAP1"	"GRIPAP1"	chrX	-	48990684	48990732	48989971	48990003	48990925	48991102
180	"GRIPAP1"	"GRIPAP1"	chrX	-	48993427	48993578	48990925	48991110	48997249	48997357
181	"GRIPAP1"	"GRIPAP1"	chrX	-	48997249	48997357	48993427	48993578	48998153	48998180
184	"GRIPAP1"	"GRIPAP1"	chrX	-	48998153	48998180	48997249	48997357	48999237	48999299
185	"GRIPAP1"	"GRIPAP1"	chrX	-	48999237	48999299	48993427	48993578	48999437	48999504
186	"GRIPAP1"	"GRIPAP1"	chrX	-	49000565	49000689	48999437	48999504	49000860	49000959
189	"GRIPAP1"	"GRIPAP1"	chrX	-	49000860	49000959	49000565	49000689	49002187	49002224
204	"DIS3L2"	"DIS3L2"	chr2	+	232015513	232015671	232014834	232014979	232024276	232024330
206	"DIS3L2"	"DIS3L2"	chr2	+	232136471	232136719	232130618	232130719	232163458	232163632
208	"DIS3L2"	"DIS3L2"	chr2	+	232198526	232198776	232163458	232163632	232210325	232210405
209	"DIS3L2"	"DIS3L2"	chr2	+	232238532	232238645	232210325	232210405	232249238	232249346
210	"DIS3L2"	"DIS3L2"	chr2	+	232259840	232260685	232249238	232249346	232263206	232263440
212	"DIS3L2"	"DIS3L2"	chr2	+	232333839	232333987	232330689	232330776	232334368	232334454
213	"MTG1"	"MTG1"	chr10	+	133398434	133398515	133396162	133396267	133399169	133399226
214	"MTG1"	"MTG1"	chr10	+	133398434	133398515	133396162	133396267	133402148	133402245
215	"MTG1"	"MTG1"	chr10	+	133399169	133399226	133396162	133396267	133402148	133402245
216	"MTG1"	"MTG1"	chr10	+	133399169	133399226	133398434	133398515	133402148	133402245
217	"MTG1"	"MTG1"	chr10	+	133399528	133399619	133399169	133399226	133401528	133401590
218	"MTG1"	"MTG1"	chr10	+	133399528	133399619	133399169	133399226	133402148	133402245
219	"MTG1"	"MTG1"	chr10	+	133399528	133399653	133399169	133399226	133401528	133401847
220	"MTG1"	"MTG1"	chr10	+	133401528	133401590	133399169	133399226	133402148	133402245
221	"MTG1"	"MTG1"	chr10	+	133401528	133401590	133399528	133399619	133402148	133402245
222	"APH1A"	"APH1A"	chr1	-	150267355	150267478	150267074	150267202	150267715	150267789
224	"APH1A"	"APH1A"	chr1	-	150267715	150267789	150267355	150267478	150268697	150269023
225	"APH1A"	"APH1A"	chr1	-	150267956	150267991	150267355	150267478	150268697	150269015
226	"APH1A"	"APH1A"	chr1	-	150267956	150267991	150267715	150267789	150268697	150269015
227	"APH1A"	"APH1A"	chr1	-	150267956	150268127	150267715	150267789	150268697	150268999
229	"CEP192"	"CEP192"	chr18	+	13017187	13017336	13015327	13015448	13018479	13018615
230	"CEP192"	"CEP192"	chr18	+	13037236	13037301	13030464	13030608	13038369	13038579
232	"CEP192"	"CEP192"	chr18	+	13037236	13037301	13030464	13030608	13048858	13049681
234	"CEP192"	"CEP192"	chr18	+	13038369	13038579	13030464	13030608	13042203	13042334
236	"CEP192"	"CEP192"	chr18	+	13040829	13040956	13030464	13030608	13042203	13042334
237	"CEP192"	"CEP192"	chr18	+	13040829	13040956	13038369	13038579	13042203	13042334
238	"CEP192"	"CEP192"	chr18	+	13042203	13042334	13030464	13030608	13048858	13049681
239	"CEP192"	"CEP192"	chr18	+	13057584	13057733	13055779	13056698	13059081	13059312
245	"CEP192"	"CEP192"	chr18	+	13104983	13105079	13103508	13103588	13113585	13113705
247	"CEP192"	"CEP192"	chr18	+	13114129	13114251	13113585	13113705	13116373	13116503
248	"CEP192"	"CEP192"	chr18	+	13114129	13114251	13113585	13113705	13116376	13116503
263	"RIOK3"	"RIOK3"	chr18	+	23479316	23479424	23477005	23477268	23481171	23481365
264	"RIOK3"	"RIOK3"	chr18	+	23479325	23479424	23477178	23477268	23481171	23481500
265	"DRICH1"	"DRICH1"	chr22	-	23619363	23619393	23617574	23617657	23620593	23620615
267	"MEIS1"	"MEIS1"	chr2	+	66464108	66464220	66442774	66443048	66547942	66548019
269	"MEIS1"	"MEIS1"	chr2	+	66512148	66512294	66496025	66496200	66547942	66548019
272	"RFXANK"	"RFXANK"	chr19	+	19196962	19197046	19193938	19194133	19198106	19198232
273	"RFXANK"	"RFXANK"	chr19	+	19196965	19197046	19193938	19194133	19198106	19198232
275	"RFXANK"	"RFXANK"	chr19	+	19197520	19197621	19196962	19197046	19198106	19198232
281	"ZNF101"	"ZNF101"	chr19	+	19678725	19678786	19668795	19668966	19679180	19679523
286	"NDUFC1"	"NDUFC1"	chr4	-	139268671	139268765	139266879	139267041	139275288	139275392
287	"NDUFC1"	"NDUFC1"	chr4	-	139295731	139295960	139295042	139295146	139300601	139301210
288	"NDUFC1"	"NDUFC1"	chr4	-	139295731	139295960	139295042	139295146	139302415	139302526
296	"TDRD5"	"TDRD5"	chr1	+	179593459	179593867	179592309	179592847	179595627	179595818
297	"TDRD5"	"TDRD5"	chr1	+	179595627	179595818	179592309	179592847	179618598	179618682
299	"PAXBP1-AS1"	"PAXBP1-AS1"	chr21	+	32738271	32738341	32733588	32733657	32742261	32743122
300	"WDR31"	"WDR31"	chr9	-	113328880	113328955	113323010	113323155	113330983	113331113
311	"PFAS"	"PFAS"	chr17	+	8255026	8255132	8254165	8254301	8255501	8255524
314	"PFAS"	"PFAS"	chr17	+	8265287	8265468	8264894	8265125	8265555	8265639
315	"AKAP8"	"AKAP8"	chr19	-	15360847	15360978	15358966	15359062	15361728	15361822
319	"AKAP8"	"AKAP8"	chr19	-	15376975	15377014	15374602	15374635	15379712	15379792
321	"NEURL4"	"NEURL4"	chr17	-	7317460	7317573	7317204	7317370	7317787	7317932
322	"NEURL4"	"NEURL4"	chr17	-	7317460	7317684	7317246	7317370	7317787	7317932
323	"NEURL4"	"NEURL4"	chr17	-	7318268	7318356	7318064	7318172	7318494	7318674
324	"NEURL4"	"NEURL4"	chr17	-	7318268	7318356	7318064	7318172	7319049	7319208
325	"NEURL4"	"NEURL4"	chr17	-	7318494	7318674	7318064	7318172	7319049	7319208
326	"NEURL4"	"NEURL4"	chr17	-	7318494	7318674	7318268	7318356	7319049	7319208
327	"NEURL4"	"NEURL4"	chr17	-	7318494	7318691	7318064	7318172	7319049	7319208
328	"NEURL4"	"NEURL4"	chr17	-	7318494	7318691	7318268	7318356	7319049	7319208
329	"NEURL4"	"NEURL4"	chr17	-	7325208	7325473	7324798	7324980	7325640	7325713
334	"KANSL1L"	"KANSL1L"	chr2	-	210104103	210104301	210097848	210098207	210129030	210129172
337	"HSD17B4"	"HSD17B4"	chr5	+	119475823	119475870	119475677	119475727	119477416	119477489
338	"HSD17B4"	"HSD17B4"	chr5	+	119477797	119477894	119477416	119477501	119478833	119478943
340	"HSD17B4"	"HSD17B4"	chr5	+	119506817	119506889	119502040	119502092	119509140	119509244
341	"HSD17B4"	"HSD17B4"	chr5	+	119509429	119509494	119509140	119509244	119514980	119515046
342	"HSD17B4"	"HSD17B4"	chr5	+	119531265	119531404	119529893	119529980	119536422	119536550
346	"PHF2"	"PHF2"	chr9	+	93629969	93630055	93576406	93576871	93636410	93636465
347	"PHF2"	"PHF2"	chr9	+	93659510	93659600	93658144	93658236	93660191	93660560
348	"PHF2"	"PHF2"	chr9	+	93662906	93663026	93660191	93660560	93663516	93663635
349	"PHF2"	"PHF2"	chr9	+	93675679	93675789	93674926	93675022	93676593	93676963
352	"RP4-536B24.4"	"RP4-536B24.4"	chr16	-	87777867	87778000	87773510	87773589	87778986	87779374
354	"ARHGEF26-AS1"	"ARHGEF26-AS1"	chr3	-	154108668	154108785	154030276	154030376	154121071	154121210
355	"ARHGEF26-AS1"	"ARHGEF26-AS1"	chr3	-	154108668	154108785	154030276	154030379	154121071	154121210
356	"ARHGEF26-AS1"	"ARHGEF26-AS1"	chr3	-	154119685	154119783	154030276	154030379	154121071	154121332
357	"ARHGEF26-AS1"	"ARHGEF26-AS1"	chr3	-	154119685	154119808	154030276	154030379	154121071	154121263
358	"ATP10D"	"ATP10D"	chr4	+	47515475	47515670	47512503	47512830	47523011	47523216
364	"CTC-529P8.1"	"CTC-529P8.1"	chr5	+	149064249	149064358	149064066	149064174	149071346	149071527
365	"ANKRD36C"	"ANKRD36C"	chr2	-	95852125	95852196	95851693	95851787	95853708	95853861
367	"ANKRD36C"	"ANKRD36C"	chr2	-	95891664	95891737	95889965	95889994	95891831	95891860
382	"AF011889.5"	"AF011889.5"	chrX	-	149486924	149487098	149482542	149483218	149490313	149490440
383	"AF011889.5"	"AF011889.5"	chrX	-	149498106	149498307	149496345	149496516	149500948	149501037
384	"AF011889.5"	"AF011889.5"	chrX	-	149526935	149527068	149500948	149501037	149529366	149529428
387	"SLC25A18"	"SLC25A18"	chr22	+	17583415	17583534	17582562	17582653	17587135	17587301
392	"POLR3H"	"POLR3H"	chr22	-	41540698	41540795	41525803	41529336	41543990	41544121
402	"SRRT"	"SRRT"	chr7	+	100881284	100881413	100875572	100875712	100882052	100882241
403	"SRRT"	"SRRT"	chr7	+	100881658	100881805	100881284	100881413	100882052	100882241
404	"SRRT"	"SRRT"	chr7	+	100882764	100883090	100882052	100882241	100884069	100884239
417	"RP11-343C2.11"	"RP11-343C2.11"	chr16	+	69318822	69318942	69318649	69318711	69319386	69319543
450	"AC016735.2"	"AC016735.2"	chr2	-	43028913	43029977	43027852	43028185	43036695	43036765
451	"AC016735.2"	"AC016735.2"	chr2	-	43031134	43031301	43028913	43029977	43036695	43036765
452	"AC016735.2"	"AC016735.2"	chr2	-	43032733	43032902	43031134	43031301	43036695	43036765
453	"AC016735.2"	"AC016735.2"	chr2	-	43032733	43032902	43032500	43032636	43036695	43036765
454	"AC016735.2"	"AC016735.2"	chr2	-	43035054	43035152	43031134	43031301	43036695	43036765
455	"C22orf39"	"C22orf39"	chr22	-	19375630	19375792	19361726	19361931	19383619	19383705
456	"C22orf39"	"C22orf39"	chr22	-	19377868	19378066	19375630	19375792	19383619	19383705
457	"C22orf39"	"C22orf39"	chr22	-	19383619	19383705	19377868	19378066	19385520	19385736
458	"C22orf39"	"C22orf39"	chr22	-	19447377	19447545	19410715	19410778	19447664	19447691
459	"C22orf39"	"C22orf39"	chr22	-	19447377	19447545	19440885	19441694	19447664	19447691
460	"C22orf39"	"C22orf39"	chr22	-	19447377	19447545	19441776	19444390	19447664	19447691
462	"UGGT1"	"UGGT1"	chr2	+	128123185	128123246	128121198	128121298	128127360	128127452
463	"UGGT1"	"UGGT1"	chr2	+	128133140	128133260	128129028	128129179	128134875	128134961
464	"UGGT1"	"UGGT1"	chr2	+	128138716	128138852	128134875	128134961	128143093	128143225
466	"UGGT1"	"UGGT1"	chr2	+	128172572	128172762	128171204	128171284	128173780	128173939
467	"UGGT1"	"UGGT1"	chr2	+	128183674	128183789	128182129	128182290	128186682	128186799
468	"UGGT1"	"UGGT1"	chr2	+	128186682	128186799	128183674	128183789	128187448	128187614
470	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196324270	196324440	196323743	196323997	196326954	196327032
471	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196324270	196324440	196323743	196323997	196327389	196327591
472	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196324270	196324440	196323743	196323997	196338263	196338373
473	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196326954	196327032	196323743	196323997	196327389	196327591
474	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196326954	196327032	196324270	196324440	196327389	196327591
475	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196327389	196327591	196323743	196323997	196338263	196338373
476	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196327389	196327591	196324270	196324440	196338263	196338373
477	"NOC3L"	"NOC3L"	chr10	-	94344414	94344515	94341672	94341745	94344852	94344933
494	"SURF1"	"SURF1"	chr9	-	133352693	133352730	133352445	133352608	133353748	133353940
495	"SURF1"	"SURF1"	chr9	-	133352693	133352766	133352445	133352608	133353748	133353940
496	"SURF1"	"SURF1"	chr9	-	133354823	133354957	133354658	133354741	133356399	133356485
501	"BANF1"	"BANF1"	chr11	+	66003234	66003373	66002580	66003070	66003625	66003898
503	"FAM69A"	"FAM69A"	chr1	-	92850847	92850955	92847182	92847359	92876295	92876430
506	"E2F4"	"E2F4"	chr16	+	67194397	67194459	67193421	67193515	67194685	67194819
507	"CYB5R4"	"CYB5R4"	chr6	+	83914415	83914448	83909008	83909090	83918004	83918065
508	"CYB5R4"	"CYB5R4"	chr6	+	83929419	83929510	83926268	83926331	83934594	83934735
512	"IFNAR1"	"IFNAR1"	chr21	+	33340998	33341174	33335523	33335647	33343267	33343422
513	"IFNAR1"	"IFNAR1"	chr21	+	33340998	33341174	33335523	33335647	33345245	33345277
514	"IFNAR1"	"IFNAR1"	chr21	+	33343267	33343422	33335523	33335647	33345245	33345360
515	"IFNAR1"	"IFNAR1"	chr21	+	33343267	33343422	33340998	33341174	33343534	33343676
518	"IFNAR1"	"IFNAR1"	chr21	+	33343534	33343676	33343267	33343422	33345245	33345360
519	"IFNAR1"	"IFNAR1"	chr21	+	33345245	33345360	33343534	33343676	33349090	33349290
524	"EXO1"	"EXO1"	chr1	+	241850408	241850586	241848730	241849027	241853357	241853472
526	"EXO1"	"EXO1"	chr1	+	241852291	241852411	241850408	241850586	241857344	241857482
527	"EXO1"	"EXO1"	chr1	+	241853357	241853472	241850408	241850586	241857344	241857482
528	"EXO1"	"EXO1"	chr1	+	241853357	241853481	241850408	241850586	241857344	241857482
530	"EXO1"	"EXO1"	chr1	+	241854572	241854781	241853357	241853481	241857344	241857482
533	"ABCA2"	"ABCA2"	chr9	-	137015961	137016174	137015674	137015871	137016290	137016471
538	"CCDC114"	"CCDC114"	chr19	-	48318712	48318812	48318386	48318576	48319433	48320075
540	"KIF23"	"KIF23"	chr15	+	69423158	69423329	69422325	69422435	69426069	69426182
543	"KIF23"	"KIF23"	chr15	+	69436563	69436722	69436137	69436261	69438247	69438360
544	"KIF23"	"KIF23"	chr15	+	69439903	69440077	69438247	69438405	69444789	69445041
545	"KIF23"	"KIF23"	chr15	+	69440307	69440487	69439903	69440077	69444789	69445041
549	"KIF23"	"KIF23"	chr15	+	69446282	69446364	69446008	69446091	69446870	69446941
550	"KIF23"	"KIF23"	chr15	+	69446285	69446364	69446008	69446091	69446870	69446941
552	"C11orf30"	"C11orf30"	chr11	+	76459932	76460085	76458182	76458358	76463820	76464080
553	"C11orf30"	"C11orf30"	chr11	+	76459935	76460085	76458182	76458358	76463820	76464080
555	"C11orf30"	"C11orf30"	chr11	+	76513385	76513535	76496214	76496469	76516141	76516249
556	"C11orf30"	"C11orf30"	chr11	+	76516141	76516312	76496214	76496469	76523154	76523291
557	"C11orf30"	"C11orf30"	chr11	+	76535894	76536059	76528267	76528466	76537794	76537950
560	"C11orf30"	"C11orf30"	chr11	+	76537794	76537950	76535894	76536059	76542215	76542367
561	"C11orf30"	"C11orf30"	chr11	+	76539598	76539640	76537794	76537950	76542215	76542367
562	"C11orf30"	"C11orf30"	chr11	+	76544258	76544822	76542167	76542367	76549951	76550363
580	"LGALSL"	"LGALSL"	chr2	+	64455588	64455677	64455343	64455415	64456287	64456465
585	"CTPS1"	"CTPS1"	chr1	+	40995916	40996068	40991764	40991845	40997393	40997526
586	"CTPS1"	"CTPS1"	chr1	+	41001028	41001117	40997124	40997526	41002159	41002236
589	"IKBKB"	"IKBKB"	chr8	+	42272082	42272205	42271301	42271469	42290155	42290273
590	"IKBKB"	"IKBKB"	chr8	+	42288633	42288728	42271317	42271469	42290155	42290273
592	"IKBKB"	"IKBKB"	chr8	+	42308900	42309025	42306342	42306432	42314321	42314429
593	"IKBKB"	"IKBKB"	chr8	+	42314321	42314429	42308900	42309025	42316209	42316339
595	"IKBKB"	"IKBKB"	chr8	+	42329123	42329214	42325609	42326097	42330913	42331064
596	"GOT1"	"GOT1"	chr10	-	99402579	99402722	99396869	99397686	99403468	99403634
597	"GOT1"	"GOT1"	chr10	-	99403723	99403874	99403468	99403634	99405755	99405860
598	"WDR45B"	"WDR45B"	chr17	-	82617295	82617397	82616523	82616645	82619042	82619084
599	"WDR45B"	"WDR45B"	chr17	-	82619042	82619094	82617295	82617397	82621608	82621799
600	"WDR45B"	"WDR45B"	chr17	-	82619042	82619128	82617295	82617397	82621608	82621799
601	"WDR45B"	"WDR45B"	chr17	-	82621608	82621799	82617295	82617397	82643948	82644023
602	"WDR45B"	"WDR45B"	chr17	-	82621608	82621799	82619042	82619128	82625388	82625483
603	"WDR45B"	"WDR45B"	chr17	-	82625388	82625483	82621608	82621799	82627203	82627291
604	"WDR45B"	"WDR45B"	chr17	-	82627203	82627291	82621608	82621799	82643948	82644023
605	"WDR45B"	"WDR45B"	chr17	-	82629530	82629628	82627203	82627291	82630920	82631022
606	"WDR45B"	"WDR45B"	chr17	-	82630920	82631022	82627203	82627291	82643948	82644023
607	"WDR45B"	"WDR45B"	chr17	-	82643948	82644023	82630920	82631022	82648273	82648318
610	"DDX54"	"DDX54"	chr12	-	113164066	113164285	113163131	113163274	113169769	113169904
611	"DDX54"	"DDX54"	chr12	-	113165643	113165717	113163131	113163274	113169769	113169904
612	"DDX54"	"DDX54"	chr12	-	113165643	113165717	113164066	113164285	113169769	113169904
613	"DDX54"	"DDX54"	chr12	-	113165801	113166032	113165643	113165717	113169769	113169904
614	"DDX54"	"DDX54"	chr12	-	113169769	113169904	113165801	113166032	113172352	113172563
615	"DDX54"	"DDX54"	chr12	-	113172352	113172563	113169769	113169904	113174639	113174771
616	"DDX54"	"DDX54"	chr12	-	113176839	113176935	113175035	113175157	113177051	113177093
617	"DDX54"	"DDX54"	chr12	-	113180928	113181058	113179934	113180005	113185277	113185479
618	"DDX54"	"DDX54"	chr12	-	113180980	113181058	113179934	113180005	113185277	113185440
621	"SLC2A10"	"SLC2A10"	chr20	+	46729352	46729488	46726863	46726986	46733755	46736347
622	"STRN3"	"STRN3"	chr14	-	30905417	30905558	30902535	30902643	30906876	30907044
623	"STRN3"	"STRN3"	chr14	-	30906876	30907044	30905416	30905558	30911040	30911162
629	"SCNN1D"	"SCNN1D"	chr1	+	1281225	1281297	1280435	1280666	1281410	1281610
630	"SCNN1D"	"SCNN1D"	chr1	+	1281225	1281297	1280435	1280666	1282275	1282315
631	"SCNN1D"	"SCNN1D"	chr1	+	1281410	1281610	1280435	1280666	1282241	1282315
632	"SCNN1D"	"SCNN1D"	chr1	+	1281410	1281610	1280435	1280666	1282275	1282315
633	"SCNN1D"	"SCNN1D"	chr1	+	1281410	1281610	1281177	1281297	1282275	1282315
635	"SCNN1D"	"SCNN1D"	chr1	+	1290270	1290388	1287938	1288037	1290476	1290555
