ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
62	"TRPM7"	"TRPM7"	chr15	-	50578558	50578664	50578638	50578664	50575868	50575919	62	1,2,0	25,54,34	0,0,0	39,29,26	178	99	1	1.0	0.022,0.02,0.0	0.0,0.0,0.0	0.014
64	"BAZ2A"	"BAZ2A"	chr12	-	56601179	56601402	56601245	56601402	56600942	56601098	64	111,125,108	1,0,0	125,76,65	0,0,0	164	99	1	1.0	0.985,1.0,1.0	1.0,1.0,1.0	-0.005
65	"SVIL-AS1"	"SVIL-AS1"	chr10	+	29409556	29409683	29409556	29409658	29415356	29415412	65	17,20,15	9,17,6	29,39,19	18,12,8	123	99	0.358841333011	1.0	0.603,0.486,0.668	0.565,0.723,0.657	-0.063
67	"CLDN7"	"CLDN7"	chr17	-	7261820	7262343	7261846	7262343	7260820	7260985	67	575,613,397	0,0,1	649,427,397	0,0,4	124	99	1	1.0	1.0,1.0,0.997	1.0,1.0,0.988	0.003
70	"YBX2"	"YBX2"	chr17	-	7291092	7292059	7292025	7292059	7290250	7290535	70	56,61,39	3,9,2	63,22,30	7,2,2	198	99	0.769888610935	1.0	0.903,0.772,0.907	0.818,0.846,0.882	0.012
71	"ESRP1"	"ESRP1"	chr8	+	94674307	94674506	94674307	94674494	94678202	94678371	71	179,217,108	41,49,32	200,182,144	66,71,40	110	99	0.0389497243844	0.457118293122	0.797,0.799,0.752	0.732,0.698,0.764	0.051
74	"ITGB1"	"ITGB1"	chr10	-	32933350	32933583	32933481	32933583	32932514	32932600	74	19,28,24	4,2,8	13,25,7	3,3,3	198	99	0.92772119651	1.0	0.704,0.875,0.6	0.684,0.806,0.538	0.05
75	"TMTC4"	"TMTC4"	chr13	-	100670282	100670569	100670359	100670569	100668578	100668794	75	0,0,2	23,23,18	0,5,5	28,19,19	175	99	0.00320733201061	0.10227153015	0.0,0.0,0.059	0.0,0.13,0.13	-0.067
77	"THUMPD2"	"THUMPD2"	chr2	-	39771504	39771640	39771514	39771640	39768423	39768501	77	0,4,3	1,0,0	0,0,0	0,0,1	108	99	1	1.0	0.0,1.0,1.0	NA,NA,0.0	0.667
78	"AQR"	"AQR"	chr15	-	34906518	34906712	34906544	34906712	34904335	34904505	78	0,0,0	36,66,45	0,0,2	70,43,37	124	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.041	-0.014
80	"GAA"	"GAA"	chr17	+	80101810	80101925	80101810	80101890	80104554	80105132	80	4,3,1	49,54,37	5,2,6	27,26,21	133	99	0.0181912738853	0.304251847396	0.057,0.04,0.02	0.121,0.054,0.175	-0.078
82	"SLC25A22"	"SLC25A22"	chr11	-	794452	794513	794457	794513	793528	793619	82	0,5,1	26,41,16	5,1,0	29,22,27	103	99	0.991418550894	1.0	0.0,0.105,0.057	0.142,0.042,0.0	-0.007
85	"SLC25A22"	"SLC25A22"	chr11	-	796042	796237	796113	796237	794986	795169	85	4,5,1	0,2,0	2,2,1	0,0,0	169	99	1	1.0	1.0,0.594,1.0	1.0,1.0,1.0	-0.135
88	"FTSJ1"	"FTSJ1"	chrX	+	48481425	48481715	48481425	48481528	48482402	48482506	88	114,102,50	3,0,2	85,79,79	0,2,0	198	99	0.734522890754	1.0	0.95,1.0,0.926	1.0,0.952,1.0	-0.025
91	"C12orf43"	"C12orf43"	chr12	-	121011010	121011146	121011103	121011146	121010827	121010926	91	0,2,1	17,24,18	1,0,0	30,21,9	191	99	0.862483722145	1.0	0.0,0.041,0.028	0.017,0.0,0.0	0.017
93	"PEA15"	"PEA15"	chr1	+	160211542	160211716	160211542	160211650	160213109	160213265	93	601,798,440	14,30,8	769,567,478	11,8,4	164	99	0.00124516505066	0.049969628679	0.963,0.941,0.971	0.977,0.977,0.986	-0.022
94	"DAB2"	"DAB2"	chr5	-	39392203	39392463	39392364	39392463	39390443	39390575	94	0,1,1	27,37,35	4,2,0	60,54,35	198	99	0.563447189534	1.0	0.0,0.013,0.014	0.032,0.018,0.0	-0.008
95	"SLC52A2"	"SLC52A2"	chr8	+	144358592	144358900	144358592	144358783	144359183	144359423	95	88,36,30	3,0,2	73,52,52	1,0,0	198	99	0.252948823242	1.0	0.936,1.0,0.882	0.973,1.0,1.0	-0.052
96	"SLC52A2"	"SLC52A2"	chr8	+	144358592	144359065	144358592	144358783	144359183	144359423	96	171,143,85	3,0,2	195,138,120	1,0,0	198	99	0.49319170417	1.0	0.966,1.0,0.955	0.99,1.0,1.0	-0.023
97	"SLC52A2"	"SLC52A2"	chr8	+	144358592	144359065	144358592	144358900	144359183	144359423	97	153,174,89	5,6,1	194,144,115	1,3,3	198	99	0.144157344541	0.926334267203	0.939,0.935,0.978	0.99,0.96,0.95	-0.016
98	"SLC52A2"	"SLC52A2"	chr8	+	144358592	144358900	144358592	144358783	144359187	144359423	98	83,30,29	0,0,0	75,49,49	0,1,1	198	99	1	1.0	1.0,1.0,1.0	1.0,0.961,0.961	0.026
99	"ADAR"	"ADAR"	chr1	-	154590183	154590409	154590261	154590409	154589756	154589928	99	323,413,210	17,32,5	394,277,265	20,14,9	176	99	0.34571798535	1.0	0.914,0.879,0.959	0.917,0.918,0.943	-0.009
104	"HSD17B7"	"HSD17B7"	chr1	+	162797801	162798935	162797801	162797916	162799742	162799937	104	2,3,1	39,65,31	0,1,4	64,41,36	198	99	0.662768574582	1.0	0.025,0.023,0.016	0.0,0.012,0.053	-0.0
105	"CPSF7"	"CPSF7"	chr11	-	61419921	61420094	61419948	61420094	61416104	61416519	105	91,73,44	76,89,47	75,78,60	78,56,44	125	99	0.232183615913	1.0	0.487,0.394,0.426	0.432,0.525,0.519	-0.056
106	"CPSF7"	"CPSF7"	chr11	-	61420469	61421608	61421389	61421608	61419921	61420094	106	81,82,43	0,2,1	68,56,40	0,1,1	198	99	1	1.0	1.0,0.953,0.956	1.0,0.966,0.952	-0.003
108	"CPSF7"	"CPSF7"	chr11	-	61429840	61429920	61429886	61429920	61429181	61429290	108	1,1,0	2,0,0	0,2,1	6,0,1	144	99	1	1.0	0.256,1.0,NA	0.0,1.0,0.407	0.159
109	"CPSF7"	"CPSF7"	chr11	-	61429840	61429922	61429913	61429922	61429181	61429290	109	1,1,0	118,127,61	0,2,1	98,82,53	171	99	1	1.0	0.005,0.005,0.0	0.0,0.014,0.011	-0.005
110	"CPSF7"	"CPSF7"	chr11	-	61429886	61429922	61429913	61429922	61429181	61429290	110	2,0,0	118,127,61	6,0,1	98,82,53	125	99	0.84085063357	1.0	0.013,0.0,0.0	0.046,0.0,0.015	-0.016
111	"DNAJC27"	"DNAJC27"	chr2	-	24971415	24971616	24971555	24971616	24967210	24967293	111	1,1,2	0,0,0	3,4,0	0,1,0	198	99	1	1.0	1.0,1.0,1.0	1.0,0.667,NA	0.166
115	"MICALL1"	"MICALL1"	chr22	+	37927410	37927826	37927410	37927820	37931798	37931933	115	178,225,118	23,21,12	167,130,94	11,14,9	104	99	0.326770656884	1.0	0.88,0.911,0.903	0.935,0.898,0.909	-0.016
121	"DNASE1"	"DNASE1"	chr16	+	3655848	3655966	3655848	3655937	3656101	3656185	121	2,3,2	3,5,1	2,4,1	3,5,1	127	99	0.774460313226	1.0	0.342,0.319,0.609	0.342,0.384,0.438	0.035
123	"XPNPEP1"	"XPNPEP1"	chr10	-	109875527	109877867	109877789	109877867	109873366	109873427	123	106,119,62	1,6,0	130,99,90	4,2,0	198	99	0.892754621987	1.0	0.981,0.908,1.0	0.942,0.961,1.0	-0.005
124	"XPNPEP1"	"XPNPEP1"	chr10	-	109915010	109915099	109915022	109915099	109907690	109907815	124	55,85,53	2,1,1	90,66,51	1,0,1	110	99	0.522328115824	1.0	0.961,0.987,0.979	0.988,1.0,0.979	-0.013
125	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39158284	39159550	39159449	39159550	39154210	39154294	125	31,32,25	2,0,0	42,29,24	0,0,0	198	99	1	1.0	0.886,1.0,1.0	1.0,1.0,1.0	-0.038
126	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39158284	39159550	39159482	39159550	39154210	39154294	126	32,32,27	0,0,0	44,34,24	1,2,0	198	99	0.468495991775	1.0	1.0,1.0,1.0	0.957,0.895,1.0	0.049
127	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39159449	39159550	39159482	39159550	39154210	39154294	127	3,0,2	0,0,0	2,5,0	1,2,0	131	99	1	1.0	1.0,NA,1.0	0.602,0.654,NA	0.372
128	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39159449	39159550	39159482	39159550	39158284	39158402	128	6,4,5	13,11,7	13,9,6	28,14,14	131	99	0.780546931041	1.0	0.259,0.216,0.351	0.26,0.327,0.245	-0.002
129	"PAFAH1B1"	"PAFAH1B1"	chr17	+	2674059	2674288	2674059	2674096	2676504	2676606	129	330,356,181	0,0,1	389,248,236	0,0,2	198	99	1	1.0	1.0,1.0,0.989	1.0,1.0,0.983	0.002
130	"GALE"	"GALE"	chr1	-	23796508	23796782	23796696	23796782	23796150	23796265	130	138,152,59	6,11,5	168,104,102	9,7,2	198	99	0.403543582502	1.0	0.92,0.874,0.855	0.903,0.881,0.962	-0.032
131	"FPGS"	"FPGS"	chr9	+	127807585	127807775	127807585	127807688	127808233	127808311	131	11,10,3	46,62,25	16,8,10	59,39,41	185	99	0.280430687329	1.0	0.113,0.079,0.06	0.127,0.099,0.115	-0.03
132	"VPS28"	"VPS28"	chr8	-	144424717	144425772	144424945	144425772	144424214	144424268	132	202,191,134	0,0,0	251,155,130	0,0,1	198	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.985	0.005
133	"VPS28"	"VPS28"	chr8	-	144424945	144425772	144425682	144425772	144424717	144424819	133	291,263,179	0,0,0	341,218,165	1,0,1	198	99	1	1.0	1.0,1.0,1.0	0.994,1.0,0.988	0.006
134	"VPS28"	"VPS28"	chr8	-	144425874	144426063	144425921	144426063	144424945	144425772	134	11,6,7	4,6,5	14,9,1	5,0,2	145	99	0.220514242261	1.0	0.652,0.406,0.489	0.657,1.0,0.254	-0.121
135	"VPS28"	"VPS28"	chr8	-	144426025	144426208	144426179	144426208	144425682	144425772	135	235,262,129	3,0,0	281,188,151	4,0,3	198	99	0.809953237332	1.0	0.975,1.0,1.0	0.972,1.0,0.962	0.014
136	"VPS28"	"VPS28"	chr8	-	144426025	144426983	144426908	144426983	144425682	144425772	136	234,261,125	0,0,0	278,182,151	0,0,1	198	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.987	0.004
137	"CCDC14"	"CCDC14"	chr3	-	123946802	123947319	123947279	123947319	123944848	123944990	137	108,98,73	2,2,3	90,62,48	0,0,0	198	99	0.0865508972225	0.7083342194	0.964,0.961,0.924	1.0,1.0,1.0	-0.05
138	"CCDC14"	"CCDC14"	chr3	-	123955842	123956115	123956045	123956115	123948895	123949132	138	33,28,22	5,8,2	26,12,20	1,1,0	198	99	1	1.0	0.767,0.636,0.846	0.929,0.857,1.0	-0.179
139	"CCDC14"	"CCDC14"	chr3	-	123955842	123956795	123956739	123956795	123948895	123949132	139	36,31,24	0,1,4	25,13,19	0,0,0	198	99	0.078732365797	0.680602036813	1.0,0.939,0.75	1.0,1.0,1.0	-0.104
140	"MICAL2"	"MICAL2"	chr11	+	12138389	12138464	12138389	12138460	12162078	12162419	140	4,2,2	2,5,9	5,2,8	9,11,16	102	99	0.834794177402	1.0	0.66,0.28,0.177	0.35,0.15,0.327	0.097
141	"ABHD3"	"ABHD3"	chr18	-	21663677	21664230	21664117	21664230	21659169	21659343	141	0,2,1	16,19,5	7,3,3	25,16,21	198	99	0.00675260014915	0.171607432362	0.0,0.05,0.091	0.123,0.086,0.067	-0.045
149	"RPL9"	"RPL9"	chr4	-	39456405	39457681	39457585	39457681	39454863	39454944	149	1070,1213,674	1,0,0	988,642,537	0,0,0	198	99	1	1.0	0.998,1.0,1.0	1.0,1.0,1.0	-0.001
150	"UFSP2"	"UFSP2"	chr4	-	185418586	185418770	185418611	185418770	185418440	185418507	150	61,58,42	3,7,1	80,53,48	0,0,1	123	99	0.000429179101172	0.0278966415762	0.942,0.87,0.971	1.0,1.0,0.975	-0.064
151	"FPGT"	"FPGT"	chr1	+	74199663	74199845	74199663	74199831	74201317	74201410	151	0,5,1	8,22,8	5,1,0	18,10,4	112	99	0.804028295679	1.0	0.0,0.167,0.099	0.197,0.081,0.0	-0.004
155	"FAHD2A"	"FAHD2A"	chr2	+	95410526	95411026	95410526	95410586	95412433	95412542	155	77,74,45	4,8,3	92,55,50	2,8,2	198	99	0.590707720594	1.0	0.906,0.822,0.882	0.958,0.775,0.926	-0.016
157	"C6orf203"	"C6orf203"	chr6	+	107028212	107028797	107028212	107028271	107039748	107040230	157	2,7,0	15,31,12	0,0,0	23,18,15	198	99	0.00267414907842	0.0894913255946	0.063,0.101,0.0	0.0,0.0,0.0	0.055
160	"RPL13"	"RPL13"	chr16	+	89560939	89561368	89560939	89561063	89561577	89561751	160	1511,1667,1021	0,3,0	1648,1317,982	3,0,1	198	99	1	1.0	1.0,0.996,1.0	0.996,1.0,0.998	0.001
161	"RPL13"	"RPL13"	chr16	+	89561226	89561751	89561226	89561368	89562334	89562391	161	2466,2864,1596	2,0,0	3141,2198,1805	0,0,0	198	99	1	1.0	0.998,1.0,1.0	1.0,1.0,1.0	-0.001
162	"MITF"	"MITF"	chr3	+	69937821	69938049	69937821	69937881	69939097	69939181	162	10,5,6	0,0,0	10,5,4	0,4,0	198	99	0.0821910110419	0.695072112277	1.0,1.0,1.0	1.0,0.385,1.0	0.205
165	"HARS"	"HARS"	chr5	-	140679001	140679127	140679061	140679127	140677907	140678015	165	191,241,121	2,6,0	175,152,120	2,4,3	158	99	0.511796182599	1.0	0.984,0.962,1.0	0.982,0.96,0.962	0.014
166	"RNF31"	"RNF31"	chr14	+	24148257	24148477	24148257	24148413	24148641	24148701	166	3,10,3	47,27,21	7,3,3	30,29,31	162	99	0.708165144868	1.0	0.038,0.185,0.08	0.125,0.059,0.056	0.021
167	"PPP1R37"	"PPP1R37"	chr19	+	45140505	45140661	45140505	45140606	45141321	45141386	167	1,1,2	64,60,40	1,2,0	58,48,35	153	99	1	1.0	0.01,0.011,0.031	0.011,0.026,0.0	0.005
168	"LRP1"	"LRP1"	chr12	+	57201779	57201947	57201779	57201905	57202420	57202537	168	0,0,0	5,6,4	0,2,0	10,10,6	140	99	1	1.0	0.0,0.0,0.0	0.0,0.124,0.0	-0.041
171	"ZNF180"	"ZNF180"	chr19	-	44500197	44500522	44500274	44500522	44497283	44497377	171	8,30,11	2,2,2	15,8,12	5,5,0	175	99	0.227153353053	1.0	0.694,0.895,0.757	0.629,0.475,1.0	0.081
172	"VRK3"	"VRK3"	chr19	-	50020461	50020647	50020584	50020647	50016023	50016163	172	1,0,0	40,49,27	0,0,0	48,31,23	198	99	1	1.0	0.012,0.0,0.0	0.0,0.0,0.0	0.004
173	"VRK3"	"VRK3"	chr19	-	50025266	50025372	50025345	50025372	50020584	50020647	173	8,9,7	23,25,3	11,8,9	25,19,9	177	99	0.986838952138	1.0	0.163,0.168,0.566	0.197,0.191,0.359	0.05
175	"HIPK1"	"HIPK1"	chr1	+	113957123	113957286	113957123	113957184	113958065	113958291	175	96,96,46	1,0,0	103,52,65	3,2,0	198	99	0.324798022987	1.0	0.98,1.0,1.0	0.945,0.929,1.0	0.035
176	"PAX8"	"PAX8"	chr2	-	113227098	113227256	113227154	113227256	113220091	113220178	176	0,0,0	0,0,1	0,1,0	0,2,3	154	99	1	1.0	NA,NA,0.0	NA,0.243,0.0	-0.121
178	"BPTF"	"BPTF"	chr17	+	67945408	67946325	67945408	67945896	67947725	67947808	178	30,41,18	14,14,15	34,19,18	10,12,4	198	99	0.398032721371	1.0	0.517,0.594,0.375	0.63,0.442,0.692	-0.093
179	"UBE2V1"	"UBE2V1"	chr20	-	50096482	50096820	50096671	50096820	50084128	50084254	179	4,11,4	396,417,227	12,10,7	302,191,191	198	99	0.0135298817487	0.251269232476	0.005,0.013,0.009	0.019,0.026,0.018	-0.012
180	"UBE2V1"	"UBE2V1"	chr20	-	50115484	50115954	50115829	50115954	50084128	50084254	180	1,6,2	0,2,0	9,2,9	0,0,0	198	99	1	1.0	1.0,0.6,1.0	1.0,1.0,1.0	-0.133
181	"UBE2V1"	"UBE2V1"	chr20	-	50115484	50115954	50115698	50115954	50096671	50096820	181	5,10,7	0,0,0	6,6,12	1,0,0	198	99	1	1.0	1.0,1.0,1.0	0.75,1.0,1.0	0.083
182	"UBE2V1"	"UBE2V1"	chr20	-	50115698	50115954	50115829	50115954	50115484	50115621	182	0,7,2	0,0,0	7,2,6	1,0,0	198	99	1	1.0	NA,1.0,1.0	0.778,1.0,1.0	0.074
186	"OSBPL3"	"OSBPL3"	chr7	-	24834086	24834736	24834485	24834736	24830767	24830905	186	13,3,7	8,14,2	17,8,3	38,27,22	198	99	0.0452783393794	0.49688567241	0.448,0.097,0.636	0.183,0.129,0.064	0.268
187	"LRSAM1"	"LRSAM1"	chr9	+	127485735	127485840	127485735	127485835	127487675	127487763	187	3,0,2	20,35,21	0,4,0	36,25,19	103	99	0.535756380919	1.0	0.126,0.0,0.084	0.0,0.133,0.0	0.026
188	"ACAD9"	"ACAD9"	chr3	+	128879628	128880017	128879628	128879841	128884652	128884746	188	18,20,19	35,57,15	24,11,12	27,30,24	198	99	0.972429879118	1.0	0.205,0.149,0.388	0.308,0.155,0.2	0.026
189	"ACAD9"	"ACAD9"	chr3	+	128902552	128902632	128902552	128902628	128904061	128904132	189	3,1,0	84,90,42	0,5,1	78,51,49	102	99	0.353313691546	1.0	0.034,0.011,0.0	0.0,0.087,0.019	-0.02
192	"WDR19"	"WDR19"	chr4	+	39232161	39232308	39232161	39232272	39234765	39234875	192	3,0,0	1,5,1	1,2,0	5,5,3	134	99	0.494957289194	1.0	0.689,0.0,0.0	0.129,0.228,0.0	0.111
194	"COQ7"	"COQ7"	chr16	+	19073920	19074097	19073920	19074035	19075720	19075860	194	1,4,0	38,64,36	0,0,0	59,47,51	160	99	0.514346946534	1.0	0.016,0.037,0.0	0.0,0.0,0.0	0.018
195	"MYL6"	"MYL6"	chr12	+	56158361	56158711	56158361	56158404	56159586	56159730	195	4869,5527,3054	2,1,0	4774,3117,3218	0,0,1	198	99	1	1.0	0.999,1.0,1.0	1.0,1.0,0.999	0.0
196	"MYL6"	"MYL6"	chr12	+	56158683	56159730	56158683	56158711	56159974	56160148	196	1498,1811,1177	65,96,44	1123,1153,692	68,54,43	198	99	0.128931507123	0.881170104972	0.92,0.904,0.93	0.892,0.914,0.889	0.02
197	"MYL6"	"MYL6"	chr12	+	56159586	56159730	56159586	56159622	56159974	56160148	197	7544,8713,4967	139,137,84	6941,4964,4596	152,104,90	198	99	0.070776632188	0.639639082341	0.964,0.97,0.967	0.958,0.96,0.962	0.007
201	"DALRD3"	"DALRD3"	chr3	-	49015803	49015872	49015818	49015872	49015487	49015707	201	20,22,11	0,4,1	31,16,14	3,2,0	113	99	0.937510076739	1.0	1.0,0.828,0.906	0.901,0.875,1.0	-0.014
