ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
40	"RP4-565E6.1"	"RP4-565E6.1"	chr1	-	148206494	148206633	148206601	148206633	148205623	148205692
41	"IKBKB"	"IKBKB"	chr8	+	42293442	42293568	42293442	42293512	42305186	42305275
42	"DDX54"	"DDX54"	chr12	-	113180928	113181058	113180980	113181058	113179934	113180005
43	"RP11-799N11.1"	"RP11-799N11.1"	chr17	+	10406147	10406277	10406147	10406238	10533323	10533487
44	"MIR7515HG"	"MIR7515HG"	chr2	-	6639050	6639277	6639113	6639277	6638716	6638797
45	"MIR7515HG"	"MIR7515HG"	chr2	-	6638966	6639277	6639050	6639277	6638716	6638867
46	"EML2"	"EML2"	chr19	-	45639294	45639397	45639356	45639397	45638844	45638873
47	"SAMD11"	"SAMD11"	chr1	+	939274	939460	939274	939412	941143	941306
48	"NELL2"	"NELL2"	chr12	-	44774746	44774849	44774761	44774849	44714649	44714741
49	"PSEN1"	"PSEN1"	chr14	+	73147966	73148106	73147966	73148094	73170796	73171047
50	"SPG20"	"SPG20"	chr13	-	36314221	36314421	36314226	36314421	36312318	36312477
51	"WDR26"	"WDR26"	chr1	-	224431476	224431581	224431524	224431581	224419517	224419615
52	"WDR26"	"WDR26"	chr1	-	224431476	224431581	224431524	224431581	224424517	224424654
53	"WDR26"	"WDR26"	chr1	-	224431476	224431581	224431524	224431581	224424517	224424719
54	"DCUN1D1"	"DCUN1D1"	chr3	-	182965536	182965753	182965678	182965753	182963880	182964049
55	"FLNB"	"FLNB"	chr3	+	58141857	58141929	58141857	58141896	58142649	58142752
56	"TTC1"	"TTC1"	chr5	+	160009112	160009193	160009112	160009190	160010499	160010858
57	"CCDC84"	"CCDC84"	chr11	+	119011220	119011311	119011220	119011283	119011938	119012003
58	"CCDC84"	"CCDC84"	chr11	+	119011938	119012254	119011938	119012003	119013231	119013262
59	"RFWD2"	"RFWD2"	chr1	-	176163814	176163891	176163826	176163891	176162868	176162988
60	"FARSA"	"FARSA"	chr19	-	12928534	12928663	12928572	12928663	12928341	12928457
61	"FARSA"	"FARSA"	chr19	-	12930428	12930749	12930611	12930749	12930222	12930341
62	"TRPM7"	"TRPM7"	chr15	-	50578558	50578664	50578638	50578664	50575868	50575919
63	"FAM86B1"	"FAM86B1"	chr8	-	12193876	12194082	12193974	12194082	12191778	12191841
64	"BAZ2A"	"BAZ2A"	chr12	-	56601179	56601402	56601245	56601402	56600942	56601098
65	"SVIL-AS1"	"SVIL-AS1"	chr10	+	29409556	29409683	29409556	29409658	29415356	29415412
66	"UQCC1"	"UQCC1"	chr20	-	35381917	35382025	35381925	35382025	35366556	35366614
67	"CLDN7"	"CLDN7"	chr17	-	7261820	7262343	7261846	7262343	7260820	7260985
68	"CSF2RA"	"CSF2RA"	chrX	+	1274754	1274842	1274754	1274818	1282677	1282779
69	"INPP5J"	"INPP5J"	chr22	+	31124844	31126010	31124844	31124906	31126375	31126489
70	"YBX2"	"YBX2"	chr17	-	7291092	7292059	7292025	7292059	7290250	7290535
71	"ESRP1"	"ESRP1"	chr8	+	94674307	94674506	94674307	94674494	94678202	94678371
72	"CADM3"	"CADM3"	chr1	+	159193869	159194040	159193869	159193902	159196363	159196454
73	"ITGB1"	"ITGB1"	chr10	-	32932505	32932600	32932514	32932600	32929821	32930044
74	"ITGB1"	"ITGB1"	chr10	-	32933350	32933583	32933481	32933583	32932514	32932600
75	"TMTC4"	"TMTC4"	chr13	-	100670282	100670569	100670359	100670569	100668578	100668794
76	"THUMPD2"	"THUMPD2"	chr2	-	39769709	39770119	39769757	39770119	39768423	39768501
77	"THUMPD2"	"THUMPD2"	chr2	-	39771504	39771640	39771514	39771640	39768423	39768501
78	"AQR"	"AQR"	chr15	-	34906518	34906712	34906544	34906712	34904335	34904505
79	"HEBP2"	"HEBP2"	chr6	+	138405970	138406151	138405970	138406033	138412082	138412256
80	"GAA"	"GAA"	chr17	+	80101810	80101925	80101810	80101890	80104554	80105132
81	"ADAMTS19"	"ADAMTS19"	chr5	+	129526283	129526515	129526283	129526456	129527747	129527831
82	"SLC25A22"	"SLC25A22"	chr11	-	794452	794513	794457	794513	793528	793619
83	"SLC25A22"	"SLC25A22"	chr11	-	794452	794513	794469	794513	793528	793619
84	"SLC25A22"	"SLC25A22"	chr11	-	794457	794513	794469	794513	793528	793619
85	"SLC25A22"	"SLC25A22"	chr11	-	796042	796237	796113	796237	794986	795169
86	"CABLES1"	"CABLES1"	chr18	+	23134563	23134670	23134563	23134651	23188837	23188909
87	"FTSJ1"	"FTSJ1"	chrX	+	48478616	48478707	48478616	48478680	48479037	48479116
88	"FTSJ1"	"FTSJ1"	chrX	+	48481425	48481715	48481425	48481528	48482402	48482506
89	"AC159540.1"	"AC159540.1"	chr2	-	97422954	97423084	97423035	97423084	97422438	97422656
90	"AC159540.1"	"AC159540.1"	chr2	-	97423788	97423918	97423801	97423918	97423176	97423272
91	"C12orf43"	"C12orf43"	chr12	-	121011010	121011146	121011103	121011146	121010827	121010926
92	"MTRF1"	"MTRF1"	chr13	-	41262047	41262331	41262214	41262331	41260492	41260915
93	"PEA15"	"PEA15"	chr1	+	160211542	160211716	160211542	160211650	160213109	160213265
94	"DAB2"	"DAB2"	chr5	-	39392203	39392463	39392364	39392463	39390443	39390575
95	"SLC52A2"	"SLC52A2"	chr8	+	144358592	144358900	144358592	144358783	144359183	144359423
96	"SLC52A2"	"SLC52A2"	chr8	+	144358592	144359065	144358592	144358783	144359183	144359423
97	"SLC52A2"	"SLC52A2"	chr8	+	144358592	144359065	144358592	144358900	144359183	144359423
98	"SLC52A2"	"SLC52A2"	chr8	+	144358592	144358900	144358592	144358783	144359187	144359423
99	"ADAR"	"ADAR"	chr1	-	154590183	154590409	154590261	154590409	154589756	154589928
100	"DSCAM-AS1"	"DSCAM-AS1"	chr21	+	40383082	40383584	40383082	40383455	40384578	40385358
101	"MYO1G"	"MYO1G"	chr7	-	44968919	44969483	44969412	44969483	44967883	44967958
102	"MYO1G"	"MYO1G"	chr7	-	44975475	44975649	44975483	44975649	44975173	44975227
103	"NFAT5"	"NFAT5"	chr16	+	69647027	69647586	69647027	69647167	69653235	69653428
104	"HSD17B7"	"HSD17B7"	chr1	+	162797801	162798935	162797801	162797916	162799742	162799937
105	"CPSF7"	"CPSF7"	chr11	-	61419921	61420094	61419948	61420094	61416104	61416519
106	"CPSF7"	"CPSF7"	chr11	-	61420469	61421608	61421389	61421608	61419921	61420094
107	"CPSF7"	"CPSF7"	chr11	-	61420469	61420573	61420546	61420573	61419948	61420094
108	"CPSF7"	"CPSF7"	chr11	-	61429840	61429920	61429886	61429920	61429181	61429290
109	"CPSF7"	"CPSF7"	chr11	-	61429840	61429922	61429913	61429922	61429181	61429290
110	"CPSF7"	"CPSF7"	chr11	-	61429886	61429922	61429913	61429922	61429181	61429290
111	"DNAJC27"	"DNAJC27"	chr2	-	24971415	24971616	24971555	24971616	24967210	24967293
112	"HAL"	"HAL"	chr12	-	95980797	95980863	95980814	95980863	95980555	95980721
113	"CCDC33"	"CCDC33"	chr15	+	74332678	74333322	74332678	74332845	74333880	74333967
114	"COL25A1"	"COL25A1"	chr4	-	108846138	108846219	108846182	108846219	108845188	108845251
115	"MICALL1"	"MICALL1"	chr22	+	37927410	37927826	37927410	37927820	37931798	37931933
116	"EVX1"	"EVX1"	chr7	+	27242699	27243457	27242699	27243402	27245047	27245304
117	"FUZ"	"FUZ"	chr19	-	49812614	49812736	49812637	49812736	49811630	49811699
118	"FUZ"	"FUZ"	chr19	-	49812446	49812736	49812614	49812736	49812250	49812335
119	"FUZ"	"FUZ"	chr19	-	49812446	49812736	49812637	49812736	49812250	49812335
120	"FUZ"	"FUZ"	chr19	-	49812614	49812736	49812637	49812736	49812250	49812335
121	"DNASE1"	"DNASE1"	chr16	+	3655848	3655966	3655848	3655937	3656101	3656185
122	"DNASE1"	"DNASE1"	chr16	+	3657719	3657867	3657719	3657816	3662645	3662804
123	"XPNPEP1"	"XPNPEP1"	chr10	-	109875527	109877867	109877789	109877867	109873366	109873427
124	"XPNPEP1"	"XPNPEP1"	chr10	-	109915010	109915099	109915022	109915099	109907690	109907815
125	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39158284	39159550	39159449	39159550	39154210	39154294
126	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39158284	39159550	39159482	39159550	39154210	39154294
127	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39159449	39159550	39159482	39159550	39154210	39154294
128	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39159449	39159550	39159482	39159550	39158284	39158402
129	"PAFAH1B1"	"PAFAH1B1"	chr17	+	2674059	2674288	2674059	2674096	2676504	2676606
130	"GALE"	"GALE"	chr1	-	23796508	23796782	23796696	23796782	23796150	23796265
131	"FPGS"	"FPGS"	chr9	+	127807585	127807775	127807585	127807688	127808233	127808311
132	"VPS28"	"VPS28"	chr8	-	144424717	144425772	144424945	144425772	144424214	144424268
133	"VPS28"	"VPS28"	chr8	-	144424945	144425772	144425682	144425772	144424717	144424819
134	"VPS28"	"VPS28"	chr8	-	144425874	144426063	144425921	144426063	144424945	144425772
135	"VPS28"	"VPS28"	chr8	-	144426025	144426208	144426179	144426208	144425682	144425772
136	"VPS28"	"VPS28"	chr8	-	144426025	144426983	144426908	144426983	144425682	144425772
137	"CCDC14"	"CCDC14"	chr3	-	123946802	123947319	123947279	123947319	123944848	123944990
138	"CCDC14"	"CCDC14"	chr3	-	123955842	123956115	123956045	123956115	123948895	123949132
139	"CCDC14"	"CCDC14"	chr3	-	123955842	123956795	123956739	123956795	123948895	123949132
140	"MICAL2"	"MICAL2"	chr11	+	12138389	12138464	12138389	12138460	12162078	12162419
141	"ABHD3"	"ABHD3"	chr18	-	21663677	21664230	21664117	21664230	21659169	21659343
142	"HLA-C"	"HLA-C"	chr6	-	2524922	2525514	2525365	2525514	2524767	2524815
143	"HLA-C"	"HLA-C"	chr6	-	2527290	2527882	2527733	2527882	2527135	2527183
144	"HLA-C"	"HLA-C"	chr6	-	2571448	2572040	2571891	2572040	2571293	2571341
145	"HLA-C"	"HLA-C"	chr6	-	2578542	2579134	2578985	2579134	2578387	2578435
146	"HLA-C"	"HLA-C"	chr6	-	2612220	2612812	2612692	2612812	2612065	2612113
147	"HLA-C"	"HLA-C"	chr6	-	2750418	2751011	2750862	2751011	2750263	2750311
148	"APOC1"	"APOC1"	chr19	+	44916189	44916359	44916189	44916325	44919172	44919346
149	"RPL9"	"RPL9"	chr4	-	39456405	39457681	39457585	39457681	39454863	39454944
150	"UFSP2"	"UFSP2"	chr4	-	185418586	185418770	185418611	185418770	185418440	185418507
151	"FPGT"	"FPGT"	chr1	+	74199663	74199845	74199663	74199831	74201317	74201410
152	"DHRS7"	"DHRS7"	chr14	-	60149352	60149568	60149449	60149568	60144805	60145013
153	"WSCD1"	"WSCD1"	chr17	+	5837180	5837249	5837180	5837216	5888756	5888830
154	"RCN1"	"RCN1"	chr11	+	32103003	32103202	32103003	32103158	32103280	32103480
155	"FAHD2A"	"FAHD2A"	chr2	+	95410526	95411026	95410526	95410586	95412433	95412542
156	"NUDT4"	"NUDT4"	chr12	+	93378577	93378790	93378577	93378693	93394608	93394719
157	"C6orf203"	"C6orf203"	chr6	+	107028212	107028797	107028212	107028271	107039748	107040230
158	"CELF3"	"CELF3"	chr1	-	151707144	151707648	151707506	151707648	151706668	151706734
159	"CELF3"	"CELF3"	chr1	-	151715618	151715981	151715875	151715981	151714593	151714676
160	"RPL13"	"RPL13"	chr16	+	89560939	89561368	89560939	89561063	89561577	89561751
161	"RPL13"	"RPL13"	chr16	+	89561226	89561751	89561226	89561368	89562334	89562391
162	"MITF"	"MITF"	chr3	+	69937821	69938049	69937821	69937881	69939097	69939181
163	"MITF"	"MITF"	chr3	+	69939097	69939181	69939097	69939146	69941235	69941331
164	"RP11-73O6.3"	"RP11-73O6.3"	chr6	-	130142683	130142813	130142751	130142813	130133565	130133719
165	"HARS"	"HARS"	chr5	-	140679001	140679127	140679061	140679127	140677907	140678015
166	"RNF31"	"RNF31"	chr14	+	24148257	24148477	24148257	24148413	24148641	24148701
167	"PPP1R37"	"PPP1R37"	chr19	+	45140505	45140661	45140505	45140606	45141321	45141386
168	"LRP1"	"LRP1"	chr12	+	57201779	57201947	57201779	57201905	57202420	57202537
169	"ARHGAP11A"	"ARHGAP11A"	chr15	+	32629594	32629762	32629594	32629675	32632978	32633108
170	"ZNF180"	"ZNF180"	chr19	-	44500197	44500522	44500274	44500522	44497283	44497372
171	"ZNF180"	"ZNF180"	chr19	-	44500197	44500522	44500274	44500522	44497283	44497377
172	"VRK3"	"VRK3"	chr19	-	50020461	50020647	50020584	50020647	50016023	50016163
173	"VRK3"	"VRK3"	chr19	-	50025266	50025372	50025345	50025372	50020584	50020647
174	"ERVK-28"	"ERVK-28"	chr19	-	27640377	27640638	27640434	27640638	27638482	27638678
175	"HIPK1"	"HIPK1"	chr1	+	113957123	113957286	113957123	113957184	113958065	113958291
176	"PAX8"	"PAX8"	chr2	-	113227098	113227256	113227154	113227256	113220091	113220178
177	"RP11-78B10.2"	"RP11-78B10.2"	chr1	-	207606467	207606555	207606492	207606555	207605880	207605983
178	"BPTF"	"BPTF"	chr17	+	67945408	67946325	67945408	67945896	67947725	67947808
179	"UBE2V1"	"UBE2V1"	chr20	-	50096482	50096820	50096671	50096820	50084128	50084254
180	"UBE2V1"	"UBE2V1"	chr20	-	50115484	50115954	50115829	50115954	50084128	50084254
181	"UBE2V1"	"UBE2V1"	chr20	-	50115484	50115954	50115698	50115954	50096671	50096820
182	"UBE2V1"	"UBE2V1"	chr20	-	50115698	50115954	50115829	50115954	50115484	50115621
183	"EDN3"	"EDN3"	chr20	+	59322371	59322452	59322371	59322417	59324330	59325992
184	"SH2D5"	"SH2D5"	chr1	-	20724348	20724635	20724395	20724635	20724082	20724251
185	"DPF1"	"DPF1"	chr19	-	38217459	38217876	38217797	38217876	38216352	38216403
186	"OSBPL3"	"OSBPL3"	chr7	-	24834086	24834736	24834485	24834736	24830767	24830905
187	"LRSAM1"	"LRSAM1"	chr9	+	127485735	127485840	127485735	127485835	127487675	127487763
188	"ACAD9"	"ACAD9"	chr3	+	128879628	128880017	128879628	128879841	128884652	128884746
189	"ACAD9"	"ACAD9"	chr3	+	128902552	128902632	128902552	128902628	128904061	128904132
190	"DZIP3"	"DZIP3"	chr3	+	108634870	108634972	108634870	108634958	108636615	108636708
191	"LSP1"	"LSP1"	chr11	+	1870243	1871412	1870243	1870565	1880086	1880224
192	"WDR19"	"WDR19"	chr4	+	39232161	39232308	39232161	39232272	39234765	39234875
193	"NR1H4"	"NR1H4"	chr12	+	100532457	100532610	100532457	100532598	100534889	100535023
194	"COQ7"	"COQ7"	chr16	+	19073920	19074097	19073920	19074035	19075720	19075860
195	"MYL6"	"MYL6"	chr12	+	56158361	56158711	56158361	56158404	56159586	56159730
196	"MYL6"	"MYL6"	chr12	+	56158683	56159730	56158683	56158711	56159974	56160148
197	"MYL6"	"MYL6"	chr12	+	56159586	56159730	56159586	56159622	56159974	56160148
198	"LINC00643"	"LINC00643"	chr14	+	62117356	62117588	62117356	62117566	62118690	62118814
199	"CYP2D7"	"CYP2D7"	chr22	-	63882	64024	63973	64024	63500	63688
200	"CYP2D7"	"CYP2D7"	chr22	-	42141533	42141675	42141624	42141675	42141151	42141339
201	"DALRD3"	"DALRD3"	chr3	-	49015803	49015872	49015818	49015872	49015487	49015707
202	"ATP6AP1"	"ATP6AP1"	chrX	+	154429047	154431657	154429047	154429174	154431829	154431904
203	"ATP6AP1"	"ATP6AP1"	chrX	+	154432930	154432971	154432930	154432965	154433634	154433720
204	"MRPL52"	"MRPL52"	chr14	+	22833417	22833489	22833417	22833482	22834171	22834346
205	"ZNF398"	"ZNF398"	chr7	+	149153944	149154340	149153944	149154317	149166157	149166284
206	"AL928654.7"	"AL928654.7"	chr14	+	105488662	105488947	105488662	105488794	105490980	105491126
207	"NRXN2"	"NRXN2"	chr11	-	64676992	64677037	64677013	64677037	64668442	64668604
208	"APBA2"	"APBA2"	chr15	+	1196594	1196704	1196594	1196673	1270702	1270756
209	"APBA2"	"APBA2"	chr15	+	28921639	28921749	28921639	28921718	28995752	28995806
210	"ITCH"	"ITCH"	chr20	+	34477771	34477906	34477771	34477860	34479629	34479789
211	"TRPM5"	"TRPM5"	chr11	-	2421025	2421198	2421031	2421198	2420221	2420405
212	"SKIL"	"SKIL"	chr3	+	170384532	170384765	170384532	170384627	170390222	170390464
213	"TXNDC17"	"TXNDC17"	chr17	+	6641752	6641932	6641752	6641834	6642248	6642324
214	"FXYD5"	"FXYD5"	chr19	+	35154752	35154869	35154752	35154809	35155532	35155611
215	"FXYD5"	"FXYD5"	chr19	+	35157420	35157617	35157420	35157501	35158343	35158400
216	"FXYD5"	"FXYD5"	chr19	+	35166250	35166428	35166250	35166325	35169565	35169879
217	"FXYD5"	"FXYD5"	chr19	+	35166141	35166325	35166141	35166171	35169565	35169880
218	"PSMA8"	"PSMA8"	chr18	+	26144558	26144685	26144558	26144571	26151857	26151982
219	"PRSS55"	"PRSS55"	chr8	+	10531294	10531712	10531294	10531545	10532905	10533048
220	"IWS1"	"IWS1"	chr2	-	127526382	127526489	127526410	127526489	127523675	127523791
221	"RWDD2B"	"RWDD2B"	chr21	-	29008239	29008621	29008394	29008621	29007760	29008123
222	"RWDD2B"	"RWDD2B"	chr21	-	29009594	29009692	29009626	29009692	29008394	29008621
223	"HMOX2"	"HMOX2"	chr16	+	185959	186077	185959	186061	207806	207933
224	"HMOX2"	"HMOX2"	chr16	+	4483636	4483754	4483636	4483738	4505483	4505610
225	"DDX19A"	"DDX19A"	chr16	+	70361417	70361636	70361417	70361510	70364542	70364645
226	"PTPN13"	"PTPN13"	chr4	+	86764592	86764739	86764592	86764724	86765394	86765488
227	"MS4A6A"	"MS4A6A"	chr11	-	60175401	60175611	60175505	60175611	60173027	60173129
228	"MS4A6A"	"MS4A6A"	chr11	-	60182977	60183331	60183135	60183331	60181580	60181741
229	"AOC2"	"AOC2"	chr17	+	42849085	42849371	42849085	42849290	42849600	42849730
230	"EZH2"	"EZH2"	chr7	-	148826453	148826632	148826468	148826632	148819595	148819687
231	"EZH2"	"EZH2"	chr7	-	148846469	148846598	148846496	148846598	148829727	148829848
232	"EZH2"	"EZH2"	chr7	-	148846469	148846598	148846496	148846598	148832633	148832750
233	"HECTD4"	"HECTD4"	chr12	-	112264083	112264212	112264089	112264212	112261304	112261429
234	"LYN"	"LYN"	chr8	+	55941854	55941991	55941854	55941928	55946447	55946493
235	"CPNE1"	"CPNE1"	chr20	-	35626562	35626803	35626566	35626803	35626043	35626381
236	"CPNE1"	"CPNE1"	chr20	-	35630438	35631034	35630900	35631034	35627279	35627413
237	"CPNE1"	"CPNE1"	chr20	-	35632162	35632385	35632310	35632385	35631944	35632025
238	"CPNE1"	"CPNE1"	chr20	-	35664759	35664932	35664878	35664932	35632794	35632923
239	"CPNE1"	"CPNE1"	chr20	-	35664358	35664900	35664759	35664900	35658929	35659014
240	"MZF1"	"MZF1"	chr19	-	58573054	58573575	58573372	58573575	58570993	58571429
241	"SLU7"	"SLU7"	chr5	-	160418595	160419081	160419022	160419081	160415124	160415310
242	"SLU7"	"SLU7"	chr5	-	160418595	160419081	160419022	160419081	160417111	160417241
243	"MTRF1L"	"MTRF1L"	chr6	-	152995135	152995319	152995243	152995319	152994512	152994676
244	"MTRF1L"	"MTRF1L"	chr6	-	152995135	152995319	152995262	152995319	152994512	152994676
245	"MTRF1L"	"MTRF1L"	chr6	-	152995243	152995319	152995262	152995319	152994512	152994676
246	"CLIP2"	"CLIP2"	chr7	+	74386520	74386604	74386520	74386597	74389102	74389259
247	"COX7A1"	"COX7A1"	chr19	-	36151668	36151755	36151695	36151755	36151461	36151546
248	"SH3GLB1"	"SH3GLB1"	chr1	+	86728402	86728489	86728402	86728441	86730087	86730111
249	"CCDC159"	"CCDC159"	chr19	+	11346504	11346634	11346504	11346627	11349653	11349687
250	"RPL7L1"	"RPL7L1"	chr6	+	42880860	42881082	42880860	42880966	42883450	42883614
251	"ERC1"	"ERC1"	chr12	+	1112214	1112307	1112214	1112298	1115865	1116033
252	"CASP8"	"CASP8"	chr2	+	201276826	201277104	201276826	201276968	201284815	201285317
253	"PDZD4"	"PDZD4"	chrX	-	153807850	153808139	153807896	153808139	153807278	153807369
254	"PDZD4"	"PDZD4"	chrX	-	153808341	153808595	153808359	153808595	153807278	153807369
255	"RAP1GDS1"	"RAP1GDS1"	chr4	+	98343138	98343319	98343138	98343261	98352475	98352601
256	"SETD6"	"SETD6"	chr16	+	58515790	58516097	58515790	58515880	58516201	58516343
257	"ZNF79"	"ZNF79"	chr9	+	127424373	127424910	127424373	127424803	127428551	127428660
258	"STK19"	"STK19"	chr6	+	3226675	3226783	3226675	3226771	3227186	3227326
259	"STK19"	"STK19"	chr6	+	3234873	3234981	3234873	3234969	3235384	3235524
260	"STK19"	"STK19"	chr6	+	3280091	3280199	3280091	3280187	3280602	3280742
261	"STK19"	"STK19"	chr6	+	3320939	3321047	3320939	3321035	3321450	3321590
262	"STK19"	"STK19"	chr6	+	3456329	3456437	3456329	3456425	3456840	3456980
263	"STK19"	"STK19"	chr6	+	31972620	31972919	31972620	31972757	31978902	31978998
264	"STK19"	"STK19"	chr6	+	31978902	31979010	31978902	31978998	31979413	31979553
265	"UBL5"	"UBL5"	chr19	+	9827891	9828064	9827891	9827984	9828326	9828393
266	"UBL5"	"UBL5"	chr19	+	9828326	9828393	9828326	9828389	9828591	9828675
267	"IZUMO1R"	"IZUMO1R"	chr11	+	94306512	94306722	94306512	94306701	94307164	94307300
268	"HSF4"	"HSF4"	chr16	+	67165945	67166070	67165945	67166011	67166319	67166395
269	"QTRT1"	"QTRT1"	chr19	+	10701949	10702254	10701949	10702018	10707301	10707380
270	"QTRT1"	"QTRT1"	chr19	+	10712160	10712628	10712160	10712299	10712757	10712867
271	"GPR162"	"GPR162"	chr12	+	6823467	6824765	6823467	6823763	6825483	6825673
272	"RTEL1"	"RTEL1"	chr20	+	63695327	63695650	63695327	63695480	63695777	63696253
273	"KLK11"	"KLK11"	chr19	-	51024633	51024794	51024637	51024794	51024044	51024310
274	"PTPRE"	"PTPRE"	chr10	+	128070807	128071741	128070807	128070901	128072137	128072214
275	"IZUMO1"	"IZUMO1"	chr19	-	48743407	48743525	48743444	48743525	48742208	48742309
276	"IZUMO1"	"IZUMO1"	chr19	-	48745624	48745859	48745691	48745859	48745213	48745288
277	"UNC80"	"UNC80"	chr2	+	209825906	209826053	209825906	209826038	209829231	209829379
278	"TDP1"	"TDP1"	chr14	+	89980539	89980679	89980539	89980632	89984515	89984683
279	"PPFIBP1"	"PPFIBP1"	chr12	+	27664361	27664446	27664361	27664437	27667165	27667320
280	"SLC4A9"	"SLC4A9"	chr5	+	140365519	140365578	140365519	140365569	140365833	140366022
281	"SLC4A9"	"SLC4A9"	chr5	+	140372241	140372486	140372241	140372397	140372744	140372843
282	"ZSCAN26"	"ZSCAN26"	chr6	+	28271853	28272336	28271853	28271934	28272669	28272787
283	"ZSCAN26"	"ZSCAN26"	chr6	+	28271853	28272339	28271853	28271934	28272669	28272787
284	"ZSCAN26"	"ZSCAN26"	chr6	+	28271853	28272339	28271853	28272336	28272669	28272787
285	"YBX3"	"YBX3"	chr12	-	10704050	10704148	10704059	10704148	10701959	10702134
286	"MLF1"	"MLF1"	chr3	+	158593381	158593426	158593381	158593421	158596861	158596945
287	"IL17RC"	"IL17RC"	chr3	+	9917097	9917633	9917097	9917420	9917712	9917734
288	"IL17RC"	"IL17RC"	chr3	+	9917922	9918111	9917922	9918075	9918334	9918409
289	"IL17RC"	"IL17RC"	chr3	+	9918499	9918609	9918499	9918598	9920490	9920602
