ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
21	"APH1A"	"APH1A"	chr1	-	150267074	150267254	150267074	150267202	150267355	150267478	21	0,9,1	256,241,148	4,3,1	362,217,176	151	99	0.900669114303	1.0	0.0,0.024,0.004	0.007,0.009,0.004	0.003
22	"CEP192"	"CEP192"	chr18	+	13057584	13059312	13059081	13059312	13055779	13056698	22	19,22,12	1,0,1	16,14,10	0,0,3	1596	99	0.116680207215	0.797029910803	0.541,1.0,0.427	1.0,1.0,0.171	-0.068
23	"CEP192"	"CEP192"	chr18	+	13089451	13089565	13089455	13089565	13087530	13087646	23	0,0,1	37,37,28	0,0,0	34,17,15	103	99	1	1.0	0.0,0.0,0.033	0.0,0.0,0.0	0.011
25	"CEP192"	"CEP192"	chr18	+	13116373	13116503	13116376	13116503	13114129	13114251	25	22,32,7	7,15,4	31,16,8	14,10,6	102	99	0.443092944745	1.0	0.753,0.674,0.629	0.682,0.608,0.564	0.067
30	"RFXANK"	"RFXANK"	chr19	+	19196962	19197046	19196965	19197046	19193938	19194133	30	141,174,111	160,201,115	150,114,101	186,133,110	102	99	0.694912585275	1.0	0.461,0.457,0.484	0.439,0.454,0.471	0.013
33	"PFAS"	"PFAS"	chr17	+	8266500	8266898	8266752	8266898	8266233	8266353	33	11,6,0	19,26,19	9,6,3	14,7,16	351	99	0.167824455303	0.957650145647	0.14,0.061,0.0	0.153,0.195,0.05	-0.066
34	"NEURL4"	"NEURL4"	chr17	-	7317460	7317684	7317460	7317573	7317787	7317932	34	6,7,2	12,30,13	2,7,5	20,15,14	210	99	1	1.0	0.191,0.099,0.068	0.045,0.18,0.144	-0.004
35	"NEURL4"	"NEURL4"	chr17	-	7318268	7318674	7318268	7318356	7319049	7319208	35	32,39,16	1,2,1	23,18,18	1,3,1	417	99	0.626378933323	1.0	0.884,0.822,0.792	0.845,0.588,0.81	0.085
36	"NEURL4"	"NEURL4"	chr17	-	7318494	7318691	7318494	7318674	7319049	7319208	36	0,1,0	22,15,9	0,0,0	16,9,11	116	99	1	1.0	0.0,0.054,0.0	0.0,0.0,0.0	0.018
37	"NEURL4"	"NEURL4"	chr17	-	7324107	7324270	7324107	7324266	7324394	7324480	37	24,14,11	3,0,0	15,12,14	0,2,1	103	99	0.647620189977	1.0	0.885,1.0,1.0	1.0,0.852,0.931	0.034
38	"NEURL4"	"NEURL4"	chr17	-	7326710	7327009	7326710	7326910	7327164	7327230	38	36,38,22	0,0,0	33,21,21	0,1,2	198	99	0.793713342214	1.0	1.0,1.0,1.0	1.0,0.913,0.84	0.082
39	"LRRC29"	"LRRC29"	chr16	-	67210047	67210348	67210047	67210322	67223825	67223927	39	0,0,1	0,2,0	1,0,2	2,0,0	125	99	1	1.0	NA,0.0,1.0	0.284,NA,1.0	-0.142
47	"SRRT"	"SRRT"	chr7	+	100885212	100885370	100885215	100885370	100884922	100885040	47	95,102,57	68,67,50	81,57,74	70,43,45	102	99	0.968478085813	1.0	0.576,0.596,0.525	0.529,0.563,0.615	-0.003
48	"SRRT"	"SRRT"	chr7	+	100888041	100888143	100888053	100888143	100887702	100887859	48	156,217,113	21,25,14	166,130,104	45,19,13	111	99	0.0526175531363	0.55313124506	0.869,0.886,0.878	0.767,0.859,0.877	0.043
49	"SRRT"	"SRRT"	chr7	+	100888256	100888383	100888277	100888383	100888041	100888143	49	148,164,100	0,5,2	167,107,93	0,0,0	120	99	0.687747137615	1.0	1.0,0.964,0.976	1.0,1.0,1.0	-0.02
58	"HINT2"	"HINT2"	chr9	-	35813265	35813367	35813265	35813338	35813444	35813549	58	2,6,2	63,58,37	0,2,0	88,39,24	128	99	0.0115478890035	0.228259310093	0.024,0.074,0.04	0.0,0.038,0.0	0.033
59	"HINT2"	"HINT2"	chr9	-	35813444	35813549	35813444	35813519	35813643	35813784	59	65,65,57	1,2,0	73,43,41	0,0,0	129	99	1	1.0	0.98,0.961,1.0	1.0,1.0,1.0	-0.02
60	"EXO1"	"EXO1"	chr1	+	241858505	241858718	241858629	241858718	241857344	241857482	60	118,148,76	0,0,0	109,82,71	0,6,0	223	99	0.149708114082	0.904113639731	1.0,1.0,1.0	1.0,0.859,1.0	0.047
61	"AANAT"	"AANAT"	chr17	+	76469116	76469327	76469172	76469327	76468671	76468909	61	0,2,0	3,2,0	0,0,1	1,0,0	155	99	1	1.0	0.0,0.39,NA	0.0,NA,1.0	-0.305
63	"ABCA2"	"ABCA2"	chr9	-	137012484	137012637	137012484	137012590	137012711	137012925	63	0,0,0	10,9,11	1,0,0	6,7,6	146	99	1	1.0	0.0,0.0,0.0	0.102,0.0,0.0	-0.034
65	"ABCA2"	"ABCA2"	chr9	-	137022940	137023840	137022940	137023052	137024142	137024236	65	9,16,2	6,9,4	4,2,3	5,4,1	887	99	0.181045668647	0.993330780919	0.143,0.166,0.053	0.082,0.053,0.251	-0.008
67	"KIF23"	"KIF23"	chr15	+	69446282	69446364	69446285	69446364	69446008	69446091	67	68,79,39	1,4,0	86,33,44	1,0,0	102	99	0.502358487169	1.0	0.985,0.95,1.0	0.988,1.0,1.0	-0.018
68	"C11orf30"	"C11orf30"	chr11	+	76459932	76460085	76459935	76460085	76458182	76458358	68	15,33,8	9,5,1	12,7,8	5,3,0	102	99	0.827334103978	1.0	0.618,0.865,0.886	0.7,0.694,1.0	-0.008
69	"C11orf30"	"C11orf30"	chr11	+	76542167	76542367	76542215	76542367	76528267	76528466	69	2,4,2	0,0,0	0,0,0	1,0,3	147	99	1	1.0	1.0,1.0,1.0	0.0,NA,0.0	1.0
71	"LGALSL"	"LGALSL"	chr2	+	64456267	64456465	64456287	64456465	64455588	64455677	71	0,1,1	28,23,25	0,0,1	30,16,17	119	99	1	1.0	0.0,0.035,0.032	0.0,0.0,0.047	0.007
72	"IKBKB"	"IKBKB"	chr8	+	42306342	42306432	42306367	42306432	42305186	42305275	72	23,33,14	1,0,0	26,18,11	5,0,1	124	99	0.00941509130464	0.198763038654	0.948,1.0,1.0	0.806,1.0,0.898	0.081
73	"IKBKB"	"IKBKB"	chr8	+	42317656	42317771	42317709	42317771	42316709	42316904	73	36,39,33	3,0,0	42,38,15	1,0,2	152	99	0.739558378475	1.0	0.887,1.0,1.0	0.965,1.0,0.83	0.031
74	"WDR45B"	"WDR45B"	chr17	-	82619042	82619128	82619042	82619094	82621608	82621799	74	418,473,299	34,35,23	522,417,282	35,22,16	133	99	0.144916096758	0.897849729914	0.901,0.91,0.906	0.917,0.934,0.929	-0.021
76	"DDX54"	"DDX54"	chr12	-	113157173	113159112	113157173	113159109	113161269	113161382	76	79,73,47	57,35,17	78,56,38	55,37,28	102	99	0.186276338597	1.0	0.574,0.669,0.729	0.579,0.595,0.568	0.077
77	"CENPM"	"CENPM"	chr22	-	41945224	41945389	41945224	41945304	41945912	41946005	77	0,2,3	113,124,87	2,0,1	100,92,73	184	99	1	1.0	0.0,0.009,0.018	0.011,0.0,0.007	0.003
78	"SCNN1D"	"SCNN1D"	chr1	+	1282241	1282315	1282275	1282315	1280471	1280666	78	0,1,1	0,0,1	1,1,1	0,4,1	133	99	1	1.0	NA,1.0,0.427	1.0,0.157,0.427	0.185
79	"SCNN1D"	"SCNN1D"	chr1	+	1282241	1282315	1282275	1282315	1281410	1281610	79	0,1,2	0,0,0	1,1,0	0,5,0	133	99	1	1.0	NA,1.0,1.0	1.0,0.13,NA	0.435
95	"EML2"	"EML2"	chr19	-	45641640	45641748	45641640	45641745	45641917	45642041	95	1,0,0	0,2,0	2,4,7	0,2,0	102	99	1	1.0	1.0,0.0,NA	1.0,0.66,1.0	-0.387
99	"CDCA7"	"CDCA7"	chr2	+	173359254	173359491	173359342	173359491	173358711	173358837	99	30,37,15	0,1,0	10,11,16	0,0,0	187	99	1	1.0	1.0,0.951,1.0	1.0,1.0,1.0	-0.016
102	"CDCA7"	"CDCA7"	chr2	+	173363817	173364989	173364794	173364989	173363225	173363462	102	124,144,78	0,2,0	115,80,72	0,0,0	1076	99	1	1.0	1.0,0.869,1.0	1.0,1.0,1.0	-0.044
103	"FAM213A"	"FAM213A"	chr10	+	80420465	80420645	80420482	80420645	80413818	80413876	103	32,21,14	1,1,0	38,24,11	0,1,0	116	99	1	1.0	0.965,0.947,1.0	1.0,0.953,1.0	-0.014
104	"WDR26"	"WDR26"	chr1	-	224424517	224424719	224424517	224424654	224431476	224431581	104	1,2,0	68,67,37	3,0,0	103,41,46	164	99	1	1.0	0.009,0.018,0.0	0.017,0.0,0.0	0.003
105	"WDR26"	"WDR26"	chr1	-	224424517	224424719	224424517	224424654	224431524	224431581	105	1,2,0	70,67,37	3,0,0	69,58,54	164	99	1	1.0	0.009,0.018,0.0	0.026,0.0,0.0	0.0
106	"ZDHHC11"	"ZDHHC11"	chr5	-	823388	824093	823388	823809	825163	825251	106	7,12,8	1,4,0	5,9,3	0,1,0	383	99	0.00274929197538	0.10228457345	0.644,0.437,1.0	1.0,0.699,1.0	-0.206
109	"PICK1"	"PICK1"	chr22	+	38057752	38057850	38057819	38057850	38057482	38057587	109	77,97,75	0,2,0	101,54,56	0,0,0	166	99	1	1.0	1.0,0.967,1.0	1.0,1.0,1.0	-0.011
110	"PICK1"	"PICK1"	chr22	+	38073772	38074451	38074306	38074451	38072999	38073092	110	95,94,54	1,0,0	79,82,61	0,0,1	633	99	1	1.0	0.937,1.0,1.0	1.0,1.0,0.905	0.011
113	"WDR75"	"WDR75"	chr2	+	189449244	189450968	189450902	189450968	189448378	189448508	113	6,9,11	111,109,84	5,9,2	107,64,68	1757	99	1	1.0	0.003,0.005,0.007	0.003,0.008,0.002	0.001
114	"IL11RA"	"IL11RA"	chr9	+	34660803	34660936	34660853	34660936	34660503	34660600	114	1,2,0	6,5,1	2,0,0	1,2,2	149	99	0.360752652533	1.0	0.1,0.21,0.0	0.571,0.0,0.0	-0.087
119	"TRPM7"	"TRPM7"	chr15	-	50583088	50583159	50583088	50583156	50586391	50586488	119	23,26,17	6,14,3	31,16,25	18,10,2	102	99	0.75697417404	1.0	0.788,0.643,0.846	0.626,0.608,0.924	0.04
122	"NFYC"	"NFYC"	chr1	+	40770396	40771603	40770708	40771603	40769355	40769415	122	207,287,161	180,191,134	315,230,180	166,151,125	411	99	0.0478104004933	0.524543018825	0.217,0.266,0.224	0.314,0.268,0.258	-0.044
123	"BAZ2A"	"BAZ2A"	chr12	-	56600942	56601098	56600942	56601086	56601179	56601402	123	74,84,69	5,4,2	98,58,36	1,2,1	111	99	0.0407661486384	0.476442154936	0.93,0.949,0.969	0.989,0.963,0.97	-0.025
124	"BAZ2A"	"BAZ2A"	chr12	-	56606246	56606395	56606246	56606312	56606632	56606733	124	0,0,0	89,80,68	2,0,0	76,54,54	182	99	1	1.0	0.0,0.0,0.0	0.014,0.0,0.0	-0.005
126	"BAZ2A"	"BAZ2A"	chr12	-	56610408	56610539	56610408	56610517	56611572	56611633	126	1,1,5	98,107,49	7,1,0	62,81,42	121	99	0.529065258372	1.0	0.008,0.008,0.077	0.085,0.01,0.0	-0.001
127	"B9D1"	"B9D1"	chr17	-	19343169	19343495	19343169	19343461	19343789	19343857	127	3,0,2	25,24,12	1,4,2	27,21,19	133	99	0.504041110155	1.0	0.082,0.0,0.11	0.027,0.124,0.073	-0.011
128	"SEMA4C"	"SEMA4C"	chr2	-	96867777	96867926	96867777	96867923	96868415	96868588	128	0,0,1	1,0,0	1,0,1	0,0,0	102	99	1	1.0	0.0,NA,1.0	1.0,NA,1.0	-0.5
129	"SEMA4C"	"SEMA4C"	chr2	-	96867777	96867926	96867777	96867923	96869875	96869971	129	1,3,1	0,0,0	3,1,1	5,3,0	102	99	6.00151004115e-06	0.00256564554259	1.0,1.0,1.0	0.368,0.244,1.0	0.463
131	"WAC"	"WAC"	chr10	+	28610698	28610821	28610710	28610821	28608185	28608431	131	132,184,98	0,0,1	120,111,101	1,0,0	111	99	1	1.0	1.0,1.0,0.989	0.991,1.0,1.0	-0.001
132	"WAC"	"WAC"	chr10	+	28616172	28616362	28616175	28616362	28614566	28614685	132	104,129,88	38,25,23	103,82,61	46,24,23	102	99	0.0904261887551	0.704994450325	0.727,0.834,0.788	0.685,0.768,0.72	0.059
133	"EBP"	"EBP"	chrX	+	48523698	48524072	48523753	48524072	48522192	48522252	133	117,139,90	1,0,0	133,84,76	0,0,0	154	99	1	1.0	0.987,1.0,1.0	1.0,1.0,1.0	-0.004
134	"YBX2"	"YBX2"	chr17	-	7291092	7292059	7291092	7291182	7293474	7293538	134	77,138,84	2,0,0	95,65,67	0,2,1	976	99	0.852417062749	1.0	0.796,1.0,1.0	1.0,0.767,0.872	0.052
136	"IL15"	"IL15"	chr4	+	141719365	141719476	141719377	141719476	141656185	141656307	136	5,2,0	0,2,0	2,1,3	0,0,0	111	99	1	1.0	1.0,0.471,NA	1.0,1.0,1.0	-0.264
137	"IL15"	"IL15"	chr4	+	141719365	141719476	141719377	141719476	141688821	141689035	137	3,2,0	0,0,1	0,0,3	0,0,0	111	99	1	1.0	1.0,1.0,0.0	NA,NA,1.0	-0.333
142	"PPP6R2"	"PPP6R2"	chr22	+	50419345	50419462	50419348	50419462	50416091	50416157	142	0,1,0	0,0,1	1,0,0	2,0,1	102	99	1	1.0	NA,1.0,0.0	0.327,NA,0.0	0.337
143	"PPP6R2"	"PPP6R2"	chr22	+	50419345	50419462	50419348	50419462	50418866	50418979	143	5,6,4	80,112,60	13,10,3	114,67,46	102	99	0.0434716825529	0.496680916473	0.057,0.049,0.061	0.1,0.127,0.06	-0.04
144	"PPP6R2"	"PPP6R2"	chr22	+	50439697	50439857	50439700	50439857	50438598	50438762	144	4,8,8	65,92,30	17,8,5	79,69,59	102	99	0.365841156608	1.0	0.056,0.078,0.206	0.173,0.101,0.076	-0.003
145	"PPP6R2"	"PPP6R2"	chr22	+	50440800	50441026	50440821	50441026	50439960	50440049	145	5,0,2	63,64,28	0,2,0	57,35,45	120	99	0.164358478641	0.953799768584	0.061,0.0,0.056	0.0,0.045,0.0	0.024
146	"PPP6R2"	"PPP6R2"	chr22	+	50444198	50445090	50444202	50445090	50443865	50444117	146	44,39,14	0,1,1	39,18,26	1,0,0	103	99	1	1.0	1.0,0.974,0.931	0.974,1.0,1.0	-0.023
147	"GAA"	"GAA"	chr17	+	80112844	80113027	80112875	80113027	80112577	80112711	147	3,0,1	105,142,71	0,1,0	133,101,57	130	99	1	1.0	0.021,0.0,0.011	0.0,0.007,0.0	0.008
148	"SLC25A22"	"SLC25A22"	chr11	-	794457	794588	794457	794513	794775	794901	148	3,4,1	38,57,23	2,1,0	48,27,18	174	99	0.101563550149	0.745298278907	0.043,0.038,0.024	0.023,0.021,0.0	0.02
151	"FTSJ1"	"FTSJ1"	chrX	+	48477960	48478168	48478009	48478168	48476562	48476668	151	114,126,81	0,5,0	121,96,92	0,0,0	148	99	0.500465728539	1.0	1.0,0.944,1.0	1.0,1.0,1.0	-0.019
152	"FTSJ1"	"FTSJ1"	chrX	+	48482402	48482506	48482408	48482506	48481631	48481715	152	114,106,50	35,32,17	91,80,77	31,34,32	105	99	0.229248117279	1.0	0.754,0.757,0.735	0.735,0.689,0.694	0.043
155	"FTSJ1"	"FTSJ1"	chrX	+	48482596	48483027	48482985	48483027	48482402	48482506	155	483,514,293	0,0,2	469,350,316	0,1,0	488	99	1	1.0	1.0,1.0,0.967	1.0,0.986,1.0	-0.006
156	"MKLN1"	"MKLN1"	chr7	+	131399237	131399433	131399240	131399433	131397266	131397376	156	0,2,4	41,54,43	1,0,0	43,36,28	102	99	0.298770505927	1.0	0.0,0.035,0.083	0.022,0.0,0.0	0.032
159	"CPSF6"	"CPSF6"	chr12	+	69262372	69262562	69262468	69262562	69251128	69251141	159	216,257,140	1,1,1	254,189,137	1,0,4	195	99	0.747726162881	1.0	0.991,0.992,0.986	0.992,1.0,0.946	0.01
160	"AC024592.12"	"AC024592.12"	chr19	-	5896452	5896650	5896452	5896575	5896904	5896997	160	16,5,8	811,839,455	15,15,8	843,613,452	174	99	0.902271404051	1.0	0.011,0.003,0.01	0.01,0.014,0.01	-0.003
161	"PPAT"	"PPAT"	chr4	-	56406494	56406701	56406494	56406618	56407649	56407716	161	43,82,18	1,5,4	64,36,29	5,3,2	182	99	0.667430591502	1.0	0.959,0.899,0.71	0.874,0.867,0.887	-0.02
173	"PPP1R9B"	"PPP1R9B"	chr17	-	50140092	50140359	50140092	50140228	50141268	50141373	173	14,10,0	68,97,45	12,17,7	182,132,75	230	99	0.64855040971	1.0	0.081,0.042,0.0	0.028,0.053,0.039	0.001
174	"JOSD2"	"JOSD2"	chr19	-	50510285	50510448	50510285	50510445	50511074	50511159	174	1,2,0	0,2,1	4,2,0	1,0,0	102	99	1	1.0	1.0,0.493,0.0	0.795,1.0,NA	-0.4
181	"LAPTM4B"	"LAPTM4B"	chr8	+	97815303	97815401	97815327	97815401	97805352	97805464	181	7,8,6	440,440,267	6,1,3	480,346,281	123	99	0.420517630035	1.0	0.013,0.014,0.018	0.01,0.002,0.009	0.008
182	"SLC52A2"	"SLC52A2"	chr8	+	144359183	144359423	144359187	144359423	144358592	144358783	182	9,0,5	0,0,0	5,3,2	0,1,1	103	99	1	1.0	1.0,NA,1.0	1.0,0.742,0.658	0.2
183	"SLC52A2"	"SLC52A2"	chr8	+	144359183	144359423	144359187	144359423	144358592	144358900	183	11,6,4	0,0,0	5,6,5	3,0,0	103	99	0.50460320105	1.0	1.0,1.0,1.0	0.616,1.0,1.0	0.128
184	"SLC52A2"	"SLC52A2"	chr8	+	144359183	144359423	144359187	144359423	144359011	144359065	184	94,113,59	3,0,1	127,92,73	0,2,2	103	99	1	1.0	0.968,1.0,0.983	1.0,0.978,0.972	0.0
185	"SLC52A2"	"SLC52A2"	chr8	+	144359622	144360493	144360171	144360493	144359183	144359423	185	1232,1302,721	1,0,0	1720,1142,973	0,0,0	648	99	1	1.0	0.995,1.0,1.0	1.0,1.0,1.0	-0.002
188	"NFAT5"	"NFAT5"	chr16	+	69684886	69684970	69684889	69684970	69677202	69677335	188	21,13,10	4,7,2	10,11,13	2,1,5	102	99	0.507084547686	1.0	0.836,0.643,0.829	0.829,0.914,0.716	-0.05
190	"NR4A2"	"NR4A2"	chr2	-	156326149	156326328	156326149	156326207	156326717	156326920	190	13,15,6	0,0,1	74,51,25	4,4,2	220	99	0.00200244380484	0.0910109386185	1.0,1.0,0.73	0.893,0.852,0.849	0.045
191	"NR4A2"	"NR4A2"	chr2	-	156329322	156330188	156329322	156330010	156330667	156330791	191	17,25,18	0,0,0	74,61,26	8,8,3	277	99	3.37533408334e-07	0.000288591064126	1.0,1.0,1.0	0.768,0.732,0.756	0.248
192	"VAC14"	"VAC14"	chr16	-	70697138	70697257	70697138	70697173	70698636	70698811	192	171,178,93	7,4,2	144,123,80	4,3,0	183	99	0.257686057308	1.0	0.93,0.96,0.962	0.951,0.957,1.0	-0.019
194	"CPSF7"	"CPSF7"	chr11	-	61416104	61416519	61416104	61416162	61419948	61420094	194	779,843,457	0,0,0	694,555,446	0,1,1	456	99	1	1.0	1.0,1.0,1.0	1.0,0.992,0.99	0.006
196	"CPSF7"	"CPSF7"	chr11	-	61421053	61421130	61421053	61421127	61421389	61421608	196	1,6,0	0,0,3	2,6,4	3,1,2	102	99	0.155745918236	0.922605728119	1.0,1.0,0.0	0.393,0.853,0.66	0.031
201	"ZSCAN2"	"ZSCAN2"	chr15	+	84622577	84622714	84622645	84622714	84620601	84620772	201	0,6,3	1,0,0	2,1,1	1,0,0	167	99	1	1.0	0.0,1.0,1.0	0.542,1.0,1.0	-0.181
203	"SLC9A8"	"SLC9A8"	chr20	+	49850761	49850844	49850809	49850844	49849578	49849680	203	1,1,0	7,18,13	0,1,2	5,0,6	147	99	1	1.0	0.088,0.036,0.0	0.0,1.0,0.183	-0.353
206	"DNASE1"	"DNASE1"	chr16	+	3656963	3657111	3656998	3657111	3656637	3656753	206	2,4,2	4,5,0	1,0,3	9,4,0	134	99	0.148037301962	0.901825775603	0.27,0.371,1.0	0.076,0.0,1.0	0.188
207	"DNASE1"	"DNASE1"	chr16	+	3656998	3657341	3657186	3657341	3656637	3656753	207	15,20,4	0,2,0	26,23,15	2,0,0	287	99	1	1.0	1.0,0.775,1.0	0.818,1.0,1.0	-0.014
208	"DNASE1"	"DNASE1"	chr16	+	3657186	3657341	3657224	3657341	3656963	3657111	208	6,6,4	0,0,0	12,6,5	1,0,0	137	99	1	1.0	1.0,1.0,1.0	0.897,1.0,1.0	0.034
210	"XPNPEP1"	"XPNPEP1"	chr10	-	109873366	109873577	109873366	109873427	109875527	109875599	210	1,0,0	105,116,60	1,0,1	122,96,89	249	99	1	1.0	0.004,0.0,0.0	0.003,0.0,0.004	-0.001
211	"RAB40B"	"RAB40B"	chr17	-	82658490	82658713	82658490	82658562	82659579	82659657	211	86,99,60	3,5,0	87,65,48	1,0,2	250	99	0.0529634838138	0.554495248908	0.919,0.887,1.0	0.972,1.0,0.905	-0.024
213	"GALE"	"GALE"	chr1	-	23798116	23798230	23798116	23798225	23798614	23798730	213	82,81,56	7,5,0	88,84,71	9,2,3	104	99	0.863883819813	1.0	0.918,0.939,1.0	0.903,0.976,0.957	0.007
221	"FPGS"	"FPGS"	chr9	+	127806972	127807087	127806991	127807087	127804635	127804700	221	139,158,69	5,5,0	114,90,94	4,1,2	118	99	0.64972463767	1.0	0.959,0.964,1.0	0.96,0.987,0.975	0.0
222	"VPS28"	"VPS28"	chr8	-	144424214	144424819	144424214	144424268	144424945	144425772	222	353,346,221	0,0,0	406,274,210	0,0,1	650	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.97	0.01
223	"VPS28"	"VPS28"	chr8	-	144424945	144425051	144424945	144425000	144425682	144425772	223	278,327,191	28,20,8	365,243,191	23,17,12	150	99	0.765942103546	1.0	0.868,0.915,0.94	0.913,0.904,0.913	-0.002
224	"VPS28"	"VPS28"	chr8	-	144424945	144426208	144424945	144425772	144426908	144426983	224	249,334,172	0,0,0	324,214,187	0,0,1	535	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.972	0.009
225	"CCDC14"	"CCDC14"	chr3	-	123913724	123915718	123913724	123915132	123931101	123931234	225	206,259,159	0,1,1	231,180,125	0,1,0	685	99	1	1.0	1.0,0.974,0.958	1.0,0.963,1.0	-0.01
226	"CCDC14"	"CCDC14"	chr3	-	123955842	123956115	123955842	123955965	123956739	123956795	226	4,1,6	0,0,0	6,1,3	2,0,0	249	99	0.842538266997	1.0	1.0,1.0,1.0	0.544,1.0,1.0	0.152
227	"DNMT3A"	"DNMT3A"	chr2	-	25241561	25241777	25241561	25241707	25243897	25243982	227	0,3,0	22,27,30	0,0,0	15,9,10	169	99	1	1.0	0.0,0.061,0.0	0.0,0.0,0.0	0.02
244	"IST1"	"IST1"	chr16	+	71924768	71924817	71924772	71924817	71923287	71923380	244	22,22,18	0,2,0	28,11,7	0,0,0	103	99	1	1.0	1.0,0.914,1.0	1.0,1.0,1.0	-0.029
245	"SHC1"	"SHC1"	chr1	-	154965945	154966080	154965945	154966077	154966161	154966231	245	68,69,35	23,33,20	67,52,41	34,22,26	102	99	0.512657121051	1.0	0.742,0.67,0.629	0.657,0.696,0.605	0.028
246	"TBCEL"	"TBCEL"	chr11	+	121053550	121053732	121053629	121053732	121047527	121047667	246	17,26,10	0,0,1	5,12,3	0,0,0	178	99	1	1.0	1.0,1.0,0.848	1.0,1.0,1.0	-0.051
250	"MPDU1"	"MPDU1"	chr17	+	7585945	7586078	7585950	7586078	7585731	7585797	250	61,60,23	2,2,1	57,22,32	5,6,6	104	99	0.000508790057551	0.0389566118692	0.967,0.966,0.956	0.916,0.777,0.835	0.12
251	"MPDU1"	"MPDU1"	chr17	+	7586655	7586777	7586691	7586777	7585731	7585797	251	3,8,0	1,1,2	3,1,2	1,0,0	135	99	0.0180625881119	0.283509629076	0.688,0.854,0.0	0.688,1.0,1.0	-0.382
252	"MPDU1"	"MPDU1"	chr17	+	7586655	7586777	7586691	7586777	7585945	7586078	252	12,14,3	115,111,53	5,3,9	131,56,51	135	99	0.217859270206	1.0	0.071,0.085,0.04	0.027,0.038,0.115	0.005
253	"MPDU1"	"MPDU1"	chr17	+	7586691	7587271	7587160	7587271	7585945	7586078	253	142,138,65	3,0,0	149,78,76	2,0,0	568	99	1	1.0	0.892,1.0,1.0	0.928,1.0,1.0	-0.012
254	"TMEM164"	"TMEM164"	chrX	+	110003500	110004164	110003882	110004164	110003094	110003156	254	32,34,17	0,0,0	37,25,17	0,0,1	481	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.778	0.074
255	"UFSP2"	"UFSP2"	chr4	-	185405779	185405959	185405779	185405856	185407935	185408060	255	3,2,2	75,82,37	3,0,0	68,49,42	202	99	0.60264821954	1.0	0.019,0.012,0.026	0.021,0.0,0.0	0.012
