ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
258	"MYL6"	"MYL6"	chr12	+	56159586	56160148	56159586	56159730	56159974	56160148
259	"MYL6"	"MYL6"	chr12	+	56159586	56160148	56159586	56159622	56160024	56160148
275	"FXYD5"	"FXYD5"	chr19	+	35166141	35166325	35166141	35166171	35166250	35166325
291	"KLHL21"	"KLHL21"	chr1	-	6590723	6595557	6590723	6593658	6595484	6595557
298	"PLCG2"	"PLCG2"	chr16	+	81956694	81956879	81956694	81956847	81956848	81956879
301	"CPNE1"	"CPNE1"	chr20	-	35630438	35631034	35630438	35630490	35630900	35631034
302	"CPNE1"	"CPNE1"	chr20	-	35632162	35632385	35632162	35632234	35632310	35632385
303	"CPNE1"	"CPNE1"	chr20	-	35632162	35632385	35632162	35632248	35632310	35632385
307	"SLU7"	"SLU7"	chr5	-	160418595	160419081	160418595	160418685	160419022	160419081
309	"USP39"	"USP39"	chr2	+	85648760	85649280	85648760	85648853	85649016	85649280
320	"SGSM3"	"SGSM3"	chr22	+	40407016	40407328	40407016	40407071	40407200	40407328
321	"SGSM3"	"SGSM3"	chr22	+	40407016	40407568	40407016	40407328	40407412	40407568
336	"SLC44A1"	"SLC44A1"	chr9	+	105389032	105397346	105389032	105389108	105389186	105397346
362	"QTRT1"	"QTRT1"	chr19	+	10701949	10702254	10701949	10702018	10702115	10702254
363	"QTRT1"	"QTRT1"	chr19	+	10701949	10702254	10701949	10702018	10702160	10702254
364	"QTRT1"	"QTRT1"	chr19	+	10712160	10712628	10712160	10712299	10712552	10712628
365	"KLK11"	"KLK11"	chr19	-	51023091	51024310	51023091	51023228	51024044	51024310
366	"POLR1C"	"POLR1C"	chr6	+	43519705	43520185	43519705	43519838	43520065	43520185
368	"DHX8"	"DHX8"	chr17	+	43517166	43520267	43517166	43517322	43520129	43520267
374	"DDX52"	"DDX52"	chr17	-	37619767	37621277	37619767	37619839	37621126	37621277
382	"PRPF40B"	"PRPF40B"	chr12	+	49631859	49632880	49631859	49631925	49632854	49632880
383	"PRPF40B"	"PRPF40B"	chr12	+	49633013	49633547	49633013	49633124	49633426	49633547
394	"CSNK1G2"	"CSNK1G2"	chr19	+	1978304	1978511	1978304	1978345	1978441	1978511
395	"CSNK1G2"	"CSNK1G2"	chr19	+	1978858	1979248	1978858	1979093	1979162	1979248
401	"NIT2"	"NIT2"	chr3	+	100345584	100346255	100345584	100345678	100346180	100346255
402	"ITGB6"	"ITGB6"	chr2	-	160200002	160200304	160200002	160200078	160200185	160200304
415	"PTPRF"	"PTPRF"	chr1	+	43620094	43620579	43620094	43620221	43620453	43620579
427	"C1orf159"	"C1orf159"	chr1	-	1090352	1091374	1090352	1090428	1091277	1091374
458	"MROH7-TTC4"	"MROH7-TTC4"	chr1	+	54731485	54731700	54731485	54731549	54731654	54731700
461	"DDX55"	"DDX55"	chr12	+	123607431	123607662	123607431	123607523	123607599	123607662
462	"DDX55"	"DDX55"	chr12	+	123607431	123607662	123607431	123607523	123607603	123607662
463	"DDX55"	"DDX55"	chr12	+	123607431	123608829	123607431	123607662	123608679	123608829
474	"AFTPH"	"AFTPH"	chr2	+	64579485	64581273	64579485	64579546	64581189	64581273
490	"OTUB1"	"OTUB1"	chr11	+	63996529	63996941	63996529	63996648	63996853	63996941
491	"OTUB1"	"OTUB1"	chr11	+	63996529	63996941	63996529	63996648	63996856	63996941
492	"CASP2"	"CASP2"	chr7	+	143300203	143303933	143300203	143300294	143303783	143303933
493	"ZCCHC17"	"ZCCHC17"	chr1	+	31337174	31337275	31337174	31337192	31337194	31337275
496	"EML6"	"EML6"	chr2	+	54866765	54869367	54866765	54866884	54869180	54869367
503	"RPS16"	"RPS16"	chr19	-	39433664	39435708	39433664	39433761	39435606	39435708
504	"RPS16"	"RPS16"	chr19	-	39433664	39435708	39433664	39433761	39435657	39435708
507	"UBA52"	"UBA52"	chr19	+	18574869	18575241	18574869	18574972	18575056	18575241
508	"UBA52"	"UBA52"	chr19	+	18574869	18575241	18574869	18574972	18575102	18575241
519	"WDR41"	"WDR41"	chr5	-	77451290	77451353	77451290	77451314	77451315	77451353
525	"MGAT4B"	"MGAT4B"	chr5	-	179799505	179800068	179799505	179799636	179799953	179800068
529	"LAMP1"	"LAMP1"	chr13	+	113320344	113321470	113320344	113320470	113321403	113321470
531	"POLR3C"	"POLR3C"	chr1	+	145826453	145826709	145826453	145826492	145826605	145826709
536	"USP14"	"USP14"	chr18	+	209970	210493	209970	210031	210385	210493
537	"CD82"	"CD82"	chr11	+	44605057	44605429	44605057	44605182	44605354	44605429
549	"PLOD3"	"PLOD3"	chr7	-	101212841	101213204	101212841	101212943	101213106	101213204
559	"ANXA4"	"ANXA4"	chr2	+	69807905	69810673	69807905	69807996	69810593	69810673
560	"YIF1A"	"YIF1A"	chr11	-	66284579	66284966	66284579	66284783	66284868	66284966
561	"YIF1A"	"YIF1A"	chr11	-	66284579	66284966	66284579	66284783	66284872	66284966
563	"CDRT1"	"CDRT1"	chr17	-	15613614	15614033	15613614	15613742	15613832	15614033
598	"RPGR"	"RPGR"	chrX	-	38287093	38288041	38287093	38287245	38287860	38288041
600	"ZNF383"	"ZNF383"	chr19	+	37235548	37236074	37235548	37235675	37235978	37236074
601	"ZNF383"	"ZNF383"	chr19	+	37235548	37236074	37235548	37235758	37235978	37236074
605	"CDC16"	"CDC16"	chr13	+	114272183	114272675	114272183	114272481	114272563	114272675
606	"TMEM55B"	"TMEM55B"	chr14	-	20457857	20458702	20457857	20458346	20458588	20458702
612	"KMT2D"	"KMT2D"	chr12	-	49030279	49030768	49030279	49030439	49030600	49030768
633	"RP11-390P2.4"	"RP11-390P2.4"	chr6	+	138696596	138697288	138696596	138696755	138696902	138697288
641	"P2RX4"	"P2RX4"	chr12	+	121228724	121229099	121228724	121228866	121228962	121229099
642	"P2RX4"	"P2RX4"	chr12	+	121232610	121233092	121232610	121232676	121232996	121233092
645	"FAM195A"	"FAM195A"	chr16	+	647416	647884	647416	647544	647782	647884
647	"SFI1"	"SFI1"	chr22	+	31604868	31606430	31604868	31604945	31606327	31606430
652	"SELM"	"SELM"	chr22	-	31105929	31105965	31105929	31105950	31105953	31105965
653	"SELM"	"SELM"	chr22	-	31105929	31107533	31105929	31105965	31107376	31107533
669	"KDM3B"	"KDM3B"	chr5	+	138386021	138386621	138386021	138386190	138386288	138386621
679	"ARF5"	"ARF5"	chr7	+	127589484	127590137	127589484	127589594	127590065	127590137
695	"RHPN1"	"RHPN1"	chr8	+	143379828	143380175	143379828	143380035	143380036	143380175
696	"RHPN1"	"RHPN1"	chr8	+	143379828	143380175	143379828	143379985	143380061	143380175
703	"PLEKHG3"	"PLEKHG3"	chr14	+	64736852	64737375	64736852	64736891	64737355	64737375
711	"ZWINT"	"ZWINT"	chr10	-	56359686	56360383	56359686	56359853	56360017	56360383
712	"ZWINT"	"ZWINT"	chr10	-	56360017	56360383	56360017	56360141	56360292	56360383
726	"COL4A6"	"COL4A6"	chrX	-	108164876	108165038	108164876	108164921	108164957	108165038
727	"KLHDC4"	"KLHDC4"	chr16	-	87755193	87756477	87755193	87755292	87756398	87756477
728	"KLHDC4"	"KLHDC4"	chr16	-	87755193	87756477	87755193	87755254	87756421	87756477
729	"KLHDC4"	"KLHDC4"	chr16	-	87755193	87756477	87755193	87755292	87756421	87756477
740	"MCAM"	"MCAM"	chr11	-	119310755	119311185	119310755	119310903	119311089	119311185
741	"MCAM"	"MCAM"	chr11	-	119310755	119311421	119310755	119311185	119311279	119311421
754	"TMEM168"	"TMEM168"	chr7	-	112783697	112784953	112783697	112783756	112784854	112784953
758	"ARF1"	"ARF1"	chr1	+	228097077	228097452	228097077	228097262	228097341	228097452
760	"DPH7"	"DPH7"	chr9	-	137564892	137565154	137564892	137564958	137565084	137565154
761	"DPH7"	"DPH7"	chr9	-	137575708	137576167	137575708	137575892	137576079	137576167
762	"CERCAM"	"CERCAM"	chr9	+	128428929	128429036	128428929	128429031	128429032	128429036
766	"GPS1"	"GPS1"	chr17	+	82056285	82056550	82056285	82056391	82056469	82056550
798	"RPL31"	"RPL31"	chr2	+	101002292	101002808	101002292	101002315	101002701	101002808
806	"TKT"	"TKT"	chr3	-	53234982	53235174	53234982	53235116	53235148	53235174
808	"TMEM94"	"TMEM94"	chr17	+	75492928	75493593	75492928	75493102	75493490	75493593
811	"HMG20B"	"HMG20B"	chr19	+	3573691	3574586	3573691	3573800	3574340	3574586
812	"HMG20B"	"HMG20B"	chr19	+	3573691	3574586	3573691	3573800	3574369	3574586
813	"HMG20B"	"HMG20B"	chr19	+	3573691	3574586	3573691	3573800	3574382	3574586
824	"INO80E"	"INO80E"	chr16	+	29996243	29996617	29996243	29996391	29996546	29996617
829	"SELK"	"SELK"	chr3	-	53885825	53885912	53885825	53885830	53885833	53885912
834	"ADD1"	"ADD1"	chr4	+	2904763	2905015	2904763	2904777	2904919	2905015
852	"RHCE"	"RHCE"	chr1	-	25388975	25389113	25388975	25389007	25389008	25389113
856	"NPTX1"	"NPTX1"	chr17	-	80467147	80471034	80467147	80468917	80470526	80471034
862	"NAA25"	"NAA25"	chr12	-	112039228	112040578	112039228	112039339	112040480	112040578
863	"CDC23"	"CDC23"	chr5	-	138191861	138192388	138191861	138191937	138192268	138192388
866	"SIRT6"	"SIRT6"	chr19	-	4175027	4175760	4175027	4175151	4175679	4175760
867	"SIRT6"	"SIRT6"	chr19	-	4175027	4175937	4175027	4175151	4175841	4175937
868	"SIRT6"	"SIRT6"	chr19	-	4175027	4175937	4175027	4175760	4175841	4175937
872	"SF1"	"SF1"	chr11	-	64764605	64766155	64764605	64765518	64765950	64766155
873	"ADRBK1"	"ADRBK1"	chr11	+	67280731	67281184	67280731	67280783	67281092	67281184
880	"PYCR2"	"PYCR2"	chr1	-	225922203	225922383	225922203	225922305	225922306	225922383
881	"PTMA"	"PTMA"	chr2	+	231711347	231711419	231711347	231711370	231711371	231711419
882	"PTMA"	"PTMA"	chr2	+	231711347	231711983	231711347	231711419	231711886	231711983
883	"PTMA"	"PTMA"	chr2	+	231711347	231711983	231711347	231711419	231711889	231711983
889	"PCIF1"	"PCIF1"	chr20	+	45947262	45948023	45947262	45947438	45947523	45948023
890	"HSPA4"	"HSPA4"	chr5	+	133101758	133101878	133101758	133101809	133101810	133101878
902	"NXPE3"	"NXPE3"	chr3	+	101816794	101817001	101816794	101816904	101816905	101817001
915	"RIOK1"	"RIOK1"	chr6	+	7402602	7402897	7402602	7402715	7402816	7402897
948	"ZC3H14"	"ZC3H14"	chr14	+	88609266	88609803	88609266	88609403	88609678	88609803
949	"ZC3H14"	"ZC3H14"	chr14	+	88609266	88609803	88609266	88609403	88609711	88609803
950	"ZC3H14"	"ZC3H14"	chr14	+	88609266	88609803	88609266	88609403	88609714	88609803
951	"ZC3H14"	"ZC3H14"	chr14	+	88609266	88609803	88609266	88609403	88609726	88609803
956	"URM1"	"URM1"	chr9	+	128389260	128392016	128389260	128389309	128389665	128392016
957	"NOP16"	"NOP16"	chr5	-	176388234	176388598	176388234	176388343	176388432	176388598
967	"CUL9"	"CUL9"	chr6	+	43196068	43196862	43196068	43196265	43196644	43196862
977	"HSDL1"	"HSDL1"	chr16	-	84129985	84130431	84129985	84130171	84130336	84130431
990	"ISYNA1"	"ISYNA1"	chr19	-	18436329	18437105	18436329	18436479	18436972	18437105
1009	"CRTC2"	"CRTC2"	chr1	-	153954872	153955166	153954872	153954989	153955064	153955166
1024	"HARS2"	"HARS2"	chr5	+	140693490	140693665	140693490	140693508	140693590	140693665
1025	"TDRKH"	"TDRKH"	chr1	-	151774412	151774504	151774412	151774451	151774454	151774504
1030	"TGFBI"	"TGFBI"	chr5	+	136046334	136047015	136046334	136046495	136046850	136047015
1031	"TGFBI"	"TGFBI"	chr5	+	136046334	136047015	136046334	136046556	136046850	136047015
1044	"STK25"	"STK25"	chr2	-	241508005	241508362	241508005	241508135	241508317	241508362
1071	"SNRPE"	"SNRPE"	chr1	+	203861602	203862222	203861602	203861743	203862181	203862222
1088	"FKTN"	"FKTN"	chr9	+	105635050	105641118	105635050	105635148	105640100	105641118
1114	"ZSWIM8"	"ZSWIM8"	chr10	+	73791858	73792852	73791858	73792490	73792589	73792852
1119	"HNRNPLL"	"HNRNPLL"	chr2	-	38602437	38603036	38602437	38602600	38602856	38603036
1120	"ARL16"	"ARL16"	chr17	-	81682033	81682675	81682033	81682149	81682442	81682675
1121	"ARL16"	"ARL16"	chr17	-	81682033	81682675	81682033	81682149	81682490	81682675
1126	"ENOSF1"	"ENOSF1"	chr18	-	690548	691276	690548	690631	691203	691276
1132	"ABCD4"	"ABCD4"	chr14	-	74292747	74293248	74292747	74292869	74293153	74293248
1135	"CLK1"	"CLK1"	chr2	-	200856890	200857884	200856890	200856985	200857717	200857884
1136	"CLK1"	"CLK1"	chr2	-	200859679	200861466	200859679	200859746	200861237	200861466
1137	"CLK1"	"CLK1"	chr2	-	200859679	200861466	200859679	200859747	200861237	200861466
1145	"CABIN1"	"CABIN1"	chr22	+	24168446	24168521	24168446	24168500	24168501	24168521
1147	"SLC52A3"	"SLC52A3"	chr20	-	760079	761824	760079	761238	761700	761824
1173	"PHB2"	"PHB2"	chr12	-	6967675	6968021	6967675	6967779	6967891	6968021
1183	"DSN1"	"DSN1"	chr20	-	36770872	36771193	36770872	36770974	36771114	36771193
1184	"DSN1"	"DSN1"	chr20	-	36770872	36771473	36770872	36770977	36771424	36771473
1185	"DSN1"	"DSN1"	chr20	-	36770872	36771473	36770872	36771024	36771424	36771473
1186	"DSN1"	"DSN1"	chr20	-	36770872	36771473	36770872	36771193	36771424	36771473
1187	"ZC3H18"	"ZC3H18"	chr16	+	88622196	88623344	88622196	88622388	88623218	88623344
1190	"CDCA3"	"CDCA3"	chr12	-	6849322	6849858	6849322	6849413	6849564	6849858
1191	"CDCA3"	"CDCA3"	chr12	-	6849322	6849858	6849322	6849429	6849564	6849858
1198	"SGK494"	"SGK494"	chr17	-	28611392	28611656	28611392	28611481	28611566	28611656
1203	"LPCAT4"	"LPCAT4"	chr15	-	34364193	34364306	34364193	34364224	34364225	34364306
1212	"ABCC3"	"ABCC3"	chr17	+	50677743	50678219	50677743	50677943	50678092	50678219
1213	"CREB3"	"CREB3"	chr9	+	35732995	35733282	35732995	35733163	35733165	35733282
1214	"CREB3"	"CREB3"	chr9	+	35732995	35733282	35732995	35733143	35733214	35733282
1221	"BABAM1"	"BABAM1"	chr19	+	17268793	17269091	17268793	17268938	17269041	17269091
1224	"TBRG4"	"TBRG4"	chr7	-	45108826	45109287	45108826	45109083	45109222	45109287
1227	"EFTUD2"	"EFTUD2"	chr17	-	44859904	44860543	44859904	44860045	44860431	44860543
1232	"SYNE4"	"SYNE4"	chr19	-	36005332	36006671	36005332	36005437	36006422	36006671
1233	"SYNE4"	"SYNE4"	chr19	-	36005332	36006671	36005332	36005437	36006601	36006671
1243	"EGLN2"	"EGLN2"	chr19	+	40807808	40808432	40807808	40807913	40808160	40808432
1260	"RP11-864I4.1"	"RP11-864I4.1"	chr11	-	62572583	62574908	62572583	62572742	62574676	62574908
1266	"ILK"	"ILK"	chr11	+	6608883	6609408	6608883	6608967	6609298	6609408
1283	"CIRBP"	"CIRBP"	chr19	+	1270927	1271467	1270927	1271036	1271139	1271467
1285	"CIRBP"	"CIRBP"	chr19	+	1270927	1271467	1270927	1271036	1271328	1271467
1305	"HERPUD1"	"HERPUD1"	chr16	+	56939894	56940245	56939894	56940088	56940176	56940245
1307	"HSPBP1"	"HSPBP1"	chr19	-	55279398	55279856	55279398	55279702	55279806	55279856
1320	"PTPN9"	"PTPN9"	chr15	-	75578713	75579289	75578713	75578752	75578827	75579289
1338	"PDLIM2"	"PDLIM2"	chr8	+	22585016	22585162	22585016	22585088	22585089	22585162
1345	"GAPVD1"	"GAPVD1"	chr9	+	125331925	125332060	125331925	125331972	125331973	125332060
1381	"NAGS"	"NAGS"	chr17	+	44006528	44007494	44006528	44006709	44007322	44007494
1391	"NDUFS7"	"NDUFS7"	chr19	+	1388524	1388938	1388524	1388593	1388742	1388938
1392	"NDUFS7"	"NDUFS7"	chr19	+	1388524	1388938	1388524	1388593	1388832	1388938
1393	"NDUFS7"	"NDUFS7"	chr19	+	1388832	1391050	1388832	1388938	1390870	1391050
1394	"NDUFS7"	"NDUFS7"	chr19	+	1390870	1391165	1390870	1391050	1391118	1391165
1401	"WWC1"	"WWC1"	chr5	+	168467839	168467888	168467839	168467878	168467879	168467888
1402	"LCN2"	"LCN2"	chr9	+	128153099	128153453	128153099	128153126	128153310	128153453
1403	"TAPBPL"	"TAPBPL"	chr12	+	6457405	6457744	6457405	6457543	6457668	6457744
1409	"SLC13A2"	"SLC13A2"	chr17	+	28493570	28494105	28493570	28493789	28494016	28494105
1416	"MAN2B1"	"MAN2B1"	chr19	-	12655693	12656687	12655693	12655862	12656570	12656687
1417	"MAN2B1"	"MAN2B1"	chr19	-	12655693	12656687	12655693	12655879	12656570	12656687
1442	"JMJD7-PLA2G4B"	"JMJD7-PLA2G4B"	chr15	+	41845202	41845775	41845202	41845320	41845637	41845775
1443	"JMJD7-PLA2G4B"	"JMJD7-PLA2G4B"	chr15	+	41845942	41846382	41845942	41846047	41846202	41846382
1444	"AL136419.6"	"AL136419.6"	chr14	-	24215551	24215797	24215551	24215662	24215736	24215797
1451	"PLXNB2"	"PLXNB2"	chr22	-	50278854	50279011	50278854	50278881	50278882	50279011
1464	"MSH2"	"MSH2"	chr2	+	47416295	47416429	47416295	47416370	47416372	47416429
1465	"MSH2"	"MSH2"	chr2	+	47429741	47429941	47429741	47429802	47429803	47429941
1466	"MSH2"	"MSH2"	chr2	+	47463030	47463154	47463030	47463090	47463092	47463154
1470	"ZMYM5"	"ZMYM5"	chr13	-	19851354	19852190	19851354	19851448	19851688	19852190
1477	"GCDH"	"GCDH"	chr19	+	12891159	12891395	12891159	12891202	12891270	12891395
1478	"GCDH"	"GCDH"	chr19	+	12891486	12891974	12891486	12891522	12891830	12891974
1479	"GCDH"	"GCDH"	chr19	+	12891486	12891974	12891486	12891660	12891830	12891974
1480	"GCDH"	"GCDH"	chr19	+	12897302	12897863	12897302	12897428	12897702	12897863
1482	"ARHGAP26"	"ARHGAP26"	chr5	+	143207197	143207473	143207197	143207308	143207443	143207473
1486	"CIZ1"	"CIZ1"	chr9	-	128178708	128179415	128178708	128178904	128178988	128179415
1487	"CIZ1"	"CIZ1"	chr9	-	128178708	128179415	128178708	128178904	128179072	128179415
1488	"CIZ1"	"CIZ1"	chr9	-	128178708	128179415	128178708	128178904	128179243	128179415
1495	"CYBA"	"CYBA"	chr16	-	88646115	88646838	88646115	88646197	88646754	88646838
1506	"ZNF213-AS1"	"ZNF213-AS1"	chr16	-	3129247	3129653	3129247	3129310	3129460	3129653
1529	"LGI4"	"LGI4"	chr19	-	35126269	35127017	35126269	35126775	35126852	35127017
1536	"IDH3B"	"IDH3B"	chr20	-	2658394	2658837	2658394	2658522	2658637	2658837
1537	"IDH3B"	"IDH3B"	chr20	-	2658394	2658837	2658394	2658522	2658758	2658837
1540	"IDH3B"	"IDH3B"	chr20	-	2660456	2660829	2660456	2660590	2660696	2660829
1546	"NR2C1"	"NR2C1"	chr12	-	95057730	95058489	95057730	95057878	95058309	95058489
1561	"OGT"	"OGT"	chrX	+	71544566	71548023	71544566	71544635	71547906	71548023
1586	"MAF1"	"MAF1"	chr8	+	144106342	144106674	144106342	144106464	144106554	144106674
1588	"PYCR1"	"PYCR1"	chr17	-	81936747	81937257	81936747	81936861	81937227	81937257
1597	"IFI30"	"IFI30"	chr19	+	18177139	18177764	18177139	18177292	18177710	18177764
1600	"PIGO"	"PIGO"	chr9	-	35091239	35092767	35091239	35091291	35092542	35092767
1605	"SLC7A6"	"SLC7A6"	chr16	+	68274690	68275249	68274690	68274876	68275126	68275249
1610	"NAGK"	"NAGK"	chr2	+	71072640	71073594	71072640	71072751	71072825	71073594
1611	"NAGK"	"NAGK"	chr2	+	71072640	71073594	71072640	71072751	71073481	71073594
1612	"NAGK"	"NAGK"	chr2	+	71075554	71076701	71075554	71075610	71076603	71076701
1613	"NAGK"	"NAGK"	chr2	+	71075554	71076701	71075554	71075642	71076603	71076701
1616	"DHX38"	"DHX38"	chr16	+	72098926	72099280	72098926	72099045	72099203	72099280
1617	"COG4"	"COG4"	chr16	-	70508405	70509388	70508405	70508464	70509230	70509388
1625	"WDR90"	"WDR90"	chr16	+	653745	655147	653745	653803	655028	655147
1640	"PRMT2"	"PRMT2"	chr21	+	46648457	46648619	46648457	46648538	46648539	46648619
1641	"PRMT2"	"PRMT2"	chr21	+	46658744	46659430	46658744	46658798	46658799	46659430
1644	"P4HTM"	"P4HTM"	chr3	+	49004860	49005867	49004860	49005170	49005717	49005867
1645	"P4HTM"	"P4HTM"	chr3	+	49004860	49005867	49004860	49005046	49005776	49005867
1669	"CCDC90B"	"CCDC90B"	chr11	-	83273792	83273992	83273792	83273864	83273950	83273992
1694	"DKC1"	"DKC1"	chrX	+	154774601	154775273	154774601	154774705	154775194	154775273
1699	"WBP1"	"WBP1"	chr2	+	74459437	74459745	74459437	74459552	74459642	74459745
1700	"WBP1"	"WBP1"	chr2	+	74459437	74459745	74459437	74459562	74459642	74459745
1701	"MORF4L1"	"MORF4L1"	chr15	+	78890988	78891572	78890988	78891014	78891483	78891572
1706	"NT5C"	"NT5C"	chr17	-	75130964	75131281	75130964	75131081	75131180	75131281
1707	"NT5C"	"NT5C"	chr17	-	75130964	75131281	75130964	75131105	75131180	75131281
1727	"LRCH4"	"LRCH4"	chr7	-	100576693	100577005	100576693	100576777	100576901	100577005
1742	"MAP7D1"	"MAP7D1"	chr1	+	36176198	36176581	36176198	36176321	36176417	36176581
1746	"LARP1B"	"LARP1B"	chr4	+	128107138	128108901	128107138	128107313	128107882	128108901
1753	"CALM3"	"CALM3"	chr19	+	46608481	46608981	46608481	46608588	46608845	46608981
1757	"DHRS4L2"	"DHRS4L2"	chr14	+	24001383	24001517	24001383	24001482	24001484	24001517
1758	"DHRS4L2"	"DHRS4L2"	chr14	+	24001383	24001517	24001383	24001482	24001487	24001517
1761	"METTL3"	"METTL3"	chr14	-	21503172	21503577	21503172	21503291	21503505	21503577
1768	"DNAJC2"	"DNAJC2"	chr7	-	103322510	103322794	103322510	103322632	103322702	103322794
1782	"FAM3A"	"FAM3A"	chrX	-	154515759	154516242	154515759	154515812	154515909	154516242
1783	"TSPAN4"	"TSPAN4"	chr11	+	864436	865825	864436	864511	865693	865825
1811	"DDX41"	"DDX41"	chr5	-	177515928	177516193	177515928	177515989	177516118	177516193
1814	"PISD"	"PISD"	chr22	-	31620995	31621472	31620995	31621142	31621333	31621472
1821	"ADCY6"	"ADCY6"	chr12	-	48773468	48774098	48773468	48773647	48773939	48774098
1828	"EXOSC8"	"EXOSC8"	chr13	+	37002933	37004561	37002933	37003007	37004476	37004561
1829	"EXOSC8"	"EXOSC8"	chr13	+	37002933	37004561	37002933	37003007	37004515	37004561
1831	"SLC50A1"	"SLC50A1"	chr1	+	155138179	155138853	155138179	155138509	155138759	155138853
1841	"ATRX"	"ATRX"	chrX	-	77681519	77684593	77681519	77683451	77683538	77684593
1850	"NKTR"	"NKTR"	chr3	+	42620015	42621516	42620015	42620043	42621428	42621516
1852	"NAT9"	"NAT9"	chr17	-	74771959	74772277	74771959	74771977	74772217	74772277
1853	"NAT9"	"NAT9"	chr17	-	74771959	74772277	74771959	74772039	74772217	74772277
1854	"NAT9"	"NAT9"	chr17	-	74771959	74772277	74771959	74772054	74772217	74772277
1855	"PILRB"	"PILRB"	chr7	+	100352563	100352914	100352563	100352667	100352760	100352914
1858	"PACS2"	"PACS2"	chr14	+	105383358	105384463	105383358	105383513	105384352	105384463
1879	"C15orf52"	"C15orf52"	chr15	-	40338747	40339619	40338747	40338903	40339511	40339619
1885	"RPRD1A"	"RPRD1A"	chr18	-	35989823	35993300	35989823	35990595	35993101	35993300
1903	"PAQR6"	"PAQR6"	chr1	-	156245781	156246250	156245781	156245987	156246122	156246250
