"ID"	"GeneID"	"geneSymbol"	"chr"	"strand"	"X1stExonStart_0base"	"X1stExonEnd"	"X2ndExonStart_0base"	"X2ndExonEnd"	"upstreamES"	"upstreamEE"	"downstreamES"	"downstreamEE"	"ID.1"	"IJC_SAMPLE_1"	"SJC_SAMPLE_1"	"IJC_SAMPLE_2"	"SJC_SAMPLE_2"	"IncFormLen"	"SkipFormLen"	"PValue"	"FDR"	"IncLevel1"	"IncLevel2"	"IncLevelDifference"
5308	"KIAA1191"	"KIAA1191"	chr5	-	176350612	176350737	176355570	176355749	176348249	176348356	176359810	176359918	5308	30,25,14	243,298,169	95,58,102	325,215,401	198	198	6.89363011119e-11	3.65471242684e-08	0.11,0.077,0.077	0.226,0.212,0.203	-0.126
10527	"DPM1"	"DPM1"	chr20	-	50942030	50942126	50945736	50945762	50941128	50941209	50945846	50945923	10527	67,72,45	25,26,16	62,41,51	82,47,61	124	194	1.38934419525e-10	6.99743203938e-08	0.807,0.812,0.815	0.542,0.577,0.567	0.249
5320	"KIAA1191"	"KIAA1191"	chr5	-	176355570	176355749	176359480	176359567	176348249	176348356	176359810	176359918	5320	144,145,86	30,25,14	191,120,175	95,58,102	185	198	2.06787587054e-10	9.91891125902e-08	0.837,0.861,0.868	0.683,0.689,0.647	0.182
11323	"CD44"	"CD44"	chr11	+	35208104	35208206	35211245	35211449	35189834	35190065	35214851	35214914	11323	250,319,196	544,639,367	124,87,117	484,335,516	198	198	2.89186119495e-10	1.32407808258e-07	0.315,0.333,0.348	0.204,0.206,0.185	0.134
2568	"CIZ1"	"CIZ1"	chr9	-	128185546	128185776	128187862	128187934	128180720	128180799	128190328	128190444	2568	79,109,47	10,18,12	128,78,165	93,39,87	170	198	3.84520082441e-10	1.62542959907e-07	0.902,0.876,0.82	0.616,0.7,0.688	0.198
6908	"TRA2A"	"TRA2A"	chr7	-	23516362	23516528	23521706	23522432	23512893	23513082	23531788	23531981	6908	16,20,9	124,161,91	82,52,81	233,127,225	198	198	3.87275989056e-10	1.62542959907e-07	0.114,0.11,0.09	0.26,0.291,0.265	-0.167
10468	"SARNP"	"SARNP"	chr12	-	55796024	55796076	55800561	55800629	55794806	55794880	55803628	55803728	10468	6,5,2	62,86,50	35,17,23	89,32,79	166	150	6.34500452179e-10	2.55652922192e-07	0.08,0.05,0.035	0.262,0.324,0.208	-0.21
10068	"ZZZ3"	"ZZZ3"	chr1	-	77584766	77584829	77631849	77633405	77584516	77584655	77641383	77641446	10068	70,58,46	2,2,2	18,20,29	9,5,14	198	161	8.16141043636e-10	3.16191874329e-07	0.966,0.959,0.949	0.619,0.765,0.627	0.288
9348	"SHMT2"	"SHMT2"	chr12	+	57230802	57231000	57231480	57231560	57230085	57230244	57231712	57231913	9348	140,201,116	342,419,255	439,204,418	512,253,455	198	178	1.19781018437e-09	4.4687192545e-07	0.269,0.301,0.29	0.435,0.42,0.452	-0.149
9359	"EPB41L1"	"EPB41L1"	chr20	+	36122678	36122747	36125422	36125527	36121721	36121816	36173763	36173954	9359	0,7,1	4,5,4	2,1,1	0,0,0	167	198	1.29061161758e-09	4.64297529424e-07	0.0,0.624,0.229	1.0,1.0,1.0	-0.716
847	"UFD1L"	"UFD1L"	chr22	-	19471686	19471808	19475067	19475100	19467872	19468003	19475495	19475602	847	7,8,6	236,255,143	45,20,58	372,206,396	131	198	1.74662484476e-09	6.06681105561e-07	0.043,0.045,0.06	0.155,0.128,0.181	-0.105
8291	"UPF3A"	"UPF3A"	chr13	+	114286518	114286629	114291633	114291792	114281952	114282127	114298839	114299000	8291	7,6,2	207,230,123	26,23,35	261,165,302	198	198	4.70552297127e-09	1.57995776299e-06	0.033,0.025,0.016	0.091,0.122,0.104	-0.081
532	"FYN"	"FYN"	chr6	-	111699514	111699670	111700103	111700268	111696276	111696456	111702884	111703034	532	54,46,32	10,17,10	64,33,39	57,39,56	198	198	6.20364781767e-09	2.0157853054e-06	0.844,0.73,0.762	0.529,0.458,0.411	0.313
5317	"KIAA1191"	"KIAA1191"	chr5	-	176352621	176352748	176355570	176355749	176350612	176350737	176359810	176359918	5317	30,25,14	362,412,179	93,58,101	538,312,558	198	198	6.65742649897e-09	2.09563303513e-06	0.077,0.057,0.073	0.147,0.157,0.153	-0.083
1617	"NDUFS2"	"NDUFS2"	chr1	+	161206406	161206597	161209192	161209313	161202045	161202480	161209482	161209516	1617	2,4,4	205,253,124	11,10,25	188,98,188	198	198	1.26822242708e-08	3.87115288121e-06	0.01,0.016,0.031	0.055,0.093,0.117	-0.069
7227	"CCNY"	"CCNY"	chr10	+	35483403	35483478	35501500	35501535	35394815	35394878	35516522	35516623	7227	0,0,0	54,54,19	9,3,16	72,25,79	173	133	1.57615511753e-08	4.6695913232e-06	0.0,0.0,0.0	0.088,0.084,0.135	-0.102
5316	"KIAA1191"	"KIAA1191"	chr5	-	176352621	176352748	176355570	176355749	176350612	176350737	176359480	176359567	5316	179,177,104	360,412,180	142,67,147	527,312,542	198	198	2.0814069579e-08	5.99028922484e-06	0.332,0.301,0.366	0.212,0.177,0.213	0.132
7501	"ST6GALNAC5"	"ST6GALNAC5"	chr1	+	77044203	77044613	77050257	77050365	76868496	76868742	77062974	77065711	7501	5,0,0	28,44,28	9,11,19	25,7,30	198	198	2.25192919867e-08	6.30102300506e-06	0.152,0.0,0.0	0.265,0.611,0.388	-0.371
7500	"ST6GALNAC5"	"ST6GALNAC5"	chr1	+	77044203	77044613	77050261	77050365	76868496	76868742	77062974	77064058	7500	5,0,0	28,46,28	9,11,19	25,6,30	198	198	3.09306731339e-08	8.42066676967e-06	0.152,0.0,0.0	0.265,0.647,0.388	-0.383
2567	"CIZ1"	"CIZ1"	chr9	-	128180720	128180799	128185546	128185776	128180414	128180523	128190328	128190444	2567	8,9,7	118,123,80	46,27,52	182,112,204	198	177	3.39900623203e-08	8.77902301929e-06	0.057,0.061,0.073	0.184,0.177,0.186	-0.119
5530	"FTH1"	"FTH1"	chr11	-	61964986	61965112	61965368	61965577	61964565	61964891	61967311	61967633	5530	114,138,86	6492,7657,4508	331,170,297	9270,5219,10168	198	198	3.39555819018e-08	8.77902301929e-06	0.017,0.018,0.019	0.034,0.032,0.028	-0.013
897	"ZCCHC17"	"ZCCHC17"	chr1	+	31338956	31339048	31346639	31346740	31319108	31319166	31364031	31364953	897	0,0,0	9,2,1	3,1,6	3,4,5	190	198	5.4889941481e-08	1.38226595135e-05	0.0,0.0,0.0	0.51,0.207,0.556	-0.424
7233	"CCNY"	"CCNY"	chr10	+	35516522	35516623	35525963	35525999	35483403	35483478	35529972	35530030	7233	3,1,1	48,59,42	26,5,27	103,64,91	198	134	7.29335063454e-08	1.79185173029e-05	0.041,0.011,0.016	0.146,0.05,0.167	-0.098
3224	"NFASC"	"NFASC"	chr1	+	205001169	205001286	205002595	205002748	204988632	204988806	205009556	205009688	3224	8,4,3	10,5,12	0,0,0	11,1,3	198	198	8.2640351895e-08	1.98199110628e-05	0.444,0.444,0.2	0.0,0.0,0.0	0.363
5113	"KIN"	"KIN"	chr10	-	7780263	7780307	7783080	7783175	7780055	7780178	7787819	7787981	5113	37,29,32	26,21,23	43,32,29	94,64,68	193	142	1.05467470313e-07	2.47063681038e-05	0.511,0.504,0.506	0.252,0.269,0.239	0.254
11199	"SUB1"	"SUB1"	chr5	+	32536637	32536695	32591562	32591685	32531848	32531916	32598960	32599069	11199	9,5,7	639,761,430	19,8,30	550,276,490	156	198	1.23501744831e-07	2.82734789928e-05	0.018,0.008,0.02	0.042,0.035,0.072	-0.034
9205	"ZNF562"	"ZNF562"	chr19	-	9658008	9658135	9659378	9659467	9653707	9653881	9660719	9660874	9205	11,16,11	0,0,0	4,4,4	3,1,5	187	198	1.39664654397e-07	3.1263156972e-05	1.0,1.0,1.0	0.585,0.809,0.459	0.382
2684	"PNPO"	"PNPO"	chr17	+	47943305	47943430	47944615	47944715	47941570	47942051	47945558	47945612	2684	0,0,0	19,16,17	7,3,5	15,14,24	198	198	1.58905841263e-07	3.47969247618e-05	0.0,0.0,0.0	0.318,0.176,0.172	-0.222
6730	"HAT1"	"HAT1"	chr2	+	171925536	171925641	171946707	171946783	171922461	171922507	171965337	171965517	6730	66,103,37	0,0,0	99,50,89	14,5,3	198	174	1.6796755864e-07	3.59986642166e-05	1.0,1.0,1.0	0.861,0.898,0.963	0.093
11281	"FAM192A"	"FAM192A"	chr16	-	57175538	57175700	57178709	57178852	57173772	57173869	57185820	57186039	11281	3,6,1	5,4,0	0,0,0	1,5,4	198	198	2.05120267438e-07	4.30453427896e-05	0.375,0.6,1.0	0.0,0.0,0.0	0.658
6824	"PKD1L2"	"PKD1L2"	chr16	-	81175604	81175750	81177806	81177983	81174719	81174914	81179644	81179786	6824	6,3,2	1,3,2	1,0,0	6,2,5	198	198	2.41135630796e-07	4.95705961022e-05	0.857,0.5,0.5	0.143,0.0,0.0	0.571
7234	"CCNY"	"CCNY"	chr10	+	35516522	35516623	35529972	35530030	35483403	35483478	35530123	35530243	7234	0,0,0	41,59,27	10,2,17	92,58,87	198	156	2.63402025968e-07	5.30649721515e-05	0.0,0.0,0.0	0.079,0.026,0.133	-0.079
10497	"RP11-274B21.14"	"RP11-274B21.14"	chr7	+	128578889	128578933	128579998	128580094	128574750	128574791	128591849	128592017	10497	0,0,0	6,14,9	8,3,5	24,9,26	142	194	2.78302119794e-07	5.39103317824e-05	0.0,0.0,0.0	0.313,0.313,0.208	-0.278
10828	"PPP1R2"	"PPP1R2"	chr3	-	195524818	195524896	195529793	195529901	195519017	195519185	195542903	195543386	10828	147,115,63	5,6,0	141,118,198	27,14,24	198	176	2.76186362891e-07	5.39103317824e-05	0.963,0.945,1.0	0.823,0.882,0.88	0.108
1549	"PYROXD1"	"PYROXD1"	chr12	+	21445346	21445466	21449562	21449691	21440367	21440448	21455131	21455292	1549	14,32,14	0,0,3	37,27,24	20,7,13	198	198	2.96725658711e-07	5.63946709471e-05	1.0,1.0,0.824	0.649,0.794,0.649	0.244
463	"MYL6"	"MYL6"	chr12	+	56159586	56159622	56159622	56159730	56158683	56158711	56159974	56160148	463	214,222,128	1488,1786,1188	257,157,316	1357,839,1229	134	198	3.66143006358e-07	6.82992315379e-05	0.175,0.155,0.137	0.219,0.217,0.275	-0.081
269	"TPD52L1"	"TPD52L1"	chr6	+	125229117	125229266	125248281	125248383	125219844	125220193	125262833	125263148	269	1253,1473,783	637,614,428	702,424,697	524,298,625	198	198	4.08356858106e-07	7.44052492221e-05	0.663,0.706,0.647	0.573,0.587,0.527	0.11
7393	"PLSCR1"	"PLSCR1"	chr3	-	146521832	146522053	146525604	146525647	146521543	146521705	146533469	146533550	7393	20,19,5	278,298,193	31,25,36	269,119,200	141	198	4.13649752451e-07	7.44052492221e-05	0.092,0.082,0.035	0.139,0.228,0.202	-0.12
9453	"HAUS4"	"HAUS4"	chr14	-	22947867	22948013	22950313	22950410	22947600	22947731	22955099	22955176	9453	5,13,4	126,127,85	18,9,28	74,58,87	195	198	4.86643986886e-07	8.59993838579e-05	0.039,0.094,0.046	0.198,0.136,0.246	-0.134
3116	"UBE2J2"	"UBE2J2"	chr1	-	1264782	1264830	1266097	1266290	1263345	1263386	1267732	1267992	3116	8,16,5	1,0,0	14,8,12	5,5,6	198	146	5.27375526027e-07	9.15905805805e-05	0.855,1.0,1.0	0.674,0.541,0.596	0.348
5469	"EIF3H"	"EIF3H"	chr8	-	116655855	116656005	116726015	116726172	116646470	116646603	116755665	116755797	5469	614,703,357	4,2,1	402,276,438	21,6,11	198	198	5.85705726919e-07	9.99968438518e-05	0.994,0.997,0.997	0.95,0.979,0.976	0.028
7392	"PLSCR1"	"PLSCR1"	chr3	-	146521832	146521981	146525604	146525647	146521543	146521705	146533469	146533550	7392	20,19,5	278,298,193	31,25,36	277,117,200	141	198	5.99252924616e-07	0.000100604578494	0.092,0.082,0.035	0.136,0.231,0.202	-0.12
3305	"YAF2"	"YAF2"	chr12	-	42199135	42199235	42210547	42210619	42161612	42161765	42237598	42237724	3305	0,0,1	2,2,4	1,4,1	1,0,2	170	198	6.41784820732e-07	0.000105978663922	0.0,0.0,0.226	0.538,1.0,0.368	-0.56
3257	"TUBE1"	"TUBE1"	chr6	-	112086555	112086608	112087232	112087306	112081091	112081207	112087409	112087479	3257	135,139,102	16,16,3	307,163,345	77,38,83	172	151	7.45342687791e-07	0.000121094143454	0.881,0.884,0.968	0.778,0.79,0.785	0.127
7391	"PLSCR1"	"PLSCR1"	chr3	-	146521543	146522053	146525604	146525647	146517005	146517167	146533469	146533550	7391	17,10,2	250,289,128	23,25,26	232,133,200	141	198	8.53577610593e-07	0.000136477575738	0.087,0.046,0.021	0.122,0.209,0.154	-0.11
3181	"UBE2E1"	"UBE2E1"	chr3	+	23811459	23811510	23887566	23887699	23807236	23807421	23890508	23891316	3181	135,143,87	13,13,2	148,67,132	2,0,0	149	198	9.23350324089e-07	0.000145326684602	0.932,0.936,0.983	0.99,1.0,1.0	-0.046
11315	"CD44"	"CD44"	chr11	+	35198120	35198246	35204511	35204640	35189834	35190065	35206111	35206243	11315	179,185,111	461,587,281	390,243,401	676,351,706	198	198	9.82529350768e-07	0.000152261817697	0.28,0.24,0.283	0.366,0.409,0.362	-0.111
9807	"MIR4435-2HG"	"MIR4435-2HG"	chr2	-	111233627	111233739	111248147	111248241	111207775	111208661	111344060	111344237	9807	18,21,12	1,3,1	65,46,76	44,23,35	192	198	1.13314151484e-06	0.0001729414315	0.949,0.878,0.925	0.604,0.673,0.691	0.261
654	"UBE2Q2"	"UBE2Q2"	chr15	+	75883365	75883424	75896994	75897061	75873427	75873568	75899426	75901044	654	0,0,0	14,10,4	4,1,5	10,7,11	157	165	1.21956477273e-06	0.000183353372473	0.0,0.0,0.0	0.296,0.131,0.323	-0.25
3297	"DAZAP1"	"DAZAP1"	chr19	+	1428841	1428995	1429966	1429996	1422347	1422396	1430221	1430362	3297	17,30,14	31,27,20	108,45,96	39,21,40	198	128	1.34527896645e-06	0.000199279338663	0.262,0.418,0.312	0.642,0.581,0.608	-0.28
9043	"YY1AP1"	"YY1AP1"	chr1	-	155668626	155668717	155670319	155670464	155661306	155661423	155675009	155675096	9043	1,3,0	117,68,27	30,4,19	202,100,209	198	189	1.39668555243e-06	0.000200983050995	0.008,0.04,0.0	0.124,0.037,0.08	-0.064
9421	"TRAIP"	"TRAIP"	chr3	-	49840283	49840373	49843800	49843928	49839771	49839860	49844540	49844580	9421	19,28,24	10,16,6	28,15,13	38,32,44	198	188	1.38158812113e-06	0.000200983050995	0.643,0.624,0.792	0.412,0.308,0.219	0.373
9964	"POLR2G"	"POLR2G"	chr11	+	62762541	62762866	62762866	62763026	62761794	62761904	62765181	62765232	9964	44,38,28	613,815,401	106,66,122	961,570,956	198	198	1.42668877201e-06	0.000202408957753	0.067,0.045,0.065	0.099,0.104,0.113	-0.046
7923	"TMX2"	"TMX2"	chr11	+	57737835	57738026	57738663	57738770	57737607	57737668	57739130	57739260	7923	34,34,16	0,3,0	58,24,47	10,7,14	198	198	1.48371153508e-06	0.000207575365179	1.0,0.919,1.0	0.853,0.774,0.77	0.174
2162	"N4BP2L2"	"N4BP2L2"	chr13	-	32537005	32537027	32538617	32538684	32527457	32527532	32538777	32538885	2162	4,5,1	0,0,1	1,3,5	2,4,10	165	120	1.63778365192e-06	0.000225991708572	1.0,1.0,0.421	0.267,0.353,0.267	0.511
9045	"YY1AP1"	"YY1AP1"	chr1	-	155668626	155668777	155670319	155670464	155661306	155661423	155675009	155675096	9045	1,3,0	125,77,29	30,4,19	219,114,244	198	198	2.11656424909e-06	0.000288110157852	0.008,0.037,0.0	0.12,0.034,0.072	-0.06
1647	"USP53"	"USP53"	chr4	+	119235289	119235411	119239217	119239903	119217549	119217673	119245336	119245429	1647	22,25,17	85,90,56	4,7,5	87,55,64	198	198	2.21981060111e-06	0.000298135362466	0.206,0.217,0.233	0.044,0.113,0.072	0.142
1367	"CTD-3074O7.11"	"CTD-3074O7.11"	chr11	+	66514405	66514678	66515539	66515586	66511012	66511089	66515692	66515731	1367	0,1,0	15,16,9	5,4,5	9,10,19	198	145	2.54963174828e-06	0.00032757979012	0.0,0.044,0.0	0.289,0.227,0.162	-0.211
5656	"ACP2"	"ACP2"	chr11	-	47244734	47244867	47245304	47245427	47243238	47243321	47245681	47245834	5656	1,3,0	92,84,36	15,9,10	94,60,164	198	198	2.56415674582e-06	0.00032757979012	0.011,0.034,0.0	0.138,0.13,0.057	-0.093
7235	"CCNY"	"CCNY"	chr10	+	35516522	35516623	35530123	35530243	35483403	35483478	35553018	35553183	7235	2,0,0	73,112,69	10,2,16	137,90,146	198	198	2.56912572416e-06	0.00032757979012	0.027,0.0,0.0	0.068,0.022,0.099	-0.054
7802	"CADPS2"	"CADPS2"	chr7	-	122360929	122361013	122379367	122379442	122345573	122345681	122386294	122386309	7802	7,12,4	0,0,0	10,5,7	0,4,9	173	182	2.55936799698e-06	0.00032757979012	1.0,1.0,1.0	1.0,0.568,0.45	0.327
10232	"CANT1"	"CANT1"	chr17	-	79005371	79005481	79008062	79008171	79000099	79000270	79009663	79009793	10232	7,4,1	6,1,1	1,2,1	26,9,12	198	198	2.67362371575e-06	0.000336642646109	0.538,0.8,0.5	0.037,0.182,0.077	0.514
3534	"IMMT"	"IMMT"	chr2	-	86161951	86162079	86166507	86166644	86159535	86159671	86170748	86170801	3534	168,221,113	4,1,4	202,89,148	13,14,9	198	198	2.73977656695e-06	0.000340713201962	0.977,0.995,0.966	0.94,0.864,0.943	0.064
459	"MYL6"	"MYL6"	chr12	+	56158683	56158711	56159586	56159730	56158160	56158404	56159974	56160148	459	66,96,46	1482,1783,1164	104,64,116	1334,830,1229	126	198	2.78733444592e-06	0.000342400242363	0.065,0.078,0.058	0.109,0.108,0.129	-0.048
6127	"RPL10A"	"RPL10A"	chr6	+	35468798	35468873	35468946	35469027	35468407	35468439	35469380	35469529	6127	12,23,14	2011,2303,1409	33,17,44	1687,952,1646	173	179	2.83831420789e-06	0.000344461915856	0.006,0.01,0.01	0.02,0.018,0.027	-0.013
11405	"ARIH2"	"ARIH2"	chr3	+	48927461	48927813	48945135	48945181	48918820	48918998	48961611	48961679	11405	76,67,41	5,1,0	104,46,97	23,9,9	198	144	3.35639306304e-06	0.000402487468143	0.917,0.98,1.0	0.767,0.788,0.887	0.152
3950	"PTGES3"	"PTGES3"	chr12	-	56672739	56672809	56672951	56673065	56671748	56671847	56687249	56687997	3950	6,2,14	389,500,225	28,16,21	418,252,395	198	168	3.64880899362e-06	0.000430227575138	0.013,0.003,0.05	0.054,0.051,0.043	-0.027
4701	"FANCM"	"FANCM"	chr14	+	45159095	45159280	45164358	45164565	45155372	45155459	45166949	45167163	4701	1,1,0	17,16,4	5,5,13	27,6,18	198	198	3.67314320082e-06	0.000430227575138	0.056,0.059,0.0	0.156,0.455,0.419	-0.305
5655	"ACP2"	"ACP2"	chr11	-	47244734	47244867	47245304	47245422	47243238	47243321	47245681	47245834	5655	1,3,0	92,84,36	14,9,10	94,60,164	198	198	3.88084731751e-06	0.000449330747463	0.011,0.034,0.0	0.13,0.13,0.057	-0.091
