"ID"	"GeneID"	"geneSymbol"	"chr"	"strand"	"riExonStart_0base"	"riExonEnd"	"upstreamES"	"upstreamEE"	"downstreamES"	"downstreamEE"	"ID.1"	"IJC_SAMPLE_1"	"SJC_SAMPLE_1"	"IJC_SAMPLE_2"	"SJC_SAMPLE_2"	"IncFormLen"	"SkipFormLen"	"PValue"	"FDR"	"IncLevel1"	"IncLevel2"	"IncLevelDifference"
6691	"ZNF232"	"ZNF232"	chr17	-	5108925	5109868	5108925	5109052	5109393	5109868	6691	25,20,15	7,14,4	31,23,30	107,51,92	440	99	1.54270374253e-09	1.15041621943e-07	0.446,0.243,0.458	0.061,0.092,0.068	0.309
4170	"UBXN1"	"UBXN1"	chr11	-	62678689	62679058	62678689	62678743	62678864	62679058	4170	29,25,29	194,263,111	107,43,81	234,117,252	220	99	2.33449970466e-09	1.70605238417e-07	0.063,0.041,0.105	0.171,0.142,0.126	-0.077
1093	"PTK7"	"PTK7"	chr6	+	43142171	43143620	43142171	43142299	43143416	43143620	1093	57,48,33	126,115,74	107,56,101	95,46,99	1216	99	3.93967192203e-09	2.82265905943e-07	0.036,0.033,0.035	0.084,0.09,0.077	-0.049
3531	"RPL10A"	"RPL10A"	chr6	+	35468419	35468873	35468419	35468439	35468798	35468873	3531	153,147,92	1073,1199,666	223,112,225	903,508,775	458	99	5.19897214168e-09	3.65327773187e-07	0.03,0.026,0.029	0.051,0.045,0.059	-0.023
805	"RPL31"	"RPL31"	chr2	+	101002292	101002808	101002292	101002315	101002701	101002808	805	185,188,76	1824,2086,1184	282,166,279	1864,1067,1674	485	99	7.19359483092e-09	4.9595085872e-07	0.02,0.018,0.013	0.03,0.031,0.033	-0.014
2	"EXOC7"	"EXOC7"	chr17	-	76087653	76088562	76087653	76087720	76088463	76088562	2	18,26,16	0,0,0	36,34,55	4,4,6	842	99	1.04963495673e-08	7.10252987387e-07	1.0,1.0,1.0	0.514,0.5,0.519	0.489
2059	"SCHIP1"	"SCHIP1"	chr3	+	159886206	159888943	159886206	159886324	159888819	159888943	2059	178,191,110	5,5,2	150,86,146	0,0,0	2594	99	1.17635686747e-08	7.81528726134e-07	0.576,0.593,0.677	1.0,1.0,1.0	-0.385
2496	"CASC3"	"CASC3"	chr17	+	40163480	40164166	40163480	40163602	40163885	40164166	2496	497,591,336	0,4,0	877,477,814	14,18,15	382	99	1.49237268099e-08	9.73773174346e-07	1.0,0.975,1.0	0.942,0.873,0.934	0.075
5393	"BHLHE40"	"BHLHE40"	chr3	+	4979961	4980408	4979961	4980031	4980300	4980408	5393	20,44,20	127,124,93	14,9,15	175,113,239	368	99	1.56598793932e-08	1.00388068952e-06	0.041,0.087,0.055	0.021,0.021,0.017	0.041
355	"UBL5"	"UBL5"	chr19	+	9828326	9828675	9828326	9828393	9828591	9828675	355	168,194,129	1295,1515,817	353,233,352	1499,842,1572	297	99	1.64415696613e-08	1.03581888866e-06	0.041,0.041,0.05	0.073,0.084,0.069	-0.031
1867	"SNHG1"	"SNHG1"	chr11	-	62854887	62855216	62854887	62854938	62855132	62855216	1867	56,56,36	90,115,75	46,41,55	255,149,268	293	99	1.77781916966e-08	1.10104258406e-06	0.174,0.141,0.14	0.057,0.085,0.065	0.083
3290	"SLC25A3"	"SLC25A3"	chr12	+	98593624	98594135	98593624	98593740	98593974	98594135	3290	101,84,68	785,583,452	203,120,170	689,430,713	333	99	1.87121110828e-08	1.13956756494e-06	0.037,0.041,0.043	0.081,0.077,0.066	-0.034
4069	"DEDD"	"DEDD"	chr1	-	161124137	161124526	161124137	161124210	161124339	161124526	4069	200,205,130	4,9,7	416,211,416	0,0,0	228	99	2.0593597938e-08	1.23359027648e-06	0.956,0.908,0.89	1.0,1.0,1.0	-0.082
596	"C1orf174"	"C1orf174"	chr1	-	3890568	3892996	3890568	3891057	3892882	3892996	596	39,44,36	61,59,36	33,35,40	148,103,140	1924	99	4.0393603129e-08	2.3806165457e-06	0.032,0.037,0.049	0.011,0.017,0.014	0.025
1267	"RP11-864I4.1"	"RP11-864I4.1"	chr11	-	62572583	62574908	62572583	62572742	62574676	62574908	1267	205,258,147	0,0,1	186,116,186	6,2,7	2033	99	4.98280673389e-08	2.85918239247e-06	1.0,1.0,0.877	0.602,0.739,0.564	0.324
4420	"CENPV"	"CENPV"	chr17	-	16348615	16349333	16348615	16348685	16349139	16349333	4420	45,55,19	0,0,0	34,24,41	2,1,8	553	99	5.00787282753e-08	2.85918239247e-06	1.0,1.0,1.0	0.753,0.811,0.478	0.319
3067	"FSCN2"	"FSCN2"	chr17	+	81536145	81536789	81536145	81536267	81536621	81536789	3067	3,4,0	2,2,1	1,3,7	0,0,0	453	99	6.11937774897e-08	3.44003173765e-06	0.247,0.304,0.0	1.0,1.0,1.0	-0.816
4300	"PLSCR1"	"PLSCR1"	chr3	-	146521543	146522053	146521543	146521701	146521832	146522053	4300	61,77,44	0,0,0	63,40,56	13,0,7	230	99	6.64207214784e-08	3.67729267094e-06	1.0,1.0,1.0	0.676,1.0,0.775	0.183
960	"ARHGAP4"	"ARHGAP4"	chrX	-	153910170	153910611	153910170	153910404	153910505	153910611	960	2,3,1	2,3,3	5,3,11	1,0,0	200	99	8.23459956889e-08	4.49092937682e-06	0.331,0.331,0.142	0.712,1.0,1.0	-0.636
1444	"JMJD7-PLA2G4B"	"JMJD7-PLA2G4B"	chr15	+	41834739	41835223	41834739	41834893	41834969	41835223	1444	8,6,5	16,14,9	20,18,24	7,2,7	175	99	1.0590525823e-07	5.60837410975e-06	0.22,0.195,0.239	0.618,0.836,0.66	-0.487
5056	"TJAP1"	"TJAP1"	chr6	+	43503622	43506553	43503622	43503706	43504760	43506553	5056	62,84,39	53,68,30	70,36,66	125,74,143	1153	99	1.0461155342e-07	5.60837410975e-06	0.091,0.096,0.1	0.046,0.04,0.038	0.054
1990	"MICALL2"	"MICALL2"	chr7	-	1440590	1442484	1440590	1440684	1442191	1442484	1990	27,26,13	24,36,16	19,3,16	61,42,66	1606	99	1.0991208621e-07	5.67144475665e-06	0.065,0.043,0.048	0.019,0.004,0.015	0.039
2794	"CAPN10"	"CAPN10"	chr2	+	240595933	240596521	240595933	240596152	240596318	240596521	2794	28,9,7	0,0,0	26,14,18	2,6,3	265	99	1.10200486514e-07	5.67144475665e-06	1.0,1.0,1.0	0.829,0.466,0.692	0.338
820	"HMG20B"	"HMG20B"	chr19	+	3573691	3574586	3573691	3573800	3574382	3574586	820	249,251,160	76,87,49	467,241,433	71,35,69	681	99	1.1509475617e-07	5.76104437048e-06	0.323,0.295,0.322	0.489,0.5,0.477	-0.175
3598	"HNRNPH1"	"HNRNPH1"	chr5	-	179616125	179617110	179616125	179616218	179617020	179617110	3598	466,498,291	53,53,22	595,326,548	126,60,162	901	99	1.14737819357e-07	5.76104437048e-06	0.491,0.508,0.592	0.342,0.374,0.271	0.201
5376	"ALS2CL"	"ALS2CL"	chr3	-	46671487	46672033	46671487	46671768	46671883	46672033	5376	2,6,6	2,2,3	2,1,2	0,0,0	214	99	1.3228689133e-07	6.53211217459e-06	0.316,0.581,0.481	1.0,1.0,1.0	-0.541
5331	"SNHG12"	"SNHG12"	chr1	-	28579532	28580646	28579532	28579981	28580559	28580646	5331	51,75,42	43,46,23	38,15,32	63,38,55	677	99	1.84681444804e-07	8.99767999085e-06	0.148,0.193,0.211	0.081,0.055,0.078	0.113
6599	"LYPLA2"	"LYPLA2"	chr1	+	23794223	23794600	23794223	23794325	23794426	23794600	6599	21,25,10	151,154,99	57,33,49	138,81,171	200	99	2.03653376163e-07	9.79143995394e-06	0.064,0.074,0.048	0.17,0.168,0.124	-0.092
786	"CEP350"	"CEP350"	chr1	+	180110996	180113380	180110996	180111195	180112436	180113380	786	147,133,79	2,0,0	199,107,176	15,4,7	1340	99	2.3437543184e-07	1.11221795837e-05	0.844,1.0,1.0	0.495,0.664,0.65	0.345
4621	"MBD6"	"MBD6"	chr12	+	57524028	57524416	57524028	57524092	57524279	57524416	4621	6,5,2	67,60,41	32,7,19	71,45,51	286	99	2.94606273044e-07	1.38011707911e-05	0.03,0.028,0.017	0.135,0.051,0.114	-0.075
1275	"RNF126"	"RNF126"	chr19	-	648881	649748	648881	648975	649678	649748	1275	27,22,5	140,160,97	73,41,82	208,141,243	802	99	3.04554189978e-07	1.40865950656e-05	0.023,0.017,0.006	0.042,0.035,0.04	-0.024
6407	"CHTOP"	"CHTOP"	chr1	+	153636571	153638448	153636571	153636653	153638294	153638448	6407	317,352,205	205,210,127	361,207,315	364,212,388	1740	99	3.35769117732e-07	1.53362544524e-05	0.081,0.087,0.084	0.053,0.053,0.044	0.034
2473	"CD55"	"CD55"	chr1	+	207336692	207337409	207336692	207336818	207337328	207337409	2473	32,35,27	299,361,174	120,56,118	482,255,487	609	99	3.73330209968e-07	1.6841340583e-05	0.017,0.016,0.025	0.039,0.034,0.038	-0.018
5582	"PCNXL2"	"PCNXL2"	chr1	-	233217898	233218184	233217898	233217931	233218030	233218184	5582	1,2,1	18,12,9	29,13,18	24,28,23	198	99	4.098531593e-07	1.81948055365e-05	0.027,0.077,0.053	0.377,0.188,0.281	-0.23
6633	"RABL6"	"RABL6"	chr9	+	136831720	136832370	136831720	136831861	136832261	136832370	6633	7,12,4	5,4,4	8,9,10	1,0,0	499	99	4.13291970314e-07	1.81948055365e-05	0.217,0.373,0.166	0.613,1.0,1.0	-0.619
5981	"NOP2"	"NOP2"	chr12	-	6560097	6560569	6560097	6560326	6560446	6560569	5981	16,39,9	81,99,52	25,19,29	279,207,314	219	99	4.22601158734e-07	1.83831504049e-05	0.082,0.151,0.073	0.039,0.04,0.04	0.062
1092	"CTDNEP1"	"CTDNEP1"	chr17	-	7243590	7244245	7243590	7243951	7244188	7244245	1092	400,465,236	4,2,0	641,368,619	16,14,16	336	99	4.41664423256e-07	1.8986374148e-05	0.967,0.986,1.0	0.922,0.886,0.919	0.075
6304	"COMMD3"	"COMMD3"	chr10	+	22318271	22319018	22318271	22318306	22318958	22319018	6304	15,16,18	0,0,0	22,11,28	3,1,3	751	99	4.78399463155e-07	2.03264143996e-05	1.0,1.0,1.0	0.492,0.592,0.552	0.455
488	"RPAIN"	"RPAIN"	chr17	+	5425970	5426299	5425970	5426082	5426235	5426299	488	6,2,5	15,45,14	14,10,9	5,6,10	252	99	5.36112696792e-07	2.25167332653e-05	0.136,0.017,0.123	0.524,0.396,0.261	-0.302
1200	"MPHOSPH8"	"MPHOSPH8"	chr13	+	19670839	19671289	19670839	19670964	19671205	19671289	1200	13,16,11	0,0,0	13,21,20	3,4,1	340	99	5.58353485225e-07	2.31843594888e-05	1.0,1.0,1.0	0.558,0.605,0.853	0.328
4269	"DDX17"	"DDX17"	chr22	-	38487878	38492115	38487878	38488115	38492055	38492115	4269	1563,1760,1006	299,356,181	1584,927,1491	458,289,494	4039	99	6.1164826537e-07	2.51119411423e-05	0.114,0.108,0.12	0.078,0.073,0.069	0.041
2126	"GPAT4"	"GPAT4"	chr8	+	41598291	41599304	41598291	41598476	41599233	41599304	2126	411,480,285	1,0,1	852,455,913	11,12,9	856	99	6.42531671757e-07	2.60867858733e-05	0.979,1.0,0.971	0.9,0.814,0.921	0.105
831	"INO80E"	"INO80E"	chr16	+	29996243	29996617	29996243	29996391	29996546	29996617	831	24,14,10	132,124,76	62,61,89	244,120,251	254	99	6.56913976993e-07	2.63776227685e-05	0.066,0.042,0.049	0.09,0.165,0.121	-0.073
137	"VPS28"	"VPS28"	chr8	-	144424214	144424819	144424214	144424268	144424717	144424819	137	74,95,54	195,189,130	320,151,247	381,173,350	548	99	6.92182826834e-07	2.71960865511e-05	0.064,0.083,0.07	0.132,0.136,0.113	-0.055
2742	"TIMM10B"	"TIMM10B"	chr11	+	6481500	6481852	6481500	6481555	6481756	6481852	2742	19,24,7	58,84,42	7,1,9	110,57,85	300	99	6.91414207554e-07	2.71960865511e-05	0.098,0.086,0.052	0.021,0.006,0.034	0.058
2219	"GAS5"	"GAS5"	chr1	-	173865856	173866206	173865856	173865894	173866176	173866206	2219	128,193,66	1133,1382,823	104,55,93	1584,876,1563	381	99	7.46804889484e-07	2.90300538955e-05	0.029,0.035,0.02	0.017,0.016,0.015	0.012
1877	"HMBS"	"HMBS"	chr11	+	119088634	119089131	119088634	119088848	119089081	119089131	1877	13,14,5	1,0,0	6,2,6	2,1,4	332	99	8.12749713641e-07	3.12609205647e-05	0.795,1.0,1.0	0.472,0.374,0.309	0.547
1588	"OXSM"	"OXSM"	chr3	+	25790989	25791997	25790989	25791315	25791769	25791997	1588	53,61,39	2,0,0	134,82,122	13,10,10	553	99	8.66258261345e-07	3.22990580301e-05	0.826,1.0,1.0	0.649,0.595,0.686	0.299
4080	"TRA2A"	"TRA2A"	chr7	-	23521706	23522432	23521706	23521840	23522353	23522432	4080	105,144,52	1,0,0	301,179,267	15,2,12	612	99	8.61634530613e-07	3.22990580301e-05	0.944,1.0,1.0	0.764,0.935,0.783	0.154
4857	"GALT"	"GALT"	chr9	+	34647491	34647961	34647491	34647705	34647831	34647961	4857	1,2,2	27,38,9	10,4,10	15,5,23	225	99	8.50316093981e-07	3.22990580301e-05	0.016,0.023,0.089	0.227,0.26,0.161	-0.173
5398	"PIH1D1"	"PIH1D1"	chr19	-	49447826	49448010	49447826	49447908	49448000	49448010	5398	8,11,4	217,206,117	16,19,24	139,102,170	191	99	8.99654741482e-07	3.32054386402e-05	0.019,0.027,0.017	0.056,0.088,0.068	-0.05
637	"RP11-390P2.4"	"RP11-390P2.4"	chr6	+	138696596	138697288	138696596	138696755	138696902	138697288	637	12,14,21	4,5,2	6,0,4	7,8,12	246	99	9.80995736644e-07	3.5845584217e-05	0.547,0.53,0.809	0.256,0.0,0.118	0.504
2427	"IDH3G"	"IDH3G"	chrX	-	153785765	153786272	153785765	153785973	153786211	153786272	2427	31,32,20	92,110,47	55,27,68	80,33,69	337	99	1.08387547337e-06	3.92126829673e-05	0.09,0.079,0.111	0.168,0.194,0.225	-0.102
2471	"CYP1A1"	"CYP1A1"	chr15	-	74722272	74723123	74722272	74722341	74722534	74723123	2471	542,540,305	3,6,4	60,42,53	9,0,9	292	99	1.11253552149e-06	3.98549489757e-05	0.984,0.968,0.963	0.693,1.0,0.666	0.185
2169	"ARFRP1"	"ARFRP1"	chr20	-	63698642	63700702	63698642	63700530	63700601	63700702	2169	47,42,23	117,130,51	86,33,68	409,227,463	170	99	1.12492361914e-06	3.99074845081e-05	0.19,0.158,0.208	0.109,0.078,0.079	0.097
4692	"UBE2T"	"UBE2T"	chr1	-	202333009	202333335	202333009	202333093	202333236	202333335	4692	5,8,5	192,214,146	24,19,21	223,118,241	242	99	1.29031093521e-06	4.53345784352e-05	0.011,0.015,0.014	0.042,0.062,0.034	-0.033
3088	"PTCD3"	"PTCD3"	chr2	+	86133177	86133436	86133177	86133256	86133345	86133436	3088	18,19,13	92,71,62	7,4,6	97,57,139	188	99	1.34765051507e-06	4.68982379244e-05	0.093,0.124,0.099	0.037,0.036,0.022	0.074
4618	"HNRNPH3"	"HNRNPH3"	chr10	+	68337198	68338687	68337198	68337333	68338502	68338687	4618	496,531,273	130,122,72	529,344,481	249,122,225	1268	99	1.57746004825e-06	5.43777265689e-05	0.23,0.254,0.228	0.142,0.18,0.143	0.082
1493	"CIZ1"	"CIZ1"	chr9	-	128178708	128179415	128178708	128178904	128179072	128179415	1493	265,306,174	52,54,27	548,293,513	53,25,35	267	99	1.75814716907e-06	5.93854122875e-05	0.654,0.678,0.705	0.793,0.813,0.845	-0.138
3849	"SPINT2"	"SPINT2"	chr19	+	38290536	38292468	38290536	38290575	38291839	38292468	3849	331,416,203	989,1052,668	536,287,559	1049,518,952	1363	99	1.77148602609e-06	5.93854122875e-05	0.024,0.028,0.022	0.036,0.039,0.041	-0.014
5228	"ADGRF1"	"ADGRF1"	chr6	-	47012006	47014844	47012006	47012195	47014680	47014844	5228	354,413,194	127,165,98	130,98,85	87,59,95	2584	99	1.75281175097e-06	5.93854122875e-05	0.096,0.088,0.07	0.054,0.06,0.033	0.036
1671	"DDX39A"	"DDX39A"	chr19	-	14409741	14410334	14409741	14409873	14410215	14410334	1671	74,59,43	220,258,119	133,75,167	254,152,254	441	99	1.89557435781e-06	6.29675336676e-05	0.07,0.049,0.075	0.105,0.1,0.129	-0.047
3081	"CDK10"	"CDK10"	chr16	+	89693273	89694232	89693273	89693326	89694172	89694232	3081	269,236,138	3,0,0	366,215,337	10,6,11	945	99	2.07848075739e-06	6.84213395271e-05	0.904,1.0,1.0	0.793,0.79,0.762	0.186
6692	"ZNF232"	"ZNF232"	chr17	-	5108925	5109868	5108925	5109052	5109710	5109868	6692	124,171,84	7,9,3	517,283,486	2,5,3	757	99	2.41628006292e-06	7.88311370528e-05	0.698,0.713,0.785	0.971,0.881,0.955	-0.204
2311	"DTX3"	"DTX3"	chr12	+	57605988	57606252	57605988	57606029	57606189	57606252	2311	15,11,7	6,0,3	9,11,13	0,0,0	259	99	2.57573779328e-06	8.32286402688e-05	0.489,1.0,0.471	1.0,1.0,1.0	-0.347
4525	"FLAD1"	"FLAD1"	chr1	+	154990158	154990528	154990158	154990257	154990338	154990528	4525	16,21,5	88,71,48	16,6,12	231,125,231	180	99	2.59662424484e-06	8.32286402688e-05	0.091,0.14,0.054	0.037,0.026,0.028	0.065
3130	"ARFGAP1"	"ARFGAP1"	chr20	+	63287563	63289788	63287563	63289496	63289677	63289788	3130	49,98,40	0,3,1	94,56,74	12,4,27	280	99	2.63327489625e-06	8.3669447573e-05	1.0,0.92,0.934	0.735,0.832,0.492	0.265
5377	"ALS2CL"	"ALS2CL"	chr3	-	46674565	46675976	46674565	46674739	46675617	46675976	5377	18,27,15	5,13,7	17,13,23	1,0,1	977	99	2.69384838203e-06	8.41309571619e-05	0.267,0.174,0.178	0.633,1.0,0.7	-0.571
5458	"MKNK2"	"MKNK2"	chr19	-	2042606	2042870	2042606	2042662	2042765	2042870	5458	2,1,2	158,170,97	20,5,15	200,91,218	202	99	2.69158356836e-06	8.41309571619e-05	0.006,0.003,0.01	0.047,0.026,0.033	-0.029
2218	"GAS5"	"GAS5"	chr1	-	173865228	173865547	173865228	173865282	173865509	173865547	2218	310,332,182	763,842,518	312,147,268	1186,680,1128	326	99	3.01374257561e-06	9.33238590786e-05	0.11,0.107,0.096	0.074,0.062,0.067	0.037
3107	"TMEM147"	"TMEM147"	chr19	+	35546671	35547029	35546671	35546808	35546944	35547029	3107	30,31,10	272,263,139	64,42,78	315,184,323	235	99	3.30973675766e-06	0.0001016283875	0.044,0.047,0.029	0.079,0.088,0.092	-0.046
6308	"NDUFV1"	"NDUFV1"	chr11	+	67606957	67607324	67606957	67607076	67607298	67607324	6308	27,28,12	0,1,1	25,23,41	12,3,8	321	99	3.41359290645e-06	0.000103943904001	1.0,0.896,0.787	0.391,0.703,0.612	0.326
1225	"DHRS1"	"DHRS1"	chr14	-	24291138	24291625	24291138	24291219	24291555	24291625	1225	16,10,11	39,26,16	26,17,40	20,7,23	435	99	3.63090447653e-06	0.000109647313696	0.085,0.08,0.135	0.228,0.356,0.284	-0.189
