"ID"	"GeneID"	"geneSymbol"	"chr"	"strand"	"riExonStart_0base"	"riExonEnd"	"upstreamES"	"upstreamEE"	"downstreamES"	"downstreamEE"	"ID.1"	"IJC_SAMPLE_1"	"SJC_SAMPLE_1"	"IJC_SAMPLE_2"	"SJC_SAMPLE_2"	"IncFormLen"	"SkipFormLen"	"PValue"	"FDR"	"IncLevel1"	"IncLevel2"	"IncLevelDifference"
1595	"ASTE1"	"ASTE1"	chr3	-	131024004	131025331	131024004	131024238	131025163	131025331	1595	44,44,21	0,0,0	56,28,92	15,8,12	198	99	6.1863403289e-11	8.20950274017e-09	1.0,1.0,1.0	0.651,0.636,0.793	0.307
136	"VPS28"	"VPS28"	chr8	-	144423600	144424132	144423600	144423922	144424040	144424132	136	108,100,57	76,73,44	362,197,393	103,63,73	198	99	8.25672863414e-11	1.02013305849e-08	0.415,0.407,0.393	0.637,0.61,0.729	-0.254
277	"SKIL"	"SKIL"	chr3	+	170359698	170361429	170359698	170359876	170360367	170361429	277	72,75,44	0,0,0	88,42,83	14,6,8	198	99	8.0885631526e-11	1.02013305849e-08	1.0,1.0,1.0	0.759,0.778,0.838	0.208
5459	"AKR1C1"	"AKR1C1"	chr10	+	4966926	4968386	4966926	4967043	4968308	4968386	5459	50,74,44	2009,2180,1281	96,24,89	1038,621,1107	198	99	1.4545675775e-10	1.73723854339e-08	0.012,0.017,0.017	0.044,0.019,0.039	-0.019
2217	"GAS5"	"GAS5"	chr1	-	173865228	173865547	173865228	173865282	173865470	173865547	2217	145,125,72	675,844,495	94,42,78	1078,646,1028	198	99	1.71126668391e-10	1.94565235937e-08	0.097,0.069,0.068	0.042,0.031,0.037	0.041
3290	"SLC25A3"	"SLC25A3"	chr12	+	98593624	98594135	98593624	98593740	98593974	98594135	3290	46,42,34	785,583,452	120,77,96	689,430,713	198	99	1.73767444878e-10	1.94565235937e-08	0.028,0.035,0.036	0.08,0.082,0.063	-0.042
2468	"MTO1"	"MTO1"	chr6	+	73479935	73480367	73479935	73480126	73480292	73480367	2468	3,4,4	3,4,2	8,9,7	0,0,0	198	99	2.69215760795e-10	2.92303051797e-08	0.333,0.333,0.5	1.0,1.0,1.0	-0.611
1102	"LRRC75A-AS1"	"LRRC75A-AS1"	chr17	+	16439326	16440253	16439326	16439703	16440184	16440253	1102	75,98,53	742,968,629	42,28,57	1206,738,1223	198	99	2.83378320809e-10	2.98630742194e-08	0.048,0.048,0.04	0.017,0.019,0.023	0.026
6094	"GNB2L1"	"GNB2L1"	chr5	-	181241491	181242345	181241491	181241639	181242169	181242345	6094	121,169,78	9,7,15	175,75,117	83,24,64	198	99	4.13040157632e-10	4.22835109942e-08	0.871,0.923,0.722	0.513,0.61,0.478	0.305
588	"MOV10"	"MOV10"	chr1	+	112698286	112699810	112698286	112698789	112699684	112699810	588	21,5,6	59,66,39	30,19,36	31,27,35	198	99	8.49829651095e-10	8.45816566631e-08	0.151,0.036,0.071	0.326,0.26,0.34	-0.223
2	"EXOC7"	"EXOC7"	chr17	-	76087653	76088562	76087653	76087720	76088463	76088562	2	4,14,7	0,0,0	2,9,18	4,4,6	198	99	1.13626408282e-09	1.10033356993e-07	1.0,1.0,1.0	0.2,0.529,0.6	0.557
4170	"UBXN1"	"UBXN1"	chr11	-	62678689	62679058	62678689	62678743	62678864	62679058	4170	24,24,26	194,263,111	100,40,72	234,117,252	198	99	2.0707594528e-09	1.95250818931e-07	0.058,0.044,0.105	0.176,0.146,0.125	-0.08
1484	"GCDH"	"GCDH"	chr19	+	12891486	12891974	12891486	12891522	12891830	12891974	1484	13,10,6	103,114,58	35,35,42	108,81,109	198	99	5.08476349914e-09	4.67146349165e-07	0.059,0.042,0.049	0.139,0.178,0.162	-0.11
2496	"CASC3"	"CASC3"	chr17	+	40163480	40164166	40163480	40163602	40163885	40164166	2496	214,297,154	0,4,0	417,216,361	14,18,15	198	99	1.05348555435e-08	9.43659685309e-07	1.0,0.974,1.0	0.937,0.857,0.923	0.086
1275	"RNF126"	"RNF126"	chr19	-	648881	649748	648881	648975	649678	649748	1275	13,15,3	140,160,97	52,33,60	208,141,243	198	99	1.27513023473e-08	1.1143394222e-06	0.044,0.045,0.015	0.111,0.105,0.11	-0.074
6633	"RABL6"	"RABL6"	chr9	+	136831720	136832370	136831720	136831861	136832261	136832370	6633	2,4,0	5,4,4	4,6,3	1,0,0	198	99	2.7587384932e-08	2.3534666717e-06	0.167,0.333,0.0	0.667,1.0,1.0	-0.722
4069	"DEDD"	"DEDD"	chr1	-	161124137	161124526	161124137	161124210	161124339	161124526	4069	181,189,112	4,9,7	370,185,366	0,0,0	198	99	3.10092337363e-08	2.5838624297e-06	0.958,0.913,0.889	1.0,1.0,1.0	-0.08
3598	"HNRNPH1"	"HNRNPH1"	chr5	-	179616125	179617110	179616125	179616218	179617020	179617110	3598	141,135,80	53,53,22	176,67,177	126,60,162	198	99	3.89316046068e-08	3.17027134787e-06	0.571,0.56,0.645	0.411,0.358,0.353	0.218
142	"VPS28"	"VPS28"	chr8	-	144425682	144426208	144425682	144425772	144426025	144426208	142	16,21,11	233,260,124	51,49,83	332,217,348	198	99	4.77870558679e-08	3.72219611249e-06	0.033,0.039,0.042	0.071,0.101,0.107	-0.055
1267	"RP11-864I4.1"	"RP11-864I4.1"	chr11	-	62572583	62574908	62572583	62572742	62574676	62574908	1267	25,43,21	0,0,1	30,11,18	6,2,7	198	99	4.7450899654e-08	3.72219611249e-06	1.0,1.0,0.913	0.714,0.733,0.563	0.301
5150	"SRSF7"	"SRSF7"	chr2	-	38748578	38749705	38748578	38748653	38749528	38749705	5150	68,113,51	738,1140,576	107,53,94	512,286,550	198	99	6.38935960806e-08	4.87086712248e-06	0.044,0.047,0.042	0.095,0.085,0.079	-0.042
6691	"ZNF232"	"ZNF232"	chr17	-	5108925	5109868	5108925	5109052	5109393	5109868	6691	15,18,3	7,14,4	16,12,19	107,51,92	198	99	6.90806056802e-08	5.15657937817e-06	0.517,0.391,0.273	0.07,0.105,0.094	0.304
2220	"GAS5"	"GAS5"	chr1	-	173866527	173866796	173866527	173866567	173866760	173866796	2220	82,84,53	1357,1663,1043	56,33,43	2032,1202,1920	198	99	7.60133932465e-08	5.55828546943e-06	0.029,0.025,0.025	0.014,0.014,0.011	0.013
4300	"PLSCR1"	"PLSCR1"	chr3	-	146521543	146522053	146521543	146521701	146521832	146522053	4300	55,73,43	0,0,0	59,40,55	13,0,7	198	99	7.92161876095e-08	5.6766320041e-06	1.0,1.0,1.0	0.694,1.0,0.797	0.17
960	"ARHGAP4"	"ARHGAP4"	chrX	-	153910170	153910611	153910170	153910404	153910505	153910611	960	2,3,1	2,3,3	5,3,11	1,0,0	198	99	8.49086958521e-08	5.96525210271e-06	0.333,0.333,0.143	0.714,1.0,1.0	-0.635
1444	"JMJD7-PLA2G4B"	"JMJD7-PLA2G4B"	chr15	+	41834739	41835223	41834739	41834893	41834969	41835223	1444	8,6,5	16,14,9	20,18,24	7,2,7	174	99	1.04517042243e-07	7.06574645956e-06	0.221,0.196,0.24	0.619,0.837,0.661	-0.487
5376	"ALS2CL"	"ALS2CL"	chr3	-	46671487	46672033	46671487	46671768	46671883	46672033	5376	1,6,5	2,2,3	2,1,2	0,0,0	198	99	1.03184054967e-07	7.06574645956e-06	0.2,0.6,0.455	1.0,1.0,1.0	-0.582
4806	"STX4"	"STX4"	chr16	+	31034225	31034536	31034225	31034325	31034461	31034536	4806	8,6,2	59,65,41	27,13,26	57,43,64	198	99	1.7829317156e-07	1.18300821055e-05	0.063,0.044,0.024	0.191,0.131,0.169	-0.12
4978	"CAPN2"	"CAPN2"	chr1	+	223769840	223770525	223769840	223769909	223770446	223770525	4978	28,31,24	233,252,136	20,11,16	406,245,348	198	99	1.94219809235e-07	1.26525377543e-05	0.057,0.058,0.081	0.024,0.022,0.022	0.043
6599	"LYPLA2"	"LYPLA2"	chr1	+	23794223	23794600	23794223	23794325	23794426	23794600	6599	21,25,10	151,154,99	57,33,49	138,81,171	198	99	2.03617744665e-07	1.30278996274e-05	0.065,0.075,0.048	0.171,0.169,0.125	-0.092
4056	"CCDC28B"	"CCDC28B"	chr1	+	32204597	32205387	32204597	32204620	32205193	32205387	4056	4,11,6	9,13,12	0,1,0	12,5,13	198	99	2.29317631328e-07	1.4414825843e-05	0.182,0.297,0.2	0.0,0.091,0.0	0.196
1588	"OXSM"	"OXSM"	chr3	+	25790989	25791997	25790989	25791315	25791769	25791997	1588	24,22,10	2,0,0	35,25,43	13,10,10	198	99	2.72607595719e-07	1.68405692321e-05	0.857,1.0,1.0	0.574,0.556,0.683	0.348
4420	"CENPV"	"CENPV"	chr17	-	16348615	16349333	16348615	16348685	16349139	16349333	4420	16,17,3	0,0,0	9,15,16	2,1,8	198	99	3.01926777468e-07	1.83356549774e-05	1.0,1.0,1.0	0.692,0.882,0.5	0.309
