"ID"	"GeneID"	"geneSymbol"	"chr"	"strand"	"riExonStart_0base"	"riExonEnd"	"upstreamES"	"upstreamEE"	"downstreamES"	"downstreamEE"	"ID.1"	"IJC_SAMPLE_1"	"SJC_SAMPLE_1"	"IJC_SAMPLE_2"	"SJC_SAMPLE_2"	"IncFormLen"	"SkipFormLen"	"PValue"	"FDR"	"IncLevel1"	"IncLevel2"	"IncLevelDifference"
6691	"ZNF232"	"ZNF232"	chr17	-	5108925	5109868	5108925	5109052	5109393	5109868	6691	25,20,15	7,14,4	31,23,30	107,51,92	440	99	1.54270374253e-09	1.15041621943e-07	0.446,0.243,0.458	0.061,0.092,0.068	0.309
4170	"UBXN1"	"UBXN1"	chr11	-	62678689	62679058	62678689	62678743	62678864	62679058	4170	29,25,29	194,263,111	107,43,81	234,117,252	220	99	2.33449970466e-09	1.70605238417e-07	0.063,0.041,0.105	0.171,0.142,0.126	-0.077
1093	"PTK7"	"PTK7"	chr6	+	43142171	43143620	43142171	43142299	43143416	43143620	1093	57,48,33	126,115,74	107,56,101	95,46,99	1216	99	3.93967192203e-09	2.82265905943e-07	0.036,0.033,0.035	0.084,0.09,0.077	-0.049
3531	"RPL10A"	"RPL10A"	chr6	+	35468419	35468873	35468419	35468439	35468798	35468873	3531	153,147,92	1073,1199,666	223,112,225	903,508,775	458	99	5.19897214168e-09	3.65327773187e-07	0.03,0.026,0.029	0.051,0.045,0.059	-0.023
805	"RPL31"	"RPL31"	chr2	+	101002292	101002808	101002292	101002315	101002701	101002808	805	185,188,76	1824,2086,1184	282,166,279	1864,1067,1674	485	99	7.19359483092e-09	4.9595085872e-07	0.02,0.018,0.013	0.03,0.031,0.033	-0.014
2	"EXOC7"	"EXOC7"	chr17	-	76087653	76088562	76087653	76087720	76088463	76088562	2	18,26,16	0,0,0	36,34,55	4,4,6	842	99	1.04963495673e-08	7.10252987387e-07	1.0,1.0,1.0	0.514,0.5,0.519	0.489
2059	"SCHIP1"	"SCHIP1"	chr3	+	159886206	159888943	159886206	159886324	159888819	159888943	2059	178,191,110	5,5,2	150,86,146	0,0,0	2594	99	1.17635686747e-08	7.81528726134e-07	0.576,0.593,0.677	1.0,1.0,1.0	-0.385
2496	"CASC3"	"CASC3"	chr17	+	40163480	40164166	40163480	40163602	40163885	40164166	2496	497,591,336	0,4,0	877,477,814	14,18,15	382	99	1.49237268099e-08	9.73773174346e-07	1.0,0.975,1.0	0.942,0.873,0.934	0.075
5393	"BHLHE40"	"BHLHE40"	chr3	+	4979961	4980408	4979961	4980031	4980300	4980408	5393	20,44,20	127,124,93	14,9,15	175,113,239	368	99	1.56598793932e-08	1.00388068952e-06	0.041,0.087,0.055	0.021,0.021,0.017	0.041
355	"UBL5"	"UBL5"	chr19	+	9828326	9828675	9828326	9828393	9828591	9828675	355	168,194,129	1295,1515,817	353,233,352	1499,842,1572	297	99	1.64415696613e-08	1.03581888866e-06	0.041,0.041,0.05	0.073,0.084,0.069	-0.031
1867	"SNHG1"	"SNHG1"	chr11	-	62854887	62855216	62854887	62854938	62855132	62855216	1867	56,56,36	90,115,75	46,41,55	255,149,268	293	99	1.77781916966e-08	1.10104258406e-06	0.174,0.141,0.14	0.057,0.085,0.065	0.083
3290	"SLC25A3"	"SLC25A3"	chr12	+	98593624	98594135	98593624	98593740	98593974	98594135	3290	101,84,68	785,583,452	203,120,170	689,430,713	333	99	1.87121110828e-08	1.13956756494e-06	0.037,0.041,0.043	0.081,0.077,0.066	-0.034
4069	"DEDD"	"DEDD"	chr1	-	161124137	161124526	161124137	161124210	161124339	161124526	4069	200,205,130	4,9,7	416,211,416	0,0,0	228	99	2.0593597938e-08	1.23359027648e-06	0.956,0.908,0.89	1.0,1.0,1.0	-0.082
596	"C1orf174"	"C1orf174"	chr1	-	3890568	3892996	3890568	3891057	3892882	3892996	596	39,44,36	61,59,36	33,35,40	148,103,140	1924	99	4.0393603129e-08	2.3806165457e-06	0.032,0.037,0.049	0.011,0.017,0.014	0.025
1267	"RP11-864I4.1"	"RP11-864I4.1"	chr11	-	62572583	62574908	62572583	62572742	62574676	62574908	1267	205,258,147	0,0,1	186,116,186	6,2,7	2033	99	4.98280673389e-08	2.85918239247e-06	1.0,1.0,0.877	0.602,0.739,0.564	0.324
4420	"CENPV"	"CENPV"	chr17	-	16348615	16349333	16348615	16348685	16349139	16349333	4420	45,55,19	0,0,0	34,24,41	2,1,8	553	99	5.00787282753e-08	2.85918239247e-06	1.0,1.0,1.0	0.753,0.811,0.478	0.319
3067	"FSCN2"	"FSCN2"	chr17	+	81536145	81536789	81536145	81536267	81536621	81536789	3067	3,4,0	2,2,1	1,3,7	0,0,0	453	99	6.11937774897e-08	3.44003173765e-06	0.247,0.304,0.0	1.0,1.0,1.0	-0.816
4300	"PLSCR1"	"PLSCR1"	chr3	-	146521543	146522053	146521543	146521701	146521832	146522053	4300	61,77,44	0,0,0	63,40,56	13,0,7	230	99	6.64207214784e-08	3.67729267094e-06	1.0,1.0,1.0	0.676,1.0,0.775	0.183
