ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
28	"NOC3L"	"NOC3L"	chr10	-	94357173	94358215	94357173	94357331	94358082	94358215	28	4,1,1	31,27,20	5,1,4	48,57,63	850	99	1	1.0	0.015,0.004,0.006	0.012,0.002,0.007	0.001
31	"E2F4"	"E2F4"	chr16	+	67192760	67193170	67192760	67192870	67193008	67193170	31	33,21,20	104,96,80	22,19,18	153,120,169	237	99	0.00108000831789	0.027468343587	0.117,0.084,0.095	0.057,0.062,0.043	0.045
32	"ABCA2"	"ABCA2"	chr9	-	137010192	137010737	137010192	137010371	137010619	137010737	32	1,1,0	10,7,9	0,0,0	4,3,7	347	99	1	1.0	0.028,0.039,0.0	0.0,0.0,0.0	0.022
33	"ABCA2"	"ABCA2"	chr9	-	137010972	137011309	137010972	137011105	137011185	137011309	33	1,2,0	6,11,7	1,0,0	18,7,13	179	99	0.469303351745	1.0	0.084,0.091,0.0	0.03,0.0,0.0	0.048
34	"ABCA2"	"ABCA2"	chr9	-	137011406	137011749	137011406	137011554	137011633	137011749	34	1,0,0	9,21,8	0,1,0	5,1,11	178	99	1	1.0	0.058,0.0,0.0	0.0,0.357,0.0	-0.1
35	"ABCA2"	"ABCA2"	chr9	-	137021391	137022001	137021391	137021610	137021890	137022001	35	1,0,0	9,4,9	3,0,0	6,6,5	379	99	0.858214851888	1.0	0.028,0.0,0.0	0.116,0.0,0.0	-0.029
36	"ABCA2"	"ABCA2"	chr9	-	137022701	137023052	137022701	137022865	137022940	137023052	36	0,0,1	11,7,3	0,0,0	7,3,6	174	99	1	1.0	0.0,0.0,0.159	0.0,0.0,0.0	0.053
39	"CTPS1"	"CTPS1"	chr1	+	41008658	41008890	41008658	41008714	41008793	41008890	39	13,8,12	195,137,122	18,6,25	241,155,231	178	99	0.773095899389	1.0	0.036,0.031,0.052	0.04,0.021,0.057	0.0
40	"IKBKB"	"IKBKB"	chr8	+	42319269	42320844	42319269	42319421	42320734	42320844	40	39,29,24	0,2,0	18,19,29	0,0,1	1412	99	0.77516850414	1.0	1.0,0.504,1.0	1.0,1.0,0.67	-0.055
44	"SCNN1D"	"SCNN1D"	chr1	+	1287507	1287836	1287507	1287596	1287672	1287836	44	1,2,7	0,1,1	8,4,5	5,2,0	175	99	0.00469814891205	0.0751569130489	1.0,0.531,0.798	0.475,0.531,1.0	0.108
47	"EML2"	"EML2"	chr19	-	45638504	45638873	45638504	45638634	45638844	45638873	47	0,0,0	127,119,68	0,0,2	79,60,77	309	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.008	-0.003
48	"EML2"	"EML2"	chr19	-	45641917	45642352	45641917	45642041	45642133	45642352	48	7,1,4	0,0,0	4,0,2	1,0,2	191	99	1	1.0	1.0,1.0,1.0	0.675,NA,0.341	0.492
49	"NELL2"	"NELL2"	chr12	-	44875814	44876315	44875814	44875900	44876293	44876315	49	3,1,6	1,0,0	0,0,1	1,1,2	492	99	4.3177764808e-08	1.28058054126e-05	0.376,1.0,1.0	0.0,0.0,0.091	0.762
50	"IDI1"	"IDI1"	chr10	-	1043300	1044171	1043300	1043393	1043998	1044171	50	15,15,14	423,205,213	23,16,20	155,130,169	704	99	0.00292751823465	0.0554204116868	0.005,0.01,0.009	0.02,0.017,0.016	-0.01
51	"CDCA7"	"CDCA7"	chr2	+	173363817	173364989	173363817	173363895	173364794	173364989	51	62,49,46	66,41,43	61,63,58	50,34,46	998	99	0.110202237207	0.541726190911	0.085,0.106,0.096	0.108,0.155,0.111	-0.029
54	"PICK1"	"PICK1"	chr22	+	38073772	38074451	38073772	38073823	38074306	38074451	54	37,25,25	46,36,39	18,21,21	40,24,20	582	99	0.94370233163	1.0	0.12,0.106,0.098	0.071,0.13,0.152	-0.01
57	"ALOX15"	"ALOX15"	chr17	-	4638926	4639132	4638926	4638972	4639050	4639132	57	1,0,1	2,1,0	0,0,0	2,0,0	177	99	1	1.0	0.219,0.0,1.0	0.0,NA,NA	0.406
58	"FLNB"	"FLNB"	chr3	+	58168439	58169793	58168439	58168658	58169589	58169793	58	4,1,3	170,97,117	5,0,0	148,57,117	1030	99	1	1.0	0.002,0.001,0.002	0.003,0.0,0.0	0.001
59	"CCDC84"	"CCDC84"	chr11	+	119011938	119012254	119011938	119012003	119012148	119012254	59	1,5,6	14,12,13	1,2,3	13,22,14	244	99	0.0674942194303	0.412027318958	0.028,0.145,0.158	0.03,0.036,0.08	0.062
60	"RFWD2"	"RFWD2"	chr1	-	175988287	175989479	175988287	175988412	175989361	175989479	60	2,2,1	42,37,30	1,2,0	66,25,55	1048	99	1	1.0	0.004,0.005,0.003	0.001,0.008,0.0	0.001
61	"IL11RA"	"IL11RA"	chr9	+	34655217	34655665	34655217	34655317	34655604	34655665	61	4,2,0	6,4,2	1,0,2	2,0,1	386	99	1	1.0	0.146,0.114,0.0	0.114,NA,0.339	-0.14
62	"FARSA"	"FARSA"	chr19	-	12924638	12925003	12924638	12924807	12924903	12925003	62	6,2,0	428,319,293	5,4,5	541,415,517	195	99	1	1.0	0.007,0.003,0.0	0.005,0.005,0.005	-0.002
63	"FARSA"	"FARSA"	chr19	-	12930428	12930749	12930428	12930527	12930611	12930749	63	2,0,0	400,349,237	0,1,0	519,339,510	183	99	1	1.0	0.003,0.0,0.0	0.0,0.002,0.0	0.0
69	"BAZ2A"	"BAZ2A"	chr12	-	56604584	56605327	56604584	56604799	56605072	56605327	69	2,5,0	38,32,21	5,1,0	48,33,25	372	99	0.769084601011	1.0	0.014,0.04,0.0	0.027,0.008,0.0	0.006
70	"BAZ2A"	"BAZ2A"	chr12	-	56615013	56615607	56615013	56615128	56615218	56615607	70	91,52,55	3,0,3	100,76,81	7,5,4	189	99	0.0448261954475	0.317801652585	0.941,1.0,0.906	0.882,0.888,0.914	0.054
71	"B9D1"	"B9D1"	chr17	-	19343169	19343857	19343169	19343461	19343789	19343857	71	4,6,3	27,21,19	7,4,1	17,17,16	427	99	0.738806255852	1.0	0.033,0.062,0.035	0.087,0.052,0.014	-0.008
72	"B9D1"	"B9D1"	chr17	-	19343169	19343857	19343169	19343495	19343789	19343857	72	3,4,2	0,2,1	7,3,1	0,0,0	393	99	0.0907958819515	0.490352873847	1.0,0.335,0.335	1.0,1.0,1.0	-0.443
73	"WAC"	"WAC"	chr10	+	28614566	28616362	28614566	28614685	28616172	28616362	73	14,3,6	101,77,61	5,11,9	104,92,119	1586	99	1	1.0	0.009,0.002,0.006	0.003,0.007,0.005	0.001
74	"WAC"	"WAC"	chr10	+	28614566	28616362	28614566	28614685	28616175	28616362	74	16,8,6	46,24,23	6,13,11	43,35,37	1589	99	0.539552636323	1.0	0.021,0.02,0.016	0.009,0.023,0.018	0.002
75	"INPP5J"	"INPP5J"	chr22	+	31124844	31126010	31124844	31124906	31125832	31126010	75	245,207,143	0,0,2	81,40,51	0,0,0	1025	99	1	1.0	1.0,1.0,0.874	1.0,1.0,1.0	-0.042
76	"INPP5J"	"INPP5J"	chr22	+	31126612	31127532	31126612	31126721	31127356	31127532	76	23,15,11	0,1,1	9,1,4	0,1,1	734	99	0.138931763761	0.616708967866	1.0,0.669,0.597	1.0,0.119,0.35	0.266
77	"INPP5J"	"INPP5J"	chr22	+	31133609	31134696	31133609	31133714	31133912	31134696	77	0,0,0	29,23,19	1,0,1	3,3,7	297	99	1	1.0	0.0,0.0,0.0	0.1,0.0,0.045	-0.048
78	"YBX2"	"YBX2"	chr17	-	7291092	7292059	7291092	7291182	7292025	7292059	78	81,45,59	26,16,18	15,7,15	18,7,9	942	99	0.000116690309098	0.00525697227949	0.247,0.228,0.256	0.081,0.095,0.149	0.135
79	"TMTC4"	"TMTC4"	chr13	-	100634804	100635195	100634804	100634936	100635023	100635195	79	2,0,1	35,17,17	0,1,0	44,20,19	186	99	1	1.0	0.03,0.0,0.03	0.0,0.026,0.0	0.011
80	"AQR"	"AQR"	chr15	-	34873827	34874864	34873827	34873999	34874676	34874864	80	7,8,5	59,38,35	5,11,1	67,34,54	776	99	0.381198591196	1.0	0.015,0.026,0.018	0.009,0.04,0.002	0.003
96	"FTSJ1"	"FTSJ1"	chrX	+	48477960	48478518	48477960	48478168	48478448	48478518	96	13,4,8	236,194,165	10,2,12	284,200,244	379	99	0.922738271988	1.0	0.014,0.005,0.013	0.009,0.003,0.013	0.002
97	"FTSJ1"	"FTSJ1"	chrX	+	48481425	48481715	48481425	48481528	48481631	48481715	97	8,3,7	194,167,97	10,5,13	204,127,174	202	99	0.240338276422	0.832066075667	0.02,0.009,0.034	0.023,0.019,0.035	-0.005
98	"FTSJ1"	"FTSJ1"	chrX	+	48482596	48483027	48482596	48482794	48482985	48483027	98	75,47,68	86,65,47	86,56,98	80,45,79	290	99	0.270706597936	0.895103879159	0.229,0.198,0.331	0.268,0.298,0.297	-0.035
111	"CPSF7"	"CPSF7"	chr11	-	61415665	61416519	61415665	61415784	61416104	61416519	111	15,10,17	196,144,105	11,11,12	210,119,165	419	99	0.208042347901	0.764899500186	0.018,0.016,0.037	0.012,0.021,0.017	0.007
112	"CPSF7"	"CPSF7"	chr11	-	61416104	61416519	61416104	61416162	61416363	61416519	112	510,428,334	0,1,0	550,319,438	0,0,0	300	99	1	1.0	1.0,0.993,1.0	1.0,1.0,1.0	-0.002
113	"CPSF7"	"CPSF7"	chr11	-	61420469	61421608	61420469	61420530	61421389	61421608	113	37,40,30	0,0,0	49,35,46	0,0,1	958	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.826	0.058
114	"CPSF7"	"CPSF7"	chr11	-	61420469	61421608	61420469	61420573	61421389	61421608	114	18,13,13	140,83,73	23,16,29	122,71,108	915	99	0.0582232193597	0.377443420221	0.014,0.017,0.019	0.02,0.024,0.028	-0.007
116	"ZSCAN2"	"ZSCAN2"	chr15	+	84620601	84622714	84620601	84620772	84622645	84622714	116	66,57,51	1,0,0	49,35,67	0,0,1	1972	99	1	1.0	0.768,1.0,1.0	1.0,1.0,0.771	-0.001
121	"DNASE1"	"DNASE1"	chr16	+	3656998	3657341	3656998	3657111	3657186	3657341	121	17,14,14	2,1,2	4,7,8	1,0,0	174	99	0.00812153780195	0.109903243487	0.829,0.888,0.799	0.695,1.0,1.0	-0.06
122	"XPNPEP1"	"XPNPEP1"	chr10	-	109875527	109877867	109875527	109875599	109877789	109877867	122	46,27,20	65,64,51	30,31,21	87,58,66	2289	99	0.178280578977	0.714527680832	0.03,0.018,0.017	0.015,0.023,0.014	0.004
123	"PSMA1"	"PSMA1"	chr11	-	14513816	14514491	14513816	14513887	14514402	14514491	123	64,49,37	490,331,296	65,64,69	499,409,441	614	99	0.52362697839	1.0	0.021,0.023,0.02	0.021,0.025,0.025	-0.002
124	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39158284	39159550	39158284	39158402	39159449	39159550	124	6,3,2	11,4,6	2,1,3	4,6,5	1146	99	0.394698489504	1.0	0.045,0.061,0.028	0.041,0.014,0.049	0.01
125	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39158284	39159550	39158284	39158402	39159482	39159550	125	7,8,1	28,14,14	2,3,6	22,10,15	1179	99	0.563517451505	1.0	0.021,0.046,0.006	0.008,0.025,0.032	0.003
126	"GALE"	"GALE"	chr1	-	23796508	23796782	23796508	23796586	23796696	23796782	126	21,26,23	156,95,90	16,25,12	111,84,91	209	99	0.565487707051	1.0	0.06,0.115,0.108	0.064,0.124,0.059	0.012
127	"GALE"	"GALE"	chr1	-	23798116	23798730	23798116	23798225	23798614	23798730	127	11,14,10	9,2,3	24,17,18	5,8,3	488	99	0.492219201813	1.0	0.199,0.587,0.403	0.493,0.301,0.549	-0.051
128	"GALE"	"GALE"	chr1	-	23798116	23798730	23798116	23798230	23798614	23798730	128	11,12,8	88,82,69	23,15,17	85,62,82	483	99	0.0116260832108	0.13810589938	0.025,0.029,0.023	0.053,0.047,0.041	-0.021
129	"FAM214B"	"FAM214B"	chr9	-	35107380	35108349	35107380	35107568	35108127	35108349	129	27,18,14	0,1,0	15,24,16	0,0,0	658	99	1	1.0	1.0,0.73,1.0	1.0,1.0,1.0	-0.09
135	"VPS28"	"VPS28"	chr8	-	144423600	144424132	144423600	144423922	144424040	144424132	135	102,74,59	102,66,55	103,52,53	71,48,64	217	99	0.77712311047	1.0	0.313,0.338,0.329	0.398,0.331,0.274	-0.008
136	"VPS28"	"VPS28"	chr8	-	144424214	144424819	144424214	144424268	144424717	144424819	136	78,66,56	245,148,128	54,34,68	179,125,151	548	99	0.376189995957	1.0	0.054,0.075,0.073	0.052,0.047,0.075	0.009
137	"VPS28"	"VPS28"	chr8	-	144424717	144425772	144424717	144424819	144424945	144425772	137	26,23,17	326,210,158	16,8,19	230,120,204	225	99	0.298573851821	0.93934566916	0.034,0.046,0.045	0.03,0.028,0.039	0.009
138	"VPS28"	"VPS28"	chr8	-	144424717	144425772	144424717	144424819	144425682	144425772	138	112,81,65	1,0,1	100,55,94	0,0,0	962	99	1	1.0	0.92,1.0,0.87	1.0,1.0,1.0	-0.07
139	"VPS28"	"VPS28"	chr8	-	144424945	144425772	144424945	144425000	144425682	144425772	139	190,143,123	23,17,12	181,89,154	22,17,23	781	99	0.235431753245	0.821040903605	0.512,0.516,0.565	0.51,0.399,0.459	0.075
140	"VPS28"	"VPS28"	chr8	-	144424945	144425772	144424945	144425051	144425682	144425772	140	64,49,40	239,149,108	61,29,60	148,121,118	730	99	0.191987277102	0.737886305838	0.035,0.043,0.048	0.053,0.031,0.065	-0.008
141	"VPS28"	"VPS28"	chr8	-	144425682	144426208	144425682	144425772	144426025	144426208	141	33,20,13	278,182,150	23,14,15	190,170,202	352	99	0.459982258483	1.0	0.032,0.03,0.024	0.033,0.023,0.02	0.003
142	"VPS28"	"VPS28"	chr8	-	144424945	144426208	144424945	144425772	144426179	144426208	142	38,26,16	4,0,3	25,14,15	1,0,2	506	99	0.0935732478248	0.497974033486	0.65,1.0,0.511	0.83,1.0,0.595	-0.088
143	"VPS28"	"VPS28"	chr8	-	144426025	144426208	144426025	144426063	144426179	144426208	143	16,15,13	254,190,147	11,5,14	201,168,193	215	99	0.165165898164	0.677999344366	0.028,0.035,0.039	0.025,0.014,0.032	0.01
144	"CCDC14"	"CCDC14"	chr3	-	123955842	123956115	123955842	123955965	123956045	123956115	144	10,1,4	11,9,2	7,7,4	15,3,13	179	99	0.947103360912	1.0	0.335,0.058,0.525	0.205,0.563,0.145	0.002
145	"CCDC14"	"CCDC14"	chr3	-	123955842	123956795	123955842	123955965	123956739	123956795	145	26,10,20	2,0,0	23,19,16	2,0,0	873	99	0.884691866559	1.0	0.596,1.0,1.0	0.566,1.0,1.0	0.01
146	"CCDC14"	"CCDC14"	chr3	-	123956354	123956795	123956354	123956427	123956739	123956795	146	18,6,15	41,15,14	15,11,12	23,21,24	411	99	0.898209659839	1.0	0.096,0.088,0.205	0.136,0.112,0.107	0.011
166	"NMRK1"	"NMRK1"	chr9	-	75068995	75070042	75068995	75069102	75069894	75070042	166	5,9,5	2,0,5	1,3,5	8,2,2	891	99	0.0875307540755	0.479264544238	0.217,1.0,0.1	0.014,0.143,0.217	0.314
168	"RPL9"	"RPL9"	chr4	-	39456405	39457681	39456405	39456538	39457585	39457681	168	21,19,24	1525,980,915	31,15,27	1380,1245,1350	1146	99	1	1.0	0.001,0.002,0.002	0.002,0.001,0.002	0.0
169	"RPL9"	"RPL9"	chr4	-	39458193	39458440	39458193	39458309	39458393	39458440	169	6,2,2	1136,724,719	5,6,5	1132,945,1085	183	99	1	1.0	0.003,0.001,0.002	0.002,0.003,0.002	-0.0
170	"MPDU1"	"MPDU1"	chr17	+	7586691	7586961	7586691	7586777	7586898	7586961	170	13,6,10	133,92,75	9,7,11	122,88,92	220	99	0.788845198507	1.0	0.042,0.029,0.057	0.032,0.035,0.051	0.003
172	"MPDU1"	"MPDU1"	chr17	+	7586691	7587271	7586691	7586838	7587160	7587271	172	10,16,17	34,27,17	15,20,18	26,14,22	421	99	0.139385390231	0.617517783694	0.065,0.122,0.19	0.119,0.251,0.161	-0.051
173	"MPDU1"	"MPDU1"	chr17	+	7586898	7587271	7586898	7587017	7587160	7587271	173	4,7,5	84,63,53	2,6,7	76,43,57	242	99	0.906736382493	1.0	0.019,0.043,0.037	0.011,0.054,0.048	-0.005
175	"RPS26"	"RPS26"	chr12	+	56042424	56043493	56042424	56042602	56043362	56043493	175	37,39,52	869,710,551	55,29,52	990,737,833	859	99	1	1.0	0.005,0.006,0.011	0.006,0.005,0.007	0.001
177	"ARL8A"	"ARL8A"	chr1	-	202135458	202135800	202135458	202135526	202135706	202135800	177	3,2,1	186,116,81	5,5,5	138,128,135	279	99	0.789048295834	1.0	0.006,0.006,0.004	0.013,0.014,0.013	-0.008
180	"FAHD2A"	"FAHD2A"	chr2	+	95410526	95411026	95410526	95410586	95410863	95411026	180	17,16,12	98,91,54	14,11,13	73,49,59	376	99	0.674205943446	1.0	0.044,0.044,0.055	0.048,0.056,0.055	-0.005
181	"RPL14"	"RPL14"	chr3	+	40461406	40461661	40461406	40461506	40461607	40461661	181	7,8,0	2047,1420,1170	5,3,5	2169,1707,2085	200	99	1	1.0	0.002,0.003,0.0	0.001,0.001,0.001	0.001
184	"TMEM91"	"TMEM91"	chr19	+	41382771	41384083	41382771	41382921	41383862	41384083	184	2,1,0	0,0,0	1,0,1	0,2,0	1040	99	1	1.0	1.0,1.0,NA	1.0,0.0,1.0	0.333
188	"RPL13"	"RPL13"	chr16	+	89560710	89561063	89560710	89560839	89560939	89561063	188	102,70,59	3,0,1	117,104,170	1,0,2	199	99	0.703204721354	1.0	0.944,1.0,0.967	0.983,1.0,0.977	-0.016
189	"RPL13"	"RPL13"	chr16	+	89560939	89561368	89560939	89561063	89561226	89561368	189	23,13,11	2404,1913,1773	33,16,60	2427,1695,2460	262	99	1	1.0	0.004,0.003,0.002	0.005,0.004,0.009	-0.003
190	"RPL13"	"RPL13"	chr16	+	89561226	89561751	89561226	89561368	89561577	89561751	190	68,40,61	1641,1308,976	61,55,74	1484,1051,1415	308	99	0.46050993907	1.0	0.013,0.01,0.02	0.013,0.017,0.017	-0.001
192	"LRP1"	"LRP1"	chr12	+	57204626	57205249	57204626	57204749	57205108	57205249	192	1,2,1	6,5,8	2,0,0	5,1,1	458	99	1	1.0	0.035,0.08,0.026	0.08,0.0,0.0	0.02
193	"LRP1"	"LRP1"	chr12	+	57208037	57208817	57208037	57208216	57208710	57208817	193	1,0,0	24,10,8	0,0,0	5,4,7	593	99	1	1.0	0.007,0.0,0.0	0.0,0.0,0.0	0.002
194	"BSDC1"	"BSDC1"	chr1	-	32394079	32394425	32394079	32394140	32394403	32394425	194	4,5,2	59,34,42	5,3,1	33,39,46	362	99	0.815143519044	1.0	0.018,0.039,0.013	0.04,0.021,0.006	0.001
226	"UBE2V1"	"UBE2V1"	chr20	-	50096482	50096820	50096482	50096534	50096671	50096820	226	14,6,5	2,2,1	10,6,10	1,4,3	236	99	0.431427239082	1.0	0.746,0.557,0.677	0.808,0.386,0.583	0.068
228	"UBE2V1"	"UBE2V1"	chr20	-	50115484	50115954	50115484	50115621	50115829	50115954	228	14,5,15	1,0,0	6,16,12	0,0,0	307	99	1	1.0	0.819,1.0,1.0	1.0,1.0,1.0	-0.06
230	"LRRC46"	"LRRC46"	chr17	+	47834424	47835399	47834424	47834533	47835352	47835399	230	0,4,3	2,2,1	0,0,2	0,2,0	918	99	1	1.0	0.0,0.177,0.244	NA,0.0,1.0	-0.36
231	"PRIM1"	"PRIM1"	chr12	-	56746780	56747032	56746780	56746854	56746925	56747032	231	0,0,0	56,30,16	1,4,7	47,24,49	170	99	0.000858045151651	0.0231347173843	0.0,0.0,0.0	0.012,0.088,0.077	-0.059
233	"DPF1"	"DPF1"	chr19	-	38217459	38217876	38217459	38217591	38217797	38217876	233	0,2,0	9,1,6	1,2,0	8,9,9	305	99	0.440682892528	1.0	0.0,0.394,0.0	0.039,0.067,0.0	0.096
234	"GGA3"	"GGA3"	chr17	-	75239788	75241057	75239788	75240108	75240341	75241057	234	7,7,6	33,31,39	2,1,5	54,33,56	332	99	0.00152521602694	0.0347375732393	0.059,0.063,0.044	0.011,0.009,0.026	0.04
235	"GGA3"	"GGA3"	chr17	-	75240341	75241057	75240341	75240412	75240811	75241057	235	26,14,12	36,47,32	16,14,16	50,25,41	498	99	0.625615978412	1.0	0.126,0.056,0.069	0.06,0.1,0.072	0.006
236	"GGA3"	"GGA3"	chr17	-	75241399	75241696	75241399	75241516	75241614	75241696	236	17,5,6	45,40,32	8,5,3	48,39,29	197	99	0.0935436051256	0.497974033486	0.16,0.059,0.086	0.077,0.061,0.049	0.039
237	"GGA3"	"GGA3"	chr17	-	75241614	75242473	75241614	75241696	75242335	75242473	237	41,40,29	73,48,25	29,20,37	78,51,60	738	99	0.00917295205831	0.118571083273	0.07,0.101,0.135	0.048,0.05,0.076	0.044
249	"ACAD9"	"ACAD9"	chr3	+	128909343	128910149	128909343	128909421	128910020	128910149	249	6,5,11	29,29,31	11,6,15	28,11,33	698	99	0.0651502618683	0.406789091209	0.029,0.024,0.048	0.053,0.072,0.061	-0.028
250	"DZIP3"	"DZIP3"	chr3	+	108647942	108648962	108647942	108648112	108648917	108648962	250	5,7,10	23,16,18	4,5,11	18,27,19	904	99	0.569526913329	1.0	0.023,0.046,0.057	0.024,0.02,0.06	0.007
252	"WDR19"	"WDR19"	chr4	+	39272979	39274958	39272979	39273061	39274807	39274958	252	25,20,19	6,2,0	13,2,17	0,1,2	1845	99	0.662145022122	1.0	0.183,0.349,1.0	1.0,0.097,0.313	0.041
253	"MYL6"	"MYL6"	chr12	+	56158357	56158711	56158357	56158404	56158683	56158711	253	15,13,12	3761,2444,2569	18,14,20	3153,2514,3135	378	99	1	1.0	0.001,0.001,0.001	0.001,0.001,0.002	-0.0
254	"MYL6"	"MYL6"	chr12	+	56158683	56159730	56158683	56158711	56159586	56159730	254	110,71,71	4774,3116,3218	47,34,33	3956,3197,3901	974	99	1	1.0	0.002,0.002,0.002	0.001,0.001,0.001	0.001
255	"MYL6"	"MYL6"	chr12	+	56158683	56159730	56158683	56158711	56159622	56159730	255	1385,908,890	6,0,0	939,912,1065	0,2,0	1010	99	0.574740041824	1.0	0.958,1.0,1.0	1.0,0.978,1.0	-0.007
256	"MYL6"	"MYL6"	chr12	+	56159586	56160148	56159586	56159622	56159974	56160148	256	6143,4035,4069	152,104,90	4893,4169,4961	117,80,119	451	99	0.498687123037	1.0	0.899,0.895,0.908	0.902,0.92,0.901	-0.007
257	"MYL6"	"MYL6"	chr12	+	56159586	56160148	56159586	56159730	56159974	56160148	257	19,9,9	1096,1145,682	6,8,11	1440,627,732	343	99	1	1.0	0.005,0.002,0.004	0.001,0.004,0.004	0.001
258	"MYL6"	"MYL6"	chr12	+	56159586	56160148	56159586	56159622	56160024	56160148	258	7635,5020,4905	108,52,3	5975,5038,6029	2,54,43	501	99	0.00572991802611	0.0863754023601	0.933,0.95,0.997	0.998,0.949,0.965	-0.011
259	"GLG1"	"GLG1"	chr16	-	74462487	74463479	74462487	74462630	74463355	74463479	259	1,0,1	225,122,133	0,0,1	213,186,163	824	99	1	1.0	0.001,0.0,0.001	0.0,0.0,0.001	0.0
