ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
17	"NEURL4"	"NEURL4"	chr17	-	7321559	7322010	7321559	7321787	7321864	7322010	17	3,2,1	19,22,13	5,0,6	27,20,25	175	99	0.482642843015	1.0	0.082,0.049,0.042	0.095,0.0,0.12	-0.014
18	"HSD17B4"	"HSD17B4"	chr5	+	119492099	119493946	119492099	119492124	119493817	119493946	18	3,8,3	143,150,79	4,2,5	111,52,84	198	99	0.924631016209	1.0	0.01,0.026,0.019	0.018,0.019,0.029	-0.004
25	"PPM1M"	"PPM1M"	chr3	+	52248152	52248453	52248152	52248237	52248334	52248453	25	0,0,1	22,20,1	0,4,4	19,4,16	195	99	0.00785808436165	0.0634133249275	0.0,0.0,0.337	0.0,0.337,0.113	-0.038
26	"PPM1M"	"PPM1M"	chr3	+	52249173	52250595	52249173	52249322	52249669	52250595	26	6,2,0	8,19,11	2,0,1	23,6,20	198	99	0.0470760988625	0.232423809398	0.273,0.05,0.0	0.042,0.0,0.024	0.086
28	"NOC3L"	"NOC3L"	chr10	-	94357173	94358215	94357173	94357331	94358082	94358215	28	0,0,0	42,27,23	2,0,3	109,59,78	198	99	1	1.0	0.0,0.0,0.0	0.009,0.0,0.019	-0.009
30	"E2F4"	"E2F4"	chr16	+	67192760	67193170	67192760	67192824	67193008	67193170	30	102,91,45	0,0,0	177,118,189	4,1,2	198	99	0.454540223514	1.0	1.0,1.0,1.0	0.957,0.983,0.979	0.027
31	"E2F4"	"E2F4"	chr16	+	67192760	67193170	67192760	67192870	67193008	67193170	31	32,32,16	112,176,90	38,35,40	286,203,322	198	99	0.0273658643487	0.158187621137	0.125,0.083,0.082	0.062,0.079,0.058	0.03
32	"ABCA2"	"ABCA2"	chr9	-	137010192	137010737	137010192	137010371	137010619	137010737	32	2,2,2	17,14,10	1,0,1	11,2,15	198	99	1	1.0	0.056,0.067,0.091	0.043,0.0,0.032	0.046
33	"ABCA2"	"ABCA2"	chr9	-	137010972	137011309	137010972	137011105	137011185	137011309	33	1,3,3	21,15,10	0,2,0	14,6,12	178	99	0.0342014997439	0.187090036004	0.026,0.1,0.143	0.0,0.156,0.0	0.038
34	"ABCA2"	"ABCA2"	chr9	-	137011406	137011749	137011406	137011554	137011633	137011749	34	3,0,1	18,20,17	0,0,0	19,5,15	177	99	0.435773888443	1.0	0.085,0.0,0.032	0.0,0.0,0.0	0.039
35	"ABCA2"	"ABCA2"	chr9	-	137021391	137022001	137021391	137021610	137021890	137022001	35	0,0,0	20,16,4	1,0,0	3,3,4	198	99	1	1.0	0.0,0.0,0.0	0.143,0.0,0.0	-0.048
39	"CTPS1"	"CTPS1"	chr1	+	41008658	41008890	41008658	41008714	41008793	41008890	39	31,17,11	214,284,155	27,17,19	278,123,274	177	99	0.855418375913	1.0	0.075,0.032,0.038	0.052,0.072,0.037	-0.005
40	"IKBKB"	"IKBKB"	chr8	+	42319269	42320844	42319269	42319421	42320734	42320844	40	7,10,2	1,0,0	9,7,9	0,1,0	198	99	1	1.0	0.778,1.0,1.0	1.0,0.778,1.0	0.0
44	"SCNN1D"	"SCNN1D"	chr1	+	1287507	1287836	1287507	1287596	1287672	1287836	44	0,1,8	4,4,0	2,0,5	1,0,0	174	99	1	1.0	0.0,0.125,1.0	0.532,NA,1.0	-0.391
47	"EML2"	"EML2"	chr19	-	45638504	45638873	45638504	45638634	45638844	45638873	47	0,0,2	74,89,77	0,0,1	59,42,104	198	99	1	1.0	0.0,0.0,0.013	0.0,0.0,0.005	0.003
48	"EML2"	"EML2"	chr19	-	45641917	45642352	45641917	45642041	45642133	45642352	48	7,3,3	1,0,1	2,0,1	3,1,0	190	99	0.000517716357405	0.00779402398564	0.785,1.0,0.61	0.258,0.0,1.0	0.379
49	"NELL2"	"NELL2"	chr12	-	44875814	44876315	44875814	44875900	44876293	44876315	49	0,0,1	0,0,0	0,0,0	0,1,1	198	99	1	1.0	NA,NA,1.0	NA,0.0,0.0	1.0
50	"IDI1"	"IDI1"	chr10	-	1043300	1044171	1043300	1043393	1043998	1044171	50	16,1,3	315,370,199	1,1,3	100,54,92	198	99	0.715002065694	1.0	0.025,0.001,0.007	0.005,0.009,0.016	0.001
51	"CDCA7"	"CDCA7"	chr2	+	173363817	173364989	173363817	173363895	173364794	173364989	51	26,26,19	66,85,46	15,10,16	60,36,90	198	99	0.0295436234082	0.168023496304	0.165,0.133,0.171	0.111,0.122,0.082	0.051
54	"PICK1"	"PICK1"	chr22	+	38073772	38074451	38073772	38073823	38074306	38074451	54	10,5,5	47,64,24	18,17,20	92,51,99	198	99	0.0807823325469	0.338926343695	0.096,0.038,0.094	0.089,0.143,0.092	-0.032
57	"ALOX15"	"ALOX15"	chr17	-	4638926	4639132	4638926	4638972	4639050	4639132	57	1,2,0	0,8,0	1,1,3	2,3,2	176	99	1	1.0	1.0,0.123,NA	0.22,0.158,0.458	0.283
58	"FLNB"	"FLNB"	chr3	+	58168439	58169793	58168439	58168658	58169589	58169793	58	2,0,1	132,164,95	0,0,1	131,80,106	198	99	1	1.0	0.008,0.0,0.005	0.0,0.0,0.005	0.003
59	"CCDC84"	"CCDC84"	chr11	+	119011938	119012254	119011938	119012003	119012148	119012254	59	5,5,3	20,15,9	13,0,2	34,23,40	198	99	0.197395987951	0.616088697586	0.111,0.143,0.143	0.16,0.0,0.024	0.071
60	"RFWD2"	"RFWD2"	chr1	-	175988287	175989479	175988287	175988412	175989361	175989479	60	0,4,0	47,57,26	1,0,0	70,41,77	198	99	1	1.0	0.0,0.034,0.0	0.007,0.0,0.0	0.009
61	"IL11RA"	"IL11RA"	chr9	+	34655217	34655665	34655217	34655317	34655604	34655665	61	3,0,1	7,7,6	0,0,0	7,3,5	198	99	0.45659062755	1.0	0.176,0.0,0.077	0.0,0.0,0.0	0.084
62	"FARSA"	"FARSA"	chr19	-	12924638	12925003	12924638	12924807	12924903	12925003	62	0,3,1	414,430,216	12,4,6	425,247,451	194	99	1	1.0	0.0,0.004,0.002	0.014,0.008,0.007	-0.008
63	"FARSA"	"FARSA"	chr19	-	12930428	12930749	12930428	12930527	12930611	12930749	63	0,0,0	324,337,154	1,0,0	338,223,374	182	99	1	1.0	0.0,0.0,0.0	0.002,0.0,0.0	-0.001
67	"TRPM7"	"TRPM7"	chr15	-	50575723	50575919	50575723	50575789	50575868	50575919	67	0,1,0	26,33,37	0,0,1	63,35,52	177	99	1	1.0	0.0,0.017,0.0	0.0,0.0,0.011	0.002
69	"BAZ2A"	"BAZ2A"	chr12	-	56604584	56605327	56604584	56604799	56605072	56605327	69	1,2,4	44,69,23	7,3,5	63,39,54	198	99	0.0984857003804	0.380065301074	0.011,0.014,0.08	0.053,0.037,0.044	-0.01
70	"BAZ2A"	"BAZ2A"	chr12	-	56615013	56615607	56615013	56615128	56615218	56615607	70	113,125,64	6,7,2	147,75,120	5,1,2	188	99	0.0561314409549	0.26358971552	0.908,0.904,0.944	0.939,0.975,0.969	-0.042
71	"B9D1"	"B9D1"	chr17	-	19343169	19343857	19343169	19343461	19343789	19343857	71	1,9,4	25,24,12	4,0,0	11,14,20	198	99	0.0160092577612	0.106619276131	0.02,0.158,0.143	0.154,0.0,0.0	0.056
72	"B9D1"	"B9D1"	chr17	-	19343169	19343857	19343169	19343495	19343789	19343857	72	1,9,4	2,0,2	3,0,0	0,0,0	198	99	1	1.0	0.2,1.0,0.5	1.0,NA,NA	-0.433
73	"WAC"	"WAC"	chr10	+	28614566	28616362	28614566	28614685	28616172	28616362	73	1,2,2	102,129,87	1,0,3	224,122,185	198	99	1	1.0	0.005,0.008,0.011	0.002,0.0,0.008	0.005
74	"WAC"	"WAC"	chr10	+	28614566	28616362	28614566	28614685	28616175	28616362	74	3,2,3	38,25,23	5,2,8	58,50,59	198	99	0.94149864532	1.0	0.038,0.038,0.061	0.041,0.02,0.063	0.004
75	"INPP5J"	"INPP5J"	chr22	+	31124844	31126010	31124844	31124906	31125832	31126010	75	34,46,32	2,0,1	63,21,56	0,0,0	198	99	0.522368583577	1.0	0.895,1.0,0.941	1.0,1.0,1.0	-0.055
76	"INPP5J"	"INPP5J"	chr22	+	31126612	31127532	31126612	31126721	31127356	31127532	76	3,4,0	1,2,0	5,2,3	0,1,0	198	99	1	1.0	0.6,0.5,NA	1.0,0.5,1.0	-0.283
77	"INPP5J"	"INPP5J"	chr22	+	31133609	31134696	31133609	31133714	31133912	31134696	77	0,2,0	32,32,21	1,0,0	42,24,40	198	99	1	1.0	0.0,0.03,0.0	0.012,0.0,0.0	0.006
78	"YBX2"	"YBX2"	chr17	-	7291092	7292059	7291092	7291182	7292025	7292059	78	19,14,7	24,44,26	11,9,5	26,14,8	198	99	0.74915409272	1.0	0.284,0.137,0.119	0.175,0.243,0.238	-0.039
79	"TMTC4"	"TMTC4"	chr13	-	100634804	100635195	100634804	100634936	100635023	100635195	79	0,2,0	41,42,17	0,0,1	31,28,33	185	99	1	1.0	0.0,0.025,0.0	0.0,0.0,0.016	0.003
80	"AQR"	"AQR"	chr15	-	34873827	34874864	34873827	34873999	34874676	34874864	80	0,3,2	51,50,25	0,2,2	77,41,49	198	99	0.559561893241	1.0	0.0,0.029,0.038	0.0,0.024,0.02	0.008
96	"FTSJ1"	"FTSJ1"	chrX	+	48477960	48478518	48477960	48478168	48478448	48478518	96	10,4,1	213,272,157	0,7,5	339,210,404	198	99	0.925269798453	1.0	0.023,0.007,0.003	0.0,0.016,0.006	0.004
97	"FTSJ1"	"FTSJ1"	chrX	+	48481425	48481715	48481425	48481528	48481631	48481715	97	6,7,0	189,207,123	24,2,16	273,157,292	198	99	0.00300797221057	0.0313301291583	0.016,0.017,0.0	0.042,0.006,0.027	-0.014
98	"FTSJ1"	"FTSJ1"	chrX	+	48482596	48483027	48482596	48482794	48482985	48483027	98	79,60,47	67,84,34	91,63,75	131,75,122	198	99	0.0416702209078	0.211690322431	0.371,0.263,0.409	0.258,0.296,0.235	0.085
102	"SLC52A2"	"SLC52A2"	chr8	+	144359622	144360493	144359622	144359747	144360171	144360493	102	387,422,232	0,0,0	907,486,848	0,0,15	198	99	0.752339100823	1.0	1.0,1.0,1.0	1.0,1.0,0.966	0.011
110	"NR4A2"	"NR4A2"	chr2	-	156326149	156326328	156326149	156326207	156326311	156326328	110	11,14,6	0,0,0	10,2,12	1,0,0	198	99	1	1.0	1.0,1.0,1.0	0.833,1.0,1.0	0.056
112	"CPSF7"	"CPSF7"	chr11	-	61415665	61416519	61415665	61415784	61416104	61416519	112	8,5,6	203,218,157	9,7,7	425,235,396	198	99	0.320362996705	0.838254505897	0.019,0.011,0.019	0.01,0.015,0.009	0.005
113	"CPSF7"	"CPSF7"	chr11	-	61416104	61416519	61416104	61416162	61416363	61416519	113	374,403,242	4,0,1	729,333,653	2,2,2	198	99	1	1.0	0.979,1.0,0.992	0.995,0.988,0.994	-0.002
115	"CPSF7"	"CPSF7"	chr11	-	61420469	61421608	61420469	61420573	61421389	61421608	115	3,8,6	142,180,87	6,0,4	245,121,203	198	99	0.0929883187991	0.370080671343	0.01,0.022,0.033	0.012,0.0,0.01	0.014
117	"ZSCAN2"	"ZSCAN2"	chr15	+	84620601	84622714	84620601	84620772	84622645	84622714	117	4,10,7	1,0,0	21,3,16	3,0,4	198	99	0.000163595538179	0.00342785270933	0.667,1.0,1.0	0.778,1.0,0.667	0.074
122	"DNASE1"	"DNASE1"	chr16	+	3656998	3657341	3656998	3657111	3657186	3657341	122	11,13,2	1,4,0	7,9,3	3,0,0	173	99	0.0298498752467	0.16922801109	0.863,0.65,1.0	0.572,1.0,1.0	-0.02
123	"XPNPEP1"	"XPNPEP1"	chr10	-	109875527	109877867	109875527	109875599	109877789	109877867	123	2,5,2	67,88,51	4,11,5	116,58,111	198	99	0.131623940051	0.463725247987	0.015,0.028,0.019	0.017,0.087,0.022	-0.021
124	"PSMA1"	"PSMA1"	chr11	-	14513816	14514491	14513816	14513887	14514402	14514491	124	25,24,13	392,467,242	24,10,23	414,229,365	198	99	0.988092647483	1.0	0.031,0.025,0.026	0.028,0.021,0.031	0.001
125	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39158284	39159550	39158284	39158402	39159449	39159550	125	1,0,0	5,4,3	0,0,2	33,24,31	198	99	1	1.0	0.091,0.0,0.0	0.0,0.0,0.031	0.02
126	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39158284	39159550	39158284	39158402	39159482	39159550	126	2,0,2	13,11,7	15,2,12	14,13,27	198	99	0.000908419967697	0.0123540861233	0.071,0.0,0.125	0.349,0.071,0.182	-0.135
127	"GALE"	"GALE"	chr1	-	23796508	23796782	23796508	23796586	23796696	23796782	127	29,26,19	111,117,74	47,25,32	100,53,99	198	99	0.00610840779781	0.0531223911154	0.116,0.1,0.114	0.19,0.191,0.139	-0.063
128	"GALE"	"GALE"	chr1	-	23798116	23798730	23798116	23798225	23798614	23798730	128	9,5,8	7,5,0	8,5,3	6,1,9	198	99	0.305687478189	0.81737181668	0.391,0.333,1.0	0.4,0.714,0.143	0.156
129	"GALE"	"GALE"	chr1	-	23798116	23798730	23798116	23798230	23798614	23798730	129	9,5,2	82,81,50	6,4,3	81,42,83	198	99	0.64200951346	1.0	0.052,0.03,0.02	0.036,0.045,0.018	0.001
136	"VPS28"	"VPS28"	chr8	-	144423600	144424132	144423600	144423922	144424040	144424132	136	108,100,57	76,73,44	362,197,393	103,63,73	198	99	8.25672863414e-11	1.02013305849e-08	0.415,0.407,0.393	0.637,0.61,0.729	-0.254
137	"VPS28"	"VPS28"	chr8	-	144424214	144424819	144424214	144424268	144424717	144424819	137	26,48,22	195,189,130	132,60,87	381,173,350	198	99	0.000605953643791	0.00886176288042	0.063,0.113,0.078	0.148,0.148,0.111	-0.051
138	"VPS28"	"VPS28"	chr8	-	144424717	144425772	144424717	144424819	144424945	144425772	138	22,11,15	278,250,167	51,40,36	477,243,501	198	99	0.017160319494	0.112404798441	0.038,0.022,0.043	0.051,0.076,0.035	-0.02
139	"VPS28"	"VPS28"	chr8	-	144424717	144425772	144424717	144424819	144425682	144425772	139	31,22,23	0,0,0	72,48,57	0,1,0	198	99	1	1.0	1.0,1.0,1.0	1.0,0.96,1.0	0.013
140	"VPS28"	"VPS28"	chr8	-	144424945	144425772	144424945	144425000	144425682	144425772	140	144,128,104	28,20,8	306,150,285	33,5,33	198	99	0.0680042850639	0.297145552907	0.72,0.762,0.867	0.823,0.938,0.812	-0.075
141	"VPS28"	"VPS28"	chr8	-	144424945	144425772	144424945	144425051	144425682	144425772	141	32,28,25	163,220,108	84,43,64	305,150,286	198	99	0.0132830352077	0.0925936092397	0.089,0.06,0.104	0.121,0.125,0.101	-0.031
142	"VPS28"	"VPS28"	chr8	-	144425682	144426208	144425682	144425772	144426025	144426208	142	16,21,11	233,260,124	51,49,83	332,217,348	198	99	4.77870558679e-08	3.72219611249e-06	0.033,0.039,0.042	0.071,0.101,0.107	-0.055
143	"VPS28"	"VPS28"	chr8	-	144424945	144426208	144424945	144425772	144426179	144426208	143	12,13,13	3,0,0	25,24,35	12,4,5	198	99	0.0032584553095	0.0332622375326	0.667,1.0,1.0	0.51,0.75,0.778	0.21
144	"VPS28"	"VPS28"	chr8	-	144426025	144426208	144426025	144426063	144426179	144426208	144	13,9,13	229,279,125	31,22,35	379,235,356	198	99	0.016725290143	0.109957274463	0.028,0.016,0.049	0.039,0.045,0.047	-0.013
145	"VPS28"	"VPS28"	chr8	-	144426025	144426983	144426025	144426063	144426908	144426983	145	12,8,9	0,0,0	31,22,32	0,2,0	198	99	1	1.0	1.0,1.0,1.0	1.0,0.846,1.0	0.051
146	"CCDC14"	"CCDC14"	chr3	-	123955842	123956115	123955842	123955965	123956045	123956115	146	4,1,7	10,13,9	9,2,9	21,7,13	178	99	0.445996334198	1.0	0.182,0.041,0.302	0.192,0.137,0.278	-0.027
147	"CCDC14"	"CCDC14"	chr3	-	123955842	123956795	123955842	123955965	123956739	123956795	147	7,4,9	0,0,0	10,3,7	0,1,0	198	99	1	1.0	1.0,1.0,1.0	1.0,0.6,1.0	0.133
148	"CCDC14"	"CCDC14"	chr3	-	123955842	123956795	123955842	123956115	123956739	123956795	148	5,4,6	1,0,0	18,4,5	0,0,0	198	99	1	1.0	0.714,1.0,1.0	1.0,1.0,1.0	-0.095
149	"CCDC14"	"CCDC14"	chr3	-	123956354	123956795	123956354	123956427	123956739	123956795	149	11,9,6	42,33,20	12,5,3	64,37,59	198	99	0.0191798829888	0.121046371452	0.116,0.12,0.13	0.086,0.063,0.025	0.064
169	"NMRK1"	"NMRK1"	chr9	-	75068995	75070042	75068995	75069102	75069894	75070042	169	1,0,3	0,2,0	3,1,2	4,1,5	198	99	0.0394506745457	0.206567213346	1.0,0.0,1.0	0.273,0.333,0.167	0.409
171	"RPL9"	"RPL9"	chr4	-	39456405	39457681	39456405	39456538	39457585	39457681	171	3,7,4	1559,1861,985	9,3,3	1619,926,1449	198	99	1	1.0	0.001,0.002,0.002	0.003,0.002,0.001	-0.0
172	"RPL9"	"RPL9"	chr4	-	39458193	39458440	39458193	39458309	39458393	39458440	172	5,5,5	1148,1389,792	6,1,2	1340,819,1088	182	99	1	1.0	0.002,0.002,0.003	0.002,0.001,0.001	0.001
173	"MPDU1"	"MPDU1"	chr17	+	7586691	7586961	7586691	7586777	7586898	7586961	173	14,8,5	104,130,50	10,8,18	128,61,139	198	99	0.561537499429	1.0	0.063,0.03,0.048	0.038,0.062,0.061	-0.007
175	"MPDU1"	"MPDU1"	chr17	+	7586691	7587271	7586691	7586838	7587160	7587271	175	13,11,2	16,34,15	19,5,8	25,14,26	198	99	0.56519441822	1.0	0.289,0.139,0.063	0.275,0.152,0.133	-0.023
176	"MPDU1"	"MPDU1"	chr17	+	7586898	7587271	7586898	7587017	7587160	7587271	176	12,8,3	45,63,34	21,4,7	77,38,65	198	99	0.72596478391	1.0	0.118,0.06,0.042	0.12,0.05,0.051	-0.0
178	"RPS26"	"RPS26"	chr12	+	56042424	56043493	56042424	56042602	56043362	56043493	178	6,9,1	914,982,546	11,2,10	931,518,1159	198	99	1	1.0	0.003,0.005,0.001	0.006,0.002,0.004	-0.001
180	"ARL8A"	"ARL8A"	chr1	-	202135458	202135800	202135458	202135526	202135706	202135800	180	2,0,0	144,189,90	1,1,1	266,147,288	198	99	1	1.0	0.007,0.0,0.0	0.002,0.003,0.002	0.0
183	"FAHD2A"	"FAHD2A"	chr2	+	95410526	95411026	95410526	95410586	95410863	95411026	183	10,4,2	79,85,51	13,5,4	58,40,68	198	99	0.0933452864283	0.370383345817	0.06,0.023,0.019	0.101,0.059,0.029	-0.029
184	"RPL14"	"RPL14"	chr3	+	40461406	40461661	40461406	40461506	40461607	40461661	184	4,7,1	2000,2520,1330	3,0,8	1933,1152,1823	198	99	1	1.0	0.001,0.001,0.0	0.001,0.0,0.002	-0.0
187	"TMEM91"	"TMEM91"	chr19	+	41382771	41384083	41382771	41382921	41383862	41384083	187	0,0,2	2,0,0	0,0,1	0,0,1	198	99	1	1.0	0.0,NA,1.0	NA,NA,0.333	0.167
191	"RPL13"	"RPL13"	chr16	+	89560710	89561063	89560710	89560839	89560939	89561063	191	88,77,39	0,1,7	129,88,143	1,2,4	198	99	0.34190224656	0.873154489968	1.0,0.975,0.736	0.985,0.957,0.947	-0.059
192	"RPL13"	"RPL13"	chr16	+	89560939	89561368	89560939	89561063	89561226	89561368	192	29,12,12	2011,1552,1206	31,19,28	2549,1439,2488	198	99	1	1.0	0.007,0.004,0.005	0.006,0.007,0.006	-0.001
193	"RPL13"	"RPL13"	chr16	+	89561226	89561751	89561226	89561368	89561577	89561751	193	54,41,34	1496,1656,1012	56,36,66	1869,922,1708	198	99	0.395007095133	0.95302436473	0.018,0.012,0.017	0.015,0.019,0.019	-0.002
195	"HARS"	"HARS"	chr5	-	140677654	140679127	140677654	140677753	140679001	140679127	195	3,3,0	0,0,0	4,3,8	2,0,2	198	99	1	1.0	1.0,1.0,NA	0.5,1.0,0.667	0.278
197	"LRP1"	"LRP1"	chr12	+	57208037	57208817	57208037	57208216	57208710	57208817	197	0,1,0	18,21,18	0,0,0	16,2,18	198	99	1	1.0	0.0,0.023,0.0	0.0,0.0,0.0	0.008
198	"BSDC1"	"BSDC1"	chr1	-	32394079	32394425	32394079	32394140	32394403	32394425	198	4,3,4	47,58,37	3,2,2	71,61,68	198	99	0.0923614973039	0.368931153668	0.041,0.025,0.051	0.021,0.016,0.014	0.022
230	"UBE2V1"	"UBE2V1"	chr20	-	50096482	50096820	50096482	50096534	50096671	50096820	230	3,9,3	2,0,0	17,11,10	11,1,6	198	99	0.00225801245279	0.0256027171467	0.429,1.0,1.0	0.436,0.846,0.455	0.231
231	"UBE2V1"	"UBE2V1"	chr20	-	50115484	50115954	50115484	50115621	50115698	50115954	231	8,5,4	0,2,0	14,7,9	0,0,0	175	99	1	1.0	1.0,0.586,1.0	1.0,1.0,1.0	-0.138
235	"PRIM1"	"PRIM1"	chr12	-	56746780	56747032	56746780	56746854	56746925	56747032	235	2,3,0	39,25,30	1,0,2	40,18,35	169	99	0.722454371948	1.0	0.029,0.066,0.0	0.014,0.0,0.032	0.016
237	"DPF1"	"DPF1"	chr19	-	38217459	38217876	38217459	38217591	38217797	38217876	237	1,0,1	6,11,2	0,3,1	19,12,20	198	99	0.631764270917	1.0	0.077,0.0,0.2	0.0,0.111,0.024	0.047
238	"GGA3"	"GGA3"	chr17	-	75239788	75241057	75239788	75240108	75240341	75241057	238	3,5,0	28,60,25	4,1,3	64,40,84	198	99	0.451152192946	1.0	0.051,0.04,0.0	0.03,0.012,0.018	0.01
239	"GGA3"	"GGA3"	chr17	-	75240341	75241057	75240341	75240412	75240811	75241057	239	2,14,4	39,43,23	7,5,5	48,40,38	198	99	0.413567039814	0.979385792236	0.025,0.14,0.08	0.068,0.059,0.062	0.019
240	"GGA3"	"GGA3"	chr17	-	75241399	75241696	75241399	75241516	75241614	75241696	240	11,19,8	52,46,20	17,8,15	84,31,71	196	99	0.151492142617	0.509189818946	0.097,0.173,0.168	0.093,0.115,0.096	0.045
241	"GGA3"	"GGA3"	chr17	-	75241614	75242473	75241614	75241696	75242335	75242473	241	8,11,4	75,80,49	17,6,9	125,84,123	198	99	0.728414316609	1.0	0.051,0.064,0.039	0.064,0.034,0.035	0.007
253	"ACAD9"	"ACAD9"	chr3	+	128909343	128910149	128909343	128909421	128910020	128910149	253	5,3,3	42,37,41	10,3,8	48,20,46	198	99	0.0515837707779	0.247773908947	0.056,0.039,0.035	0.094,0.07,0.08	-0.038
254	"DZIP3"	"DZIP3"	chr3	+	108647942	108648962	108647942	108648112	108648917	108648962	254	1,5,1	14,9,13	2,5,2	27,4,16	198	99	0.7573783262	1.0	0.034,0.217,0.037	0.036,0.385,0.059	-0.064
256	"WDR19"	"WDR19"	chr4	+	39272979	39274958	39272979	39273061	39274807	39274958	256	3,3,0	6,4,3	8,1,4	8,3,7	198	99	0.25531515018	0.729044082452	0.2,0.273,0.0	0.333,0.143,0.222	-0.075
257	"MYL6"	"MYL6"	chr12	+	56158357	56158711	56158357	56158404	56158683	56158711	257	16,19,3	3748,4338,2382	22,16,18	4628,2672,4143	198	99	1	1.0	0.002,0.002,0.001	0.002,0.003,0.002	-0.001
258	"MYL6"	"MYL6"	chr12	+	56158683	56159730	56158683	56158711	56159586	56159730	258	41,68,24	4869,5526,3054	44,33,37	5892,3416,5385	198	99	1	1.0	0.004,0.006,0.004	0.004,0.005,0.003	0.001
259	"MYL6"	"MYL6"	chr12	+	56158683	56159730	56158683	56158711	56159622	56159730	259	1395,1590,863	8,4,24	1613,864,1487	23,10,0	198	99	0.60198633576	1.0	0.989,0.995,0.947	0.972,0.977,1.0	-0.006
260	"MYL6"	"MYL6"	chr12	+	56159586	56160148	56159586	56159622	56159974	56160148	260	6072,6935,3803	139,137,84	7284,4146,6619	166,90,210	198	99	0.121015585343	0.435340203096	0.956,0.962,0.958	0.956,0.958,0.94	0.007
261	"MYL6"	"MYL6"	chr12	+	56159586	56160148	56159586	56159730	56159974	56160148	261	14,12,2	1480,1782,1165	6,5,13	1334,831,1229	198	99	1	1.0	0.005,0.003,0.001	0.002,0.003,0.005	-0.0
262	"MYL6"	"MYL6"	chr12	+	56159586	56160148	56159586	56159622	56160024	56160148	262	7522,8681,4728	101,1,2	8819,5121,8309	3,0,74	198	99	0.398064298505	0.959155602921	0.974,1.0,0.999	0.999,1.0,0.982	-0.003
