ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
32	"ABCA2"	"ABCA2"	chr9	-	137010192	137010737	137010192	137010371	137010619	137010737	32	2,2,2	17,14,10	1,0,1	11,2,15	347	99	0.242808467443	0.652369220615	0.032,0.039,0.054	0.025,0.0,0.019	0.027
33	"ABCA2"	"ABCA2"	chr9	-	137010972	137011309	137010972	137011105	137011185	137011309	33	1,3,3	21,15,10	0,2,0	14,6,12	179	99	0.0345933114424	0.170803635913	0.026,0.1,0.142	0.0,0.156,0.0	0.037
34	"ABCA2"	"ABCA2"	chr9	-	137011406	137011749	137011406	137011554	137011633	137011749	34	3,0,1	18,20,17	0,0,0	19,5,15	178	99	0.431865891377	0.939419045479	0.085,0.0,0.032	0.0,0.0,0.0	0.039
35	"ABCA2"	"ABCA2"	chr9	-	137021391	137022001	137021391	137021610	137021890	137022001	35	0,0,0	20,16,4	1,0,0	3,3,4	379	99	1	1.0	0.0,0.0,0.0	0.08,0.0,0.0	-0.027
39	"CTPS1"	"CTPS1"	chr1	+	41008658	41008890	41008658	41008714	41008793	41008890	39	31,17,11	214,284,155	27,17,19	278,123,274	178	99	0.855432056794	1.0	0.075,0.032,0.038	0.051,0.071,0.037	-0.005
40	"IKBKB"	"IKBKB"	chr8	+	42319269	42320844	42319269	42319421	42320734	42320844	40	46,62,21	1,0,0	72,30,65	0,1,0	1412	99	1	1.0	0.763,1.0,1.0	1.0,0.678,1.0	0.028
44	"SCNN1D"	"SCNN1D"	chr1	+	1287507	1287836	1287507	1287596	1287672	1287836	44	0,1,8	4,4,0	2,0,5	1,0,0	175	99	1	1.0	0.0,0.124,1.0	0.531,NA,1.0	-0.391
47	"EML2"	"EML2"	chr19	-	45638504	45638873	45638504	45638634	45638844	45638873	47	0,0,2	74,89,77	0,0,1	59,42,104	309	99	1	1.0	0.0,0.0,0.008	0.0,0.0,0.003	0.002
48	"EML2"	"EML2"	chr19	-	45641917	45642352	45641917	45642041	45642133	45642352	48	7,3,3	1,0,1	2,0,1	3,1,0	191	99	0.000501049783461	0.00688284176228	0.784,1.0,0.609	0.257,0.0,1.0	0.379
49	"NELL2"	"NELL2"	chr12	-	44875814	44876315	44875814	44875900	44876293	44876315	49	2,1,4	0,0,0	3,1,2	0,1,1	492	99	0.066049834337	0.26550725486	1.0,1.0,1.0	1.0,0.168,0.287	0.515
50	"IDI1"	"IDI1"	chr10	-	1043300	1044171	1043300	1043393	1043998	1044171	50	47,24,29	315,370,199	25,8,22	100,54,92	704	99	0.00242111387454	0.0228009023133	0.021,0.009,0.02	0.034,0.02,0.033	-0.012
51	"CDCA7"	"CDCA7"	chr2	+	173363817	173364989	173363817	173363895	173364794	173364989	51	72,79,38	66,85,46	57,37,52	60,36,90	998	99	0.269332969725	0.700202335663	0.098,0.084,0.076	0.086,0.093,0.054	0.008
54	"PICK1"	"PICK1"	chr22	+	38073772	38074451	38073772	38073823	38074306	38074451	54	36,28,20	47,64,24	60,39,57	92,51,99	582	99	0.790447463073	1.0	0.115,0.069,0.124	0.1,0.115,0.089	0.001
57	"ALOX15"	"ALOX15"	chr17	-	4638926	4639132	4638926	4638972	4639050	4639132	57	1,2,0	0,8,0	1,1,3	2,3,2	177	99	1	1.0	1.0,0.123,NA	0.219,0.157,0.456	0.284
58	"FLNB"	"FLNB"	chr3	+	58168439	58169793	58168439	58168658	58169589	58169793	58	5,1,1	132,164,95	1,0,2	131,80,106	1030	99	1	1.0	0.004,0.001,0.001	0.001,0.0,0.002	0.001
59	"CCDC84"	"CCDC84"	chr11	+	119011938	119012254	119011938	119012003	119012148	119012254	59	5,5,3	20,15,9	13,0,4	34,23,40	244	99	0.353604230501	0.830379086279	0.092,0.119,0.119	0.134,0.0,0.039	0.052
60	"RFWD2"	"RFWD2"	chr1	-	175988287	175989479	175988287	175988412	175989361	175989479	60	0,5,2	47,57,26	4,1,3	70,41,77	1048	99	1	1.0	0.0,0.008,0.007	0.005,0.002,0.004	0.001
61	"IL11RA"	"IL11RA"	chr9	+	34655217	34655665	34655217	34655317	34655604	34655665	61	3,0,1	7,7,6	0,1,0	7,3,5	386	99	0.627006159852	1.0	0.099,0.0,0.041	0.0,0.079,0.0	0.02
62	"FARSA"	"FARSA"	chr19	-	12924638	12925003	12924638	12924807	12924903	12925003	62	0,3,1	414,430,216	12,4,6	425,247,451	195	99	1	1.0	0.0,0.004,0.002	0.014,0.008,0.007	-0.008
63	"FARSA"	"FARSA"	chr19	-	12930428	12930749	12930428	12930527	12930611	12930749	63	0,0,0	324,337,154	1,0,0	338,223,374	183	99	1	1.0	0.0,0.0,0.0	0.002,0.0,0.0	-0.001
67	"TRPM7"	"TRPM7"	chr15	-	50575723	50575919	50575723	50575789	50575868	50575919	67	0,1,0	26,33,37	0,0,1	63,35,52	178	99	1	1.0	0.0,0.017,0.0	0.0,0.0,0.011	0.002
69	"BAZ2A"	"BAZ2A"	chr12	-	56604584	56605327	56604584	56604799	56605072	56605327	69	5,6,8	44,69,23	9,3,5	63,39,54	372	99	0.479837411077	1.0	0.029,0.023,0.085	0.037,0.02,0.024	0.019
70	"BAZ2A"	"BAZ2A"	chr12	-	56615013	56615607	56615013	56615128	56615218	56615607	70	113,125,64	6,7,2	147,75,120	5,1,2	189	99	0.0561307528873	0.239306876346	0.908,0.903,0.944	0.939,0.975,0.969	-0.043
71	"B9D1"	"B9D1"	chr17	-	19343169	19343857	19343169	19343461	19343789	19343857	71	6,11,4	25,24,12	4,0,2	11,14,20	427	99	0.0125588702152	0.0786143411521	0.053,0.096,0.072	0.078,0.0,0.023	0.04
72	"B9D1"	"B9D1"	chr17	-	19343169	19343857	19343169	19343495	19343789	19343857	72	5,11,4	2,0,2	3,0,2	0,0,0	393	99	1	1.0	0.386,1.0,0.335	1.0,NA,1.0	-0.426
73	"WAC"	"WAC"	chr10	+	28614566	28616362	28614566	28614685	28616172	28616362	73	7,9,10	102,129,87	7,5,11	224,122,185	1586	99	1	1.0	0.004,0.004,0.007	0.002,0.003,0.004	0.002
74	"WAC"	"WAC"	chr10	+	28614566	28616362	28614566	28614685	28616175	28616362	74	9,9,11	38,25,23	11,7,16	58,50,59	1589	99	0.127868938777	0.418903660455	0.015,0.022,0.029	0.012,0.009,0.017	0.009
75	"INPP5J"	"INPP5J"	chr22	+	31124844	31126010	31124844	31124906	31125832	31126010	75	244,283,156	2,0,1	287,166,299	0,0,0	1025	99	0.350097898811	0.824795436657	0.922,1.0,0.938	1.0,1.0,1.0	-0.047
76	"INPP5J"	"INPP5J"	chr22	+	31126612	31127532	31126612	31126721	31127356	31127532	76	21,12,2	1,2,0	23,11,19	0,1,0	734	99	0.4832823923	1.0	0.739,0.447,1.0	1.0,0.597,1.0	-0.137
77	"INPP5J"	"INPP5J"	chr22	+	31133609	31134696	31133609	31133714	31133912	31134696	77	0,2,0	32,32,21	1,0,0	42,24,40	297	99	1	1.0	0.0,0.02,0.0	0.008,0.0,0.0	0.004
78	"YBX2"	"YBX2"	chr17	-	7291092	7292059	7291092	7291182	7292025	7292059	78	55,101,71	24,44,26	28,22,24	26,14,8	942	99	0.0630968793426	0.258470848787	0.194,0.194,0.223	0.102,0.142,0.24	0.042
79	"TMTC4"	"TMTC4"	chr13	-	100634804	100635195	100634804	100634936	100635023	100635195	79	0,2,0	41,42,17	0,0,1	31,28,33	186	99	1	1.0	0.0,0.025,0.0	0.0,0.0,0.016	0.003
80	"AQR"	"AQR"	chr15	-	34873827	34874864	34873827	34873999	34874676	34874864	80	3,6,4	51,50,25	8,5,7	77,41,49	776	99	0.587455003518	1.0	0.007,0.015,0.02	0.013,0.015,0.018	-0.001
96	"FTSJ1"	"FTSJ1"	chrX	+	48477960	48478518	48477960	48478168	48478448	48478518	96	11,15,6	213,272,157	8,7,15	339,210,404	379	99	0.513874146917	1.0	0.013,0.014,0.01	0.006,0.009,0.01	0.004
97	"FTSJ1"	"FTSJ1"	chrX	+	48481425	48481715	48481425	48481528	48481631	48481715	97	6,7,0	189,207,123	24,2,16	273,157,292	202	99	0.00302242277014	0.0267407573901	0.015,0.016,0.0	0.041,0.006,0.026	-0.014
98	"FTSJ1"	"FTSJ1"	chrX	+	48482596	48483027	48482596	48482794	48482985	48483027	98	88,76,54	67,84,34	112,69,87	131,75,122	290	99	0.024070945263	0.131472696549	0.31,0.236,0.352	0.226,0.239,0.196	0.079
102	"SLC52A2"	"SLC52A2"	chr8	+	144359622	144360493	144359622	144359747	144360171	144360493	102	1052,1080,596	0,0,0	2435,1370,2377	0,0,15	523	99	0.757405847713	1.0	1.0,1.0,1.0	1.0,1.0,0.968	0.011
107	"MYO1G"	"MYO1G"	chr7	-	44972114	44975227	44972114	44972225	44975173	44975227	107	1,0,0	0,0,0	0,0,0	1,1,0	3047	99	1	1.0	1.0,NA,NA	0.0,0.0,NA	1.0
110	"NR4A2"	"NR4A2"	chr2	-	156326149	156326328	156326149	156326207	156326311	156326328	110	11,15,6	0,0,0	10,2,12	1,0,0	203	99	1	1.0	1.0,1.0,1.0	0.83,1.0,1.0	0.057
112	"CPSF7"	"CPSF7"	chr11	-	61415665	61416519	61415665	61415784	61416104	61416519	112	17,8,11	203,218,157	14,12,8	425,235,396	419	99	0.186286280169	0.538094915208	0.019,0.009,0.016	0.008,0.012,0.005	0.006
113	"CPSF7"	"CPSF7"	chr11	-	61416104	61416519	61416104	61416162	61416363	61416519	113	585,652,346	4,0,1	1102,551,1062	2,2,2	300	99	1	1.0	0.98,1.0,0.991	0.995,0.989,0.994	-0.002
115	"CPSF7"	"CPSF7"	chr11	-	61420469	61421608	61420469	61420573	61421389	61421608	115	13,34,17	142,180,87	28,15,21	245,121,203	915	99	0.132064833427	0.426671000303	0.01,0.02,0.021	0.012,0.013,0.011	0.005
117	"ZSCAN2"	"ZSCAN2"	chr15	+	84620601	84622714	84620601	84620772	84622645	84622714	117	61,75,42	1,0,0	158,96,125	3,0,4	1972	99	7.11944700482e-05	0.00134095151318	0.754,1.0,1.0	0.726,1.0,0.611	0.139
122	"DNASE1"	"DNASE1"	chr16	+	3656998	3657341	3656998	3657111	3657186	3657341	122	11,13,2	1,4,0	7,9,3	3,0,0	174	99	0.0254100398682	0.136455873674	0.862,0.649,1.0	0.57,1.0,1.0	-0.02
123	"XPNPEP1"	"XPNPEP1"	chr10	-	109875527	109877867	109875527	109875599	109877789	109877867	123	30,42,19	67,88,51	54,29,37	116,58,111	2289	99	0.896749653409	1.0	0.019,0.02,0.016	0.02,0.021,0.014	0.0
124	"PSMA1"	"PSMA1"	chr11	-	14513816	14514491	14513816	14513887	14514402	14514491	124	83,69,42	392,467,242	76,50,66	414,229,365	614	99	0.574014098752	1.0	0.033,0.023,0.027	0.029,0.034,0.028	-0.003
125	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39158284	39159550	39158284	39158402	39159449	39159550	125	3,2,3	5,4,3	9,2,10	33,24,31	1146	99	0.451742398137	0.965494818052	0.049,0.041,0.08	0.023,0.007,0.027	0.038
126	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39158284	39159550	39158284	39158402	39159482	39159550	126	4,2,5	13,11,7	24,4,20	14,13,27	1179	99	0.00574775133317	0.0426875678281	0.025,0.015,0.057	0.126,0.025,0.059	-0.038
127	"GALE"	"GALE"	chr1	-	23796508	23796782	23796508	23796586	23796696	23796782	127	33,26,20	111,117,74	47,25,33	100,53,99	209	99	0.0132951390667	0.0819231672002	0.123,0.095,0.113	0.182,0.183,0.136	-0.057
128	"GALE"	"GALE"	chr1	-	23798116	23798730	23798116	23798225	23798614	23798730	128	25,13,12	7,5,0	14,19,19	6,1,9	488	99	0.589891792982	1.0	0.42,0.345,1.0	0.321,0.794,0.3	0.117
129	"GALE"	"GALE"	chr1	-	23798116	23798730	23798116	23798230	23798614	23798730	129	25,13,6	82,81,50	12,18,19	81,42,83	483	99	0.53582068725	1.0	0.059,0.032,0.024	0.029,0.081,0.045	-0.013
136	"VPS28"	"VPS28"	chr8	-	144423600	144424132	144423600	144423922	144424040	144424132	136	110,105,60	76,73,44	383,204,417	103,63,73	217	99	8.48195957914e-11	8.15607376373e-09	0.398,0.396,0.384	0.629,0.596,0.723	-0.257
137	"VPS28"	"VPS28"	chr8	-	144424214	144424819	144424214	144424268	144424717	144424819	137	74,95,54	195,189,130	320,151,247	381,173,350	548	99	6.92182826834e-07	2.71960865511e-05	0.064,0.083,0.07	0.132,0.136,0.113	-0.055
138	"VPS28"	"VPS28"	chr8	-	144424717	144425772	144424717	144424819	144424945	144425772	138	23,16,17	278,250,167	54,41,41	477,243,501	225	99	0.0483964319916	0.217441439151	0.035,0.027,0.043	0.047,0.069,0.035	-0.015
139	"VPS28"	"VPS28"	chr8	-	144424717	144425772	144424717	144424819	144425682	144425772	139	108,109,79	0,0,0	247,144,233	0,1,0	962	99	1	1.0	1.0,1.0,1.0	1.0,0.937,1.0	0.021
140	"VPS28"	"VPS28"	chr8	-	144424945	144425772	144424945	144425000	144425682	144425772	140	185,182,128	28,20,8	385,194,371	33,5,33	781	99	0.132430495174	0.427097113297	0.456,0.536,0.67	0.597,0.831,0.588	-0.118
141	"VPS28"	"VPS28"	chr8	-	144424945	144425772	144424945	144425051	144425682	144425772	141	70,75,45	163,220,108	155,85,142	305,150,286	730	99	0.0293219863838	0.150904983446	0.055,0.044,0.053	0.064,0.071,0.063	-0.015
142	"VPS28"	"VPS28"	chr8	-	144425682	144426208	144425682	144425772	144426025	144426208	142	25,24,20	233,260,124	87,79,107	332,217,348	352	99	2.11657802396e-10	1.8477417596e-08	0.029,0.025,0.043	0.069,0.093,0.08	-0.048
143	"VPS28"	"VPS28"	chr8	-	144424945	144426208	144424945	144425772	144426179	144426208	143	25,20,24	3,0,0	81,73,90	12,4,5	506	99	0.0166800594118	0.0991039627491	0.62,1.0,1.0	0.569,0.781,0.779	0.164
144	"VPS28"	"VPS28"	chr8	-	144426025	144426208	144426025	144426063	144426179	144426208	144	13,10,13	229,279,125	34,23,44	379,235,356	215	99	0.002880228098	0.0256793343327	0.025,0.016,0.046	0.04,0.043,0.054	-0.017
145	"VPS28"	"VPS28"	chr8	-	144426025	144426983	144426025	144426063	144426908	144426983	145	32,41,21	0,0,0	112,55,88	0,2,0	944	99	1	1.0	1.0,1.0,1.0	1.0,0.743,1.0	0.086
146	"CCDC14"	"CCDC14"	chr3	-	123955842	123956115	123955842	123955965	123956045	123956115	146	4,1,7	10,13,9	9,2,9	21,7,13	179	99	0.445565081646	0.958242051024	0.181,0.041,0.301	0.192,0.136,0.277	-0.027
147	"CCDC14"	"CCDC14"	chr3	-	123955842	123956795	123955842	123955965	123956739	123956795	147	16,25,22	0,0,0	54,24,38	0,1,0	873	99	1	1.0	1.0,1.0,1.0	1.0,0.731,1.0	0.09
148	"CCDC14"	"CCDC14"	chr3	-	123955842	123956795	123955842	123956115	123956739	123956795	148	13,24,16	1,0,0	47,23,29	0,0,0	723	99	1	1.0	0.64,1.0,1.0	1.0,1.0,1.0	-0.12
149	"CCDC14"	"CCDC14"	chr3	-	123956354	123956795	123956354	123956427	123956739	123956795	149	15,16,12	42,33,20	21,16,16	64,37,59	411	99	0.264891084571	0.693580516006	0.079,0.105,0.126	0.073,0.094,0.061	0.027
169	"NMRK1"	"NMRK1"	chr9	-	75068995	75070042	75068995	75069102	75069894	75070042	169	3,1,4	0,2,0	7,1,7	4,1,5	891	99	0.303089738815	0.751860085289	1.0,0.053,1.0	0.163,0.1,0.135	0.552
171	"RPL9"	"RPL9"	chr4	-	39456405	39457681	39456405	39456538	39457585	39457681	171	32,27,9	1559,1861,985	47,17,31	1619,926,1449	1146	99	1	1.0	0.002,0.001,0.001	0.003,0.002,0.002	-0.001
172	"RPL9"	"RPL9"	chr4	-	39458193	39458440	39458193	39458309	39458393	39458440	172	5,5,5	1148,1389,792	6,1,2	1340,819,1088	183	99	1	1.0	0.002,0.002,0.003	0.002,0.001,0.001	0.001
173	"MPDU1"	"MPDU1"	chr17	+	7586691	7586961	7586691	7586777	7586898	7586961	173	14,9,5	104,130,50	10,8,18	128,61,139	220	99	0.653692639996	1.0	0.057,0.03,0.043	0.034,0.056,0.055	-0.005
175	"MPDU1"	"MPDU1"	chr17	+	7586691	7587271	7586691	7586838	7587160	7587271	175	17,23,7	16,34,15	30,8,14	25,14,26	421	99	0.790465714103	1.0	0.2,0.137,0.099	0.22,0.118,0.112	-0.005
176	"MPDU1"	"MPDU1"	chr17	+	7586898	7587271	7586898	7587017	7587160	7587271	176	12,8,3	45,63,34	21,4,7	77,38,65	242	99	0.746118606529	1.0	0.098,0.049,0.035	0.1,0.041,0.042	-0.0
178	"RPS26"	"RPS26"	chr12	+	56042424	56043493	56042424	56042602	56043362	56043493	178	44,77,29	914,982,546	70,28,55	931,518,1159	859	99	1	1.0	0.006,0.009,0.006	0.009,0.006,0.005	0.0
180	"ARL8A"	"ARL8A"	chr1	-	202135458	202135800	202135458	202135526	202135706	202135800	180	2,0,1	144,189,90	1,2,3	266,147,288	279	99	1	1.0	0.005,0.0,0.004	0.001,0.005,0.004	-0.0
183	"FAHD2A"	"FAHD2A"	chr2	+	95410526	95411026	95410526	95410586	95410863	95411026	183	14,11,6	79,85,51	24,7,10	58,40,68	376	99	0.0493126033937	0.219474120342	0.045,0.033,0.03	0.098,0.044,0.037	-0.024
184	"RPL14"	"RPL14"	chr3	+	40461406	40461661	40461406	40461506	40461607	40461661	184	4,7,1	2000,2520,1330	3,0,8	1933,1152,1823	200	99	1	1.0	0.001,0.001,0.0	0.001,0.0,0.002	-0.0
187	"TMEM91"	"TMEM91"	chr19	+	41382771	41384083	41382771	41382921	41383862	41384083	187	2,1,2	2,0,0	5,1,1	0,0,1	1040	99	0.278608742949	0.714913164842	0.087,1.0,1.0	1.0,1.0,0.087	-0.0
191	"RPL13"	"RPL13"	chr16	+	89560710	89561063	89560710	89560839	89560939	89561063	191	88,77,39	0,1,7	129,88,143	1,2,4	199	99	0.342183808516	0.813422263004	1.0,0.975,0.735	0.985,0.956,0.947	-0.059
192	"RPL13"	"RPL13"	chr16	+	89560939	89561368	89560939	89561063	89561226	89561368	192	33,12,17	2011,1552,1206	32,21,31	2549,1439,2488	262	99	1	1.0	0.006,0.003,0.005	0.005,0.005,0.005	-0.0
193	"RPL13"	"RPL13"	chr16	+	89561226	89561751	89561226	89561368	89561577	89561751	193	99,85,63	1496,1656,1012	106,62,109	1869,922,1708	308	99	0.76784956005	1.0	0.021,0.016,0.02	0.018,0.021,0.02	-0.001
195	"HARS"	"HARS"	chr5	-	140677654	140679127	140677654	140677753	140679001	140679127	195	39,37,14	0,0,0	65,30,63	2,0,2	1347	99	0.0596494592827	0.249666808956	1.0,1.0,1.0	0.705,1.0,0.698	0.199
197	"LRP1"	"LRP1"	chr12	+	57208037	57208817	57208037	57208216	57208710	57208817	197	5,1,0	18,21,18	0,0,2	16,2,18	593	99	0.619343251215	1.0	0.044,0.008,0.0	0.0,0.0,0.018	0.011
198	"BSDC1"	"BSDC1"	chr1	-	32394079	32394425	32394079	32394140	32394403	32394425	198	7,3,6	47,58,37	7,7,11	71,61,68	362	99	0.642618576335	1.0	0.039,0.014,0.042	0.026,0.03,0.042	-0.001
230	"UBE2V1"	"UBE2V1"	chr20	-	50096482	50096820	50096482	50096534	50096671	50096820	230	3,9,3	2,0,0	17,14,12	11,1,6	236	99	0.00362233254474	0.0303160023569	0.386,1.0,1.0	0.393,0.855,0.456	0.227
231	"UBE2V1"	"UBE2V1"	chr20	-	50115484	50115954	50115484	50115621	50115698	50115954	231	8,5,4	0,2,0	14,7,9	0,0,0	176	99	1	1.0	1.0,0.584,1.0	1.0,1.0,1.0	-0.139
235	"PRIM1"	"PRIM1"	chr12	-	56746780	56747032	56746780	56746854	56746925	56747032	235	2,3,0	39,25,30	1,0,2	40,18,35	170	99	0.698069218642	1.0	0.029,0.065,0.0	0.014,0.0,0.032	0.016
237	"DPF1"	"DPF1"	chr19	-	38217459	38217876	38217459	38217591	38217797	38217876	237	2,0,2	6,11,2	2,3,1	19,12,20	305	99	0.684801623515	1.0	0.098,0.0,0.245	0.033,0.075,0.016	0.073
238	"GGA3"	"GGA3"	chr17	-	75239788	75241057	75239788	75240108	75240341	75241057	238	3,6,4	28,60,25	5,1,4	64,40,84	332	99	0.0922363113997	0.336694787067	0.031,0.029,0.046	0.023,0.007,0.014	0.021
239	"GGA3"	"GGA3"	chr17	-	75240341	75241057	75240341	75240412	75240811	75241057	239	9,25,6	39,43,23	18,9,17	48,40,38	498	99	0.927019019512	1.0	0.044,0.104,0.049	0.069,0.043,0.082	0.001
240	"GGA3"	"GGA3"	chr17	-	75241399	75241696	75241399	75241516	75241614	75241696	240	11,19,8	52,46,20	17,8,15	84,31,71	197	99	0.15280784839	0.468422716457	0.096,0.172,0.167	0.092,0.115,0.096	0.044
241	"GGA3"	"GGA3"	chr17	-	75241614	75242473	75241614	75241696	75242335	75242473	241	42,45,19	75,80,49	59,30,33	125,84,123	738	99	0.0640736356899	0.260718334979	0.07,0.07,0.049	0.06,0.046,0.035	0.016
253	"ACAD9"	"ACAD9"	chr3	+	128909343	128910149	128909343	128909421	128910020	128910149	253	9,12,7	42,37,41	25,7,26	48,20,46	698	99	0.0031216645858	0.0272651667684	0.029,0.044,0.024	0.069,0.047,0.074	-0.031
254	"DZIP3"	"DZIP3"	chr3	+	108647942	108648962	108647942	108648112	108648917	108648962	254	8,16,9	14,9,13	7,9,7	27,4,16	904	99	0.128102638032	0.418903660455	0.059,0.163,0.07	0.028,0.198,0.046	0.007
256	"WDR19"	"WDR19"	chr4	+	39272979	39274958	39272979	39273061	39274807	39274958	256	25,22,11	6,4,3	38,27,25	8,3,7	1845	99	0.743823022591	1.0	0.183,0.228,0.164	0.203,0.326,0.161	-0.038
257	"MYL6"	"MYL6"	chr12	+	56158357	56158711	56158357	56158404	56158683	56158711	257	25,29,25	3748,4338,2382	36,26,25	4628,2672,4143	378	99	1	1.0	0.002,0.002,0.003	0.002,0.003,0.002	0.0
258	"MYL6"	"MYL6"	chr12	+	56158683	56159730	56158683	56158711	56159586	56159730	258	96,130,62	4869,5526,3054	114,69,104	5892,3416,5385	974	99	1	1.0	0.002,0.002,0.002	0.002,0.002,0.002	0.0
259	"MYL6"	"MYL6"	chr12	+	56158683	56159730	56158683	56158711	56159622	56159730	259	1455,1667,903	8,4,24	1689,904,1561	23,10,0	1010	99	0.617626493142	1.0	0.947,0.976,0.787	0.878,0.899,1.0	-0.022
