ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
88	"RNF39"	"RNF39"	chr6	-	1325429	1326846	1325429	1326355	1326553	1326846
89	"RNF39"	"RNF39"	chr6	-	1326181	1327607	1326181	1327116	1327314	1327607
90	"RNF39"	"RNF39"	chr6	-	1328357	1329783	1328357	1329292	1329490	1329783
91	"RNF39"	"RNF39"	chr6	-	1331015	1332441	1331015	1331950	1332148	1332441
92	"RNF39"	"RNF39"	chr6	-	1369184	1370610	1369184	1370119	1370317	1370610
93	"RNF39"	"RNF39"	chr6	-	1414355	1415781	1414355	1415290	1415488	1415781
94	"RNF39"	"RNF39"	chr6	-	1550036	1551462	1550036	1550971	1551169	1551462
95	"RNF39"	"RNF39"	chr6	-	30070265	30071691	30070265	30071200	30071398	30071691
96	"FTSJ1"	"FTSJ1"	chrX	+	48477960	48478518	48477960	48478168	48478448	48478518
97	"FTSJ1"	"FTSJ1"	chrX	+	48481425	48481715	48481425	48481528	48481631	48481715
98	"FTSJ1"	"FTSJ1"	chrX	+	48482596	48483027	48482596	48482794	48482985	48483027
99	"AC159540.1"	"AC159540.1"	chr2	-	97422438	97422659	97422438	97422497	97422579	97422659
100	"RNH1"	"RNH1"	chr11	-	28655	29640	28655	28826	29469	29640
101	"RNH1"	"RNH1"	chr11	-	499014	499999	499014	499185	499828	499999
102	"SLC52A2"	"SLC52A2"	chr8	+	144359622	144360493	144359622	144359747	144360171	144360493
103	"DSCAM-AS1"	"DSCAM-AS1"	chr21	+	40383082	40383584	40383082	40383408	40383505	40383584
104	"MYO1G"	"MYO1G"	chr7	-	44962969	44964162	44962969	44963124	44964048	44964162
105	"MYO1G"	"MYO1G"	chr7	-	44966072	44966838	44966072	44966280	44966671	44966838
106	"MYO1G"	"MYO1G"	chr7	-	44968522	44969875	44968522	44969483	44969704	44969875
107	"MYO1G"	"MYO1G"	chr7	-	44972114	44975227	44972114	44972225	44975173	44975227
108	"MYO1G"	"MYO1G"	chr7	-	44972114	44975227	44972114	44972274	44975173	44975227
109	"ENTPD8"	"ENTPD8"	chr9	-	137436520	137437309	137436520	137436751	137437158	137437309
110	"NR4A2"	"NR4A2"	chr2	-	156326149	156326328	156326149	156326207	156326311	156326328
111	"ASTN2"	"ASTN2"	chr9	-	116425227	116426088	116425227	116425626	116425875	116426088
112	"CPSF7"	"CPSF7"	chr11	-	61415665	61416519	61415665	61415784	61416104	61416519
113	"CPSF7"	"CPSF7"	chr11	-	61416104	61416519	61416104	61416162	61416363	61416519
114	"CPSF7"	"CPSF7"	chr11	-	61420469	61421608	61420469	61420530	61421389	61421608
115	"CPSF7"	"CPSF7"	chr11	-	61420469	61421608	61420469	61420573	61421389	61421608
116	"ZSCAN2"	"ZSCAN2"	chr15	+	84620601	84622714	84620601	84620772	84622577	84622714
117	"ZSCAN2"	"ZSCAN2"	chr15	+	84620601	84622714	84620601	84620772	84622645	84622714
118	"CCDC33"	"CCDC33"	chr15	+	74332678	74333322	74332678	74332845	74333220	74333322
119	"CCDC33"	"CCDC33"	chr15	+	74334974	74336141	74334974	74335088	74335924	74336141
120	"COL25A1"	"COL25A1"	chr4	-	108810720	108813929	108810720	108812256	108812703	108813929
121	"COL25A1"	"COL25A1"	chr4	-	109301722	109302367	109301722	109302075	109302302	109302367
122	"DNASE1"	"DNASE1"	chr16	+	3656998	3657341	3656998	3657111	3657186	3657341
123	"XPNPEP1"	"XPNPEP1"	chr10	-	109875527	109877867	109875527	109875599	109877789	109877867
124	"PSMA1"	"PSMA1"	chr11	-	14513816	14514491	14513816	14513887	14514402	14514491
125	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39158284	39159550	39158284	39158402	39159449	39159550
126	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39158284	39159550	39158284	39158402	39159482	39159550
127	"GALE"	"GALE"	chr1	-	23796508	23796782	23796508	23796586	23796696	23796782
128	"GALE"	"GALE"	chr1	-	23798116	23798730	23798116	23798225	23798614	23798730
129	"GALE"	"GALE"	chr1	-	23798116	23798730	23798116	23798230	23798614	23798730
130	"FAM214B"	"FAM214B"	chr9	-	35107380	35108349	35107380	35107568	35108127	35108349
131	"CNOT3"	"CNOT3"	chr19	+	118508	118983	118508	118598	118854	118983
132	"CNOT3"	"CNOT3"	chr19	+	128564	130530	128564	128690	130158	130530
133	"CNOT3"	"CNOT3"	chr19	+	128564	130531	128564	128690	130159	130531
134	"CNOT3"	"CNOT3"	chr19	+	54143659	54144134	54143659	54143749	54144005	54144134
135	"CNOT3"	"CNOT3"	chr19	+	54153714	54155680	54153714	54153840	54155308	54155680
136	"VPS28"	"VPS28"	chr8	-	144423600	144424132	144423600	144423922	144424040	144424132
137	"VPS28"	"VPS28"	chr8	-	144424214	144424819	144424214	144424268	144424717	144424819
138	"VPS28"	"VPS28"	chr8	-	144424717	144425772	144424717	144424819	144424945	144425772
139	"VPS28"	"VPS28"	chr8	-	144424717	144425772	144424717	144424819	144425682	144425772
140	"VPS28"	"VPS28"	chr8	-	144424945	144425772	144424945	144425000	144425682	144425772
141	"VPS28"	"VPS28"	chr8	-	144424945	144425772	144424945	144425051	144425682	144425772
142	"VPS28"	"VPS28"	chr8	-	144425682	144426208	144425682	144425772	144426025	144426208
143	"VPS28"	"VPS28"	chr8	-	144424945	144426208	144424945	144425772	144426179	144426208
144	"VPS28"	"VPS28"	chr8	-	144426025	144426208	144426025	144426063	144426179	144426208
145	"VPS28"	"VPS28"	chr8	-	144426025	144426983	144426025	144426063	144426908	144426983
146	"CCDC14"	"CCDC14"	chr3	-	123955842	123956115	123955842	123955965	123956045	123956115
147	"CCDC14"	"CCDC14"	chr3	-	123955842	123956795	123955842	123955965	123956739	123956795
148	"CCDC14"	"CCDC14"	chr3	-	123955842	123956795	123955842	123956115	123956739	123956795
149	"CCDC14"	"CCDC14"	chr3	-	123956354	123956795	123956354	123956427	123956739	123956795
150	"HLA-C"	"HLA-C"	chr6	-	2524922	2525514	2524922	2524955	2525394	2525514
151	"HLA-C"	"HLA-C"	chr6	-	2524922	2525514	2524922	2524973	2525394	2525514
152	"HLA-C"	"HLA-C"	chr6	-	2527020	2527552	2527020	2527290	2527420	2527552
153	"HLA-C"	"HLA-C"	chr6	-	2527290	2527882	2527290	2527323	2527762	2527882
154	"HLA-C"	"HLA-C"	chr6	-	2527290	2527882	2527290	2527341	2527762	2527882
155	"HLA-C"	"HLA-C"	chr6	-	2529388	2529920	2529388	2529658	2529788	2529920
156	"HLA-C"	"HLA-C"	chr6	-	2571448	2572040	2571448	2571481	2571920	2572040
157	"HLA-C"	"HLA-C"	chr6	-	2571448	2572040	2571448	2571499	2571920	2572040
158	"HLA-C"	"HLA-C"	chr6	-	2578542	2579134	2578542	2578575	2579014	2579134
159	"HLA-C"	"HLA-C"	chr6	-	2578542	2579134	2578542	2578593	2579014	2579134
160	"HLA-C"	"HLA-C"	chr6	-	2580640	2581172	2580640	2580910	2581040	2581172
161	"HLA-C"	"HLA-C"	chr6	-	2612220	2612812	2612220	2612253	2612692	2612812
162	"HLA-C"	"HLA-C"	chr6	-	2612220	2612812	2612220	2612271	2612692	2612812
163	"HLA-C"	"HLA-C"	chr6	-	2614317	2614849	2614317	2614587	2614717	2614849
164	"HLA-C"	"HLA-C"	chr6	-	2750418	2751011	2750418	2750451	2750891	2751011
165	"HLA-C"	"HLA-C"	chr6	-	2750418	2751011	2750418	2750469	2750891	2751011
166	"HLA-C"	"HLA-C"	chr6	-	2752524	2753056	2752524	2752794	2752924	2753056
167	"HLA-C"	"HLA-C"	chr6	-	31269492	31270085	31269492	31269525	31269965	31270085
168	"HLA-C"	"HLA-C"	chr6	-	31269492	31270085	31269492	31269543	31269965	31270085
169	"NMRK1"	"NMRK1"	chr9	-	75068995	75070042	75068995	75069102	75069894	75070042
170	"HHLA2"	"HHLA2"	chr3	+	108376492	108378285	108376492	108376557	108377257	108378285
171	"RPL9"	"RPL9"	chr4	-	39456405	39457681	39456405	39456538	39457585	39457681
172	"RPL9"	"RPL9"	chr4	-	39458193	39458440	39458193	39458309	39458393	39458440
173	"MPDU1"	"MPDU1"	chr17	+	7586691	7586961	7586691	7586777	7586898	7586961
174	"MPDU1"	"MPDU1"	chr17	+	7586898	7587017	7586898	7586972	7586974	7587017
175	"MPDU1"	"MPDU1"	chr17	+	7586691	7587271	7586691	7586838	7587160	7587271
176	"MPDU1"	"MPDU1"	chr17	+	7586898	7587271	7586898	7587017	7587160	7587271
177	"MPDU1"	"MPDU1"	chr17	+	7587160	7587271	7587160	7587181	7587182	7587271
178	"RPS26"	"RPS26"	chr12	+	56042424	56043493	56042424	56042602	56043362	56043493
179	"SLC39A5"	"SLC39A5"	chr12	+	56231203	56231561	56231203	56231289	56231376	56231561
180	"ARL8A"	"ARL8A"	chr1	-	202135458	202135800	202135458	202135526	202135706	202135800
181	"YARS"	"YARS"	chr1	-	32781047	32781145	32781047	32781127	32781128	32781145
182	"DHRS7"	"DHRS7"	chr14	-	60149352	60149568	60149352	60149396	60149397	60149568
183	"FAHD2A"	"FAHD2A"	chr2	+	95410526	95411026	95410526	95410586	95410863	95411026
184	"RPL14"	"RPL14"	chr3	+	40461406	40461661	40461406	40461506	40461607	40461661
185	"TMEM91"	"TMEM91"	chr19	+	41382771	41384083	41382771	41382921	41383560	41384083
186	"TMEM91"	"TMEM91"	chr19	+	41382771	41384083	41382771	41382921	41383714	41384083
187	"TMEM91"	"TMEM91"	chr19	+	41382771	41384083	41382771	41382921	41383862	41384083
188	"TMEM91"	"TMEM91"	chr19	+	41382771	41384083	41382771	41382921	41383873	41384083
189	"TMEM91"	"TMEM91"	chr19	+	41382771	41384083	41382771	41382921	41383885	41384083
190	"CELF3"	"CELF3"	chr1	-	151707144	151707648	151707144	151707294	151707506	151707648
191	"RPL13"	"RPL13"	chr16	+	89560710	89561063	89560710	89560839	89560939	89561063
192	"RPL13"	"RPL13"	chr16	+	89560939	89561368	89560939	89561063	89561226	89561368
193	"RPL13"	"RPL13"	chr16	+	89561226	89561751	89561226	89561368	89561577	89561751
194	"RPL13"	"RPL13"	chr16	+	89561577	89561751	89561577	89561598	89561739	89561751
195	"HARS"	"HARS"	chr5	-	140677654	140679127	140677654	140677753	140679001	140679127
196	"LRP1"	"LRP1"	chr12	+	57204626	57205249	57204626	57204749	57205108	57205249
197	"LRP1"	"LRP1"	chr12	+	57208037	57208817	57208037	57208216	57208710	57208817
198	"BSDC1"	"BSDC1"	chr1	-	32394079	32394425	32394079	32394140	32394403	32394425
199	"LST1"	"LST1"	chr6	+	2834934	2836646	2834934	2835057	2835285	2836646
200	"LST1"	"LST1"	chr6	+	2834934	2836646	2834934	2835053	2836233	2836646
201	"LST1"	"LST1"	chr6	+	2834934	2836646	2834934	2835053	2836254	2836646
202	"LST1"	"LST1"	chr6	+	2834934	2836646	2834934	2835053	2836299	2836646
203	"LST1"	"LST1"	chr6	+	2843020	2844732	2843020	2843143	2843371	2844732
204	"LST1"	"LST1"	chr6	+	2843020	2844732	2843020	2843139	2844319	2844732
205	"LST1"	"LST1"	chr6	+	2843020	2844732	2843020	2843139	2844340	2844732
206	"LST1"	"LST1"	chr6	+	2843020	2844732	2843020	2843139	2844385	2844732
207	"LST1"	"LST1"	chr6	+	2886480	2888190	2886480	2886603	2886831	2888190
208	"LST1"	"LST1"	chr6	+	2886480	2888190	2886480	2886599	2887777	2888190
209	"LST1"	"LST1"	chr6	+	2886480	2888190	2886480	2886599	2887798	2888190
210	"LST1"	"LST1"	chr6	+	2886480	2888190	2886480	2886599	2887843	2888190
211	"LST1"	"LST1"	chr6	+	2892240	2893950	2892240	2892363	2892591	2893950
212	"LST1"	"LST1"	chr6	+	2892240	2893950	2892240	2892359	2893537	2893950
213	"LST1"	"LST1"	chr6	+	2892240	2893950	2892240	2892359	2893558	2893950
214	"LST1"	"LST1"	chr6	+	2892240	2893950	2892240	2892359	2893603	2893950
215	"LST1"	"LST1"	chr6	+	2919778	2921488	2919778	2919901	2920129	2921488
216	"LST1"	"LST1"	chr6	+	2919778	2921488	2919778	2919897	2921075	2921488
217	"LST1"	"LST1"	chr6	+	2919778	2921488	2919778	2919897	2921096	2921488
218	"LST1"	"LST1"	chr6	+	2919778	2921488	2919778	2919897	2921141	2921488
219	"LST1"	"LST1"	chr6	+	2929094	2930802	2929094	2929217	2929445	2930802
220	"LST1"	"LST1"	chr6	+	2929094	2930802	2929094	2929213	2930389	2930802
221	"LST1"	"LST1"	chr6	+	2929094	2930802	2929094	2929213	2930410	2930802
222	"LST1"	"LST1"	chr6	+	2929094	2930802	2929094	2929213	2930455	2930802
223	"LST1"	"LST1"	chr6	+	3064486	3066192	3064486	3064609	3064837	3066192
224	"LST1"	"LST1"	chr6	+	3064486	3066192	3064486	3064605	3065779	3066192
225	"LST1"	"LST1"	chr6	+	3064486	3066192	3064486	3064605	3065800	3066192
226	"LST1"	"LST1"	chr6	+	3064486	3066192	3064486	3064605	3065845	3066192
227	"LST1"	"LST1"	chr6	+	31587199	31588909	31587199	31587318	31588517	31588909
228	"LST1"	"LST1"	chr6	+	31587199	31588909	31587199	31587318	31588562	31588909
229	"BPTF"	"BPTF"	chr17	+	67893369	67893725	67893369	67893678	67893679	67893725
230	"UBE2V1"	"UBE2V1"	chr20	-	50096482	50096820	50096482	50096534	50096671	50096820
231	"UBE2V1"	"UBE2V1"	chr20	-	50115484	50115954	50115484	50115621	50115698	50115954
232	"UBE2V1"	"UBE2V1"	chr20	-	50115484	50115954	50115484	50115621	50115829	50115954
233	"CDKL4"	"CDKL4"	chr2	-	39178546	39179321	39178546	39178759	39179186	39179321
234	"LRRC46"	"LRRC46"	chr17	+	47834424	47835399	47834424	47834533	47835352	47835399
235	"PRIM1"	"PRIM1"	chr12	-	56746780	56747032	56746780	56746854	56746925	56747032
236	"DLEU1"	"DLEU1"	chr13	+	50527865	50528534	50527865	50528064	50528179	50528534
237	"DPF1"	"DPF1"	chr19	-	38217459	38217876	38217459	38217591	38217797	38217876
238	"GGA3"	"GGA3"	chr17	-	75239788	75241057	75239788	75240108	75240341	75241057
239	"GGA3"	"GGA3"	chr17	-	75240341	75241057	75240341	75240412	75240811	75241057
240	"GGA3"	"GGA3"	chr17	-	75241399	75241696	75241399	75241516	75241614	75241696
241	"GGA3"	"GGA3"	chr17	-	75241614	75242473	75241614	75241696	75242335	75242473
242	"BRD2"	"BRD2"	chr6	+	4170880	4171889	4170880	4171255	4171578	4171889
243	"BRD2"	"BRD2"	chr6	+	4170880	4171889	4170880	4171255	4171760	4171889
244	"BRD2"	"BRD2"	chr6	+	4275620	4276629	4275620	4275995	4276318	4276629
245	"BRD2"	"BRD2"	chr6	+	4275620	4276629	4275620	4275995	4276500	4276629
246	"BRD2"	"BRD2"	chr6	+	4388772	4389781	4388772	4389147	4389470	4389781
247	"BRD2"	"BRD2"	chr6	+	4388772	4389781	4388772	4389147	4389652	4389781
248	"BRD2"	"BRD2"	chr6	+	4395941	4396950	4395941	4396316	4396639	4396950
249	"BRD2"	"BRD2"	chr6	+	4395941	4396950	4395941	4396316	4396821	4396950
250	"BRD2"	"BRD2"	chr6	+	4425814	4426823	4425814	4426189	4426694	4426823
251	"BRD2"	"BRD2"	chr6	+	32976561	32977570	32976561	32976936	32977259	32977570
252	"BRD2"	"BRD2"	chr6	+	32976561	32977570	32976561	32976936	32977441	32977570
253	"ACAD9"	"ACAD9"	chr3	+	128909343	128910149	128909343	128909421	128910020	128910149
254	"DZIP3"	"DZIP3"	chr3	+	108647942	108648962	108647942	108648112	108648917	108648962
255	"CD160"	"CD160"	chr1	+	145735996	145739153	145735996	145736134	145738485	145739153
256	"WDR19"	"WDR19"	chr4	+	39272979	39274958	39272979	39273061	39274807	39274958
257	"MYL6"	"MYL6"	chr12	+	56158357	56158711	56158357	56158404	56158683	56158711
258	"MYL6"	"MYL6"	chr12	+	56158683	56159730	56158683	56158711	56159586	56159730
259	"MYL6"	"MYL6"	chr12	+	56158683	56159730	56158683	56158711	56159622	56159730
260	"MYL6"	"MYL6"	chr12	+	56159586	56160148	56159586	56159622	56159974	56160148
261	"MYL6"	"MYL6"	chr12	+	56159586	56160148	56159586	56159730	56159974	56160148
262	"MYL6"	"MYL6"	chr12	+	56159586	56160148	56159586	56159622	56160024	56160148
263	"GLG1"	"GLG1"	chr16	-	74462487	74463479	74462487	74462630	74463355	74463479
264	"CYP2D7"	"CYP2D7"	chr22	-	51344	51589	51344	51560	51563	51589
265	"CYP2D7"	"CYP2D7"	chr22	-	63500	63745	63500	63716	63719	63745
266	"CYP2D7"	"CYP2D7"	chr22	-	42141151	42141396	42141151	42141367	42141370	42141396
267	"CYP2D7"	"CYP2D7"	chr22	-	42144283	42144577	42144283	42144328	42144329	42144577
268	"DALRD3"	"DALRD3"	chr3	-	49015818	49016086	49015818	49015872	49015972	49016086
269	"DALRD3"	"DALRD3"	chr3	-	49015972	49016340	49015972	49016060	49016157	49016340
270	"DALRD3"	"DALRD3"	chr3	-	49015972	49016340	49015972	49016086	49016157	49016340
271	"DALRD3"	"DALRD3"	chr3	-	49017227	49017513	49017227	49017356	49017433	49017513
272	"ZRANB2"	"ZRANB2"	chr1	-	71066775	71066934	71066775	71066917	71066918	71066934
273	"MRPL52"	"MRPL52"	chr14	+	22829886	22830110	22829886	22829940	22830052	22830110
274	"SAMD4B"	"SAMD4B"	chr19	+	39380586	39380785	39380586	39380755	39380757	39380785
275	"YPEL4"	"YPEL4"	chr11	-	57646296	57646794	57646296	57646405	57646750	57646794
276	"AKNA"	"AKNA"	chr9	-	114343707	114346009	114343707	114343803	114345862	114346009
277	"SKIL"	"SKIL"	chr3	+	170359698	170361429	170359698	170359876	170360367	170361429
278	"FXYD5"	"FXYD5"	chr19	+	35166141	35166325	35166141	35166171	35166250	35166325
279	"MAGED1"	"MAGED1"	chrX	+	51897794	51898193	51897794	51897886	51898113	51898193
280	"MAGED1"	"MAGED1"	chrX	+	51901552	51902354	51901552	51901938	51902145	51902354
281	"RP11-161M6.2"	"RP11-161M6.2"	chr16	-	975760	976400	975760	975995	976326	976400
282	"RP11-161M6.2"	"RP11-161M6.2"	chr16	-	975760	977029	975760	976400	976777	977029
283	"RWDD2B"	"RWDD2B"	chr21	-	29008239	29008621	29008239	29008307	29008394	29008621
284	"DDX19A"	"DDX19A"	chr16	+	70370222	70371563	70370222	70370385	70371371	70371563
285	"MS4A6A"	"MS4A6A"	chr11	-	60179490	60181741	60179490	60179965	60181580	60181741
286	"LLGL2"	"LLGL2"	chr17	+	75574212	75574668	75574212	75574260	75574452	75574668
287	"LLGL2"	"LLGL2"	chr17	+	75574212	75574668	75574212	75574260	75574609	75574668
288	"LLGL2"	"LLGL2"	chr17	+	75574452	75574668	75574452	75574495	75574609	75574668
289	"LINC00899"	"LINC00899"	chr22	-	46042573	46043699	46042573	46042640	46043562	46043699
290	"HAGHL"	"HAGHL"	chr16	+	728115	728424	728115	728233	728315	728424
291	"HAGHL"	"HAGHL"	chr16	+	728315	728604	728315	728424	728503	728604
292	"HAGHL"	"HAGHL"	chr16	+	728793	729715	728793	728895	729287	729715
293	"HAGHL"	"HAGHL"	chr16	+	729008	729715	729008	729088	729287	729715
294	"KLHL21"	"KLHL21"	chr1	-	6590723	6595557	6590723	6593658	6595484	6595557
