ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
51	"NEURL4"	"NEURL4"	chr17	-	7318268	7318356	7318494	7318691	7318064	7318172	7319049	7319208
55	"ANKRD36C"	"ANKRD36C"	chr2	-	95893532	95893605	95915979	95916052	95891831	95891860	95916142	95916171
57	"POLR3H"	"POLR3H"	chr22	-	41532093	41532157	41532603	41532745	41530686	41530888	41540698	41540795
60	"C22orf39"	"C22orf39"	chr22	-	19377868	19378066	19383619	19383705	19375630	19375792	19385520	19385736
61	"BICC1"	"BICC1"	chr10	+	58620854	58620901	58702073	58702143	58513139	58513333	58785000	58785080
67	"SURF1"	"SURF1"	chr9	-	133352445	133352608	133352693	133352730	133352060	133352142	133353748	133353940
68	"SURF1"	"SURF1"	chr9	-	133352445	133352608	133352693	133352766	133352060	133352142	133353748	133353940
69	"SURF1"	"SURF1"	chr9	-	133352693	133352766	133353748	133353940	133352060	133352142	133354658	133354741
70	"SURF1"	"SURF1"	chr9	-	133352693	133352766	133353748	133353940	133352445	133352608	133354658	133354741
71	"SURF1"	"SURF1"	chr9	-	133354823	133354957	133356268	133356320	133354658	133354741	133356399	133356485
73	"FAM69A"	"FAM69A"	chr1	-	92850847	92850955	92876295	92876430	92847182	92847359	92961375	92961522
75	"CYB5R4"	"CYB5R4"	chr6	+	83914415	83914448	83918004	83918065	83909008	83909090	83919396	83919454
76	"CBX8"	"CBX8"	chr17	-	79796249	79796315	79796496	79796540	79792131	79795558	79796929	79797116
77	"IFNAR1"	"IFNAR1"	chr21	+	33335523	33335647	33340998	33341174	33324903	33325131	33343267	33343422
78	"IFNAR1"	"IFNAR1"	chr21	+	33335523	33335647	33340998	33341174	33324972	33325131	33345245	33345277
79	"IFNAR1"	"IFNAR1"	chr21	+	33340998	33341174	33343267	33343422	33335523	33335647	33343534	33343676
80	"IFNAR1"	"IFNAR1"	chr21	+	33343267	33343422	33343534	33343676	33340998	33341174	33345245	33345360
81	"IFNAR1"	"IFNAR1"	chr21	+	33343534	33343676	33345245	33345360	33343267	33343422	33349090	33349290
82	"EXO1"	"EXO1"	chr1	+	241850408	241850586	241853357	241853481	241848730	241849027	241857344	241857482
83	"EXO1"	"EXO1"	chr1	+	241850408	241850586	241853357	241853472	241848949	241849027	241857344	241857482
88	"LGALSL"	"LGALSL"	chr2	+	64455588	64455677	64456287	64456465	64455343	64455415	64458284	64461381
90	"IKBKB"	"IKBKB"	chr8	+	42308900	42309025	42314321	42314429	42306342	42306432	42316209	42316339
91	"WDR45B"	"WDR45B"	chr17	-	82617295	82617397	82619042	82619094	82616523	82616645	82621608	82621799
92	"WDR45B"	"WDR45B"	chr17	-	82617295	82617397	82619042	82619128	82616523	82616645	82621608	82621799
93	"WDR45B"	"WDR45B"	chr17	-	82621608	82621799	82625388	82625483	82617295	82617397	82627203	82627291
94	"WDR45B"	"WDR45B"	chr17	-	82621608	82621799	82643948	82644023	82617295	82617397	82648273	82648318
110	"RP11-514O12.4"	"RP11-514O12.4"	chr6	-	166948569	166948625	166952487	166952548	166946681	166946739	166956096	166956124
112	"EML2"	"EML2"	chr19	-	45621482	45621637	45626704	45626839	45620811	45621332	45629950	45630046
113	"EML2"	"EML2"	chr19	-	45624718	45624818	45626704	45626839	45621206	45621332	45629950	45630046
115	"EML2"	"EML2"	chr19	-	45626704	45626839	45629950	45630046	45619059	45619191	45632860	45632971
116	"EML2"	"EML2"	chr19	-	45626704	45626839	45629950	45630046	45621482	45621637	45632860	45632971
117	"EML2"	"EML2"	chr19	-	45626704	45626839	45629950	45630046	45624718	45624818	45632860	45632971
121	"DPH6"	"DPH6"	chr15	-	35454746	35454820	35538273	35538467	35450684	35450803	35542412	35542507
122	"WDR26"	"WDR26"	chr1	-	224389832	224389860	224393827	224394013	224385665	224386502	224398096	224398226
123	"WDR26"	"WDR26"	chr1	-	224393827	224394013	224398096	224398226	224385142	224389860	224398514	224398593
124	"ZDHHC11"	"ZDHHC11"	chr5	-	821860	821895	823388	823809	819524	819612	825163	825251
125	"ZDHHC11"	"ZDHHC11"	chr5	-	821860	821895	823388	824093	819524	819612	825163	825251
127	"CRCP"	"CRCP"	chr7	+	66127703	66127740	66130743	66130842	66114603	66114970	66134279	66134374
128	"CRCP"	"CRCP"	chr7	+	66127703	66127740	66134279	66134374	66114603	66114970	66145442	66145500
129	"CRCP"	"CRCP"	chr7	+	66130743	66130842	66134279	66134374	66114603	66114970	66145442	66145500
130	"CRCP"	"CRCP"	chr7	+	66130743	66130842	66134279	66134374	66127703	66127740	66145442	66145500
131	"PICK1"	"PICK1"	chr22	+	38065001	38065130	38067703	38067770	38057655	38057850	38069032	38069122
138	"RAD17"	"RAD17"	chr5	+	69396396	69396546	69400048	69400169	69393353	69393500	69410492	69410550
139	"ALOX15"	"ALOX15"	chr17	-	4638216	4638377	4638580	4638684	4637114	4637258	4638849	4638972
140	"FLNB"	"FLNB"	chr3	+	58155959	58156075	58159553	58159686	58154790	58154928	58163153	58163330
141	"TTC1"	"TTC1"	chr5	+	160010499	160010858	160035139	160035200	160009112	160009190	160036690	160036803
142	"TTC1"	"TTC1"	chr5	+	160010499	160010858	160035139	160035200	160009112	160009193	160036690	160036803
143	"TTC1"	"TTC1"	chr5	+	160049513	160049662	160051128	160051183	160043132	160043169	160064931	160065022
144	"RPF2"	"RPF2"	chr6	+	110985005	110985138	110989027	110989065	110982014	110982129	110991746	110991786
145	"RPF2"	"RPF2"	chr6	+	110997182	110997264	110999710	110999787	110991746	110991786	111008037	111008137
146	"CCDC84"	"CCDC84"	chr11	+	119012148	119012254	119013231	119013262	119011938	119012003	119014993	119015083
147	"MME"	"MME"	chr3	+	155141990	155142127	155142236	155142330	155140190	155140292	155143442	155143571
148	"RFWD2"	"RFWD2"	chr1	-	176116623	176116681	176135009	176135086	176085775	176085890	176149005	176149074
149	"RFWD2"	"RFWD2"	chr1	-	176135009	176135086	176149005	176149074	176085775	176085890	176162868	176162988
150	"RFWD2"	"RFWD2"	chr1	-	176135009	176135086	176149005	176149074	176116623	176116681	176162868	176162988
152	"RFWD2"	"RFWD2"	chr1	-	176136487	176136547	176149005	176149074	176135009	176135086	176184632	176184692
153	"RFWD2"	"RFWD2"	chr1	-	176149005	176149074	176162868	176162988	176135009	176135086	176163814	176163891
154	"RFWD2"	"RFWD2"	chr1	-	176149005	176149074	176162868	176162988	176135009	176135086	176163826	176163891
155	"RFWD2"	"RFWD2"	chr1	-	176149005	176149074	176162868	176162988	176136487	176136547	176163814	176163891
156	"RFWD2"	"RFWD2"	chr1	-	176149005	176149074	176175909	176176007	176136487	176136547	176184632	176184692
157	"RFWD2"	"RFWD2"	chr1	-	176163814	176163891	176184632	176184692	176046180	176046324	176206571	176207493
159	"RFWD2"	"RFWD2"	chr1	-	176163814	176163891	176184632	176184692	176149005	176149074	176206571	176207083
160	"RFWD2"	"RFWD2"	chr1	-	176163826	176163891	176184632	176184692	176149005	176149074	176206571	176206978
161	"IL11RA"	"IL11RA"	chr9	+	34655604	34655665	34656738	34656908	34655217	34655317	34657034	34657149
162	"WNT7B"	"WNT7B"	chr22	-	45931097	45931369	45949919	45950146	45920361	45923335	45976683	45977129
163	"ZSCAN20"	"ZSCAN20"	chr1	+	33489114	33489191	33489517	33489602	33488464	33488651	33491024	33491702
165	"FARSA"	"FARSA"	chr19	-	12930222	12930341	12930428	12930527	12928754	12928847	12930611	12930749
166	"TPMT"	"TPMT"	chr6	-	18132132	18132177	18133803	18133889	18128310	18130780	18138962	18139037
167	"TPMT"	"TPMT"	chr6	-	18133803	18133889	18138962	18139037	18128310	18130780	18139664	18139717
168	"TPMT"	"TPMT"	chr6	-	18133803	18133889	18138962	18139037	18132132	18132177	18139664	18139717
170	"NFYC"	"NFYC"	chr1	+	40738835	40738948	40747533	40747605	40691569	40691867	40749572	40749686
172	"NFYC"	"NFYC"	chr1	+	40753150	40753246	40758120	40758294	40747533	40747605	40762887	40763046
173	"NFYC"	"NFYC"	chr1	+	40758120	40758294	40762887	40763046	40753150	40753246	40766595	40766703
174	"NFYC"	"NFYC"	chr1	+	40762887	40763046	40766595	40766703	40753150	40753246	40769355	40769415
175	"NFYC"	"NFYC"	chr1	+	40762887	40763046	40766595	40766703	40758120	40758294	40769355	40769415
176	"NFYC"	"NFYC"	chr1	+	40762989	40763046	40766595	40766703	40758120	40758294	40769355	40769415
177	"FIG4"	"FIG4"	chr6	+	109715077	109715176	109727108	109727265	109691311	109691501	109732636	109732687
178	"FIG4"	"FIG4"	chr6	+	109716444	109716568	109727108	109727265	109715077	109715176	109732636	109732687
179	"UQCC1"	"UQCC1"	chr20	-	35314687	35314765	35347163	35347272	35306665	35306779	35381917	35382025
180	"UQCC1"	"UQCC1"	chr20	-	35366556	35366614	35381917	35382025	35347163	35347272	35394091	35394196
186	"CLDN7"	"CLDN7"	chr17	-	7260820	7260985	7261820	7262085	7260641	7260726	7263158	7263200
187	"CLDN7"	"CLDN7"	chr17	-	7260820	7260985	7261820	7262343	7260641	7260726	7263158	7263213
189	"INPP5J"	"INPP5J"	chr22	+	31124844	31124906	31125832	31126010	31122993	31123119	31126375	31126489
190	"YBX2"	"YBX2"	chr17	-	7291092	7291182	7292025	7292059	7290250	7290535	7293474	7293538
191	"YBX2"	"YBX2"	chr17	-	7291092	7292059	7293474	7293538	7290250	7290535	7293827	7293935
192	"GTPBP10"	"GTPBP10"	chr7	+	90352815	90353009	90372154	90372228	90346664	90346774	90374301	90374354
193	"GTPBP10"	"GTPBP10"	chr7	+	90352815	90353009	90354457	90354549	90346675	90346774	90355085	90355230
194	"GTPBP10"	"GTPBP10"	chr7	+	90352815	90353009	90354457	90354549	90346694	90346774	90374301	90374354
195	"GTPBP10"	"GTPBP10"	chr7	+	90352815	90353009	90354457	90354549	90346706	90346774	90372154	90372228
196	"GTPBP10"	"GTPBP10"	chr7	+	90354457	90354549	90372154	90372228	90346675	90346774	90374301	90374354
202	"GTPBP10"	"GTPBP10"	chr7	+	90372154	90372228	90374301	90374354	90346664	90346774	90377506	90377614
203	"GTPBP10"	"GTPBP10"	chr7	+	90372154	90372228	90374301	90374354	90352815	90353009	90377506	90377572
206	"ESRP1"	"ESRP1"	chr8	+	94674307	94674494	94678202	94678371	94671452	94671671	94705924	94707466
208	"R3HCC1L"	"R3HCC1L"	chr10	+	98163292	98163397	98186466	98186563	98134623	98134706	98208100	98209899
209	"R3HCC1L"	"R3HCC1L"	chr10	+	98163292	98163397	98208100	98209899	98134623	98134706	98231511	98231687
212	"ITGB1"	"ITGB1"	chr10	-	32911885	32912124	32919884	32920084	32911447	32911670	32920244	32920385
213	"ITGB1"	"ITGB1"	chr10	-	32919884	32920084	32920244	32920385	32911885	32912124	32922256	32922346
214	"TMTC4"	"TMTC4"	chr13	-	100642210	100642311	100656380	100656468	100637929	100638022	100662963	100663180
215	"TMTC4"	"TMTC4"	chr13	-	100642210	100642311	100662963	100663180	100637929	100638022	100664220	100664336
216	"TMTC4"	"TMTC4"	chr13	-	100656380	100656468	100662963	100663180	100637929	100638022	100664220	100664336
217	"TMTC4"	"TMTC4"	chr13	-	100656380	100656468	100662963	100663180	100642210	100642311	100664220	100664336
218	"TMTC4"	"TMTC4"	chr13	-	100656380	100656468	100664220	100664336	100642210	100642311	100668578	100668794
219	"PDE8A"	"PDE8A"	chr15	+	85076732	85076787	85083555	85083644	85075861	85075918	85089337	85089416
220	"PDE8A"	"PDE8A"	chr15	+	85083555	85083644	85089337	85089416	85075861	85075918	85091043	85091181
221	"PDE8A"	"PDE8A"	chr15	+	85083555	85083644	85089337	85089416	85075861	85075918	85097947	85098036
222	"PDE8A"	"PDE8A"	chr15	+	85083555	85083644	85089337	85089416	85076732	85076787	85091043	85091181
223	"PDE8A"	"PDE8A"	chr15	+	85083555	85083644	85089337	85089416	85076732	85076787	85097947	85098036
225	"PDE8A"	"PDE8A"	chr15	+	85117640	85117839	85123060	85123193	85115983	85116119	85126206	85126374
226	"RANBP17"	"RANBP17"	chr5	+	170914166	170914240	170916464	170916584	170910968	170911134	170918712	170918859
227	"RANBP17"	"RANBP17"	chr5	+	170916464	170916584	170918712	170918859	170910968	170911134	170919440	170919613
228	"RANBP17"	"RANBP17"	chr5	+	170916464	170916584	170918712	170918859	170914166	170914240	170919440	170919613
230	"RANBP17"	"RANBP17"	chr5	+	170983064	170983245	171161406	171161466	170968241	170968377	171170129	171170203
231	"RANBP17"	"RANBP17"	chr5	+	171028871	171028989	171161406	171161466	170968241	170968377	171170129	171170203
232	"AQR"	"AQR"	chr15	-	34944287	34944428	34948263	34948384	34942011	34942080	34952884	34952920
233	"AQR"	"AQR"	chr15	-	34948263	34948384	34952884	34952920	34944287	34944428	34960773	34960814
234	"DPP8"	"DPP8"	chr15	-	65450998	65451110	65451959	65452102	65446616	65447006	65463760	65463906
235	"DPP8"	"DPP8"	chr15	-	65454262	65454415	65455711	65455841	65451959	65452102	65456224	65456371
237	"DPP8"	"DPP8"	chr15	-	65478879	65479039	65481514	65481615	65474208	65474288	65485098	65485160
238	"DPP8"	"DPP8"	chr15	-	65481514	65481615	65485098	65485160	65480221	65480399	65487689	65487818
239	"DPP8"	"DPP8"	chr15	-	65485098	65485160	65487689	65487818	65481514	65481615	65490188	65490299
241	"SLC28A1"	"SLC28A1"	chr15	+	84904096	84904238	84908717	84908795	84894939	84895123	84918523	84918604
242	"SLC28A1"	"SLC28A1"	chr15	+	84905538	84905652	84908717	84908795	84904096	84904238	84918523	84918604
243	"IL15"	"IL15"	chr4	+	141656185	141656307	141688821	141689035	141636725	141636748	141719377	141719476
245	"PPP6R2"	"PPP6R2"	chr22	+	50388985	50389111	50391866	50392015	50372071	50372150	50393892	50394135
246	"PPP6R2"	"PPP6R2"	chr22	+	50393892	50394135	50406688	50406875	50372019	50372150	50414551	50414689
247	"PAWR"	"PAWR"	chr12	-	79613574	79613609	79621075	79621207	79603667	79604721	79689728	79690080
248	"MTX3"	"MTX3"	chr5	-	79986949	79987107	79988238	79988315	79982899	79983794	79988461	79988644
250	"FAM216A"	"FAM216A"	chr12	+	110473077	110473118	110485077	110485199	110468363	110469018	110486324	110486454
258	"MTRF1"	"MTRF1"	chr13	-	41261690	41261825	41262214	41262331	41260492	41260915	41263274	41263484
259	"PEA15"	"PEA15"	chr1	+	160207132	160207237	160208463	160208665	160205420	160205522	160211542	160211716
260	"LAPTM4B"	"LAPTM4B"	chr8	+	97805352	97805464	97815327	97815401	97775056	97776108	97816057	97816180
261	"DAB2"	"DAB2"	chr5	-	39381453	39381616	39382617	39383271	39376649	39377282	39388304	39388367
263	"SLC52A2"	"SLC52A2"	chr8	+	144359622	144359747	144360171	144360493	144359183	144359423	144360589	144360729
264	"SLC52A2"	"SLC52A2"	chr8	+	144359622	144360493	144360589	144360713	144359183	144359423	144360802	144361021
265	"ASAH1"	"ASAH1"	chr8	-	18062278	18062367	18063184	18063230	18061685	18061740	18067219	18067298
266	"TPD52L1"	"TPD52L1"	chr6	+	125220077	125220193	125229117	125229266	125153648	125153970	125248281	125248383
267	"TPD52L1"	"TPD52L1"	chr6	+	125220077	125220193	125229117	125229266	125154188	125154532	125248281	125248383
268	"TPD52L1"	"TPD52L1"	chr6	+	125229117	125229266	125248281	125248383	125153764	125153970	125262833	125264407
269	"TPD52L1"	"TPD52L1"	chr6	+	125229117	125229266	125248281	125248383	125219844	125220193	125262833	125263148
270	"PHKB"	"PHKB"	chr16	+	47594136	47594214	47596372	47596531	47593499	47593557	47610825	47610920
271	"PHKB"	"PHKB"	chr16	+	47663676	47663734	47665941	47666032	47661718	47661800	47669214	47669417
273	"TMEM135"	"TMEM135"	chr11	+	87067693	87067821	87071522	87071615	87037843	87038186	87091361	87091395
274	"TMEM135"	"TMEM135"	chr11	+	87071522	87071615	87157340	87157406	87038006	87038186	87236637	87236684
275	"TMEM135"	"TMEM135"	chr11	+	87091361	87091395	87157340	87157406	87071522	87071615	87236637	87236684
276	"NFAT5"	"NFAT5"	chr16	+	69626402	69626528	69646516	69646578	69566207	69566374	69647027	69647586
277	"TEAD3"	"TEAD3"	chr6	-	35479304	35479316	35480311	35480374	35478433	35478571	35484559	35484624
278	"CPSF7"	"CPSF7"	chr11	-	61419921	61420094	61420469	61420573	61416104	61416519	61421389	61421608
282	"MAL2"	"MAL2"	chr8	+	119221586	119221757	119240164	119240320	119208370	119208604	119243416	119245673
283	"MAL2"	"MAL2"	chr8	+	119221586	119221757	119240164	119240320	119208867	119209200	119243416	119243648
286	"MICALL1"	"MICALL1"	chr22	+	37919035	37919178	37921971	37922426	37917706	37917795	37924659	37924717
287	"MICALL1"	"MICALL1"	chr22	+	37919035	37919178	37924659	37924717	37917706	37917795	37925660	37926043
290	"TRAPPC6B"	"TRAPPC6B"	chr14	-	39151745	39151839	39154210	39154294	39147811	39150381	39158284	39158402
291	"PAFAH1B1"	"PAFAH1B1"	chr17	+	2638098	2638320	2665371	2665456	2593745	2594006	2666015	2666090
293	"UBAP1"	"UBAP1"	chr9	+	34241184	34242108	34249778	34249961	34234215	34234340	34250657	34250759
294	"GFM2"	"GFM2"	chr5	-	74730259	74730398	74730601	74730775	74725940	74726126	74733021	74733098
296	"FPGS"	"FPGS"	chr9	+	127804284	127804413	127804498	127804552	127803207	127803404	127804635	127804700
298	"FPGS"	"FPGS"	chr9	+	127807208	127807286	127807420	127807482	127804635	127804700	127807585	127807682
300	"VPS28"	"VPS28"	chr8	-	144424717	144424819	144424945	144425000	144424214	144424268	144425682	144425772
301	"VPS28"	"VPS28"	chr8	-	144424717	144424819	144424945	144425051	144424214	144424268	144425682	144425772
302	"VPS28"	"VPS28"	chr8	-	144424945	144425051	144425682	144425772	144424717	144424819	144426025	144426063
303	"VPS28"	"VPS28"	chr8	-	144425682	144425772	144426025	144426063	144424945	144425051	144426179	144426208
304	"VPS28"	"VPS28"	chr8	-	144425874	144426063	144426179	144426208	144424945	144425772	144426908	144426983
305	"VPS28"	"VPS28"	chr8	-	144425921	144426063	144426179	144426208	144424945	144425772	144426908	144426983
306	"VPS28"	"VPS28"	chr8	-	144426025	144426063	144426179	144426208	144424717	144425772	144426908	144426998
307	"CCDC14"	"CCDC14"	chr3	-	123955842	123955965	123956045	123956115	123948895	123949132	123956739	123956795
308	"CCDC14"	"CCDC14"	chr3	-	123955842	123955965	123956354	123956427	123948895	123949132	123956739	123956795
309	"CCDC14"	"CCDC14"	chr3	-	123955842	123956115	123956354	123956427	123948895	123949132	123956739	123956795
310	"CCDC14"	"CCDC14"	chr3	-	123956045	123956115	123956354	123956427	123948895	123949132	123956739	123956795
311	"BCL9L"	"BCL9L"	chr11	-	118899916	118900198	118900618	118902908	118893874	118899508	118902989	118903074
312	"BCL9L"	"BCL9L"	chr11	-	118909913	118910015	118918825	118918879	118908416	118908655	118925237	118925453
313	"ORC5"	"ORC5"	chr7	-	104165234	104165282	104166771	104166884	104161071	104161182	104168472	104168525
314	"ORC5"	"ORC5"	chr7	-	104183942	104184033	104184122	104184171	104167993	104168525	104188250	104188381
315	"NRBP1"	"NRBP1"	chr2	+	27437261	27437360	27439765	27439898	27437046	27437105	27440402	27440508
317	"P3H4"	"P3H4"	chr17	-	41807858	41808004	41809705	41809834	41806795	41806879	41810862	41811034
319	"SHC1"	"SHC1"	chr1	-	154965542	154965781	154965945	154966077	154962297	154963931	154966161	154966231
320	"SHC1"	"SHC1"	chr1	-	154965542	154965781	154965945	154966080	154962297	154963931	154966161	154966231
321	"SHC1"	"SHC1"	chr1	-	154966318	154966517	154967670	154967797	154966161	154966231	154967979	154968031
322	"RP11-435I10.4"	"RP11-435I10.4"	chr16	-	28477736	28477877	28482104	28482198	28466652	28466902	28482326	28482382
323	"TBCEL"	"TBCEL"	chr11	+	121053629	121053732	121055051	121055308	121047527	121047667	121058344	121058471
324	"MPDU1"	"MPDU1"	chr17	+	7585731	7585797	7585945	7586078	7583646	7583965	7586691	7586777
325	"MPDU1"	"MPDU1"	chr17	+	7585731	7585797	7585950	7586078	7583665	7583965	7586655	7586777
326	"MPDU1"	"MPDU1"	chr17	+	7585731	7585797	7585950	7586078	7583820	7583965	7586691	7586777
327	"MPDU1"	"MPDU1"	chr17	+	7585731	7585797	7585945	7586078	7583847	7583965	7586655	7587201
328	"MPDU1"	"MPDU1"	chr17	+	7585945	7586078	7586655	7586777	7585731	7585797	7586898	7587017
331	"TMEM164"	"TMEM164"	chrX	+	110003500	110004164	110109079	110109146	110003113	110003178	110144797	110144876
332	"YARS"	"YARS"	chr1	-	32786939	32787075	32791161	32791254	32786361	32786447	32797762	32797843
333	"YARS"	"YARS"	chr1	-	32786939	32787075	32791161	32791254	32786369	32786447	32797591	32797638
334	"YARS"	"YARS"	chr1	-	32791161	32791254	32797762	32797843	32782403	32782539	32806481	32806611
335	"YARS"	"YARS"	chr1	-	32791161	32791254	32797591	32797638	32786939	32787075	32797762	32797843
336	"YARS"	"YARS"	chr1	-	32791161	32791254	32797762	32797843	32786939	32787075	32806481	32806611
337	"YARS"	"YARS"	chr1	-	32797762	32797843	32806481	32806611	32782403	32782539	32810590	32810766
338	"YARS"	"YARS"	chr1	-	32797762	32797843	32806481	32806611	32791161	32791254	32810590	32810766
344	"BLOC1S5"	"BLOC1S5"	chr6	-	8026366	8026425	8041138	8041268	8013566	8015828	8062533	8062616
345	"HDDC3"	"HDDC3"	chr15	-	90931703	90931944	90932054	90932110	90929963	90931405	90932428	90932569
346	"RCN1"	"RCN1"	chr11	+	32097143	32097337	32098349	32098528	32090903	32091450	32100547	32100608
347	"RCN1"	"RCN1"	chr11	+	32098349	32098528	32100547	32100608	32090903	32091450	32103280	32103480
348	"RCN1"	"RCN1"	chr11	+	32098349	32098528	32100547	32100608	32096533	32097337	32103280	32103480
350	"HNRNPUL2"	"HNRNPUL2"	chr11	-	62720022	62720191	62721294	62721423	62716988	62717189	62721819	62721942
351	"HNRNPUL2"	"HNRNPUL2"	chr11	-	62723913	62723990	62724290	62724426	62723586	62723726	62726618	62727349
352	"SLC25A26"	"SLC25A26"	chr3	+	66346363	66346408	66362859	66362929	66263331	66263379	66369477	66369542
353	"SLC25A26"	"SLC25A26"	chr3	+	66370528	66370602	66377689	66378070	66369477	66369542	66378409	66378502
355	"RPL13"	"RPL13"	chr16	+	89561226	89561368	89561577	89561751	89560710	89561063	89562334	89562391
357	"RHOA"	"RHOA"	chr3	-	49362495	49362626	49368427	49368548	49359144	49360382	49375433	49375591
358	"RHOA"	"RHOA"	chr3	-	49368427	49368548	49375433	49375591	49359144	49360382	49411819	49412202
359	"GDI1"	"GDI1"	chrX	+	154439005	154439140	154439940	154440139	154438764	154438864	154440374	154440506
361	"NIPA2"	"NIPA2"	chr15	+	22845145	22845267	22851638	22851870	22838657	22838947	22858539	22858630
362	"NIPA2"	"NIPA2"	chr15	+	22851638	22851870	22858539	22858630	22839654	22839790	22860628	22860789
363	"NIPA2"	"NIPA2"	chr15	+	22851638	22851870	22858539	22858630	22845145	22845267	22860628	22860789
366	"BPNT1"	"BPNT1"	chr1	-	220059685	220059791	220062756	220062954	220057481	220058992	220067301	220067393
367	"BPNT1"	"BPNT1"	chr1	-	220062756	220062954	220067301	220067393	220059685	220059791	220069383	220069432
368	"BPNT1"	"BPNT1"	chr1	-	220067301	220067393	220069383	220069432	220062756	220062954	220072849	220072957
369	"BPNT1"	"BPNT1"	chr1	-	220069383	220069432	220072849	220072957	220067301	220067393	220073966	220074071
370	"OR2A1-AS1"	"OR2A1-AS1"	chr7	-	144254603	144254696	144255508	144255732	144253532	144253588	144256180	144256244
