ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
34	"APH1A"	"APH1A"	chr1	-	150267355	150267478	150267715	150267789	150267074	150267202	150268697	150269023
35	"CEP192"	"CEP192"	chr18	+	13037236	13037301	13038369	13038579	13030464	13030608	13040829	13040956
36	"CEP192"	"CEP192"	chr18	+	13037236	13037301	13040829	13040956	13030464	13030608	13048858	13049681
37	"CEP192"	"CEP192"	chr18	+	13038369	13038579	13040829	13040956	13030464	13030608	13042203	13042334
38	"CEP192"	"CEP192"	chr18	+	13038369	13038579	13040829	13040956	13037236	13037301	13042203	13042334
39	"CEP192"	"CEP192"	chr18	+	13038514	13038579	13040829	13040956	13037236	13037301	13042203	13042334
40	"CEP192"	"CEP192"	chr18	+	13040829	13040956	13042203	13042334	13038369	13038579	13048858	13049681
41	"NDE1"	"NDE1"	chr16	+	1309479	1309595	1309941	1310061	1308257	1308305	1322746	1322872
42	"NDE1"	"NDE1"	chr16	+	15651468	15651584	15651930	15652050	15650246	15650294	15664735	15664861
43	"RFXANK"	"RFXANK"	chr19	+	19197185	19197251	19197520	19197621	19196962	19197046	19198106	19198232
44	"NDUFC1"	"NDUFC1"	chr4	-	139295731	139295960	139296331	139296367	139295042	139295146	139302415	139302551
45	"APH1B"	"APH1B"	chr15	+	63287423	63287546	63302344	63302472	63286557	63286628	63305613	63305801
46	"WDR31"	"WDR31"	chr9	-	113328880	113328955	113330983	113331113	113323010	113323155	113331906	113332050
47	"WDR31"	"WDR31"	chr9	-	113328880	113328955	113330983	113331116	113323010	113323155	113331906	113332050
48	"WDR31"	"WDR31"	chr9	-	113328880	113328955	113330983	113331116	113323010	113323155	113331977	113332050
49	"PFAS"	"PFAS"	chr17	+	8255026	8255132	8255501	8255691	8254165	8254301	8255804	8255910
50	"NEURL4"	"NEURL4"	chr17	-	7318268	7318356	7318494	7318674	7318064	7318172	7319049	7319208
51	"NEURL4"	"NEURL4"	chr17	-	7318268	7318356	7318494	7318691	7318064	7318172	7319049	7319208
52	"MILR1"	"MILR1"	chr17	+	64452596	64452866	64457399	64457684	64449313	64449355	64460821	64460932
53	"ARHGEF26-AS1"	"ARHGEF26-AS1"	chr3	-	154108668	154108785	154119685	154119783	154030276	154030379	154121071	154121332
54	"ANKRD36C"	"ANKRD36C"	chr2	-	95893532	95893605	95899144	95899217	95891831	95891860	95899307	95899336
55	"ANKRD36C"	"ANKRD36C"	chr2	-	95893532	95893605	95915979	95916052	95891831	95891860	95916142	95916171
56	"ANKRD36C"	"ANKRD36C"	chr2	-	95918013	95918042	95919891	95919920	95917854	95917927	95921606	95921679
57	"POLR3H"	"POLR3H"	chr22	-	41532093	41532157	41532603	41532745	41530686	41530888	41540698	41540795
58	"TNNT3"	"TNNT3"	chr11	+	1923554	1923572	1925098	1925116	1923047	1923061	1929809	1929828
59	"TNNT3"	"TNNT3"	chr11	+	1936213	1936254	1936962	1937003	1934828	1934919	1938437	1938492
60	"C22orf39"	"C22orf39"	chr22	-	19377868	19378066	19383619	19383705	19375630	19375792	19385520	19385736
61	"BICC1"	"BICC1"	chr10	+	58620854	58620901	58702073	58702143	58513139	58513333	58785000	58785080
62	"CERS6-AS1"	"CERS6-AS1"	chr2	-	168775195	168775315	168777812	168777937	168774820	168774951	168783954	168784047
63	"CERS6-AS1"	"CERS6-AS1"	chr2	-	168775195	168775370	168777812	168777937	168774820	168774951	168783954	168784047
64	"EPB41L3"	"EPB41L3"	chr18	-	5400496	5400595	5400968	5401043	5398020	5398143	5406776	5406968
65	"EPB41L3"	"EPB41L3"	chr18	-	5508164	5508278	5518524	5518607	5489000	5489194	5539620	5539698
66	"CLPTM1"	"CLPTM1"	chr19	+	44974438	44974597	44977342	44977460	44973086	44973210	44985217	44985303
67	"SURF1"	"SURF1"	chr9	-	133352445	133352608	133352693	133352730	133352060	133352142	133353748	133353940
68	"SURF1"	"SURF1"	chr9	-	133352445	133352608	133352693	133352766	133352060	133352142	133353748	133353940
69	"SURF1"	"SURF1"	chr9	-	133352693	133352766	133353748	133353940	133352060	133352142	133354658	133354741
70	"SURF1"	"SURF1"	chr9	-	133352693	133352766	133353748	133353940	133352445	133352608	133354658	133354741
71	"SURF1"	"SURF1"	chr9	-	133354823	133354957	133356268	133356320	133354658	133354741	133356399	133356485
72	"FAM69A"	"FAM69A"	chr1	-	92847182	92847359	92850847	92850955	92842159	92844195	92876295	92876430
73	"FAM69A"	"FAM69A"	chr1	-	92850847	92850955	92876295	92876430	92847182	92847359	92961375	92961522
74	"E2F4"	"E2F4"	chr16	+	67193421	67193515	67194397	67194459	67192760	67192870	67194685	67194980
75	"CYB5R4"	"CYB5R4"	chr6	+	83914415	83914448	83918004	83918065	83909008	83909090	83919396	83919454
76	"CBX8"	"CBX8"	chr17	-	79796249	79796315	79796496	79796540	79792131	79795558	79796929	79797116
77	"IFNAR1"	"IFNAR1"	chr21	+	33335523	33335647	33340998	33341174	33324903	33325131	33343267	33343422
78	"IFNAR1"	"IFNAR1"	chr21	+	33335523	33335647	33340998	33341174	33324972	33325131	33345245	33345277
79	"IFNAR1"	"IFNAR1"	chr21	+	33340998	33341174	33343267	33343422	33335523	33335647	33343534	33343676
80	"IFNAR1"	"IFNAR1"	chr21	+	33343267	33343422	33343534	33343676	33340998	33341174	33345245	33345360
81	"IFNAR1"	"IFNAR1"	chr21	+	33343534	33343676	33345245	33345360	33343267	33343422	33349090	33349290
82	"EXO1"	"EXO1"	chr1	+	241850408	241850586	241853357	241853481	241848730	241849027	241857344	241857482
83	"EXO1"	"EXO1"	chr1	+	241850408	241850586	241853357	241853472	241848949	241849027	241857344	241857482
84	"EXO1"	"EXO1"	chr1	+	241852291	241852411	241853357	241853472	241850408	241850586	241857344	241857482
85	"EXO1"	"EXO1"	chr1	+	241852291	241852411	241853357	241853481	241850408	241850586	241857344	241857482
86	"KIF23"	"KIF23"	chr15	+	69440767	69441079	69444789	69445041	69440307	69440487	69446008	69446091
87	"RP4-565E6.1"	"RP4-565E6.1"	chr1	-	148225075	148225289	148226493	148226621	148216936	148217130	148227987	148228069
88	"LGALSL"	"LGALSL"	chr2	+	64455588	64455677	64456287	64456465	64455343	64455415	64458284	64461381
89	"IKBKB"	"IKBKB"	chr8	+	42272082	42272205	42288633	42288728	42271317	42271469	42290155	42290273
90	"IKBKB"	"IKBKB"	chr8	+	42308900	42309025	42314321	42314429	42306342	42306432	42316209	42316339
91	"WDR45B"	"WDR45B"	chr17	-	82617295	82617397	82619042	82619094	82616523	82616645	82621608	82621799
92	"WDR45B"	"WDR45B"	chr17	-	82617295	82617397	82619042	82619128	82616523	82616645	82621608	82621799
93	"WDR45B"	"WDR45B"	chr17	-	82621608	82621799	82625388	82625483	82617295	82617397	82627203	82627291
94	"WDR45B"	"WDR45B"	chr17	-	82621608	82621799	82643948	82644023	82617295	82617397	82648273	82648318
95	"STRN3"	"STRN3"	chr14	-	30918965	30919106	30929200	30929311	30913523	30913657	30935162	30935304
96	"MIR7515HG"	"MIR7515HG"	chr2	-	6618543	6618689	6625028	6625145	6618062	6618315	6632697	6632742
97	"MIR7515HG"	"MIR7515HG"	chr2	-	6618543	6618689	6626136	6626238	6618062	6618315	6632697	6632742
98	"MIR7515HG"	"MIR7515HG"	chr2	-	6625028	6625145	6626136	6626238	6618062	6618315	6632697	6632742
99	"MIR7515HG"	"MIR7515HG"	chr2	-	6633668	6633969	6634799	6634870	6632697	6632742	6635119	6635251
100	"MIR7515HG"	"MIR7515HG"	chr2	-	6634594	6634733	6634799	6634872	6633668	6633969	6635119	6635251
101	"MIR7515HG"	"MIR7515HG"	chr2	-	6634594	6634733	6634799	6634911	6633668	6633969	6635119	6635251
102	"MIR7515HG"	"MIR7515HG"	chr2	-	6635575	6635640	6638090	6638153	6635119	6635251	6638277	6638361
103	"MIR7515HG"	"MIR7515HG"	chr2	-	6638966	6639277	6647535	6647721	6638716	6638867	6650105	6650247
104	"MIR7515HG"	"MIR7515HG"	chr2	-	6639050	6639277	6647535	6647721	6638716	6638867	6649210	6649381
105	"MIR7515HG"	"MIR7515HG"	chr2	-	6647535	6647721	6649210	6649263	6639050	6639273	6650105	6650247
106	"MIR7515HG"	"MIR7515HG"	chr2	-	6647535	6647721	6649210	6649381	6639050	6639277	6650105	6650247
107	"GNG2"	"GNG2"	chr14	+	51841505	51841572	51877616	51877657	51827667	51827807	51950649	51950765
108	"GNG2"	"GNG2"	chr14	+	51913008	51913128	51939780	51940091	51877616	51877657	51950649	51950765
109	"GNA12"	"GNA12"	chr7	-	2762169	2762393	2794927	2795143	2733450	2733501	2843852	2844324
110	"RP11-514O12.4"	"RP11-514O12.4"	chr6	-	166948569	166948625	166952487	166952548	166946681	166946739	166956096	166956124
111	"EML2"	"EML2"	chr19	-	45617629	45617697	45619059	45619191	45616764	45616853	45621206	45621332
112	"EML2"	"EML2"	chr19	-	45621482	45621637	45626704	45626839	45620811	45621332	45629950	45630046
113	"EML2"	"EML2"	chr19	-	45624718	45624818	45626704	45626839	45621206	45621332	45629950	45630046
114	"EML2"	"EML2"	chr19	-	45624718	45624818	45626704	45626839	45621482	45621637	45629950	45630046
115	"EML2"	"EML2"	chr19	-	45626704	45626839	45629950	45630046	45619059	45619191	45632860	45632971
116	"EML2"	"EML2"	chr19	-	45626704	45626839	45629950	45630046	45621482	45621637	45632860	45632971
117	"EML2"	"EML2"	chr19	-	45626704	45626839	45629950	45630046	45624718	45624818	45632860	45632971
118	"SAMD11"	"SAMD11"	chr1	+	939274	939460	941143	941306	939039	939129	942135	942251
119	"CDCA7"	"CDCA7"	chr2	+	173366282	173366432	173367149	173367286	173365451	173365592	173367633	173368904
120	"DPH6"	"DPH6"	chr15	-	35450684	35450803	35454746	35454820	35410834	35410896	35538273	35538467
121	"DPH6"	"DPH6"	chr15	-	35454746	35454820	35538273	35538467	35450684	35450803	35542412	35542507
122	"WDR26"	"WDR26"	chr1	-	224389832	224389860	224393827	224394013	224385665	224386502	224398096	224398226
123	"WDR26"	"WDR26"	chr1	-	224393827	224394013	224398096	224398226	224385142	224389860	224398514	224398593
124	"ZDHHC11"	"ZDHHC11"	chr5	-	821860	821895	823388	823809	819524	819612	825163	825251
125	"ZDHHC11"	"ZDHHC11"	chr5	-	821860	821895	823388	824093	819524	819612	825163	825251
126	"TMEM232"	"TMEM232"	chr5	-	110610502	110610600	110617893	110617983	110606163	110606287	110618428	110618562
127	"CRCP"	"CRCP"	chr7	+	66127703	66127740	66130743	66130842	66114603	66114970	66134279	66134374
128	"CRCP"	"CRCP"	chr7	+	66127703	66127740	66134279	66134374	66114603	66114970	66145442	66145500
129	"CRCP"	"CRCP"	chr7	+	66130743	66130842	66134279	66134374	66114603	66114970	66145442	66145500
130	"CRCP"	"CRCP"	chr7	+	66130743	66130842	66134279	66134374	66127703	66127740	66145442	66145500
131	"PICK1"	"PICK1"	chr22	+	38065001	38065130	38067703	38067770	38057655	38057850	38069032	38069122
132	"RAD17"	"RAD17"	chr5	+	154646	154750	155226	155410	154230	154367	157015	157273
133	"RAD17"	"RAD17"	chr5	+	155226	155410	157015	157273	154230	154367	157813	157897
134	"RAD17"	"RAD17"	chr5	+	155226	155410	157015	157273	154646	154750	157813	157897
135	"RAD17"	"RAD17"	chr5	+	69371453	69371557	69372033	69372217	69371034	69371171	69373829	69374087
136	"RAD17"	"RAD17"	chr5	+	69372033	69372217	69373829	69374087	69371034	69371171	69374627	69374711
137	"RAD17"	"RAD17"	chr5	+	69372033	69372217	69373829	69374087	69371453	69371557	69374627	69374711
138	"RAD17"	"RAD17"	chr5	+	69396396	69396546	69400048	69400169	69393353	69393500	69410492	69410550
139	"ALOX15"	"ALOX15"	chr17	-	4638216	4638377	4638580	4638684	4637114	4637258	4638849	4638972
140	"FLNB"	"FLNB"	chr3	+	58155959	58156075	58159553	58159686	58154790	58154928	58163153	58163330
141	"TTC1"	"TTC1"	chr5	+	160010499	160010858	160035139	160035200	160009112	160009190	160036690	160036803
142	"TTC1"	"TTC1"	chr5	+	160010499	160010858	160035139	160035200	160009112	160009193	160036690	160036803
143	"TTC1"	"TTC1"	chr5	+	160049513	160049662	160051128	160051183	160043132	160043169	160064931	160065022
144	"RPF2"	"RPF2"	chr6	+	110985005	110985138	110989027	110989065	110982014	110982129	110991746	110991786
145	"RPF2"	"RPF2"	chr6	+	110997182	110997264	110999710	110999787	110991746	110991786	111008037	111008137
146	"CCDC84"	"CCDC84"	chr11	+	119012148	119012254	119013231	119013262	119011938	119012003	119014993	119015083
147	"MME"	"MME"	chr3	+	155141990	155142127	155142236	155142330	155140190	155140292	155143442	155143571
148	"RFWD2"	"RFWD2"	chr1	-	176116623	176116681	176135009	176135086	176085775	176085890	176149005	176149074
149	"RFWD2"	"RFWD2"	chr1	-	176135009	176135086	176149005	176149074	176085775	176085890	176162868	176162988
150	"RFWD2"	"RFWD2"	chr1	-	176135009	176135086	176149005	176149074	176116623	176116681	176162868	176162988
151	"RFWD2"	"RFWD2"	chr1	-	176136487	176136547	176149005	176149074	176135009	176135086	176162868	176162988
152	"RFWD2"	"RFWD2"	chr1	-	176136487	176136547	176149005	176149074	176135009	176135086	176184632	176184692
153	"RFWD2"	"RFWD2"	chr1	-	176149005	176149074	176162868	176162988	176135009	176135086	176163814	176163891
154	"RFWD2"	"RFWD2"	chr1	-	176149005	176149074	176162868	176162988	176135009	176135086	176163826	176163891
155	"RFWD2"	"RFWD2"	chr1	-	176149005	176149074	176162868	176162988	176136487	176136547	176163814	176163891
156	"RFWD2"	"RFWD2"	chr1	-	176149005	176149074	176175909	176176007	176136487	176136547	176184632	176184692
157	"RFWD2"	"RFWD2"	chr1	-	176163814	176163891	176184632	176184692	176046180	176046324	176206571	176207493
158	"RFWD2"	"RFWD2"	chr1	-	176163814	176163891	176175909	176176007	176149005	176149074	176184632	176184692
159	"RFWD2"	"RFWD2"	chr1	-	176163814	176163891	176184632	176184692	176149005	176149074	176206571	176207083
160	"RFWD2"	"RFWD2"	chr1	-	176163826	176163891	176184632	176184692	176149005	176149074	176206571	176206978
161	"IL11RA"	"IL11RA"	chr9	+	34655604	34655665	34656738	34656908	34655217	34655317	34657034	34657149
162	"WNT7B"	"WNT7B"	chr22	-	45931097	45931369	45949919	45950146	45920361	45923335	45976683	45977129
163	"ZSCAN20"	"ZSCAN20"	chr1	+	33489114	33489191	33489517	33489602	33488464	33488651	33491024	33491702
164	"FARSA"	"FARSA"	chr19	-	12928754	12928847	12930222	12930341	12928534	12928663	12930428	12930527
165	"FARSA"	"FARSA"	chr19	-	12930222	12930341	12930428	12930527	12928754	12928847	12930611	12930749
166	"TPMT"	"TPMT"	chr6	-	18132132	18132177	18133803	18133889	18128310	18130780	18138962	18139037
167	"TPMT"	"TPMT"	chr6	-	18133803	18133889	18138962	18139037	18128310	18130780	18139664	18139717
168	"TPMT"	"TPMT"	chr6	-	18133803	18133889	18138962	18139037	18132132	18132177	18139664	18139717
169	"NFYC"	"NFYC"	chr1	+	40723688	40723792	40735600	40735750	40723207	40723274	40738835	40738948
170	"NFYC"	"NFYC"	chr1	+	40738835	40738948	40747533	40747605	40691569	40691867	40749572	40749686
171	"NFYC"	"NFYC"	chr1	+	40749572	40749686	40753150	40753246	40747533	40747605	40758120	40758294
172	"NFYC"	"NFYC"	chr1	+	40753150	40753246	40758120	40758294	40747533	40747605	40762887	40763046
173	"NFYC"	"NFYC"	chr1	+	40758120	40758294	40762887	40763046	40753150	40753246	40766595	40766703
174	"NFYC"	"NFYC"	chr1	+	40762887	40763046	40766595	40766703	40753150	40753246	40769355	40769415
175	"NFYC"	"NFYC"	chr1	+	40762887	40763046	40766595	40766703	40758120	40758294	40769355	40769415
176	"NFYC"	"NFYC"	chr1	+	40762989	40763046	40766595	40766703	40758120	40758294	40769355	40769415
177	"FIG4"	"FIG4"	chr6	+	109715077	109715176	109727108	109727265	109691311	109691501	109732636	109732687
178	"FIG4"	"FIG4"	chr6	+	109716444	109716568	109727108	109727265	109715077	109715176	109732636	109732687
179	"UQCC1"	"UQCC1"	chr20	-	35314687	35314765	35347163	35347272	35306665	35306779	35381917	35382025
180	"UQCC1"	"UQCC1"	chr20	-	35366556	35366614	35381917	35382025	35347163	35347272	35394091	35394196
181	"UQCC1"	"UQCC1"	chr20	-	35384037	35384133	35386276	35386389	35381917	35382025	35394091	35394196
182	"UQCC1"	"UQCC1"	chr20	-	35384037	35384133	35394091	35394196	35381917	35382025	35411939	35411973
183	"UQCC1"	"UQCC1"	chr20	-	35384558	35384644	35392235	35392277	35384037	35384133	35394091	35394196
184	"UQCC1"	"UQCC1"	chr20	-	35386276	35386389	35392235	35392277	35384037	35384133	35394091	35394196
185	"RERG"	"RERG"	chr12	-	15121062	15121119	15217428	15217603	15111343	15111417	15221194	15221417
186	"CLDN7"	"CLDN7"	chr17	-	7260820	7260985	7261820	7262085	7260641	7260726	7263158	7263200
187	"CLDN7"	"CLDN7"	chr17	-	7260820	7260985	7261820	7262343	7260641	7260726	7263158	7263213
188	"CSF2RA"	"CSF2RA"	chrX	+	1300490	1300626	1303922	1304019	1295426	1295456	1305445	1305527
189	"INPP5J"	"INPP5J"	chr22	+	31124844	31124906	31125832	31126010	31122993	31123119	31126375	31126489
190	"YBX2"	"YBX2"	chr17	-	7291092	7291182	7292025	7292059	7290250	7290535	7293474	7293538
191	"YBX2"	"YBX2"	chr17	-	7291092	7292059	7293474	7293538	7290250	7290535	7293827	7293935
192	"GTPBP10"	"GTPBP10"	chr7	+	90352815	90353009	90372154	90372228	90346664	90346774	90374301	90374354
193	"GTPBP10"	"GTPBP10"	chr7	+	90352815	90353009	90354457	90354549	90346675	90346774	90355085	90355230
194	"GTPBP10"	"GTPBP10"	chr7	+	90352815	90353009	90354457	90354549	90346694	90346774	90374301	90374354
195	"GTPBP10"	"GTPBP10"	chr7	+	90352815	90353009	90354457	90354549	90346706	90346774	90372154	90372228
196	"GTPBP10"	"GTPBP10"	chr7	+	90354457	90354549	90372154	90372228	90346675	90346774	90374301	90374354
197	"GTPBP10"	"GTPBP10"	chr7	+	90354457	90354549	90355085	90355230	90352815	90353009	90372154	90372228
198	"GTPBP10"	"GTPBP10"	chr7	+	90354457	90354549	90355085	90355230	90352815	90353009	90374301	90374354
199	"GTPBP10"	"GTPBP10"	chr7	+	90354457	90354549	90372154	90372228	90352815	90353009	90374301	90374354
200	"GTPBP10"	"GTPBP10"	chr7	+	90355085	90355230	90372154	90372228	90352815	90353009	90374301	90374354
201	"GTPBP10"	"GTPBP10"	chr7	+	90355085	90355230	90372154	90372228	90354457	90354549	90374301	90374354
202	"GTPBP10"	"GTPBP10"	chr7	+	90372154	90372228	90374301	90374354	90346664	90346774	90377506	90377614
203	"GTPBP10"	"GTPBP10"	chr7	+	90372154	90372228	90374301	90374354	90352815	90353009	90377506	90377572
204	"GTPBP10"	"GTPBP10"	chr7	+	90372154	90372228	90374301	90374354	90354457	90354549	90377506	90377614
205	"GTPBP10"	"GTPBP10"	chr7	+	90372154	90372228	90374301	90374354	90355085	90355230	90377506	90377614
206	"ESRP1"	"ESRP1"	chr8	+	94674307	94674494	94678202	94678371	94671452	94671671	94705924	94707466
207	"ESRP1"	"ESRP1"	chr8	+	94692676	94692827	94696851	94696961	94678202	94678371	94705924	94707466
208	"R3HCC1L"	"R3HCC1L"	chr10	+	98163292	98163397	98186466	98186563	98134623	98134706	98208100	98209899
209	"R3HCC1L"	"R3HCC1L"	chr10	+	98163292	98163397	98208100	98209899	98134623	98134706	98231511	98231687
210	"R3HCC1L"	"R3HCC1L"	chr10	+	98208100	98209899	98231511	98231687	98163286	98163397	98234445	98234516
211	"WWOX"	"WWOX"	chr16	+	78164182	78164289	78756939	78757015	78114975	78115154	79211607	79212667
212	"ITGB1"	"ITGB1"	chr10	-	32911885	32912124	32919884	32920084	32911447	32911670	32920244	32920385
213	"ITGB1"	"ITGB1"	chr10	-	32919884	32920084	32920244	32920385	32911885	32912124	32922256	32922346
214	"TMTC4"	"TMTC4"	chr13	-	100642210	100642311	100656380	100656468	100637929	100638022	100662963	100663180
215	"TMTC4"	"TMTC4"	chr13	-	100642210	100642311	100662963	100663180	100637929	100638022	100664220	100664336
216	"TMTC4"	"TMTC4"	chr13	-	100656380	100656468	100662963	100663180	100637929	100638022	100664220	100664336
217	"TMTC4"	"TMTC4"	chr13	-	100656380	100656468	100662963	100663180	100642210	100642311	100664220	100664336
218	"TMTC4"	"TMTC4"	chr13	-	100656380	100656468	100664220	100664336	100642210	100642311	100668578	100668794
219	"PDE8A"	"PDE8A"	chr15	+	85076732	85076787	85083555	85083644	85075861	85075918	85089337	85089416
220	"PDE8A"	"PDE8A"	chr15	+	85083555	85083644	85089337	85089416	85075861	85075918	85091043	85091181
221	"PDE8A"	"PDE8A"	chr15	+	85083555	85083644	85089337	85089416	85075861	85075918	85097947	85098036
222	"PDE8A"	"PDE8A"	chr15	+	85083555	85083644	85089337	85089416	85076732	85076787	85091043	85091181
223	"PDE8A"	"PDE8A"	chr15	+	85083555	85083644	85089337	85089416	85076732	85076787	85097947	85098036
224	"PDE8A"	"PDE8A"	chr15	+	85089337	85089416	85091043	85091181	85083555	85083644	85097947	85098036
225	"PDE8A"	"PDE8A"	chr15	+	85117640	85117839	85123060	85123193	85115983	85116119	85126206	85126374
226	"RANBP17"	"RANBP17"	chr5	+	170914166	170914240	170916464	170916584	170910968	170911134	170918712	170918859
227	"RANBP17"	"RANBP17"	chr5	+	170916464	170916584	170918712	170918859	170910968	170911134	170919440	170919613
228	"RANBP17"	"RANBP17"	chr5	+	170916464	170916584	170918712	170918859	170914166	170914240	170919440	170919613
229	"RANBP17"	"RANBP17"	chr5	+	170983064	170983245	171028871	171028989	170968241	170968377	171170129	171170203
230	"RANBP17"	"RANBP17"	chr5	+	170983064	170983245	171161406	171161466	170968241	170968377	171170129	171170203
231	"RANBP17"	"RANBP17"	chr5	+	171028871	171028989	171161406	171161466	170968241	170968377	171170129	171170203
232	"AQR"	"AQR"	chr15	-	34944287	34944428	34948263	34948384	34942011	34942080	34952884	34952920
233	"AQR"	"AQR"	chr15	-	34948263	34948384	34952884	34952920	34944287	34944428	34960773	34960814
234	"DPP8"	"DPP8"	chr15	-	65450998	65451110	65451959	65452102	65446616	65447006	65463760	65463906
235	"DPP8"	"DPP8"	chr15	-	65454262	65454415	65455711	65455841	65451959	65452102	65456224	65456371
236	"DPP8"	"DPP8"	chr15	-	65454262	65454415	65456224	65456371	65451959	65452102	65463760	65463906
237	"DPP8"	"DPP8"	chr15	-	65478879	65479039	65481514	65481615	65474208	65474288	65485098	65485160
238	"DPP8"	"DPP8"	chr15	-	65481514	65481615	65485098	65485160	65480221	65480399	65487689	65487818
239	"DPP8"	"DPP8"	chr15	-	65485098	65485160	65487689	65487818	65481514	65481615	65490188	65490299
240	"SIRT1"	"SIRT1"	chr10	+	67888881	67889123	67891401	67891554	67887416	67887533	67906789	67906937
241	"SLC28A1"	"SLC28A1"	chr15	+	84904096	84904238	84908717	84908795	84894939	84895123	84918523	84918604
242	"SLC28A1"	"SLC28A1"	chr15	+	84905538	84905652	84908717	84908795	84904096	84904238	84918523	84918604
243	"IL15"	"IL15"	chr4	+	141656185	141656307	141688821	141689035	141636725	141636748	141719377	141719476
244	"CYP3A5"	"CYP3A5"	chr7	-	99666600	99666689	99666712	99666810	99665165	99665314	99666951	99667065
245	"PPP6R2"	"PPP6R2"	chr22	+	50388985	50389111	50391866	50392015	50372071	50372150	50393892	50394135
246	"PPP6R2"	"PPP6R2"	chr22	+	50393892	50394135	50406688	50406875	50372019	50372150	50414551	50414689
