ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
325	"NDUFC1"	"NDUFC1"	chr4	-	139296331	139296367	139295042	139295146	139302415	139302551
334	"WDR31"	"WDR31"	chr9	-	113328880	113328955	113323010	113323155	113330983	113331113
341	"OSTC"	"OSTC"	chr4	+	108655563	108655657	108650583	108650794	108667246	108667818
345	"ATP5J2-PTCD1"	"ATP5J2-PTCD1"	chr7	-	99433277	99433418	99429587	99429806	99434789	99435268
346	"ATP5J2-PTCD1"	"ATP5J2-PTCD1"	chr7	-	99441389	99441487	99435177	99435268	99460085	99460193
347	"PFAS"	"PFAS"	chr17	+	8255026	8255132	8254165	8254301	8255501	8255524
350	"PFAS"	"PFAS"	chr17	+	8264469	8264601	8264211	8264337	8264894	8265125
351	"PFAS"	"PFAS"	chr17	+	8265287	8265468	8264894	8265125	8265555	8265639
355	"AKAP8"	"AKAP8"	chr19	-	15376975	15377014	15374602	15374635	15379712	15379792
357	"NEURL4"	"NEURL4"	chr17	-	7317460	7317573	7317204	7317370	7317787	7317932
358	"NEURL4"	"NEURL4"	chr17	-	7317460	7317684	7317246	7317370	7317787	7317932
359	"NEURL4"	"NEURL4"	chr17	-	7318268	7318356	7318064	7318172	7318494	7318674
360	"NEURL4"	"NEURL4"	chr17	-	7318268	7318356	7318064	7318172	7319049	7319208
361	"NEURL4"	"NEURL4"	chr17	-	7318494	7318674	7318064	7318172	7319049	7319208
362	"NEURL4"	"NEURL4"	chr17	-	7318494	7318674	7318268	7318356	7319049	7319208
363	"NEURL4"	"NEURL4"	chr17	-	7318494	7318691	7318064	7318172	7319049	7319208
364	"NEURL4"	"NEURL4"	chr17	-	7318494	7318691	7318268	7318356	7319049	7319208
365	"NEURL4"	"NEURL4"	chr17	-	7325208	7325473	7324798	7324980	7325640	7325713
370	"KANSL1L"	"KANSL1L"	chr2	-	210098085	210098207	210075551	210075756	210104103	210104195
372	"HSD17B4"	"HSD17B4"	chr5	+	119456314	119456368	119452569	119452821	119473907	119473980
374	"HSD17B4"	"HSD17B4"	chr5	+	119475823	119475870	119475677	119475727	119477416	119477489
375	"HSD17B4"	"HSD17B4"	chr5	+	119477797	119477894	119477416	119477501	119478833	119478943
377	"HSD17B4"	"HSD17B4"	chr5	+	119506817	119506889	119502040	119502092	119509140	119509244
378	"HSD17B4"	"HSD17B4"	chr5	+	119509429	119509494	119509140	119509244	119514980	119515046
381	"PHF2"	"PHF2"	chr9	+	93629969	93630055	93576406	93576871	93636410	93636465
382	"PHF2"	"PHF2"	chr9	+	93659510	93659600	93658144	93658236	93660191	93660560
383	"PHF2"	"PHF2"	chr9	+	93662906	93663026	93660191	93660560	93663516	93663635
386	"RP4-536B24.4"	"RP4-536B24.4"	chr16	-	87777867	87778000	87773487	87773541	87778986	87779374
388	"ARHGEF26-AS1"	"ARHGEF26-AS1"	chr3	-	154108668	154108785	154030276	154030376	154121071	154121210
389	"ARHGEF26-AS1"	"ARHGEF26-AS1"	chr3	-	154108668	154108785	154030276	154030379	154121071	154121210
390	"ARHGEF26-AS1"	"ARHGEF26-AS1"	chr3	-	154119685	154119783	154030276	154030379	154121071	154121332
391	"ARHGEF26-AS1"	"ARHGEF26-AS1"	chr3	-	154119685	154119808	154030276	154030379	154121071	154121263
392	"ATP10D"	"ATP10D"	chr4	+	47515475	47515670	47512503	47512830	47523011	47523216
398	"CTC-529P8.1"	"CTC-529P8.1"	chr5	+	149064249	149064358	149064066	149064174	149071346	149071527
399	"ANKRD36C"	"ANKRD36C"	chr2	-	95852125	95852196	95851693	95851787	95853708	95853861
401	"ANKRD36C"	"ANKRD36C"	chr2	-	95887924	95887997	95886215	95886244	95888091	95888120
402	"ANKRD36C"	"ANKRD36C"	chr2	-	95891664	95891737	95889965	95889994	95891831	95891860
404	"ANKRD36C"	"ANKRD36C"	chr2	-	95978121	95978189	95962518	95962547	95980647	95980785
418	"AF011889.5"	"AF011889.5"	chrX	-	149486924	149487098	149482542	149483218	149490313	149490440
419	"AF011889.5"	"AF011889.5"	chrX	-	149498106	149498307	149496345	149496516	149500948	149501037
420	"AF011889.5"	"AF011889.5"	chrX	-	149526935	149527068	149500948	149501037	149529366	149529428
423	"SLC25A18"	"SLC25A18"	chr22	+	17583415	17583534	17582562	17582653	17587135	17587301
425	"POLR3H"	"POLR3H"	chr22	-	41532093	41532157	41530686	41530888	41532603	41532745
428	"POLR3H"	"POLR3H"	chr22	-	41533521	41533687	41532658	41532745	41540698	41540795
438	"SRRT"	"SRRT"	chr7	+	100881284	100881413	100875572	100875712	100882052	100882241
439	"SRRT"	"SRRT"	chr7	+	100881658	100881805	100881284	100881413	100882052	100882241
440	"SRRT"	"SRRT"	chr7	+	100882764	100883090	100882052	100882241	100884069	100884239
453	"RP11-343C2.11"	"RP11-343C2.11"	chr16	+	69318822	69318942	69318649	69318711	69319386	69319543
454	"CCDC62"	"CCDC62"	chr12	+	122785718	122785820	122781163	122781330	122788757	122788811
486	"PPM1M"	"PPM1M"	chr3	+	52247681	52247794	52246694	52246812	52248152	52248237
487	"PPM1M"	"PPM1M"	chr3	+	52248636	52248700	52248152	52248453	52248955	52249063
488	"AC016735.2"	"AC016735.2"	chr2	-	43028913	43029977	43027852	43028185	43036695	43036765
489	"AC016735.2"	"AC016735.2"	chr2	-	43032733	43032902	43032500	43032636	43036695	43036765
491	"C22orf39"	"C22orf39"	chr22	-	19356229	19356288	19353995	19354118	19375630	19375792
492	"C22orf39"	"C22orf39"	chr22	-	19361236	19361341	19359335	19359484	19361726	19361931
493	"C22orf39"	"C22orf39"	chr22	-	19361726	19361931	19356229	19356288	19375630	19375792
494	"C22orf39"	"C22orf39"	chr22	-	19377868	19378066	19375630	19375792	19383619	19383705
495	"C22orf39"	"C22orf39"	chr22	-	19383619	19383705	19377868	19378066	19385520	19385736
496	"C22orf39"	"C22orf39"	chr22	-	19392100	19392214	19388483	19388554	19394341	19394509
497	"C22orf39"	"C22orf39"	chr22	-	19447377	19447545	19410715	19410778	19447664	19447691
498	"C22orf39"	"C22orf39"	chr22	-	19447377	19447545	19440885	19441694	19447664	19447691
499	"C22orf39"	"C22orf39"	chr22	-	19447377	19447545	19441776	19444390	19447664	19447691
501	"UGGT1"	"UGGT1"	chr2	+	128123185	128123246	128121198	128121298	128127360	128127452
502	"UGGT1"	"UGGT1"	chr2	+	128133140	128133260	128129028	128129179	128134875	128134961
503	"UGGT1"	"UGGT1"	chr2	+	128138716	128138852	128134875	128134961	128143093	128143225
505	"UGGT1"	"UGGT1"	chr2	+	128174772	128174858	128173780	128173939	128176813	128176898
506	"UGGT1"	"UGGT1"	chr2	+	128180889	128181072	128179785	128179870	128182129	128182290
508	"UGGT1"	"UGGT1"	chr2	+	128183674	128183789	128182129	128182290	128186682	128186799
510	"BICC1"	"BICC1"	chr10	+	58620854	58620901	58513139	58513333	58702073	58702143
511	"BICC1"	"BICC1"	chr10	+	58702073	58702143	58620854	58620901	58785000	58785080
512	"BICC1"	"BICC1"	chr10	+	58788369	58788423	58786922	58787081	58789261	58789456
513	"BICC1"	"BICC1"	chr10	+	58817561	58817722	58813829	58813986	58820368	58820468
514	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196324270	196324440	196323743	196323997	196326954	196327032
515	"TM4SF19-TCTEX1D2"	"TM4SF19-TCTEX1D2"	chr3	-	196324270	196324440	196323743	196323997	196338263	196338373
532	"CLPTM1"	"CLPTM1"	chr19	+	44977342	44977460	44974438	44974597	44985217	44985303
534	"SURF1"	"SURF1"	chr9	-	133352445	133352608	133352060	133352142	133352693	133352730
535	"SURF1"	"SURF1"	chr9	-	133352445	133352608	133352060	133352142	133353748	133353940
536	"SURF1"	"SURF1"	chr9	-	133352693	133352730	133352060	133352142	133353748	133353940
537	"SURF1"	"SURF1"	chr9	-	133352693	133352730	133352445	133352608	133353748	133353940
538	"SURF1"	"SURF1"	chr9	-	133352693	133352766	133352060	133352142	133353748	133353940
539	"SURF1"	"SURF1"	chr9	-	133352693	133352766	133352445	133352608	133353748	133353940
540	"SURF1"	"SURF1"	chr9	-	133353748	133353940	133352693	133352766	133354658	133354741
541	"SURF1"	"SURF1"	chr9	-	133354823	133354957	133354658	133354741	133356268	133356320
546	"BANF1"	"BANF1"	chr11	+	66003234	66003373	66002580	66003070	66003625	66003898
548	"FAM69A"	"FAM69A"	chr1	-	92850847	92850955	92847182	92847359	92876295	92876430
551	"E2F4"	"E2F4"	chr16	+	67193421	67193515	67192760	67192870	67194685	67194980
552	"E2F4"	"E2F4"	chr16	+	67194397	67194459	67192760	67192870	67194685	67194819
553	"E2F4"	"E2F4"	chr16	+	67194397	67194459	67193421	67193515	67194685	67194819
554	"CYB5R4"	"CYB5R4"	chr6	+	83914415	83914448	83909008	83909090	83918004	83918065
555	"CYB5R4"	"CYB5R4"	chr6	+	83918004	83918065	83914415	83914448	83919396	83919454
556	"CYB5R4"	"CYB5R4"	chr6	+	83929419	83929510	83926268	83926331	83934594	83934735
557	"CBX8"	"CBX8"	chr17	-	79796056	79796123	79792131	79795558	79796249	79796315
558	"CBX8"	"CBX8"	chr17	-	79796249	79796315	79792131	79795558	79796496	79796540
559	"CBX8"	"CBX8"	chr17	-	79796496	79796540	79796249	79796315	79796929	79797116
560	"CBX8"	"CBX8"	chr17	-	79796496	79796540	79796249	79796315	79801400	79801533
563	"IFNAR1"	"IFNAR1"	chr21	+	33335523	33335647	33324903	33325131	33340998	33341174
564	"IFNAR1"	"IFNAR1"	chr21	+	33340998	33341174	33335523	33335647	33343267	33343422
565	"IFNAR1"	"IFNAR1"	chr21	+	33340998	33341174	33335523	33335647	33345245	33345277
566	"IFNAR1"	"IFNAR1"	chr21	+	33343267	33343422	33335523	33335647	33345245	33345360
567	"IFNAR1"	"IFNAR1"	chr21	+	33343267	33343422	33340998	33341174	33343534	33343676
568	"IFNAR1"	"IFNAR1"	chr21	+	33343267	33343422	33340998	33341174	33345245	33345360
569	"IFNAR1"	"IFNAR1"	chr21	+	33343534	33343676	33340998	33341174	33345245	33345360
570	"IFNAR1"	"IFNAR1"	chr21	+	33343534	33343676	33343267	33343422	33345245	33345360
571	"IFNAR1"	"IFNAR1"	chr21	+	33345245	33345360	33343534	33343676	33349090	33349290
572	"IFNAR1"	"IFNAR1"	chr21	+	33349388	33349543	33349090	33349290	33352757	33352908
577	"EXO1"	"EXO1"	chr1	+	241850408	241850586	241848730	241849027	241853357	241853472
579	"EXO1"	"EXO1"	chr1	+	241852291	241852411	241850408	241850586	241857344	241857482
580	"EXO1"	"EXO1"	chr1	+	241853357	241853472	241850408	241850586	241857344	241857482
581	"EXO1"	"EXO1"	chr1	+	241853357	241853481	241850408	241850586	241857344	241857482
583	"EXO1"	"EXO1"	chr1	+	241854572	241854781	241853357	241853481	241857344	241857482
587	"RP11-181C3.1"	"RP11-181C3.1"	chr12	-	98502582	98502612	98493430	98493484	98503759	98503855
591	"CCDC114"	"CCDC114"	chr19	-	48318712	48318812	48318386	48318576	48319433	48320075
592	"CCDC114"	"CCDC114"	chr19	-	48320754	48320811	48320298	48320391	48321720	48321894
