ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
253	"DZIP3"	"DZIP3"	chr3	+	108647942	108648962	108647942	108648112	108648917	108648962	253	2,5,2	27,4,16	0,0,5	18,27,19	198	99	0.0690542649619	0.305638676498	0.036,0.385,0.059	0.0,0.0,0.116	0.121
255	"WDR19"	"WDR19"	chr4	+	39272979	39274958	39272979	39273061	39274807	39274958	255	8,1,4	8,3,7	1,0,2	0,1,2	198	99	0.117988458942	0.437747097671	0.333,0.143,0.222	1.0,0.0,0.333	-0.212
256	"MYL6"	"MYL6"	chr12	+	56158357	56158711	56158357	56158404	56158683	56158711	256	22,16,18	4628,2672,4143	14,4,14	3153,2514,3135	198	99	1	1.0	0.002,0.003,0.002	0.002,0.001,0.002	0.001
257	"MYL6"	"MYL6"	chr12	+	56158683	56159730	56158683	56158711	56159586	56159730	257	44,33,37	5892,3416,5385	21,13,15	3956,3197,3901	198	99	1	1.0	0.004,0.005,0.003	0.003,0.002,0.002	0.002
258	"MYL6"	"MYL6"	chr12	+	56158683	56159730	56158683	56158711	56159622	56159730	258	1613,864,1487	23,10,0	908,890,1044	0,2,0	198	99	0.0567999515706	0.267133726961	0.972,0.977,1.0	1.0,0.996,1.0	-0.016
259	"MYL6"	"MYL6"	chr12	+	56159586	56160148	56159586	56159622	56159974	56160148	259	7284,4146,6619	166,90,210	4687,3963,4766	117,80,119	198	99	0.451139026725	1.0	0.956,0.958,0.94	0.952,0.961,0.952	-0.004
260	"MYL6"	"MYL6"	chr12	+	56159586	56160148	56159586	56159730	56159974	56160148	260	6,5,13	1334,831,1229	6,8,4	1440,627,732	198	99	1	1.0	0.002,0.003,0.005	0.002,0.006,0.003	-0.0
261	"MYL6"	"MYL6"	chr12	+	56159586	56160148	56159586	56159622	56160024	56160148	261	8819,5121,8309	3,0,74	5769,4829,5834	2,54,43	198	99	0.27537322927	0.77966140179	0.999,1.0,0.982	0.999,0.978,0.985	0.006
262	"GLG1"	"GLG1"	chr16	-	74462487	74463479	74462487	74462630	74463355	74463479	262	0,0,2	211,121,159	0,0,1	213,186,163	198	99	1	1.0	0.0,0.0,0.006	0.0,0.0,0.003	0.001
267	"DALRD3"	"DALRD3"	chr3	-	49015818	49016086	49015818	49015872	49015972	49016086	267	29,19,35	9,10,11	25,19,25	6,15,6	198	99	0.989360905135	1.0	0.617,0.487,0.614	0.676,0.388,0.676	-0.007
268	"DALRD3"	"DALRD3"	chr3	-	49015972	49016340	49015972	49016060	49016157	49016340	268	25,6,17	7,5,8	18,5,8	4,7,2	195	99	0.97586456035	1.0	0.645,0.379,0.519	0.696,0.266,0.67	-0.03
